,Victa Mikey,Impress Raja,Little Purpose,Canya Razor,Neangar Boy,Sandave Diamond,Allinga Grin
16-12-2022 12:13:50.186483,"(4.6, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.0, 11.0, 9.394444444444444)","(6.5, 16.0, 12.4)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:51.106488,"(4.6, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.0, 11.0, 9.394444444444444)","(6.5, 16.0, 12.4)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:52.091599,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.0, 11.0, 9.394444444444444)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:53.037596,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.0, 11.0, 9.394444444444444)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:54.017931,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.0, 11.0, 9.827586206896552)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:54.958154,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.5)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:55.901899,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.5)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:56.947505,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:57.930123,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:58.897344,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:13:59.795346,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 78.8)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:00.705327,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:01.603686,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:02.532278,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:03.444573,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:04.400206,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:05.434345,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:06.423351,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:07.430889,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:08.418156,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:09.333721,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:10.264119,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:11.160543,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:12.059112,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:12.937992,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 9.130555555555555)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:13.899571,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.568181818181818)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:14.826436,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.568181818181818)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:15.806002,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:16.748089,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:17.704838,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:18.674415,"(4.8, 10.5, 9.348571428571429)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:19.664581,"(4.8, 10.0, 9.687999999999999)","(7.0, 16.5, 15.789473684210526)","(21.0, 110.0, 71.0)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:20.599919,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:21.534923,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:22.455141,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:23.350197,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:24.245692,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:25.149193,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:26.063875,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:26.993576,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:27.928901,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:28.880569,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:29.854621,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:30.792712,"(4.8, 10.0, 9.628571428571428)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:31.746705,"(4.8, 13.0, 11.782608695652174)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.227272727272727)","(6.5, 16.0, 12.4)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:32.707158,"(4.8, 13.0, 12.44)","(7.0, 16.5, 14.842105263157894)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:33.710957,"(4.8, 13.0, 12.44)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:34.681240,"(4.8, 13.0, 12.44)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:35.612271,"(4.8, 12.5, 11.771428571428572)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:36.536011,"(4.8, 12.5, 9.753846153846155)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:37.476615,"(4.8, 12.0, 11.163636363636364)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 12.4)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:38.404935,"(4.8, 12.0, 11.163636363636364)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:39.301643,"(4.8, 12.0, 9.578947368421053)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:40.236096,"(4.8, 12.0, 9.578947368421053)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:41.119467,"(4.8, 12.0, 9.578947368421053)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:42.086797,"(4.8, 12.0, 9.578947368421053)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:43.053875,"(4.8, 12.0, 9.578947368421053)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:44.041953,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:44.993526,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:45.976435,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:46.916113,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:47.930174,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:48.872746,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:49.906385,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:50.882739,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:51.912002,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:52.875642,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:53.892445,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:54.838401,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:55.810002,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:56.785734,"(4.8, 11.0, 10.64)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:57.848904,"(4.8, 11.0, 9.714285714285715)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:58.858157,"(4.8, 11.0, 9.714285714285715)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:14:59.849208,"(4.8, 11.0, 9.714285714285715)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:00.881426,"(4.8, 11.0, 9.714285714285715)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:01.873310,"(4.8, 10.5, 9.936363636363637)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:02.875069,"(4.8, 10.5, 9.936363636363637)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:03.895381,"(4.8, 10.5, 9.936363636363637)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:04.941636,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:05.943211,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:07.003319,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:08.050233,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:09.038733,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:09.966721,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:11.056251,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:12.052829,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:13.098362,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:14.112297,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:15.175764,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:16.215635,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:17.298410,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:18.357283,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:19.463424,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:20.501163,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:21.539182,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
16-12-2022 12:15:22.501233,"(4.8, 10.5, 9.324137931034484)","(7.0, 16.5, 15.6)","(21.0, 110.0, 65.42857142857143)","(1.75, 1.72, 1.704)","(6.5, 10.5, 8.263157894736842)","(6.5, 16.0, 13.0)","(71.0, 470.0, 439.2307692307692)"
