,Little Hero,Mr Bigwig,Baptiste,Homebush Reign,Homebush Roman,Homebush Sassy,Tiger Jane
10-01-2023 09:04:08.945621,"(6.0, 25.0, 20.452380952380956)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:09.838524,"(6.0, 25.0, 20.452380952380956)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:10.755401,"(6.0, 25.0, 20.452380952380956)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:11.679013,"(6.0, 25.0, 20.452380952380956)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:12.608483,"(6.0, 25.0, 20.452380952380956)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:13.523245,"(6.0, 25.0, 20.428571428571427)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:14.426075,"(6.0, 25.0, 20.428571428571427)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:15.400012,"(6.0, 25.0, 20.428571428571427)","(3.9, 14.0, 8.899999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:16.387551,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:17.335753,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:18.283556,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:19.196873,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:20.204098,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:21.141847,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:22.128791,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:23.037941,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:23.955192,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:24.871484,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:25.817634,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:26.695492,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:27.631741,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:28.589197,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:29.554683,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:30.500181,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:31.395071,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:32.373324,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:33.371873,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:34.342453,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:35.310940,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:36.230474,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:37.154609,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:38.102013,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:39.004067,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:39.891784,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:40.849432,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:41.784580,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:42.788609,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:43.719871,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:44.669656,"(6.0, 25.0, 20.428571428571427)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:45.626656,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 152.5)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:46.612772,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:47.608393,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:48.560840,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:49.500814,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:50.433243,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:51.383643,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:52.331078,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:53.238804,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:54.124858,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:55.051413,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:56.049555,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:56.936393,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:57.878895,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:58.838704,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:04:59.807675,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:00.816135,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:01.765767,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:02.702840,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:03.639848,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.5, 6.494444444444444)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 119.25)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:04.570866,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:05.512794,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:06.435181,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:07.325193,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:08.243453,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:09.157897,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:10.088170,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:10.998744,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:11.979746,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:12.951416,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:13.995324,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:14.934179,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:15.901896,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:16.831694,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:17.766333,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:18.691853,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:19.614977,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:20.506304,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:21.476531,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:22.436861,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:23.355803,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 8.399999999999999)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:24.279499,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 9.933333333333334)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:25.212022,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 9.933333333333334)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:26.189642,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 9.933333333333334)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:27.177092,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 9.933333333333334)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:28.118584,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 9.933333333333334)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:29.054976,"(6.0, 25.0, 22.47368421052632)","(3.9, 13.0, 9.933333333333334)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:30.053488,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:30.963775,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:31.907198,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:32.813545,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:33.710149,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:34.687008,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
10-01-2023 09:05:35.633371,"(6.0, 25.0, 22.47368421052632)","(3.9, 14.0, 10.599999999999998)","(1.5, 1.54, 1.5233333333333334)","(21.0, 240.0, 129.75)","(21.0, 240.0, 117.22222222222223)","(19.0, 220.0, 180.8653846153846)","(10.0, 55.0, 50.4)"
