,Refulgent,Kaseys Money,Shy But Savage,Out Of Aussie,Laughing Les,Pocket Money,Zipping Victoria,Shes In Clover
07-01-2023 19:01:08.147608,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.333333333333333)","(5.5, 8.6, 8.0)","(21.0, 75.0, 60.588235294117645)","(2.5, 4.8, 4.371428571428572)"
07-01-2023 19:01:09.492206,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.333333333333333)","(5.5, 8.6, 8.0)","(21.0, 75.0, 60.588235294117645)","(2.5, 4.8, 4.371428571428572)"
07-01-2023 19:01:10.694599,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.6, 7.699999999999999)","(21.0, 75.0, 61.388888888888886)","(2.5, 4.8, 4.4)"
07-01-2023 19:01:11.795412,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.6, 7.699999999999999)","(21.0, 75.0, 61.388888888888886)","(2.5, 4.8, 4.4)"
07-01-2023 19:01:12.895135,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.6, 7.699999999999999)","(21.0, 75.0, 61.388888888888886)","(2.5, 4.5, 4.292307692307692)"
07-01-2023 19:01:14.108798,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.6, 7.699999999999999)","(21.0, 75.0, 61.388888888888886)","(2.5, 4.5, 4.292307692307692)"
07-01-2023 19:01:15.323734,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.6, 6.95)","(21.0, 75.0, 58.5)","(2.5, 4.5, 4.292307692307692)"
07-01-2023 19:01:16.580152,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.230769230769231)","(21.0, 75.0, 61.41176470588235)","(2.5, 4.5, 4.371428571428572)"
07-01-2023 19:01:17.811189,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 7.0)","(5.5, 8.2, 6.901818181818181)","(21.0, 75.0, 61.41176470588235)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:19.141387,"(2.45, 2.64, 2.5233333333333334)","(15.0, 19.5, 17.142857142857142)","(91.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 8.0, 6.8)","(5.5, 8.2, 6.901818181818181)","(21.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:20.430470,"(2.5, 2.64, 2.5233333333333334)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 7.6, 6.8)","(5.5, 8.2, 7.08)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:21.777401,"(2.5, 2.64, 2.5233333333333334)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 106.66666666666666)","(5.0, 7.6, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:23.131620,"(2.5, 2.64, 2.576)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:24.462850,"(2.5, 2.64, 2.576)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:25.850740,"(2.5, 2.64, 2.597777777777778)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4386363636363635)"
07-01-2023 19:01:27.185494,"(2.5, 2.62, 2.5700000000000003)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:28.516860,"(2.5, 2.6, 2.56)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:29.737525,"(2.5, 2.58, 2.5533333333333332)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:30.923156,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 108.46153846153847)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:32.143386,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 130.0, 105.0)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.077419354838709)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:33.401240,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 596.0)","(31.0, 110.0, 105.0)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.075)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:34.840076,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 650.0, 830.0)","(31.0, 120.0, 105.0)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.075)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:36.473406,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 990.0, 830.0)","(31.0, 120.0, 105.0)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.075)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.4399999999999995)"
07-01-2023 19:01:37.683379,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 990.0, 830.0)","(31.0, 120.0, 105.0)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.075)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.317857142857143)"
07-01-2023 19:01:38.861796,"(2.5, 2.58, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 990.0, 830.0)","(31.0, 110.0, 100.9090909090909)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.075)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.317857142857143)"
07-01-2023 19:01:39.958137,"(2.5, 2.6, 2.55)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 103.75)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.075)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.2)"
07-01-2023 19:01:41.063457,"(2.5, 2.6, 2.55)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 8.0, 7.0)","(5.5, 8.2, 7.133333333333333)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.3)"
07-01-2023 19:01:42.213536,"(2.5, 2.6, 2.525)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 8.0, 7.1000000000000005)","(5.5, 8.2, 7.141176470588235)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.5, 4.226666666666667)"
07-01-2023 19:01:43.379407,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.141176470588235)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.3, 4.177777777777777)"
07-01-2023 19:01:45.032259,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.141176470588235)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.3, 4.2405405405405405)"
07-01-2023 19:01:46.353438,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.141176470588235)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.3, 4.166666666666666)"
07-01-2023 19:01:47.706307,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.141176470588235)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.3, 4.166666666666666)"
07-01-2023 19:01:48.959217,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.12)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.3, 4.166666666666666)"
07-01-2023 19:01:50.180175,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 96.36363636363637)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.12)","(26.0, 75.0, 62.166666666666664)","(2.5, 4.3, 4.166666666666666)"
07-01-2023 19:01:51.538785,"(2.5, 2.6, 2.54)","(16.0, 19.5, 17.142857142857142)","(101.0, 730.0, 668.0)","(31.0, 110.0, 96.36363636363637)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.12)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.239393939393939)"
07-01-2023 19:01:52.859642,"(2.5, 2.6, 2.54)","(16.0, 19.5, 22.875)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(5.5, 8.2, 7.054545454545455)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.239393939393939)"
07-01-2023 19:01:54.136672,"(2.5, 2.6, 2.54)","(16.0, 25.0, 22.875)","(101.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.0, 7.4, 7.12)","(6.0, 8.2, 7.76)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.205263157894737)"
07-01-2023 19:01:55.330837,"(2.45, 2.6, 2.54)","(16.0, 25.0, 24.0)","(91.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 7.12)","(6.0, 8.0, 7.4)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.25)"
07-01-2023 19:01:56.471931,"(2.45, 2.6, 2.54)","(16.0, 25.0, 24.0)","(91.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 7.12)","(6.0, 8.0, 7.4)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.25)"
07-01-2023 19:01:57.561571,"(2.45, 2.6, 2.54)","(16.0, 25.0, 24.0)","(91.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 7.12)","(6.0, 8.0, 7.4)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.25)"
07-01-2023 19:01:58.856119,"(2.45, 2.6, 2.54)","(16.0, 25.0, 20.11111111111111)","(91.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 7.12)","(6.0, 8.0, 7.127659574468085)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.273529411764706)"
07-01-2023 19:02:00.042064,"(2.45, 2.6, 2.54)","(16.0, 25.0, 23.125)","(91.0, 730.0, 668.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 7.12)","(6.0, 8.0, 7.127659574468085)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.14)"
07-01-2023 19:02:01.301683,"(2.45, 2.6, 2.54)","(16.0, 24.0, 20.0625)","(91.0, 730.0, 830.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 7.12)","(6.0, 8.0, 7.171428571428572)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.14)"
07-01-2023 19:02:02.537910,"(2.45, 2.6, 2.54)","(16.0, 23.0, 21.666666666666664)","(91.0, 990.0, 830.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 6.875)","(6.0, 8.0, 7.171428571428572)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.14)"
07-01-2023 19:02:03.651667,"(2.45, 2.6, 2.566666666666667)","(16.0, 23.0, 20.6)","(91.0, 990.0, 830.0)","(31.0, 110.0, 95.0)","(5.5, 7.4, 6.666666666666667)","(6.0, 8.0, 7.171428571428572)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.14)"
07-01-2023 19:02:04.819501,"(2.45, 2.6, 2.54)","(16.0, 23.0, 20.6)","(91.0, 990.0, 596.0)","(31.0, 110.0, 95.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 8.0, 7.171428571428572)","(26.0, 75.0, 64.6875)","(2.5, 4.3, 4.14)"
07-01-2023 19:02:06.322682,"(2.45, 2.6, 2.566666666666667)","(16.0, 23.0, 21.5)","(91.0, 650.0, 596.0)","(31.0, 110.0, 95.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 8.0, 7.294736842105263)","(26.0, 75.0, 65.6923076923077)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:07.727905,"(2.45, 2.6, 2.566666666666667)","(16.0, 22.0, 20.0)","(91.0, 650.0, 596.0)","(31.0, 110.0, 95.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.32)","(26.0, 70.0, 60.11764705882353)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:09.121476,"(2.45, 2.6, 2.566666666666667)","(16.0, 22.0, 18.875)","(91.0, 650.0, 596.0)","(31.0, 110.0, 95.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.213333333333333)","(26.0, 70.0, 61.25)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:10.854109,"(2.45, 2.6, 2.566666666666667)","(16.0, 22.0, 19.4)","(91.0, 650.0, 596.0)","(31.0, 110.0, 95.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 6.985185185185185)","(26.0, 70.0, 61.25)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:12.612348,"(2.45, 2.6, 2.566666666666667)","(16.0, 21.0, 19.4)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 6.985185185185185)","(26.0, 70.0, 61.25)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:14.148084,"(2.45, 2.6, 2.5142857142857142)","(16.0, 21.0, 19.25)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.094117647058823)","(26.0, 70.0, 61.25)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:15.506016,"(2.45, 2.6, 2.55)","(16.0, 20.0, 19.25)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.094117647058823)","(26.0, 70.0, 61.25)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:16.657137,"(2.45, 2.6, 2.55)","(16.0, 20.0, 19.0)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.094117647058823)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:17.971711,"(2.45, 2.6, 2.55)","(16.0, 20.0, 22.25)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:19.379244,"(2.45, 2.6, 2.55)","(16.0, 27.0, 23.833333333333332)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:20.770579,"(2.45, 2.6, 2.55)","(16.0, 27.0, 25.833333333333336)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:22.196493,"(2.45, 2.6, 2.55)","(16.0, 30.0, 27.083333333333336)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:23.631392,"(2.45, 2.6, 2.55)","(16.0, 29.0, 27.083333333333336)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:25.246165,"(2.45, 2.6, 2.55)","(16.0, 29.0, 22.976190476190474)","(91.0, 650.0, 596.0)","(31.0, 110.0, 96.36363636363637)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:26.812454,"(2.45, 2.6, 2.55)","(16.0, 29.0, 26.25)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:28.115654,"(2.45, 2.6, 2.55)","(16.0, 28.0, 26.25)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:29.406311,"(2.45, 2.6, 2.55)","(16.0, 25.0, 24.318181818181817)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:30.662600,"(2.45, 2.6, 2.55)","(16.0, 25.0, 24.318181818181817)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:31.904746,"(2.45, 2.6, 2.55)","(16.0, 25.0, 24.318181818181817)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:33.112773,"(2.45, 2.6, 2.55)","(16.0, 25.0, 24.318181818181817)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:34.411321,"(2.45, 2.6, 2.55)","(16.0, 25.0, 24.318181818181817)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:35.618898,"(2.45, 2.6, 2.55)","(16.0, 25.0, 24.318181818181817)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:36.883968,"(2.45, 2.6, 2.55)","(16.0, 25.0, 23.269230769230766)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:38.134209,"(2.45, 2.6, 2.55)","(16.0, 25.0, 23.269230769230766)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:39.368643,"(2.45, 2.6, 2.55)","(16.0, 25.0, 22.916666666666664)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2272727272727275)"
07-01-2023 19:02:40.729000,"(2.45, 2.6, 2.55)","(16.0, 24.0, 22.916666666666664)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.3, 4.2214285714285715)"
07-01-2023 19:02:42.045414,"(2.45, 2.6, 2.55)","(16.0, 24.0, 21.833333333333332)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.188235294117647)"
07-01-2023 19:02:43.208692,"(2.45, 2.6, 2.55)","(16.0, 24.0, 21.833333333333332)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.175000000000001)"
07-01-2023 19:02:44.383495,"(2.45, 2.6, 2.55)","(16.0, 24.0, 19.666666666666668)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.175000000000001)"
07-01-2023 19:02:45.537644,"(2.45, 2.6, 2.55)","(16.0, 23.0, 21.166666666666668)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.175000000000001)"
07-01-2023 19:02:46.756646,"(2.45, 2.6, 2.55)","(16.0, 23.0, 21.166666666666668)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.175000000000001)"
07-01-2023 19:02:47.992640,"(2.45, 2.6, 2.55)","(16.0, 22.0, 20.5)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.267647058823529)"
07-01-2023 19:02:49.143121,"(2.45, 2.6, 2.55)","(16.0, 22.0, 20.5)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.267647058823529)"
07-01-2023 19:02:50.388390,"(2.45, 2.6, 2.55)","(16.0, 22.0, 20.5)","(91.0, 650.0, 596.0)","(31.0, 110.0, 97.5)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.267647058823529)"
07-01-2023 19:02:51.444607,"(2.45, 2.6, 2.55)","(16.0, 22.0, 20.5)","(91.0, 650.0, 596.0)","(31.0, 110.0, 104.28571428571428)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.3)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.267647058823529)"
07-01-2023 19:02:52.496839,"(2.45, 2.6, 2.55)","(16.0, 21.0, 20.22222222222222)","(91.0, 650.0, 596.0)","(31.0, 110.0, 105.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.157142857142857)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.267647058823529)"
07-01-2023 19:02:53.576474,"(2.45, 2.6, 2.55)","(16.0, 21.0, 20.22222222222222)","(91.0, 650.0, 596.0)","(31.0, 110.0, 105.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.8, 7.371428571428571)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.275)"
07-01-2023 19:02:54.941380,"(2.45, 2.6, 2.55)","(16.0, 21.0, 20.22222222222222)","(91.0, 650.0, 596.0)","(31.0, 110.0, 105.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.6, 7.046153846153846)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.3130434782608695)"
07-01-2023 19:02:56.131352,"(2.45, 2.6, 2.55)","(16.0, 21.0, 20.22222222222222)","(91.0, 650.0, 596.0)","(31.0, 110.0, 105.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.6, 7.046153846153846)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.25)"
07-01-2023 19:02:57.326501,"(2.45, 2.6, 2.55)","(16.0, 21.0, 20.22222222222222)","(91.0, 650.0, 596.0)","(31.0, 110.0, 105.0)","(5.5, 7.2, 6.545454545454546)","(6.0, 7.6, 7.046153846153846)","(26.0, 70.0, 64.0)","(2.5, 4.4, 4.2846153846153845)"
