,Nolde,Muay Thai,First Premio,Diamond Blitz,Sky Dinski,Mount Pelliar,Claim Of Passion,Bronze Warrior
07-01-2023 09:19:34.309118,"(8.0, 9.8, 9.705882352941178)","(13.0, 19.5, 19.275)","(2.0, 2.38, 2.377157894736842)","(8.0, 10.5, 10.165562913907285)","(18.0, 32.0, 31.48148148148148)","(26.0, 42.0, 41.0)","(5.5, 6.2, 6.014840989399294)","(7.5, 9.8, 9.620512820512822)"
07-01-2023 09:19:35.402725,"(8.0, 9.8, 9.705882352941178)","(13.0, 19.5, 19.275)","(2.0, 2.38, 2.377216494845361)","(8.0, 10.5, 10.165562913907285)","(18.0, 32.0, 31.48148148148148)","(26.0, 42.0, 38.96551724137931)","(5.5, 6.2, 6.003007518796992)","(7.5, 9.8, 9.620512820512822)"
07-01-2023 09:19:36.499524,"(8.0, 9.8, 9.705882352941178)","(13.0, 19.5, 19.290697674418606)","(2.0, 2.38, 2.377216494845361)","(8.0, 10.5, 10.165562913907285)","(18.0, 32.0, 31.48148148148148)","(26.0, 42.0, 38.93333333333333)","(5.5, 6.2, 6.025274725274725)","(7.5, 9.8, 9.68923076923077)"
07-01-2023 09:19:37.575619,"(8.0, 9.8, 9.705882352941178)","(13.0, 19.5, 19.290697674418606)","(2.0, 2.36, 2.3496815286624204)","(8.0, 10.5, 10.174825174825175)","(18.0, 32.0, 31.5)","(26.0, 42.0, 39.55555555555556)","(5.5, 6.2, 6.091818181818182)","(7.5, 9.8, 9.661111111111111)"
07-01-2023 09:19:38.632426,"(8.0, 10.0, 9.82857142857143)","(13.0, 20.0, 19.438356164383563)","(2.0, 2.36, 2.347222222222222)","(8.0, 10.5, 10.133858267716535)","(18.0, 32.0, 31.647058823529413)","(26.0, 40.0, 39.55555555555556)","(5.5, 6.2, 6.087826086956522)","(7.5, 9.8, 9.661111111111111)"
07-01-2023 09:19:39.706172,"(8.0, 10.0, 9.835714285714285)","(13.0, 20.0, 19.426666666666666)","(2.0, 2.36, 2.3478947368421053)","(8.0, 10.5, 10.133858267716535)","(18.0, 32.0, 31.615384615384617)","(26.0, 40.0, 39.55555555555556)","(5.5, 6.2, 6.087826086956522)","(7.5, 9.8, 9.661111111111111)"
07-01-2023 09:19:40.799897,"(8.0, 10.0, 9.835714285714285)","(13.0, 20.0, 19.438356164383563)","(2.0, 2.36, 2.3505882352941176)","(8.0, 10.5, 10.1328125)","(18.0, 32.0, 31.615384615384617)","(26.0, 40.0, 39.55555555555556)","(5.5, 6.2, 6.087826086956522)","(7.5, 9.8, 9.676470588235295)"
07-01-2023 09:19:41.877812,"(8.0, 10.0, 9.845454545454546)","(13.0, 20.0, 19.438356164383563)","(2.0, 2.36, 2.3505882352941176)","(8.0, 10.5, 10.1328125)","(18.0, 32.0, 31.615384615384617)","(26.0, 40.0, 39.55555555555556)","(5.5, 6.2, 6.094610778443114)","(7.5, 9.8, 9.661111111111111)"
07-01-2023 09:19:42.990873,"(8.0, 10.0, 9.845454545454546)","(13.0, 20.0, 19.426666666666666)","(2.0, 2.36, 2.342941176470588)","(8.0, 10.5, 10.089147286821705)","(18.0, 32.0, 31.607843137254903)","(26.0, 40.0, 39.0)","(5.5, 6.2, 6.109278350515464)","(7.5, 9.8, 9.921348314606742)"
07-01-2023 09:19:44.054842,"(8.0, 10.0, 9.838461538461539)","(13.0, 20.0, 19.438356164383563)","(2.05, 2.36, 2.348247422680412)","(8.0, 10.5, 10.186363636363636)","(18.0, 32.0, 31.591836734693878)","(26.0, 40.0, 39.0)","(5.5, 6.2, 6.109043927648579)","(7.5, 10.0, 9.942857142857143)"
07-01-2023 09:19:45.099749,"(8.0, 10.0, 9.878260869565217)","(13.0, 20.0, 19.438356164383563)","(2.05, 2.36, 2.349818181818182)","(8.0, 10.5, 10.186363636363636)","(18.0, 32.0, 31.625)","(26.0, 40.0, 38.93333333333333)","(5.5, 6.2, 6.109043927648579)","(7.5, 10.0, 9.942857142857143)"
07-01-2023 09:19:46.162516,"(8.0, 10.0, 9.878260869565217)","(13.0, 20.0, 19.438356164383563)","(2.05, 2.36, 2.3476470588235294)","(8.0, 10.5, 10.193396226415095)","(18.0, 32.0, 31.357142857142858)","(26.0, 40.0, 37.27272727272727)","(5.5, 6.2, 6.109043927648579)","(7.5, 10.0, 9.948780487804878)"
07-01-2023 09:19:47.195732,"(8.0, 10.0, 9.889473684210527)","(13.0, 19.5, 19.26086956521739)","(2.05, 2.38, 2.3626666666666667)","(8.0, 10.5, 10.18141592920354)","(18.0, 32.0, 31.357142857142858)","(26.0, 40.0, 37.714285714285715)","(5.5, 6.2, 6.109043927648579)","(7.5, 10.0, 9.948780487804878)"
07-01-2023 09:19:48.178563,"(8.0, 10.0, 9.82857142857143)","(13.0, 19.0, 18.9375)","(2.05, 2.38, 2.3587709497206704)","(8.0, 10.5, 10.11111111111111)","(18.0, 32.0, 31.357142857142858)","(26.0, 38.0, 37.714285714285715)","(5.5, 6.2, 6.108808290155441)","(7.5, 10.0, 10.076923076923077)"
07-01-2023 09:19:49.186808,"(8.0, 9.8, 9.635294117647058)","(13.0, 19.0, 18.61111111111111)","(2.05, 2.38, 2.367755102040816)","(8.0, 10.5, 10.139175257731958)","(18.0, 32.0, 31.333333333333332)","(26.0, 38.0, 37.8)","(5.5, 6.2, 6.108808290155441)","(7.5, 10.5, 10.076923076923077)"
07-01-2023 09:19:50.185337,"(8.0, 9.6, 9.575)","(13.0, 19.0, 18.575757575757574)","(2.05, 2.38, 2.367755102040816)","(8.0, 10.5, 10.143617021276595)","(18.0, 32.0, 31.44)","(26.0, 38.0, 37.8)","(5.5, 6.2, 6.108808290155441)","(7.5, 10.5, 10.076923076923077)"
07-01-2023 09:19:51.224738,"(8.0, 9.8, 9.672)","(13.0, 19.0, 18.575757575757574)","(2.05, 2.38, 2.3674999999999997)","(8.0, 10.5, 10.137755102040817)","(18.0, 32.0, 31.44)","(26.0, 38.0, 37.8)","(5.5, 6.2, 6.108808290155441)","(7.5, 10.5, 10.057692307692308)"
07-01-2023 09:19:52.304606,"(8.0, 9.8, 9.68)","(13.0, 19.0, 18.575757575757574)","(2.05, 2.38, 2.3558490566037733)","(8.0, 10.5, 10.137755102040817)","(18.0, 32.0, 31.44)","(21.0, 38.0, 37.857142857142854)","(5.5, 6.2, 6.108808290155441)","(7.5, 10.5, 10.110169491525424)"
07-01-2023 09:19:53.353444,"(8.0, 9.8, 9.690909090909091)","(13.0, 19.0, 18.566666666666666)","(2.05, 2.36, 2.3568)","(8.0, 10.5, 10.140625)","(18.0, 32.0, 31.416666666666668)","(21.0, 38.0, 37.793103448275865)","(5.5, 6.2, 6.109043927648579)","(7.5, 10.5, 10.208860759493671)"
07-01-2023 09:19:54.466388,"(8.0, 9.8, 9.690909090909091)","(13.0, 19.0, 18.59375)","(2.05, 2.36, 2.3563414634146342)","(8.0, 10.5, 10.140625)","(18.0, 32.0, 31.416666666666668)","(21.0, 40.0, 37.793103448275865)","(5.5, 6.2, 6.109043927648579)","(7.5, 10.5, 10.226190476190476)"
07-01-2023 09:19:55.612372,"(8.0, 9.8, 9.690909090909091)","(13.0, 19.0, 18.44)","(2.05, 2.36, 2.3586111111111108)","(8.0, 10.5, 10.140625)","(18.0, 32.0, 31.416666666666668)","(21.0, 40.0, 37.793103448275865)","(5.5, 6.2, 6.111936339522546)","(7.5, 10.5, 10.208860759493671)"
07-01-2023 09:19:56.725142,"(8.0, 9.8, 9.690909090909091)","(13.0, 19.0, 18.548387096774192)","(2.05, 2.36, 2.3588235294117648)","(8.0, 10.5, 10.140625)","(18.0, 32.0, 31.416666666666668)","(21.0, 40.0, 37.793103448275865)","(5.5, 6.2, 6.111936339522546)","(7.5, 10.5, 10.208860759493671)"
07-01-2023 09:19:57.834545,"(8.0, 9.8, 9.690909090909091)","(13.0, 19.0, 18.548387096774192)","(2.05, 2.36, 2.3588235294117648)","(8.0, 10.5, 10.140625)","(18.0, 32.0, 31.416666666666668)","(21.0, 40.0, 37.793103448275865)","(5.5, 6.2, 6.111936339522546)","(7.5, 10.5, 10.34375)"
07-01-2023 09:19:58.938459,"(8.0, 9.8, 9.626804123711342)","(13.0, 19.0, 18.73913043478261)","(2.05, 2.34, 2.338984771573604)","(8.0, 10.5, 10.17142857142857)","(18.0, 32.0, 31.53333333333333)","(21.0, 38.0, 37.86666666666667)","(5.5, 6.2, 6.148823529411765)","(7.5, 10.5, 10.4375)"
07-01-2023 09:20:00.042657,"(8.0, 9.8, 9.64)","(13.0, 19.0, 18.642857142857142)","(2.05, 2.34, 2.338952879581152)","(8.0, 10.5, 10.18348623853211)","(18.0, 32.0, 31.575757575757574)","(21.0, 38.0, 37.86666666666667)","(5.5, 6.2, 6.133333333333334)","(7.5, 10.5, 10.481481481481481)"
07-01-2023 09:20:01.118319,"(8.0, 9.8, 9.604651162790699)","(13.0, 19.0, 18.62962962962963)","(2.05, 2.34, 2.337920792079208)","(8.0, 10.5, 10.14795918367347)","(18.0, 32.0, 31.548387096774192)","(21.0, 38.0, 37.857142857142854)","(5.5, 6.2, 6.133333333333334)","(7.5, 10.5, 10.481481481481481)"
07-01-2023 09:20:02.212989,"(8.0, 9.8, 9.658823529411766)","(13.0, 19.0, 18.420289855072465)","(2.05, 2.34, 2.339109947643979)","(8.0, 10.5, 10.038461538461538)","(18.0, 32.0, 31.548387096774192)","(21.0, 38.0, 37.473684210526315)","(5.5, 6.2, 6.1336927223719675)","(7.5, 11.0, 10.623529411764705)"
07-01-2023 09:20:03.329213,"(8.0, 9.8, 9.658823529411766)","(13.0, 19.0, 18.420289855072465)","(2.05, 2.34, 2.339109947643979)","(8.0, 10.5, 10.038461538461538)","(18.0, 32.0, 31.575757575757574)","(21.0, 38.0, 37.333333333333336)","(5.5, 6.2, 6.133513513513513)","(7.5, 11.0, 10.623529411764705)"
07-01-2023 09:20:04.427879,"(8.0, 9.6, 9.567123287671233)","(13.0, 19.0, 18.43661971830986)","(2.05, 2.34, 2.339109947643979)","(8.0, 10.5, 10.104137931034483)","(18.0, 32.0, 31.575757575757574)","(21.0, 38.0, 37.3)","(5.5, 6.2, 6.133333333333334)","(7.5, 11.0, 10.619047619047619)"
07-01-2023 09:20:05.556674,"(8.0, 9.6, 9.538888888888888)","(13.0, 19.0, 18.45945945945946)","(2.05, 2.36, 2.3449999999999998)","(8.0, 10.5, 10.09)","(18.0, 32.0, 31.5625)","(21.0, 38.0, 37.3)","(5.5, 6.2, 6.161744966442953)","(7.5, 11.0, 10.604938271604938)"
07-01-2023 09:20:06.646821,"(8.0, 9.6, 9.55268817204301)","(13.0, 19.0, 18.420289855072465)","(2.05, 2.36, 2.352399049881235)","(8.0, 10.5, 10.09)","(18.0, 32.0, 31.5625)","(21.0, 38.0, 37.3)","(5.5, 6.2, 6.161744966442953)","(7.5, 11.0, 10.563218390804598)"
07-01-2023 09:20:07.774579,"(8.0, 9.6, 9.55268817204301)","(13.0, 19.0, 18.420289855072465)","(2.05, 2.36, 2.346280991735537)","(8.0, 10.5, 10.005172413793105)","(18.0, 32.0, 31.5625)","(21.0, 38.0, 36.72727272727273)","(5.5, 6.2, 6.279166666666667)","(7.5, 11.0, 10.556818181818182)"
07-01-2023 09:20:08.859290,"(8.0, 9.6, 9.50294117647059)","(13.0, 19.0, 18.53968253968254)","(2.05, 2.36, 2.350882352941176)","(8.0, 10.5, 10.037096774193548)","(18.0, 32.0, 31.53333333333333)","(21.0, 38.0, 36.51851851851852)","(5.5, 6.4, 6.282014388489209)","(7.5, 11.0, 10.574468085106384)"
07-01-2023 09:20:09.930859,"(8.0, 9.4, 9.280851063829786)","(13.0, 19.0, 18.573529411764707)","(2.05, 2.36, 2.347184466019417)","(8.0, 10.5, 10.037096774193548)","(18.0, 32.0, 31.53333333333333)","(21.0, 38.0, 36.51851851851852)","(5.5, 6.4, 6.282014388489209)","(7.5, 11.0, 10.578947368421053)"
07-01-2023 09:20:11.016367,"(8.0, 9.2, 9.070588235294117)","(13.0, 19.0, 18.580645161290324)","(2.05, 2.36, 2.3485217391304345)","(8.0, 10.5, 10.037096774193548)","(18.0, 32.0, 31.53333333333333)","(21.0, 38.0, 36.51851851851852)","(5.5, 6.4, 6.282014388489209)","(7.5, 11.0, 10.578947368421053)"
07-01-2023 09:20:12.110472,"(8.0, 9.2, 9.055813953488371)","(13.0, 19.0, 18.580645161290324)","(2.05, 2.36, 2.347384615384615)","(8.0, 10.5, 10.0352)","(18.0, 32.0, 31.53333333333333)","(21.0, 38.0, 36.51851851851852)","(5.5, 6.4, 6.282014388489209)","(7.5, 11.0, 10.578947368421053)"
07-01-2023 09:20:13.176706,"(8.0, 9.2, 9.055813953488371)","(13.0, 19.0, 18.580645161290324)","(2.05, 2.36, 2.347384615384615)","(8.0, 10.5, 10.059848484848485)","(18.0, 32.0, 31.466666666666665)","(21.0, 38.0, 36.62068965517241)","(5.5, 6.4, 6.290666666666667)","(7.5, 11.0, 10.607843137254902)"
07-01-2023 09:20:14.269510,"(8.0, 9.2, 9.07843137254902)","(13.0, 19.0, 18.62857142857143)","(2.05, 2.36, 2.3512765957446806)","(8.0, 10.5, 10.059848484848485)","(18.0, 32.0, 31.466666666666665)","(21.0, 38.0, 36.62068965517241)","(5.5, 6.4, 6.290666666666667)","(7.5, 11.0, 10.607843137254902)"
07-01-2023 09:20:15.345477,"(8.0, 9.2, 9.07843137254902)","(13.0, 19.0, 18.62857142857143)","(2.05, 2.36, 2.3495495495495495)","(8.0, 10.5, 10.075912408759125)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 36.666666666666664)","(5.5, 6.4, 6.283098591549296)","(7.5, 11.0, 10.61320754716981)"
07-01-2023 09:20:16.427904,"(8.0, 9.0, 8.962962962962964)","(13.0, 19.0, 18.62857142857143)","(2.05, 2.36, 2.349913043478261)","(8.0, 10.5, 10.085)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.70967741935484)","(5.5, 6.4, 6.313227513227513)","(7.5, 11.0, 10.62962962962963)"
07-01-2023 09:20:17.540295,"(8.0, 9.0, 8.954285714285714)","(13.0, 19.0, 18.775862068965516)","(2.05, 2.36, 2.351470588235294)","(8.0, 10.5, 9.985840707964602)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.095238095238095)","(5.5, 6.4, 6.313227513227513)","(7.5, 11.0, 10.626168224299064)"
07-01-2023 09:20:18.637687,"(8.0, 9.0, 8.939130434782609)","(13.0, 19.0, 18.775862068965516)","(2.05, 2.36, 2.351470588235294)","(8.0, 10.5, 9.985840707964602)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.46153846153846)","(5.5, 6.4, 6.336094674556214)","(7.5, 11.0, 10.626168224299064)"
07-01-2023 09:20:19.751768,"(8.0, 9.0, 8.885)","(13.0, 19.5, 19.113636363636363)","(2.05, 2.36, 2.3454761904761905)","(8.0, 10.5, 9.985840707964602)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.62068965517241)","(5.5, 6.4, 6.301657458563536)","(7.5, 11.0, 10.626168224299064)"
07-01-2023 09:20:21.093290,"(8.0, 9.0, 8.932038834951456)","(13.0, 19.5, 19.185185185185187)","(2.05, 2.36, 2.3499999999999996)","(8.0, 10.5, 10.003418803418803)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.62068965517241)","(5.5, 6.4, 6.298285714285715)","(7.5, 11.0, 10.626168224299064)"
07-01-2023 09:20:22.383191,"(8.0, 9.2, 9.05625)","(13.0, 19.5, 19.185185185185187)","(2.05, 2.36, 2.3383391003460208)","(8.0, 10.5, 10.050526315789474)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.62068965517241)","(5.5, 6.4, 6.301111111111111)","(7.5, 11.0, 10.626168224299064)"
07-01-2023 09:20:23.597237,"(7.5, 9.2, 9.039130434782608)","(13.0, 19.5, 19.185185185185187)","(2.05, 2.34, 2.336879432624113)","(8.0, 10.5, 10.050526315789474)","(18.0, 32.0, 31.529411764705884)","(21.0, 38.0, 36.62068965517241)","(5.5, 6.4, 6.301111111111111)","(7.5, 11.0, 10.626168224299064)"
07-01-2023 09:20:24.827160,"(7.5, 9.4, 9.118918918918919)","(13.0, 19.5, 19.113636363636363)","(2.05, 2.34, 2.33669014084507)","(8.0, 10.5, 10.035869565217391)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 36.51851851851852)","(5.5, 6.4, 6.298285714285715)","(7.5, 11.0, 10.615384615384615)"
07-01-2023 09:20:26.023130,"(7.5, 9.4, 9.118918918918919)","(13.0, 19.5, 19.113636363636363)","(2.05, 2.34, 2.33669014084507)","(8.0, 10.5, 10.035869565217391)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 35.714285714285715)","(5.5, 6.4, 6.298285714285715)","(7.5, 11.0, 10.615384615384615)"
07-01-2023 09:20:27.252623,"(7.5, 9.4, 9.214285714285714)","(13.0, 19.5, 19.086206896551722)","(2.05, 2.34, 2.3367697594501715)","(8.0, 10.5, 10.077227722772278)","(18.0, 32.0, 31.529411764705884)","(21.0, 36.0, 35.46153846153846)","(5.5, 6.4, 6.301111111111111)","(7.5, 11.0, 10.49367088607595)"
07-01-2023 09:20:28.464292,"(7.5, 9.4, 9.266666666666666)","(13.0, 19.5, 19.145833333333332)","(2.05, 2.34, 2.337172413793103)","(8.0, 10.5, 10.075280898876406)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 35.130434782608695)","(5.5, 6.4, 6.309183673469388)","(7.5, 11.0, 10.487179487179487)"
07-01-2023 09:20:29.692603,"(7.5, 9.4, 9.296296296296296)","(13.0, 19.5, 19.145833333333332)","(2.05, 2.34, 2.3493255131964808)","(8.0, 10.5, 10.075280898876406)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 35.130434782608695)","(5.5, 6.4, 6.309183673469388)","(7.5, 11.0, 10.452054794520548)"
07-01-2023 09:20:30.880398,"(7.5, 9.4, 9.296296296296296)","(13.0, 19.5, 19.145833333333332)","(2.05, 2.36, 2.3493255131964808)","(8.0, 10.5, 10.069230769230769)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 35.130434782608695)","(5.5, 6.4, 6.309183673469388)","(7.5, 11.0, 10.444444444444445)"
07-01-2023 09:20:32.066733,"(7.5, 9.4, 9.296296296296296)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.36, 2.3493255131964808)","(8.0, 10.5, 10.069230769230769)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 35.130434782608695)","(5.5, 6.4, 6.309183673469388)","(7.5, 11.0, 10.507936507936508)"
07-01-2023 09:20:33.294340,"(7.5, 9.4, 9.296296296296296)","(13.0, 19.5, 19.12962962962963)","(2.05, 2.36, 2.3493255131964808)","(8.0, 10.5, 10.069230769230769)","(18.0, 32.0, 31.515151515151516)","(21.0, 38.0, 36.23529411764706)","(5.5, 6.4, 6.309183673469388)","(7.5, 11.0, 10.544117647058824)"
07-01-2023 09:20:34.491688,"(7.5, 9.6, 9.434782608695652)","(13.0, 19.5, 19.12962962962963)","(2.05, 2.34, 2.33344)","(8.0, 10.5, 10.054545454545455)","(18.0, 32.0, 31.5)","(21.0, 36.0, 33.89473684210526)","(5.5, 6.4, 6.309183673469388)","(7.5, 11.0, 10.530303030303031)"
07-01-2023 09:20:35.701296,"(7.5, 9.6, 9.461538461538462)","(13.0, 19.5, 19.115384615384617)","(2.05, 2.34, 2.33344)","(8.0, 10.5, 10.054545454545455)","(18.0, 32.0, 31.5)","(21.0, 36.0, 33.89473684210526)","(5.5, 6.4, 6.2875000000000005)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:36.921020,"(7.5, 9.6, 9.457142857142857)","(13.0, 19.5, 19.115384615384617)","(2.05, 2.34, 2.336627906976744)","(8.0, 10.5, 10.054545454545455)","(18.0, 32.0, 31.5)","(21.0, 36.0, 33.1764705882353)","(5.5, 6.4, 6.288)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:38.089631,"(7.5, 9.6, 9.438709677419356)","(13.0, 19.5, 19.115384615384617)","(2.05, 2.36, 2.349767441860465)","(8.0, 10.5, 9.920430107526883)","(18.0, 32.0, 31.5)","(21.0, 36.0, 33.1764705882353)","(5.5, 6.4, 6.29277108433735)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:39.247789,"(7.5, 9.6, 9.42142857142857)","(13.0, 19.5, 19.115384615384617)","(2.05, 2.36, 2.3436363636363633)","(8.0, 10.5, 9.962962962962964)","(18.0, 32.0, 31.77777777777778)","(21.0, 36.0, 33.1764705882353)","(5.5, 6.4, 6.285161290322581)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:40.418278,"(7.5, 9.4, 9.39090909090909)","(13.0, 19.5, 19.115384615384617)","(2.05, 2.36, 2.337157360406091)","(8.0, 10.0, 9.941935483870967)","(18.0, 32.0, 31.612903225806452)","(21.0, 36.0, 33.473684210526315)","(5.5, 6.4, 6.531550802139037)","(7.5, 11.0, 10.60759493670886)"
07-01-2023 09:20:41.596852,"(7.5, 9.4, 9.34)","(13.0, 19.5, 19.166666666666668)","(2.05, 2.34, 2.3366666666666664)","(8.0, 10.0, 9.941935483870967)","(18.0, 32.0, 31.571428571428573)","(21.0, 36.0, 33.1764705882353)","(5.5, 6.6, 6.53491124260355)","(7.5, 11.0, 10.586666666666666)"
07-01-2023 09:20:42.727086,"(7.5, 9.4, 9.2875)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.34, 2.331)","(8.0, 10.0, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 36.0, 33.1764705882353)","(5.5, 6.6, 6.544705882352941)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:43.878731,"(7.5, 9.6, 9.28955223880597)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.34, 2.331)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 36.0, 33.666666666666664)","(5.5, 6.6, 6.544705882352941)","(7.5, 11.0, 10.586666666666666)"
07-01-2023 09:20:45.079417,"(7.5, 9.6, 9.28955223880597)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.34, 2.3437974683544303)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.524873096446701)","(7.5, 11.0, 10.586666666666666)"
07-01-2023 09:20:46.409134,"(7.5, 9.6, 9.265934065934065)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.36, 2.349879518072289)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.586666666666666)"
07-01-2023 09:20:47.578932,"(7.5, 9.6, 9.173831775700934)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.36, 2.3478260869565215)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.586666666666666)"
07-01-2023 09:20:48.763792,"(7.5, 9.4, 9.333333333333334)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.36, 2.3478260869565215)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.586666666666666)"
07-01-2023 09:20:49.949887,"(7.5, 9.4, 9.3)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.36, 2.3478260869565215)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:51.148409,"(7.5, 9.4, 9.3)","(13.0, 19.5, 19.083333333333332)","(2.05, 2.36, 2.3478260869565215)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:52.392943,"(7.5, 9.4, 9.32)","(13.0, 19.5, 19.045454545454547)","(2.05, 2.36, 2.3478260869565215)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:53.614303,"(7.5, 9.4, 9.32)","(13.0, 19.5, 19.045454545454547)","(2.05, 2.36, 2.3478260869565215)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.571428571428573)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.519417475728155)","(7.5, 11.0, 10.592105263157894)"
07-01-2023 09:20:54.892884,"(7.5, 9.4, 9.307042253521127)","(13.0, 19.5, 18.28301886792453)","(2.05, 2.36, 2.3045217391304345)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.53846153846154)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.6, 6.55)","(7.5, 11.0, 10.557142857142857)"
07-01-2023 09:20:56.308341,"(7.5, 9.6, 9.292753623188405)","(13.0, 19.5, 18.973684210526315)","(2.05, 2.3, 2.284880952380952)","(8.0, 10.5, 10.017441860465116)","(18.0, 32.0, 31.53846153846154)","(21.0, 34.0, 31.666666666666668)","(5.5, 6.8, 6.675)","(7.5, 11.0, 10.557142857142857)"
07-01-2023 09:20:57.811876,"(7.5, 9.6, 9.268085106382978)","(13.0, 19.5, 18.928571428571427)","(2.05, 2.3, 2.2889130434782605)","(8.0, 10.5, 10.017441860465116)","(18.0, 34.0, 32.44444444444444)","(21.0, 34.0, 32.588235294117645)","(5.5, 6.8, 6.675)","(7.5, 11.0, 10.530303030303031)"
07-01-2023 09:20:59.269634,"(7.5, 9.6, 9.336752136752136)","(13.0, 19.5, 19.192307692307693)","(2.05, 2.3, 2.2905555555555552)","(8.0, 10.5, 10.017441860465116)","(18.0, 34.0, 32.44444444444444)","(21.0, 34.0, 32.666666666666664)","(5.5, 6.8, 6.5696)","(7.5, 11.0, 10.569444444444445)"
07-01-2023 09:21:00.607480,"(7.5, 9.6, 9.336752136752136)","(13.0, 19.5, 19.392857142857142)","(2.05, 2.3, 2.2938181818181818)","(8.0, 10.5, 10.046242774566474)","(18.0, 34.0, 32.6)","(21.0, 34.0, 32.588235294117645)","(5.5, 6.8, 6.524324324324324)","(7.5, 11.0, 10.75)"
07-01-2023 09:21:01.911681,"(7.5, 9.6, 9.296296296296296)","(13.0, 19.5, 19.392857142857142)","(2.05, 2.3, 2.2938181818181818)","(8.0, 10.5, 10.107142857142858)","(18.0, 34.0, 32.6)","(21.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.524324324324324)","(7.5, 11.0, 10.77)"
07-01-2023 09:21:03.272580,"(7.5, 9.6, 9.448148148148148)","(13.0, 19.5, 19.392857142857142)","(2.05, 2.3, 2.3020498614958447)","(8.0, 10.5, 10.083783783783783)","(18.0, 34.0, 32.6)","(21.0, 34.0, 32.588235294117645)","(5.5, 6.6, 6.486330935251798)","(7.5, 11.0, 10.745454545454546)"
07-01-2023 09:21:04.593825,"(7.5, 9.6, 9.406896551724138)","(13.0, 19.5, 19.361702127659573)","(2.05, 2.32, 2.284468664850136)","(8.0, 10.5, 10.094736842105263)","(18.0, 34.0, 32.38709677419355)","(21.0, 34.0, 32.5)","(5.5, 6.6, 6.302739726027397)","(7.5, 11.0, 10.71)"
