,Know Intent,Impressive Nixon,Gorillas Smile,Goldstar Quinn,Epic Grace,Homebush Rose,Opawa Snowdrop,Homebush Snow
09-01-2023 09:48:37.711376,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:38.778939,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:39.900422,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:41.023771,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:42.154618,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:43.168941,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:44.179793,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:45.175133,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:46.282013,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:47.364490,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:48.394204,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:49.450962,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:50.481721,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:51.578567,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:52.649228,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:53.687638,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:54.804523,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:55.890025,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:56.968369,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:58.065743,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:48:59.193793,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:00.255580,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:01.323747,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:02.383751,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:03.420233,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:04.405757,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:05.387035,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:06.418797,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:07.442257,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:08.430706,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:09.504414,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:10.501336,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:11.540590,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:12.542618,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:13.617587,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:14.656038,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:15.760817,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:16.791579,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:17.886626,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:18.950322,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:20.036988,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:21.159322,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:22.199838,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:23.214395,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:24.276623,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:25.334260,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:26.407506,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:27.655829,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:28.784558,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:30.009887,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:31.153319,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:32.251975,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:33.429965,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:34.573234,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:35.718239,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:36.869659,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:37.901804,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:38.909030,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:39.892860,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:40.944702,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:41.933631,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:42.995478,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:44.057785,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:45.134083,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:46.280660,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:47.353627,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:48.452124,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:49.723534,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:50.873743,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:51.958121,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:53.181923,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:54.365305,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:55.544227,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:56.746680,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:57.800548,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:58.854593,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:49:59.925260,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:00.964742,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:02.065055,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:03.131742,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:04.299907,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:05.493292,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:06.711448,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:07.816865,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
09-01-2023 09:50:08.930184,"(2.15, 4.8, 3.144)","(10.0, 46.0, 32.785714285714285)","(26.0, 290.0, 187.30769230769232)","(5.5, 21.0, 7.315)","(7.0, 28.0, 22.0)","(31.0, 330.0, 179.5)","(3.0, 8.6, 5.235294117647058)","(21.0, 250.0, 161.53846153846155)"
