,Know Intent,Impressive Nixon,Gorillas Smile,Goldstar Quinn,Epic Grace,Homebush Rose,Opawa Snowdrop,Homebush Snow
09-01-2023 10:09:12.300420,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:13.412318,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:14.426249,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:15.477040,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:16.549102,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:17.660398,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:18.737386,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:19.797789,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:20.843810,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:21.897474,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:22.963755,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:24.049809,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.12)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:25.171994,"(2.15, 5.2, 2.8747169811320754)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 6.6, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:26.227185,"(2.15, 5.1, 3.264)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:27.294445,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:28.327817,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:29.395892,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:30.494260,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:31.575679,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:32.667502,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:33.706926,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:34.764749,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:35.866883,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:36.976072,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:38.109931,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:39.149035,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:40.236157,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 7.0, 4.253333333333333)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:41.320640,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 88.4)","(3.0, 7.0, 4.308965517241379)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:42.399145,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.8, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:43.503657,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:44.640723,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:45.791501,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:46.879353,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:48.007643,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:49.122061,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:50.240710,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:51.413922,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:52.530168,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:53.635484,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:54.671950,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:55.756320,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:56.763871,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:57.898786,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:09:59.023688,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:00.146457,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:01.185048,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:02.214024,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:03.270000,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:04.333006,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:05.384908,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:06.392003,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:07.356962,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:08.372275,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:09.397106,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:10.373346,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:11.377435,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:12.451502,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:13.531280,"(2.15, 5.0, 2.82188679245283)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:14.678681,"(2.15, 4.9, 3.184)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:15.773254,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:16.796195,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:17.907945,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 7.315)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:18.961588,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:20.067628,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:21.154219,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:22.172697,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:23.205263,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:24.300414,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:25.402709,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:26.505028,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:27.590020,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:28.636564,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.212413793103448)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:29.684335,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.4, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:30.788777,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:31.922120,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:32.998155,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:34.058988,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:35.076271,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:36.212420,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:37.300594,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
09-01-2023 10:10:38.435863,"(2.15, 4.8, 2.769056603773585)","(10.0, 40.0, 28.92857142857143)","(26.0, 290.0, 123.125)","(5.5, 21.0, 13.51081081081081)","(7.0, 27.0, 21.27777777777778)","(31.0, 330.0, 82.9090909090909)","(3.0, 8.2, 4.653333333333332)","(21.0, 250.0, 128.23529411764707)"
