,Areyougonnakissme,Pinnacle Reef,Xcellent Start,Sparked A Notion,Colt Rock,No Love For Juba,Neverpopthecork,Jubas Notion,Lord Of Cork
08-01-2023 12:52:25.064544,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:26.257848,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:27.460876,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:28.603798,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:29.766940,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:30.911671,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:32.069052,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:33.279637,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.38)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:34.517511,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.575)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:35.790227,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.3, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:37.080516,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:38.336662,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 111.5)","(8.0, 14.0, 10.875)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 170.0, 147.5)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.0)"
08-01-2023 12:52:39.555720,"(31.0, 230.0, 160.33333333333334)","(21.0, 160.0, 118.16666666666667)","(8.0, 14.0, 10.8)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 170.0, 156.07142857142856)","(2.2, 2.52, 2.4)","(17.0, 30.0, 19.666666666666668)"
08-01-2023 12:52:40.810841,"(31.0, 230.0, 160.33333333333334)","(21.0, 170.0, 118.16666666666667)","(8.0, 15.0, 10.8)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 180.0, 156.07142857142856)","(2.2, 2.52, 2.4)","(17.0, 32.0, 19.666666666666668)"
08-01-2023 12:52:41.980841,"(31.0, 230.0, 160.33333333333334)","(21.0, 170.0, 118.16666666666667)","(8.0, 15.0, 10.8)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 180.0, 156.07142857142856)","(2.2, 2.52, 2.4)","(17.0, 32.0, 19.666666666666668)"
08-01-2023 12:52:43.193797,"(31.0, 230.0, 160.33333333333334)","(21.0, 170.0, 118.16666666666667)","(8.0, 15.0, 10.8)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 180.0, 156.07142857142856)","(2.2, 2.52, 2.4)","(17.0, 32.0, 19.666666666666668)"
08-01-2023 12:52:44.364189,"(31.0, 230.0, 160.33333333333334)","(21.0, 170.0, 118.16666666666667)","(8.0, 15.0, 10.8)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 180.0, 156.07142857142856)","(2.2, 2.52, 2.404)","(17.0, 32.0, 19.666666666666668)"
08-01-2023 12:52:45.528598,"(31.0, 230.0, 160.33333333333334)","(21.0, 170.0, 118.16666666666667)","(8.0, 15.0, 10.8)","(6.5, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.4, 5.7, 5.487500000000001)","(21.0, 180.0, 173.21428571428572)","(2.2, 2.5, 2.404)","(17.0, 32.0, 21.0)"
08-01-2023 12:52:46.753509,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 12.6)","(7.0, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.8, 5.7, 5.487500000000001)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:47.964586,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 12.6)","(7.0, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.8, 5.7, 5.487500000000001)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:49.224306,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 15.04)","(16.0, 75.0, 44.25)","(3.8, 5.7, 5.38)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:50.464226,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 15.04)","(16.0, 75.0, 59.625)","(3.8, 5.7, 5.575)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:51.664271,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 15.04)","(16.0, 75.0, 59.625)","(3.8, 5.7, 5.487500000000001)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:52.864778,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 15.04)","(16.0, 75.0, 59.625)","(3.8, 5.7, 5.487500000000001)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:54.020845,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 15.04)","(16.0, 75.0, 59.625)","(3.8, 5.7, 5.487500000000001)","(20.0, 200.0, 173.21428571428572)","(2.05, 2.5, 2.404)","(17.0, 36.0, 21.0)"
08-01-2023 12:52:55.204545,"(31.0, 230.0, 160.33333333333334)","(21.0, 180.0, 124.83333333333333)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 15.04)","(16.0, 75.0, 175.875)","(3.8, 5.7, 5.487500000000001)","(20.0, 200.0, 186.2)","(2.05, 2.5, 2.404)","(17.0, 36.0, 54.8)"
08-01-2023 12:52:56.386603,"(31.0, 230.0, 187.7)","(21.0, 230.0, 158.16666666666666)","(8.0, 15.0, 11.571428571428571)","(7.0, 20.0, 174.4)","(16.0, 230.0, 121.75)","(3.8, 5.7, 5.4)","(20.0, 230.0, 202.625)","(2.05, 2.5, 2.404)","(17.0, 220.0, 54.8)"
08-01-2023 12:52:57.582923,"(31.0, 230.0, 159.66666666666666)","(21.0, 230.0, 156.83333333333334)","(8.0, 46.0, 31.200000000000003)","(7.0, 230.0, 202.2)","(16.0, 230.0, 121.75)","(3.8, 6.2, 5.75)","(20.0, 230.0, 202.625)","(2.05, 2.5, 2.404)","(17.0, 220.0, 54.8)"
08-01-2023 12:52:58.775328,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 156.83333333333334)","(8.0, 46.0, 31.200000000000003)","(7.5, 230.0, 202.2)","(17.0, 230.0, 121.75)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 186.2)","(1.95, 2.5, 2.404)","(16.0, 220.0, 54.8)"
08-01-2023 12:52:59.925059,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 156.83333333333334)","(8.0, 46.0, 31.200000000000003)","(7.5, 230.0, 202.2)","(17.0, 230.0, 121.75)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 186.2)","(1.95, 2.5, 2.404)","(16.0, 220.0, 54.8)"
08-01-2023 12:53:01.085814,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 156.83333333333334)","(8.0, 46.0, 31.200000000000003)","(7.5, 230.0, 202.2)","(17.0, 230.0, 156.83333333333334)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 186.2)","(1.95, 2.5, 2.404)","(16.0, 220.0, 100.0)"
08-01-2023 12:53:02.262976,"(31.0, 230.0, 124.5)","(20.0, 230.0, 120.25)","(8.0, 46.0, 31.200000000000003)","(7.5, 230.0, 202.2)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.46)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:03.492954,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 46.0, 31.200000000000003)","(7.5, 230.0, 202.2)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:04.740087,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 46.0, 31.200000000000003)","(7.5, 230.0, 174.5)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:05.924696,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 46.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:07.097052,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:08.255274,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:09.397816,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:10.570252,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 52.4)"
08-01-2023 12:53:11.723865,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.75)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 220.0, 120.25)"
08-01-2023 12:53:12.865442,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.75)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:13.973324,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 4.9375)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:15.106254,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.25)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:16.291277,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.55)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:17.511290,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:18.690814,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.65)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:19.889329,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:21.098522,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:22.313016,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:23.481590,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:24.611839,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 193.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:25.766559,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.166666666666666)","(19.0, 230.0, 120.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:26.955077,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 174.6)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.75)","(19.0, 230.0, 120.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:28.090691,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 202.3)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.75)","(19.0, 230.0, 120.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:29.229291,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 202.3)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.4)","(19.0, 230.0, 120.5)","(1.95, 2.5, 2.388)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:30.419792,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 120.5)","(8.0, 50.0, 33.599999999999994)","(7.5, 230.0, 202.3)","(17.0, 230.0, 120.5)","(4.0, 6.0, 5.4375)","(19.0, 230.0, 120.5)","(1.95, 2.5, 2.4699999999999998)","(16.0, 230.0, 120.25)"
08-01-2023 12:53:31.609077,"(31.0, 230.0, 159.66666666666666)","(20.0, 230.0, 161.55555555555554)","(8.0, 50.0, 13.071428571428571)","(7.5, 230.0, 19.48)","(17.0, 230.0, 45.5)","(4.0, 6.0, 5.3076923076923075)","(19.0, 230.0, 153.25)","(1.95, 2.58, 2.3638297872340424)","(16.0, 230.0, 26.4)"
08-01-2023 12:53:32.782957,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 13.071428571428571)","(7.5, 27.0, 19.560000000000002)","(17.0, 80.0, 45.5)","(4.0, 6.0, 5.3076923076923075)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:34.025010,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 13.071428571428571)","(7.5, 27.0, 19.560000000000002)","(17.0, 80.0, 45.5)","(4.0, 6.0, 5.3076923076923075)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:35.272226,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 13.071428571428571)","(7.5, 27.0, 19.560000000000002)","(17.0, 80.0, 43.0)","(4.0, 6.0, 5.633333333333334)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:36.517776,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 13.071428571428571)","(7.5, 27.0, 19.560000000000002)","(17.0, 75.0, 43.0)","(4.0, 6.0, 5.633333333333334)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:37.700360,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 13.071428571428571)","(7.5, 27.0, 19.560000000000002)","(17.0, 75.0, 43.0)","(4.0, 6.0, 5.375)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:38.804971,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 13.071428571428571)","(7.5, 27.0, 19.560000000000002)","(17.0, 75.0, 43.0)","(4.0, 6.0, 5.375)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:39.995660,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 14.0)","(7.5, 27.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 6.0, 5.675000000000001)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:41.119780,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 5.9, 5.675000000000001)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:42.305435,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 5.9, 5.675000000000001)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:43.511507,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 5.9, 7.699999999999999)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:44.662770,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.6, 7.699999999999999)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:45.816075,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.6, 8.0)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:46.970838,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 9.0, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:48.208293,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:49.451587,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.1)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:50.693714,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 12.466666666666667)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.3638297872340424)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:51.907679,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 19.0, 14.78)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.54, 2.392)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:53.042762,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 14.78)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.52, 2.3866666666666667)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:54.216701,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 14.78)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.52, 2.3866666666666667)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:55.415899,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 14.78)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.52, 2.3866666666666667)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:56.609296,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 14.78)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.52, 2.3866666666666667)","(16.0, 36.0, 26.4)"
08-01-2023 12:53:57.768642,"(31.0, 230.0, 177.5)","(20.0, 180.0, 161.55555555555554)","(8.0, 18.5, 14.78)","(7.5, 28.0, 20.160000000000004)","(17.0, 75.0, 43.0)","(4.0, 8.8, 7.8500000000000005)","(19.0, 200.0, 153.25)","(1.95, 2.52, 2.3866666666666667)","(16.0, 36.0, 26.4)"
