,Roscos Rescue,Stonebridge Star,White Star Village,Pete Mitchell,Rainbow Rain,Bulldog Brawler,I Runformum,Storm Stride,Mista Pumblechook,Half Moon Beach
10-01-2023 17:07:10.382391,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(6.0, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:11.674151,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(6.0, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:12.992462,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(6.0, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:14.530091,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:15.951555,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:17.392279,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:18.955400,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.4, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:20.707915,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:22.026902,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:23.312008,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:24.634841,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:26.023582,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:27.389999,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:28.690864,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:29.976819,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:31.297351,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:32.630009,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:33.895225,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:35.149311,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:36.544733,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.666666666666664)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:37.908209,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 39.375)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:39.253625,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 39.375)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:40.526704,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 39.375)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:41.823566,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 39.375)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:43.188569,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 39.375)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:44.541557,"(3.3, 4.6, 3.8730769230769226)","(21.0, 46.0, 28.333333333333336)","(5.5, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(9.0, 15.0, 12.36)"
10-01-2023 17:07:45.966981,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:47.193507,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:48.456328,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:49.711627,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:50.955643,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:52.239162,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:53.659021,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:54.866614,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:56.073302,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:57.238408,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:07:58.719448,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:00.063238,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:01.403209,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:02.740806,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:03.999727,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:05.340475,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:06.654067,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.8, 7.4)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:07.891574,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.1)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:09.360038,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.1)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:10.672312,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.1)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:11.923257,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.1)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:13.171034,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.1)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:14.500130,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.1)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:15.775836,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.6, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:16.985184,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:18.153889,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:19.655632,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:21.033135,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:22.451411,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:23.729608,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:25.026897,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:26.544039,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:27.974817,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:29.186896,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:30.423835,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:31.851077,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:33.413523,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:34.879911,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:36.273880,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:37.553391,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:38.971621,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:40.695288,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:41.972379,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:43.383523,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
10-01-2023 17:08:44.906306,"(3.4, 4.6, 3.8730769230769226)","(26.0, 46.0, 28.666666666666664)","(5.0, 8.4, 7.366666666666667)","(4.6, 7.2, 6.15)","(8.5, 14.5, 12.333333333333332)","(11.0, 19.0, 15.6)","(7.5, 11.5, 10.042857142857143)","(21.0, 38.0, 25.0)","(14.0, 19.0, 17.0)","(10.0, 15.0, 12.36)"
