,Roscos Rescue,Stonebridge Star,White Star Village,Pete Mitchell,Rainbow Rain,Bulldog Brawler,I Runformum,Storm Stride,Mista Pumblechook,Half Moon Beach
10-01-2023 17:26:29.131670,"(2.9, 3.4, 3.3148648648648646)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 8.6, 8.577777777777778)","(10.0, 16.0, 14.714285714285714)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.133333333333333)","(26.0, 40.0, 36.333333333333336)","(16.0, 34.0, 29.0)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:30.650228,"(2.9, 3.4, 3.316)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 8.6, 8.846153846153847)","(10.0, 16.0, 14.714285714285714)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.133333333333333)","(26.0, 40.0, 36.333333333333336)","(16.0, 34.0, 29.0)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:32.171358,"(2.9, 3.4, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 9.0, 8.818181818181818)","(10.0, 16.0, 14.714285714285714)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 36.333333333333336)","(16.0, 34.0, 29.0)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:33.658412,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 9.0, 8.818181818181818)","(10.0, 16.0, 14.714285714285714)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 36.333333333333336)","(16.0, 34.0, 29.0)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:35.146692,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 9.0, 8.818181818181818)","(10.0, 16.0, 15.357142857142858)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 29.555555555555557)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:36.598235,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 9.0, 8.818181818181818)","(10.0, 16.0, 14.928571428571429)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:38.055043,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.75)","(5.5, 9.0, 8.818181818181818)","(10.0, 16.0, 14.928571428571429)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 12.25)"
10-01-2023 17:26:39.387564,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.708333333333334)","(5.5, 9.0, 8.818181818181818)","(10.0, 16.0, 14.714285714285714)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 12.2)"
10-01-2023 17:26:40.779954,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.708333333333334)","(5.5, 9.0, 8.833333333333334)","(10.0, 16.0, 14.714285714285714)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 12.2)"
10-01-2023 17:26:42.160715,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.8, 5.375)","(5.5, 9.0, 8.966666666666667)","(10.0, 16.0, 15.181818181818182)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 12.2)"
10-01-2023 17:26:43.548932,"(2.9, 3.45, 3.324)","(21.0, 38.0, 33.0)","(4.8, 5.7, 5.375)","(5.5, 9.0, 8.975757575757576)","(10.0, 16.0, 15.181818181818182)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 12.2)"
10-01-2023 17:26:44.908575,"(2.9, 3.45, 3.324)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.7, 5.375)","(5.5, 9.0, 8.975757575757576)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 11.833333333333334)"
10-01-2023 17:26:46.365721,"(2.9, 3.45, 3.324)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.7, 5.166666666666667)","(5.5, 9.0, 8.95)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:47.840380,"(2.9, 3.45, 3.324)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.7, 5.46)","(5.5, 9.0, 8.971428571428572)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:49.328007,"(2.9, 3.45, 3.3333333333333335)","(21.0, 36.0, 33.0)","(4.8, 5.6, 5.46)","(5.5, 9.0, 8.966666666666667)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 32.666666666666664)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:50.664242,"(2.9, 3.45, 3.3333333333333335)","(21.0, 34.0, 32.666666666666664)","(4.8, 5.6, 5.46)","(5.5, 9.0, 8.866666666666667)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 36.0)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:52.091262,"(2.9, 3.45, 3.390625)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.6, 5.242857142857143)","(5.5, 9.0, 9.333333333333334)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.057142857142857)","(26.0, 40.0, 36.0)","(16.0, 34.0, 30.666666666666664)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:53.465889,"(2.9, 3.4, 3.390625)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.5, 5.242857142857143)","(5.5, 10.0, 9.428571428571429)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.092307692307692)","(26.0, 40.0, 36.0)","(16.0, 34.0, 31.307692307692307)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:54.878877,"(2.9, 3.4, 3.416666666666667)","(21.0, 34.0, 33.333333333333336)","(4.8, 5.5, 5.242857142857143)","(5.5, 9.6, 9.6)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 31.5)","(11.0, 12.5, 11.75)"
10-01-2023 17:26:56.225878,"(2.9, 3.45, 3.3839285714285716)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.5, 5.242857142857143)","(5.5, 10.0, 9.142857142857142)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 30.5)","(11.0, 12.5, 11.346153846153847)"
10-01-2023 17:26:57.551443,"(2.9, 3.5, 3.3839285714285716)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.5, 5.242857142857143)","(5.5, 10.0, 9.6)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 30.5)","(11.0, 12.5, 11.346153846153847)"
10-01-2023 17:26:58.836249,"(2.9, 3.5, 3.4)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.5, 5.071428571428572)","(5.5, 10.0, 9.6)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 29.0)","(11.0, 12.5, 11.447368421052632)"
10-01-2023 17:27:00.105597,"(2.9, 3.5, 3.3392857142857144)","(21.0, 34.0, 33.0)","(4.8, 5.5, 5.175)","(5.5, 10.0, 9.6)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 32.666666666666664)","(11.0, 12.5, 11.071428571428571)"
10-01-2023 17:27:01.415038,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 33.333333333333336)","(4.8, 5.5, 4.976923076923077)","(5.5, 10.0, 9.6)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 29.0)","(11.0, 12.5, 11.25)"
10-01-2023 17:27:02.788175,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.4, 5.014285714285714)","(5.5, 10.0, 9.6)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 30.81818181818182)","(11.0, 12.0, 11.5)"
10-01-2023 17:27:04.140925,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.8, 5.4, 5.014285714285714)","(5.5, 10.0, 9.430769230769231)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(16.0, 34.0, 31.272727272727273)","(11.0, 12.0, 11.5)"
10-01-2023 17:27:05.587492,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.430769230769231)","(10.0, 16.0, 14.8)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(18.0, 34.0, 31.272727272727273)","(10.0, 12.0, 11.5)"
10-01-2023 17:27:06.965410,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.430769230769231)","(10.0, 16.0, 15.25)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 36.0)","(18.0, 34.0, 31.272727272727273)","(10.0, 12.0, 11.227272727272727)"
10-01-2023 17:27:08.425636,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.581818181818182)","(10.0, 16.0, 15.333333333333334)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 40.0, 34.666666666666664)","(18.0, 34.0, 30.666666666666668)","(10.0, 12.5, 11.25)"
10-01-2023 17:27:09.837643,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 33.0)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.581818181818182)","(10.0, 17.0, 14.857142857142858)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 34.666666666666664)","(18.0, 34.0, 31.5)","(10.0, 12.5, 11.25)"
10-01-2023 17:27:11.257102,"(2.9, 3.5, 3.3392857142857144)","(21.0, 34.0, 33.333333333333336)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.62857142857143)","(10.0, 17.0, 15.166666666666666)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(18.0, 34.0, 30.25)","(10.0, 12.5, 11.25)"
10-01-2023 17:27:12.605899,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.48)","(10.0, 16.5, 15.071428571428571)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(18.0, 34.0, 30.25)","(10.0, 12.5, 11.25)"
10-01-2023 17:27:13.972710,"(2.9, 3.5, 3.3392857142857144)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.48)","(10.0, 16.5, 15.071428571428571)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(18.0, 34.0, 30.11111111111111)","(10.0, 12.5, 11.5)"
10-01-2023 17:27:15.307874,"(2.9, 3.45, 3.4078947368421053)","(21.0, 36.0, 33.333333333333336)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.505263157894737)","(10.0, 16.5, 15.833333333333334)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(18.0, 34.0, 31.0)","(10.0, 12.5, 11.25)"
10-01-2023 17:27:16.661985,"(2.9, 3.45, 3.380434782608696)","(21.0, 36.0, 33.333333333333336)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.8, 9.228571428571428)","(10.0, 16.5, 16.0)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(18.0, 34.0, 31.666666666666668)","(10.0, 12.5, 11.5)"
10-01-2023 17:27:17.999847,"(2.8, 3.45, 3.326923076923077)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.4, 9.3)","(10.0, 17.0, 16.0)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(19.0, 34.0, 31.666666666666668)","(10.0, 12.5, 11.428571428571429)"
10-01-2023 17:27:19.331684,"(2.8, 3.45, 3.326923076923077)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.012903225806451)","(6.5, 9.4, 9.288888888888888)","(10.0, 17.0, 15.928571428571429)","(13.0, 23.0, 19.625)","(7.5, 9.4, 8.866666666666667)","(26.0, 38.0, 33.714285714285715)","(19.0, 34.0, 32.0)","(10.0, 12.5, 11.710526315789474)"
10-01-2023 17:27:20.711846,"(2.8, 3.45, 3.3)","(21.0, 36.0, 32.666666666666664)","(4.4, 5.4, 5.015384615384615)","(6.5, 10.0, 9.628571428571428)","(10.0, 16.5, 15.59090909090909)","(13.0, 23.0, 19.625)","(7.5, 9.4, 9.0)","(26.0, 38.0, 33.714285714285715)","(19.0, 34.0, 31.0)","(10.0, 12.5, 11.30952380952381)"
10-01-2023 17:27:22.033568,"(2.8, 3.45, 3.400574712643678)","(21.0, 36.0, 31.714285714285715)","(4.4, 5.2, 5.071428571428572)","(6.5, 9.8, 9.666666666666668)","(10.0, 16.5, 16.791666666666668)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 38.0, 31.25)","(19.0, 34.0, 30.0)","(10.0, 12.5, 10.961538461538462)"
10-01-2023 17:27:23.353337,"(2.8, 3.45, 3.400574712643678)","(21.0, 36.0, 31.714285714285715)","(4.4, 5.2, 5.039130434782608)","(6.5, 9.8, 9.549999999999999)","(10.0, 17.0, 16.46875)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 38.0, 33.285714285714285)","(19.0, 34.0, 32.0)","(10.0, 12.5, 11.1)"
10-01-2023 17:27:24.710681,"(2.8, 3.45, 3.400574712643678)","(21.0, 36.0, 31.714285714285715)","(4.4, 5.1, 5.03)","(6.5, 9.6, 9.555555555555555)","(10.0, 18.0, 15.75)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 44.0, 38.0)","(19.0, 36.0, 32.0)","(10.0, 12.5, 11.264705882352942)"
10-01-2023 17:27:26.110207,"(2.8, 3.3, 3.252958579881657)","(21.0, 36.0, 31.0)","(4.4, 5.1, 5.02972972972973)","(6.5, 9.6, 9.620000000000001)","(10.0, 17.5, 15.75)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 42.0, 32.4)","(19.0, 36.0, 34.857142857142854)","(10.0, 12.5, 11.264705882352942)"
10-01-2023 17:27:27.649175,"(2.8, 3.45, 3.270618556701031)","(21.0, 34.0, 30.857142857142858)","(4.4, 5.2, 5.003125000000001)","(6.5, 9.8, 9.620000000000001)","(10.0, 17.5, 16.285714285714285)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 42.0, 34.0)","(19.0, 36.0, 34.6)","(10.0, 12.5, 11.264705882352942)"
10-01-2023 17:27:29.277345,"(2.8, 3.45, 3.2714285714285714)","(21.0, 36.0, 32.0)","(4.4, 5.2, 5.003125000000001)","(6.5, 9.8, 9.620000000000001)","(10.0, 17.0, 16.166666666666668)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 42.0, 34.0)","(19.0, 36.0, 35.22222222222222)","(10.0, 12.5, 11.625)"
10-01-2023 17:27:30.706306,"(2.8, 3.4, 3.2630434782608697)","(21.0, 34.0, 32.0)","(4.4, 5.2, 4.948)","(6.5, 9.8, 9.620000000000001)","(10.0, 16.5, 16.166666666666668)","(13.0, 23.0, 20.0)","(7.5, 9.4, 9.0)","(26.0, 42.0, 34.0)","(19.0, 36.0, 35.22222222222222)","(10.0, 12.0, 11.055555555555555)"
10-01-2023 17:27:32.238233,"(2.8, 3.4, 3.26)","(21.0, 36.0, 34.666666666666664)","(4.4, 5.2, 4.948)","(6.5, 9.8, 9.620000000000001)","(10.0, 16.5, 16.166666666666668)","(13.0, 23.0, 19.666666666666668)","(7.5, 9.4, 9.0)","(26.0, 42.0, 39.33333333333333)","(19.0, 36.0, 35.22222222222222)","(10.0, 11.5, 10.884615384615385)"
10-01-2023 17:27:33.945553,"(2.8, 3.35, 3.26)","(21.0, 36.0, 33.23076923076923)","(4.4, 5.2, 4.957142857142857)","(6.5, 9.8, 9.777777777777777)","(10.0, 16.5, 15.125)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 42.0, 40.0)","(19.0, 36.0, 35.416666666666664)","(10.0, 11.5, 10.884615384615385)"
10-01-2023 17:27:35.671403,"(2.8, 3.35, 3.26)","(21.0, 36.0, 31.333333333333332)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.672727272727272)","(10.0, 16.5, 15.26923076923077)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 42.0, 41.0)","(19.0, 36.0, 35.416666666666664)","(10.0, 11.5, 10.884615384615385)"
10-01-2023 17:27:37.035370,"(2.8, 3.35, 3.26)","(21.0, 36.0, 30.25)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.672727272727272)","(10.0, 16.5, 16.166666666666668)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 46.0, 43.5)","(19.0, 36.0, 34.0)","(10.0, 11.5, 10.7)"
10-01-2023 17:27:38.466773,"(2.8, 3.35, 3.26)","(21.0, 34.0, 30.0)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.672727272727272)","(10.0, 16.5, 15.666666666666666)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 46.0, 41.333333333333336)","(19.0, 36.0, 35.25)","(10.0, 11.5, 10.833333333333334)"
10-01-2023 17:27:39.789948,"(2.8, 3.35, 3.26)","(21.0, 32.0, 30.0)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.672727272727272)","(10.0, 16.5, 15.0)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 48.0, 41.333333333333336)","(19.0, 36.0, 35.333333333333336)","(10.0, 11.5, 10.833333333333334)"
10-01-2023 17:27:41.117280,"(2.8, 3.35, 3.26)","(21.0, 36.0, 30.666666666666668)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.777777777777777)","(10.0, 16.5, 14.083333333333334)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 48.0, 41.333333333333336)","(19.0, 36.0, 35.333333333333336)","(10.0, 11.5, 10.833333333333334)"
10-01-2023 17:27:42.471098,"(2.8, 3.35, 3.242)","(21.0, 36.0, 29.142857142857142)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.91578947368421)","(10.0, 14.5, 14.25)","(13.0, 22.0, 19.083333333333332)","(7.5, 9.4, 8.92)","(26.0, 48.0, 41.333333333333336)","(19.0, 36.0, 35.333333333333336)","(10.0, 11.5, 10.833333333333334)"
10-01-2023 17:27:43.838024,"(2.8, 3.35, 3.242)","(21.0, 36.0, 29.0)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.866666666666667)","(10.0, 14.5, 14.25)","(13.0, 22.0, 20.25)","(7.5, 9.4, 9.100000000000001)","(26.0, 48.0, 41.333333333333336)","(19.0, 36.0, 35.333333333333336)","(10.0, 11.5, 10.681818181818182)"
10-01-2023 17:27:45.299022,"(2.8, 3.35, 3.236206896551724)","(21.0, 34.0, 29.0)","(4.4, 5.1, 4.957142857142857)","(6.5, 10.0, 9.914285714285715)","(10.0, 14.5, 14.25)","(14.0, 22.0, 19.857142857142858)","(7.5, 9.4, 9.100000000000001)","(26.0, 48.0, 41.333333333333336)","(19.0, 36.0, 35.45454545454545)","(10.0, 11.5, 10.681818181818182)"
10-01-2023 17:27:46.781655,"(2.8, 3.35, 3.236206896551724)","(21.0, 34.0, 29.0)","(4.4, 5.1, 4.957142857142857)","(7.0, 10.0, 9.914285714285715)","(10.0, 14.5, 14.25)","(14.0, 22.0, 19.857142857142858)","(7.5, 9.4, 9.100000000000001)","(26.0, 48.0, 41.333333333333336)","(20.0, 36.0, 35.45454545454545)","(10.0, 11.5, 10.681818181818182)"
10-01-2023 17:27:48.254138,"(2.8, 3.35, 3.236206896551724)","(21.0, 34.0, 29.0)","(4.4, 5.1, 4.957142857142857)","(7.0, 10.0, 9.914285714285715)","(10.0, 14.5, 14.083333333333334)","(14.0, 22.0, 19.857142857142858)","(7.5, 9.4, 9.28888888888889)","(26.0, 48.0, 45.63636363636363)","(20.0, 36.0, 35.45454545454545)","(10.0, 11.5, 10.681818181818182)"
10-01-2023 17:27:49.661396,"(2.8, 3.35, 3.2435483870967743)","(21.0, 34.0, 29.0)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.0, 9.914285714285715)","(10.0, 14.5, 14.25)","(14.0, 22.0, 19.083333333333332)","(7.5, 9.4, 9.0)","(26.0, 50.0, 46.25)","(20.0, 36.0, 35.45454545454545)","(10.0, 11.5, 10.681818181818182)"
10-01-2023 17:27:51.097127,"(2.8, 3.35, 3.2435483870967743)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.0, 10.166666666666666)","(10.0, 14.5, 13.607142857142858)","(14.0, 22.0, 20.57142857142857)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 11.5, 10.75)"
10-01-2023 17:27:52.448177,"(2.8, 3.35, 3.2435483870967743)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.607142857142858)","(14.0, 22.0, 18.25)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 11.5, 10.75)"
10-01-2023 17:27:53.704397,"(2.8, 3.35, 3.2435483870967743)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.458333333333334)","(14.0, 22.0, 18.25)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 11.5, 10.75)"
10-01-2023 17:27:55.087113,"(2.8, 3.35, 3.2435483870967743)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.538461538461538)","(14.0, 22.0, 18.25)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 11.5, 10.35)"
10-01-2023 17:27:56.427773,"(2.8, 3.35, 3.246875)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.458333333333334)","(14.0, 22.0, 18.25)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 10.5, 10.75)"
10-01-2023 17:27:57.704257,"(2.8, 3.35, 3.2435483870967743)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.458333333333334)","(14.0, 22.0, 18.25)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 11.5, 10.75)"
10-01-2023 17:27:59.040179,"(2.8, 3.35, 3.24)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.458333333333334)","(14.0, 22.0, 18.25)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.0)","(10.0, 11.5, 11.681818181818182)"
10-01-2023 17:28:00.341473,"(2.8, 3.35, 3.24)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333334)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 13.458333333333334)","(14.0, 22.0, 17.5)","(7.5, 9.6, 8.914285714285715)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.5)","(10.0, 12.0, 11.710526315789474)"
10-01-2023 17:28:01.721617,"(2.8, 3.35, 3.246875)","(21.0, 34.0, 29.714285714285715)","(4.4, 5.1, 4.933333333333333)","(7.0, 10.5, 10.166666666666666)","(10.0, 14.5, 11.511627906976743)","(14.0, 22.0, 17.90909090909091)","(7.5, 9.6, 8.88888888888889)","(26.0, 50.0, 46.8)","(20.0, 36.0, 34.5)","(10.0, 12.0, 11.710526315789474)"
10-01-2023 17:28:03.034831,"(2.8, 3.35, 3.246875)","(21.0, 34.0, 29.0)","(4.4, 5.1, 5.003571428571428)","(7.0, 10.5, 10.666666666666666)","(10.0, 12.0, 11.25)","(14.0, 22.0, 19.857142857142858)","(7.5, 9.6, 9.0)","(26.0, 50.0, 50.46666666666667)","(20.0, 36.0, 34.5)","(10.0, 12.0, 12.0)"
10-01-2023 17:28:04.387604,"(2.8, 3.35, 3.2258620689655175)","(21.0, 34.0, 29.833333333333332)","(4.2, 5.1, 5.003571428571428)","(7.5, 12.0, 10.833333333333334)","(10.0, 11.5, 11.25)","(14.0, 21.0, 19.18181818181818)","(7.0, 9.6, 9.3)","(26.0, 55.0, 46.8)","(20.0, 36.0, 34.5)","(10.0, 12.5, 12.147058823529411)"
