,Hilltop Surfer,El Awoman,Aces Shadow,Celestial Topaz,Always Steamed Up,Soho Nadel
09-01-2023 12:44:51.149668,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:52.041879,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:52.981565,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:53.997932,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:55.054964,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:56.132904,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:57.089729,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:57.951102,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:58.835467,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:44:59.818846,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:00.776081,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:01.717047,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:02.659696,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:03.561260,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:04.510507,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:05.392952,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:06.257398,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:07.308266,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:08.344818,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:09.258627,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:10.174070,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:11.107973,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:12.043701,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:12.994373,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.4, 6.65)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:13.961263,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:14.834692,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:15.782658,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:16.702488,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:17.539256,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:18.493533,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:19.512332,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:20.541134,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:21.506973,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:22.403602,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:23.268424,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:24.264085,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:25.207133,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:26.090902,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:27.037616,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:27.955514,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:28.854075,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:29.734777,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:30.684717,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:31.697052,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:32.754541,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:33.793854,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.49)","(4.0, 7.0, 6.2)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:34.789379,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.17)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:35.672017,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:36.552540,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:37.481424,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:38.403636,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:39.370999,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:40.315779,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:41.308695,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:42.238076,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:43.113982,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:44.050794,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:45.048001,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:46.054808,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:47.043251,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:47.985062,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:48.871979,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:49.792931,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:50.727224,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:51.649166,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:52.619217,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:53.565415,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:54.549687,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:55.508828,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:56.361555,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:57.266103,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:58.294941,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:45:59.303263,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:46:00.315550,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:46:01.233702,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:46:02.145993,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.625)","(4.0, 6.8, 6.1454545454545455)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:46:03.062939,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.325)","(4.0, 6.6, 6.11)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 17.6)"
09-01-2023 12:46:03.966873,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.325)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 26.0, 18.714285714285715)"
09-01-2023 12:46:04.879914,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 25.0, 18.714285714285715)"
09-01-2023 12:46:05.816653,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 25.0, 20.0)"
09-01-2023 12:46:06.802919,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 12:46:07.841511,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 20.0)"
09-01-2023 12:46:08.750969,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:09.699420,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:10.719831,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:11.771818,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:12.735859,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:13.664394,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:14.639178,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:15.628096,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:16.516542,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.0)"
09-01-2023 12:46:17.608060,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:18.618918,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:19.602005,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:20.604738,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:21.509573,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:22.508825,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:23.575829,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:24.655874,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:25.706493,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:26.672825,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.090909090909091)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:27.736822,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.6, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:28.785261,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:29.763495,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:30.700194,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.114285714285715)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:31.752534,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.036363636363637)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:32.769862,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.036363636363637)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:33.780432,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.036363636363637)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:34.764546,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.036363636363637)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
09-01-2023 12:46:35.780380,"(1.85, 2.5, 2.4)","(4.2, 5.3, 4.3999999999999995)","(4.0, 6.4, 6.036363636363637)","(11.0, 24.0, 17.333333333333332)","(6.0, 8.2, 7.533333333333333)","(12.0, 24.0, 17.954545454545453)"
