,Sir Simon,Swoop Dog,White Hawk,Alpine Wolf,Shbourne Renegade,Reward Achiever,Rising Light,Shbourne Rebel,Vallabar,Dramazing,Ethical Dilemma,Skyway Star,Maincourt,Argyle Beach
11-01-2023 15:25:26.671322,"(6.0, 7.6, 7.302970297029703)","(4.4, 4.9, 4.822666666666667)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.4, 6.473684210526316)","(31.0, 55.0, 54.666666666666664)","(5.5, 8.8, 8.45)","(9.0, 10.0, 9.625)","(19.0, 27.0, 24.818181818181817)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 65.0)","(101.0, 160.0, 130.0)","(101.0, 210.0, 185.0)","(51.0, 70.0, 68.33333333333333)"
11-01-2023 15:25:28.583249,"(6.0, 7.6, 7.302970297029703)","(4.4, 4.9, 4.822666666666667)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 54.666666666666664)","(5.5, 8.8, 8.45)","(9.0, 10.0, 9.625)","(19.0, 27.0, 24.818181818181817)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 67.5)","(101.0, 160.0, 136.66666666666666)","(101.0, 210.0, 186.0)","(51.0, 70.0, 68.33333333333333)"
11-01-2023 15:25:30.452202,"(6.0, 7.6, 7.302970297029703)","(4.4, 4.9, 4.822666666666667)","(51.0, 70.0, 58.333333333333336)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 54.666666666666664)","(5.5, 8.8, 8.45)","(9.0, 10.0, 9.625)","(19.0, 27.0, 24.818181818181817)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 67.5)","(101.0, 150.0, 146.66666666666666)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.33333333333333)"
11-01-2023 15:25:32.325223,"(6.0, 7.6, 7.302970297029703)","(4.4, 4.9, 4.819444444444445)","(51.0, 70.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 57.0)","(5.5, 8.8, 8.45)","(9.0, 10.0, 9.625)","(19.0, 27.0, 24.818181818181817)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 67.5)","(101.0, 180.0, 135.71428571428572)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.33333333333333)"
11-01-2023 15:25:34.173734,"(6.0, 7.6, 7.302970297029703)","(4.4, 4.9, 4.819444444444445)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 70.0, 57.0)","(5.5, 8.8, 8.45)","(9.0, 10.0, 9.625)","(19.0, 27.0, 24.818181818181817)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 66.11111111111111)","(101.0, 170.0, 155.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.33333333333333)"
11-01-2023 15:25:36.292416,"(6.0, 7.6, 7.302970297029703)","(4.4, 4.9, 4.769934640522876)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 70.0, 57.0)","(5.5, 8.8, 8.45)","(9.0, 10.0, 9.625)","(19.0, 27.0, 24.818181818181817)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 66.11111111111111)","(101.0, 180.0, 155.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.33333333333333)"
11-01-2023 15:25:38.275552,"(6.0, 7.6, 7.417073170731707)","(4.4, 4.8, 4.769934640522876)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 70.0, 54.5)","(5.5, 8.8, 8.533333333333333)","(9.0, 10.0, 9.511111111111111)","(19.0, 27.0, 25.4)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 66.11111111111111)","(101.0, 180.0, 155.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:40.544134,"(6.0, 7.6, 7.417073170731707)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 65.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(9.0, 9.6, 9.523809523809524)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 66.11111111111111)","(101.0, 180.0, 155.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:42.920559,"(6.0, 7.6, 7.417073170731707)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(9.0, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 66.11111111111111)","(101.0, 180.0, 155.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:44.769862,"(6.0, 7.6, 7.4125000000000005)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.56)","(9.0, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 75.0, 68.33333333333333)","(101.0, 180.0, 155.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:46.704145,"(6.0, 7.6, 7.4125000000000005)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(9.0, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 70.0, 66.57142857142857)","(101.0, 180.0, 150.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:48.631344,"(6.0, 7.6, 7.4125000000000005)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(9.0, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 70.0, 56.5)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:50.468405,"(6.0, 7.6, 7.4125000000000005)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(9.0, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 65.0, 58.214285714285715)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:52.515629,"(6.0, 7.6, 7.4125000000000005)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(9.0, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 65.0, 56.5)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:54.554666,"(6.0, 7.6, 7.4125000000000005)","(4.4, 4.8, 4.77012987012987)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.466666666666667)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.533333333333333)","(8.5, 9.6, 9.476923076923077)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.355555555555556)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:56.565546,"(6.0, 7.6, 7.0600000000000005)","(4.4, 4.8, 4.772121212121212)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.6, 6.514285714285714)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.622222222222224)","(8.5, 9.6, 9.540000000000001)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 44.15384615384615)","(6.5, 7.4, 7.357723577235773)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:25:58.480763,"(6.0, 7.2, 7.0600000000000005)","(4.4, 4.8, 4.772121212121212)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.8, 6.5125)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.622222222222224)","(8.5, 10.0, 9.540000000000001)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 41.75)","(6.5, 7.4, 7.357723577235773)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:26:00.409799,"(6.0, 7.2, 7.0600000000000005)","(4.4, 4.8, 4.772121212121212)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.8, 6.5125)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.622222222222224)","(8.5, 10.0, 9.568)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 41.75)","(6.5, 7.4, 7.357723577235773)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:26:02.297587,"(6.0, 7.2, 7.0600000000000005)","(4.4, 4.8, 4.772121212121212)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.8, 6.5125)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.622222222222224)","(8.5, 10.0, 9.568)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 41.75)","(6.5, 7.4, 7.357723577235773)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:26:04.220320,"(6.0, 7.2, 7.0600000000000005)","(4.4, 4.8, 4.772121212121212)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.8, 6.5125)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.622222222222224)","(8.5, 10.0, 9.568)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 41.75)","(6.5, 7.4, 7.357723577235773)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:26:06.113829,"(6.0, 7.2, 7.0600000000000005)","(4.4, 4.8, 4.772121212121212)","(51.0, 65.0, 56.73913043478261)","(5.0, 6.8, 6.5125)","(31.0, 60.0, 52.0)","(5.5, 8.8, 8.622222222222224)","(8.5, 10.0, 9.568)","(19.0, 27.0, 25.666666666666668)","(31.0, 48.0, 41.75)","(6.5, 7.4, 7.357723577235773)","(61.0, 65.0, 61.25)","(101.0, 180.0, 160.0)","(101.0, 210.0, 190.0)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:26:08.006714,"(6.0, 7.2, 7.093333333333334)","(4.4, 4.8, 4.78051948051948)","(51.0, 65.0, 57.083333333333336)","(5.0, 6.8, 6.533333333333333)","(31.0, 60.0, 46.666666666666664)","(5.5, 8.8, 8.511111111111111)","(8.5, 10.0, 9.527272727272727)","(19.0, 27.0, 23.25)","(31.0, 48.0, 42.0)","(6.5, 7.4, 7.349019607843138)","(61.0, 65.0, 65.55555555555556)","(101.0, 180.0, 160.0)","(101.0, 230.0, 196.66666666666666)","(51.0, 70.0, 68.57142857142857)"
11-01-2023 15:26:09.952310,"(6.0, 7.4, 7.208)","(4.4, 4.8, 4.773006134969325)","(51.0, 65.0, 57.083333333333336)","(5.0, 6.8, 6.533333333333333)","(31.0, 48.0, 46.666666666666664)","(5.5, 9.0, 8.5875)","(8.5, 9.8, 10.091666666666667)","(19.0, 27.0, 24.23076923076923)","(31.0, 48.0, 42.0)","(6.5, 7.4, 7.355102040816327)","(51.0, 75.0, 72.5)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 203.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:11.860225,"(6.0, 7.4, 7.228571428571429)","(4.4, 4.8, 4.773006134969325)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 48.0, 46.4)","(5.5, 9.0, 8.5875)","(9.0, 10.5, 10.091666666666667)","(19.0, 27.0, 24.22222222222222)","(31.0, 48.0, 42.0)","(6.5, 7.4, 7.355102040816327)","(51.0, 75.0, 67.5)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 216.66666666666666)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:13.765907,"(6.0, 7.4, 7.228571428571429)","(4.4, 4.8, 4.773006134969325)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.5875)","(9.0, 10.5, 10.091666666666667)","(19.0, 26.0, 24.22222222222222)","(31.0, 46.0, 39.875)","(6.5, 7.4, 7.355102040816327)","(51.0, 75.0, 67.5)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 216.66666666666666)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:15.895139,"(6.0, 7.4, 7.136842105263158)","(4.4, 4.8, 4.773006134969325)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 10.5, 10.2375)","(19.0, 26.0, 24.18181818181818)","(31.0, 46.0, 39.875)","(6.5, 7.4, 7.355102040816327)","(51.0, 75.0, 67.5)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 216.66666666666666)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:17.827998,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 10.5, 10.2375)","(19.0, 25.0, 23.714285714285715)","(31.0, 46.0, 39.0)","(6.5, 7.4, 7.355102040816327)","(51.0, 70.0, 65.0)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 216.66666666666666)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:19.755079,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 10.5, 10.3)","(19.0, 25.0, 24.25)","(31.0, 46.0, 39.714285714285715)","(6.5, 7.4, 7.355102040816327)","(51.0, 70.0, 63.333333333333336)","(101.0, 180.0, 146.66666666666666)","(101.0, 230.0, 216.66666666666666)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:21.696276,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 11.0, 10.533333333333333)","(19.0, 25.0, 23.8)","(31.0, 44.0, 38.0)","(6.5, 7.4, 7.355102040816327)","(51.0, 70.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 186.66666666666666)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:23.604227,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.8)","(31.0, 42.0, 38.0)","(6.5, 7.4, 7.355102040816327)","(51.0, 70.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:25.651868,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 57.083333333333336)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.8)","(31.0, 42.0, 38.470588235294116)","(6.5, 7.4, 7.355102040816327)","(51.0, 65.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:27.642032,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 56.73913043478261)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.622222222222222)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.894736842105264)","(31.0, 42.0, 38.44444444444444)","(6.5, 7.4, 7.355102040816327)","(51.0, 65.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:29.589790,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.576470588235294)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.894736842105264)","(31.0, 42.0, 38.44444444444444)","(6.5, 7.4, 7.355102040816327)","(51.0, 65.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:31.675667,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.50344827586207)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.894736842105264)","(31.0, 42.0, 39.333333333333336)","(6.5, 7.4, 7.355102040816327)","(51.0, 65.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 185.71428571428572)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:33.733110,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 9.0, 8.50344827586207)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.894736842105264)","(31.0, 42.0, 39.333333333333336)","(6.5, 7.4, 7.355102040816327)","(51.0, 65.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:36.075956,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.762631578947368)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 8.8, 8.600000000000001)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 23.894736842105264)","(31.0, 42.0, 38.36363636363636)","(6.5, 7.4, 7.372727272727273)","(51.0, 65.0, 63.333333333333336)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:38.306462,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.755345911949686)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 8.8, 8.600000000000001)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 24.333333333333332)","(31.0, 42.0, 38.36363636363636)","(6.5, 7.4, 7.372727272727273)","(51.0, 65.0, 62.0)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:40.320798,"(6.0, 7.2, 7.1)","(4.4, 4.8, 4.683908045977011)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.533333333333333)","(31.0, 50.0, 46.4)","(5.5, 8.8, 8.600000000000001)","(9.0, 11.0, 10.533333333333333)","(19.0, 26.0, 24.333333333333332)","(31.0, 42.0, 38.36363636363636)","(6.5, 7.6, 7.439370078740158)","(51.0, 70.0, 65.0)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 193.33333333333334)","(51.0, 75.0, 70.0)"
11-01-2023 15:26:42.250633,"(6.0, 7.2, 7.1692307692307695)","(4.4, 4.7, 4.682051282051282)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.529577464788733)","(31.0, 50.0, 46.4)","(5.5, 8.8, 8.542857142857143)","(9.0, 11.0, 10.5625)","(19.0, 26.0, 24.545454545454547)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.439370078740158)","(51.0, 70.0, 62.0)","(101.0, 180.0, 145.71428571428572)","(101.0, 220.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:44.283373,"(6.0, 7.2, 7.114285714285715)","(4.4, 4.7, 4.677966101694915)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.529577464788733)","(31.0, 50.0, 46.4)","(5.5, 8.8, 8.511111111111111)","(9.0, 11.0, 10.5625)","(19.0, 26.0, 24.545454545454547)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.421897810218978)","(51.0, 70.0, 62.0)","(101.0, 180.0, 157.14285714285714)","(101.0, 230.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:46.259594,"(6.0, 7.2, 7.131428571428572)","(4.4, 4.7, 4.68)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.529577464788733)","(31.0, 50.0, 46.4)","(6.0, 8.8, 8.600000000000001)","(9.0, 11.0, 10.666666666666666)","(18.0, 26.0, 24.545454545454547)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.414084507042253)","(51.0, 70.0, 62.5)","(101.0, 180.0, 157.14285714285714)","(101.0, 230.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:48.158633,"(6.0, 7.2, 7.127272727272727)","(4.4, 4.7, 4.68)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.529577464788733)","(31.0, 50.0, 46.4)","(6.0, 8.8, 8.600000000000001)","(9.0, 11.0, 10.785714285714286)","(18.0, 26.0, 23.428571428571427)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.414084507042253)","(51.0, 70.0, 62.5)","(101.0, 180.0, 157.14285714285714)","(101.0, 230.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:50.173596,"(6.0, 7.2, 7.076923076923077)","(4.4, 4.7, 4.695762711864407)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.529577464788733)","(31.0, 50.0, 52.4)","(6.0, 8.8, 8.600000000000001)","(9.0, 11.0, 10.785714285714286)","(18.0, 26.0, 23.6)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.414084507042253)","(51.0, 70.0, 57.42857142857143)","(101.0, 180.0, 157.14285714285714)","(101.0, 230.0, 213.33333333333334)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:52.189909,"(6.0, 7.2, 7.116666666666667)","(4.6, 4.7, 4.733333333333333)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.51875)","(31.0, 65.0, 47.81818181818182)","(6.5, 8.8, 8.600000000000001)","(9.0, 11.0, 10.785714285714286)","(19.0, 26.0, 23.428571428571427)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.3984)","(51.0, 65.0, 60.75)","(101.0, 180.0, 153.33333333333334)","(101.0, 230.0, 213.33333333333334)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:54.225747,"(6.0, 7.2, 7.1)","(4.6, 4.8, 4.735526315789474)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.526666666666667)","(31.0, 65.0, 47.81818181818182)","(6.5, 8.8, 8.51764705882353)","(9.0, 11.0, 10.785714285714286)","(19.0, 26.0, 23.6)","(31.0, 42.0, 38.8)","(6.5, 7.6, 7.3984)","(51.0, 65.0, 60.75)","(101.0, 170.0, 155.0)","(101.0, 230.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:56.112835,"(6.0, 7.2, 7.1)","(4.6, 4.8, 4.735526315789474)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.526666666666667)","(31.0, 65.0, 48.57142857142857)","(6.5, 8.8, 8.533333333333333)","(9.0, 11.0, 10.884615384615385)","(19.0, 26.0, 23.6)","(31.0, 42.0, 38.857142857142854)","(6.5, 7.6, 7.415652173913044)","(51.0, 65.0, 60.75)","(101.0, 170.0, 155.0)","(101.0, 230.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:57.931671,"(6.0, 7.2, 7.0588235294117645)","(4.6, 4.8, 4.73072625698324)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.54054054054054)","(31.0, 60.0, 47.55555555555556)","(6.5, 8.8, 8.533333333333333)","(9.0, 11.0, 11.214285714285714)","(19.0, 26.0, 23.6)","(31.0, 44.0, 41.0)","(6.5, 7.6, 7.405333333333333)","(51.0, 65.0, 60.75)","(101.0, 170.0, 176.0)","(101.0, 230.0, 205.0)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:26:59.790445,"(6.0, 7.2, 7.037837837837838)","(4.6, 4.8, 4.73072625698324)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.54054054054054)","(31.0, 60.0, 47.55555555555556)","(6.5, 8.8, 8.533333333333333)","(9.0, 11.5, 11.285714285714286)","(19.0, 26.0, 23.428571428571427)","(31.0, 44.0, 41.0)","(6.5, 7.6, 7.398709677419355)","(51.0, 65.0, 60.75)","(101.0, 190.0, 165.0)","(101.0, 230.0, 188.33333333333334)","(51.0, 75.0, 72.85714285714286)"
11-01-2023 15:27:01.550639,"(6.0, 7.2, 7.1030303030303035)","(4.6, 4.8, 4.73072625698324)","(51.0, 65.0, 56.53846153846154)","(5.5, 6.8, 6.54054054054054)","(31.0, 60.0, 45.57142857142857)","(6.5, 8.8, 8.618181818181819)","(9.0, 12.0, 11.285714285714286)","(19.0, 26.0, 23.428571428571427)","(31.0, 44.0, 41.0)","(6.5, 7.6, 7.398709677419355)","(51.0, 65.0, 60.75)","(101.0, 190.0, 165.0)","(101.0, 220.0, 200.0)","(51.0, 75.0, 67.5)"
