,Rosdue Tyson,Second Stringer,Majestic Shot,Paparazzi Prang,Kingsbrae Cheryl,Miss Defy Me,Whether To Fly,Lizard
204,"[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 34, 798561), 3.9, 5.7]"
205,"[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 35, 935006), 3.9, 5.7]"
206,"[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 37, 60189), 3.9, 5.7]"
207,"[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 38, 204342), 3.9, 5.7]"
208,"[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 39, 343027), 3.9, 5.7]"
209,"[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 40, 514821), 3.9, 5.7]"
210,"[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 41, 639155), 3.9, 5.7]"
211,"[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 42, 767064), 3.9, 5.7]"
212,"[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 43, 897368), 3.9, 5.7]"
213,"[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 45, 27052), 3.9, 5.7]"
214,"[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 46, 162415), 3.9, 5.7]"
215,"[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 47, 287603), 3.9, 5.7]"
216,"[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 48, 417609), 3.9, 5.7]"
217,"[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 49, 544151), 3.9, 5.7]"
218,"[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 50, 685353), 3.9, 5.7]"
219,"[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 51, 812478), 3.9, 5.7]"
220,"[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 52, 945271), 3.9, 5.7]"
221,"[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 54, 81942), 3.9, 5.7]"
222,"[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 55, 206452), 3.9, 5.7]"
223,"[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 56, 339962), 3.9, 5.7]"
224,"[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 57, 469029), 3.9, 5.7]"
225,"[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 58, 603657), 3.9, 5.7]"
226,"[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 2, 59, 728945), 3.9, 5.7]"
227,"[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 0, 858305), 3.9, 5.7]"
228,"[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 1, 986921), 3.9, 5.7]"
229,"[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 3, 127974), 3.9, 5.7]"
230,"[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 4, 260644), 3.9, 5.7]"
231,"[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 5, 406077), 3.9, 5.7]"
232,"[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 6, 536599), 3.9, 5.7]"
233,"[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 7, 672308), 3.9, 5.7]"
234,"[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 8, 810977), 3.9, 5.7]"
235,"[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 9, 942220), 3.9, 5.7]"
236,"[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 11, 74252), 3.9, 5.7]"
237,"[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 12, 202358), 3.9, 5.7]"
238,"[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 13, 329937), 3.9, 5.7]"
239,"[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 14, 457512), 3.9, 5.7]"
240,"[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 15, 586209), 3.9, 5.7]"
241,"[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 16, 731257), 3.9, 5.7]"
242,"[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 17, 904731), 3.9, 5.7]"
243,"[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 3.5, 4.1]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 7.5, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 4.4, 6.6]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 41.0, 350.0]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 6.0, 14.0]","[datetime.datetime(2022, 11, 28, 13, 3, 19, 56726), 3.9, 5.7]"
