,Electro Guru,My Maximus,Speedy Cashew,Tahitian Lily,Modest,Our Legacy,Master Shameem
146,"[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 7, 317204), 2.5, 3.45]"
147,"[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 8, 439595), 2.5, 3.45]"
148,"[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 9, 585421), 2.5, 3.45]"
149,"[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 10, 751101), 2.5, 3.45]"
150,"[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 11, 962160), 2.5, 3.45]"
151,"[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 13, 117295), 2.5, 3.45]"
152,"[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 14, 248365), 2.5, 3.45]"
153,"[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 15, 397032), 2.5, 3.45]"
154,"[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 16, 530352), 2.5, 3.45]"
155,"[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 17, 701710), 2.5, 3.45]"
156,"[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 18, 843900), 2.5, 3.45]"
157,"[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 20, 45391), 2.5, 3.45]"
158,"[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 21, 245275), 2.5, 3.45]"
159,"[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 22, 441862), 2.5, 3.45]"
160,"[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 23, 582790), 2.5, 3.45]"
161,"[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 24, 828990), 2.5, 3.45]"
162,"[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 26, 32269), 2.5, 3.45]"
163,"[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 27, 235851), 2.5, 3.45]"
164,"[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 28, 499865), 2.5, 3.45]"
165,"[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 29, 688323), 2.5, 3.45]"
166,"[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 30, 815258), 2.5, 3.45]"
167,"[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 31, 995376), 2.5, 3.45]"
168,"[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 33, 155886), 2.5, 3.45]"
169,"[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 34, 276727), 2.5, 3.45]"
170,"[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 35, 423832), 2.5, 3.45]"
171,"[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 36, 549498), 2.5, 3.45]"
172,"[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 37, 768019), 2.5, 3.45]"
173,"[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 38, 966903), 2.5, 3.45]"
174,"[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 40, 114725), 2.5, 3.45]"
175,"[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 41, 237990), 2.5, 3.45]"
176,"[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 42, 378822), 2.5, 3.45]"
177,"[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 43, 506750), 2.5, 3.45]"
178,"[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 44, 641977), 2.5, 3.45]"
179,"[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 45, 773605), 2.5, 3.45]"
180,"[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 46, 913135), 2.5, 3.45]"
181,"[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 48, 47110), 2.5, 3.45]"
182,"[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 49, 177818), 2.5, 3.45]"
183,"[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 50, 294038), 2.5, 3.45]"
184,"[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 51, 420014), 2.5, 3.45]"
185,"[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 52, 549339), 2.5, 3.45]"
186,"[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 53, 684499), 2.5, 3.45]"
187,"[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 54, 853983), 2.5, 3.45]"
188,"[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 55, 972797), 2.5, 3.45]"
189,"[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 57, 113625), 2.5, 3.45]"
190,"[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 58, 241044), 2.5, 3.45]"
191,"[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 8.5, 32.0]","[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 6.0, 10.0]","[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 71.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 3.3, 5.5]","[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 3.6, 6.6]","[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 21.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 1, 59, 390248), 2.5, 3.45]"
