,Bettor My Dreamz Nz,The Last Drop,Brewery Lane,Ainsworth,Mission Glory,Belonero,Tradie,Make It Quick,Be On Guard,Dynamite Beach,The Party Boy
10-01-2023 20:47:31.393984,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:32.714898,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:33.979867,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:35.308176,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:36.769860,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:38.208094,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:39.623755,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:40.988497,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:42.545942,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:44.374772,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:45.894714,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:47.692824,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:49.445090,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:50.957786,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:52.355822,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:53.698506,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:55.044117,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:56.479253,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:57.919515,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:47:59.489055,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:01.150407,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:02.840024,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:04.671458,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:06.504316,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:08.120099,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 125.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:09.612083,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 190.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:11.117467,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:12.572294,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:14.025194,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:15.455658,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:16.945003,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:18.389091,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:19.897561,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:21.334937,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:22.697442,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:24.034872,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:25.396131,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:26.777859,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:28.137947,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:29.490991,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:30.871461,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:32.195356,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:33.522862,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:34.872792,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:36.182652,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:37.476723,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:38.820892,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:40.195079,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:41.589621,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:43.009296,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:44.412342,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:45.763750,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:47.163754,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:48.549738,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:49.885344,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.066666666666666)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:51.228803,"(2.2, 99999, 99990)","(5.0, 8.0, 7.631578947368421)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.225)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:52.553339,"(2.2, 99999, 99990)","(5.0, 8.0, 6.0)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.225)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:53.834150,"(2.2, 99999, 99990)","(5.0, 8.0, 6.0)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 11.561538461538461)","(3.9, 5.7, 5.225)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:55.167252,"(2.2, 99999, 99990)","(5.0, 8.0, 6.0)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 9.233333333333333)","(3.9, 5.7, 5.225)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:56.480579,"(2.2, 99999, 99990)","(5.0, 8.0, 6.0)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 9.233333333333333)","(3.9, 5.7, 5.225)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:57.786011,"(2.2, 99999, 99990)","(5.0, 8.0, 6.0)","(71.0, 140.0, 110.0)","(16.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 20.333333333333332)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 9.233333333333333)","(3.9, 5.7, 5.225)","(101.0, 210.0, 184.28571428571428)"
10-01-2023 20:48:59.092523,"(2.2, 99999, 99990)","(5.0, 8.0, 6.4)","(71.0, 140.0, 118.33333333333333)","(16.0, 32.0, 22.25)","(101.0, 210.0, 184.28571428571428)","(17.0, 32.0, 22.25)","(101.0, 210.0, 184.28571428571428)","(10.0, 18.5, 14.7)","(7.5, 12.5, 9.233333333333333)","(3.9, 5.7, 5.3428571428571425)","(101.0, 210.0, 184.28571428571428)"
