,Icy Hot,Austrian Beauty,Queen Missile,Rosie Love,Pollys Riff,Thai Warrior,Bob Albury,Meg Bee
08-01-2023 13:11:42.838850,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.2, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 11.0, 6.3125)"
08-01-2023 13:11:43.990890,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:45.106304,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:46.223009,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:47.306542,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:48.325653,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:49.516941,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:50.769760,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 7.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:51.977294,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 9.8, 9.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:53.216661,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 9.1)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:54.362858,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 140.0, 92.4)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:55.496182,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 140.0, 92.4)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:56.632580,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 140.0, 92.4)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:57.842234,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 140.0, 92.4)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:11:59.073287,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:00.323906,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 102.0)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:01.460559,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:02.638603,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:03.835479,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:05.075995,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:06.292637,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:07.406596,"(4.4, 7.4, 5.677777777777778)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:08.511908,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:09.729283,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:10.991039,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:12.190278,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:13.404711,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:14.550314,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:15.632845,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:16.782033,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:17.912696,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:19.045290,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:20.219971,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:21.406362,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 17.2)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 59.6)","(5.5, 12.0, 6.3125)"
08-01-2023 13:12:22.606131,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 32.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:23.826033,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:25.020355,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:26.207397,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:27.317051,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:28.397376,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:29.507527,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:30.634997,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:31.854655,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 72.6)","(5.5, 10.5, 7.38)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:33.083309,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 150.0, 68.6)","(5.5, 10.5, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:34.285379,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:35.442835,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:36.504104,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:37.581455,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:38.772343,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:39.986639,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:41.168345,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:42.235696,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 103.14285714285714)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:43.320729,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 68.6)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:44.489730,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 85.9090909090909)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:46.030822,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 85.9090909090909)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 12.0, 8.208333333333332)"
08-01-2023 13:12:47.433173,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 85.9090909090909)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 12.0, 10.5)"
08-01-2023 13:12:48.726956,"(4.4, 7.2, 5.46)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 85.9090909090909)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:50.012764,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 85.9090909090909)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:51.265574,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 85.9090909090909)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:52.527200,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 140.0, 102.27272727272727)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:53.736555,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 170.0, 102.27272727272727)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:54.883365,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 170.0, 102.27272727272727)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:55.890527,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 170.0, 102.27272727272727)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:57.083799,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 456.6666666666667)","(10.0, 30.0, 18.77777777777778)","(21.0, 170.0, 102.27272727272727)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:58.313239,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 30.0, 18.77777777777778)","(21.0, 170.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:12:59.547907,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 30.0, 18.77777777777778)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:00.726828,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 30.0, 18.77777777777778)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:01.909495,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 30.0, 18.77777777777778)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:03.045684,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 30.0, 18.77777777777778)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:04.209161,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:05.295631,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:06.384895,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:07.461369,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:08.481631,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:09.512595,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:10.622776,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:11.778671,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:13.010244,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:14.217909,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:15.348006,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 76.42857142857143)","(5.5, 11.5, 10.5)"
08-01-2023 13:13:16.516782,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 365.0)","(10.0, 29.0, 19.4)","(21.0, 90.0, 80.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 93.125)","(5.5, 11.5, 9.533333333333333)"
08-01-2023 13:13:17.622076,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 362.5)","(10.0, 29.0, 19.4)","(21.0, 160.0, 140.14285714285714)","(5.5, 11.0, 7.199999999999999)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 93.125)","(5.5, 11.5, 9.533333333333333)"
08-01-2023 13:13:18.822951,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 362.5)","(10.0, 29.0, 13.583333333333334)","(21.0, 160.0, 102.27272727272727)","(5.5, 10.5, 8.8)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 93.125)","(5.5, 11.5, 9.533333333333333)"
08-01-2023 13:13:19.926456,"(4.4, 7.2, 5.266666666666667)","(91.0, 650.0, 362.5)","(10.0, 29.0, 13.583333333333334)","(21.0, 170.0, 102.27272727272727)","(5.5, 10.5, 8.8)","(1.9, 3.05, 2.3093749999999997)","(21.0, 210.0, 93.125)","(5.5, 11.5, 9.533333333333333)"
