,Icy Hot,Austrian Beauty,Queen Missile,Rosie Love,Pollys Riff,Thai Warrior,Bob Albury,Meg Bee
08-01-2023 13:06:19.797843,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:20.951584,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:22.111581,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:23.218805,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:24.344253,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:25.472743,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:26.575729,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:27.627943,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:28.673801,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:29.760685,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:30.854972,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:31.931825,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:33.022026,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:34.081354,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:35.178960,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:36.294655,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:37.399856,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:38.473902,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:39.594551,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:40.705608,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:41.824109,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:42.967041,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:44.052108,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:45.136192,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:46.184762,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:47.204655,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:48.218251,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:49.216465,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:50.232965,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 5.584615384615384)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:51.326972,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:52.501328,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:53.649794,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:54.760948,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:55.898736,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:57.037211,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:58.296664,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:06:59.439846,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:00.582931,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 42.5)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 77.85714285714286)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:01.678071,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 17.9)","(21.0, 80.0, 36.36363636363636)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 104.28571428571428)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:02.890813,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 104.28571428571428)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:04.040749,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 104.28571428571428)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:05.169886,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 104.28571428571428)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:06.316922,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 104.28571428571428)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:07.562879,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:08.823407,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:10.039500,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:11.283139,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8930158730158728)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:12.564095,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.7, 1.8946031746031744)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:13.773715,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.8, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:14.953920,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:16.132798,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:17.290999,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:18.713547,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:19.829562,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:21.033100,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 48.0)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 76.18181818181819)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:22.242392,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 80.0, 52.08333333333333)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:23.337982,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 52.08333333333333)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:24.524447,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 52.08333333333333)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:25.697115,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 52.08333333333333)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:26.927757,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 52.08333333333333)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:28.112319,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 45.666666666666664)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:29.297915,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 45.666666666666664)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:30.392941,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 45.666666666666664)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:31.493948,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 45.666666666666664)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:32.635134,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 36.45454545454545)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:33.731847,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 36.45454545454545)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:34.880380,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 36.45454545454545)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:36.049000,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:37.272760,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:38.361074,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:39.487367,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:40.795180,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:42.050312,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:43.238086,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:44.501612,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:45.744252,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:47.049261,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:48.341785,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
08-01-2023 13:07:49.630824,"(4.4, 7.2, 5.588888888888889)","(91.0, 650.0, 553.3333333333334)","(11.0, 26.0, 18.376470588235293)","(21.0, 75.0, 37.18181818181819)","(5.5, 9.0, 6.533333333333333)","(1.9, 2.72, 1.9242105263157894)","(21.0, 210.0, 97.38461538461539)","(5.5, 10.5, 5.954545454545454)"
