,Sly Corner,Best To Hurry,Printmaker,Storm Harbour,Mandalay Blonde,Top Babe,In Great Nic,Sizzling Diamond,Romance Factor,Mishani Pharoah
05-01-2023 15:32:38.015897,"(6.0, 7.0, 6.99375)","(4.2, 5.3, 5.0)","(26.0, 60.0, 57.5)","(7.0, 11.0, 10.377777777777778)","(2.1, 2.32, 2.3036363636363633)","(31.0, 55.0, 53.09090909090909)","(21.0, 30.0, 29.896551724137932)","(18.0, 38.0, 32.666666666666664)","(51.0, 60.0, 65.71428571428571)","(31.0, 48.0, 46.8)"
05-01-2023 15:32:39.389314,"(6.0, 7.4, 7.316666666666666)","(4.2, 5.3, 4.957142857142857)","(26.0, 60.0, 57.5)","(7.0, 12.0, 11.56)","(2.1, 2.32, 2.28)","(31.0, 55.0, 53.09090909090909)","(21.0, 30.0, 29.6)","(18.0, 38.0, 32.666666666666664)","(51.0, 70.0, 65.71428571428571)","(31.0, 48.0, 46.8)"
05-01-2023 15:32:40.766053,"(6.0, 7.4, 7.3090909090909095)","(4.2, 5.3, 4.957142857142857)","(26.0, 60.0, 57.5)","(7.0, 12.0, 11.1)","(2.1, 2.34, 2.28)","(31.0, 55.0, 53.09090909090909)","(21.0, 30.0, 29.6)","(18.0, 38.0, 32.4)","(51.0, 70.0, 63.333333333333336)","(31.0, 48.0, 46.8)"
05-01-2023 15:32:42.135520,"(6.5, 7.4, 7.220000000000001)","(4.2, 5.3, 4.9387096774193555)","(26.0, 60.0, 57.5)","(7.0, 12.0, 11.1)","(2.05, 2.34, 2.28)","(31.0, 55.0, 52.666666666666664)","(21.0, 30.0, 29.6)","(18.0, 38.0, 32.4)","(51.0, 65.0, 63.333333333333336)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:43.464613,"(6.5, 7.4, 7.220000000000001)","(4.2, 5.3, 4.948)","(26.0, 60.0, 57.5)","(7.0, 12.0, 11.1)","(2.05, 2.34, 2.28)","(31.0, 55.0, 52.666666666666664)","(21.0, 30.0, 28.88888888888889)","(18.0, 38.0, 32.4)","(51.0, 65.0, 63.333333333333336)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:44.713984,"(6.0, 7.4, 7.220000000000001)","(4.2, 5.3, 4.948)","(26.0, 60.0, 57.5)","(7.0, 12.0, 11.071428571428571)","(2.1, 2.34, 2.276)","(31.0, 55.0, 52.666666666666664)","(21.0, 30.0, 28.88888888888889)","(19.0, 38.0, 32.4)","(41.0, 65.0, 63.333333333333336)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:46.064220,"(6.0, 7.4, 7.220000000000001)","(4.2, 5.3, 4.948)","(26.0, 60.0, 57.5)","(7.0, 12.5, 10.833333333333334)","(2.1, 2.34, 2.276)","(31.0, 55.0, 52.666666666666664)","(21.0, 30.0, 28.88888888888889)","(19.0, 38.0, 26.083333333333332)","(41.0, 65.0, 63.333333333333336)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:47.363137,"(6.0, 7.4, 7.220000000000001)","(4.2, 5.1, 5.025)","(26.0, 60.0, 57.5)","(7.0, 12.5, 10.625)","(2.1, 2.34, 2.28)","(31.0, 55.0, 52.666666666666664)","(21.0, 30.0, 29.166666666666668)","(19.0, 38.0, 30.73913043478261)","(41.0, 65.0, 59.166666666666664)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:48.695777,"(6.0, 7.4, 7.254054054054055)","(4.2, 5.1, 5.025)","(26.0, 60.0, 49.333333333333336)","(7.0, 12.5, 10.625)","(2.1, 2.34, 2.2661538461538457)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.166666666666668)","(19.0, 36.0, 29.63157894736842)","(41.0, 60.0, 59.166666666666664)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:50.074246,"(6.0, 7.4, 7.210526315789474)","(4.2, 5.1, 5.025)","(26.0, 60.0, 54.285714285714285)","(7.0, 12.5, 10.625)","(2.1, 2.34, 2.2661538461538457)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 36.0, 29.63157894736842)","(41.0, 60.0, 59.166666666666664)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:51.481117,"(6.0, 7.4, 7.224390243902439)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.5, 10.625)","(2.1, 2.34, 2.2661538461538457)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 36.0, 29.63157894736842)","(41.0, 60.0, 59.166666666666664)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:52.941938,"(6.0, 7.4, 7.224390243902439)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.5, 11.5)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 36.0, 27.53846153846154)","(41.0, 60.0, 68.5)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:54.269084,"(6.0, 7.4, 7.224390243902439)","(4.2, 5.1, 5.025)","(26.0, 60.0, 55.0)","(7.0, 12.0, 11.285714285714286)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 36.0, 29.733333333333334)","(41.0, 70.0, 68.5)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:55.638911,"(6.0, 7.4, 7.224390243902439)","(4.2, 5.1, 5.025)","(26.0, 60.0, 55.0)","(7.0, 12.0, 11.285714285714286)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 34.0, 29.0)","(41.0, 70.0, 68.5)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:57.006580,"(6.0, 7.4, 7.224390243902439)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.0, 11.285714285714286)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 32.0, 28.4)","(41.0, 70.0, 73.0)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:58.382282,"(6.0, 7.4, 7.224390243902439)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.0, 11.285714285714286)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 32.0, 27.8)","(41.0, 75.0, 70.0)","(31.0, 48.0, 46.0)"
05-01-2023 15:32:59.844626,"(6.0, 7.4, 7.257894736842106)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.0, 11.454545454545455)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 32.0, 29.666666666666668)","(41.0, 75.0, 67.14285714285714)","(31.0, 48.0, 45.0)"
05-01-2023 15:33:01.336345,"(6.0, 7.4, 7.2153846153846155)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.0, 11.804347826086957)","(2.1, 2.34, 2.28)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 32.0, 30.384615384615383)","(41.0, 70.0, 65.0)","(31.0, 48.0, 46.23529411764706)"
05-01-2023 15:33:02.771252,"(6.0, 7.4, 7.2153846153846155)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.0, 11.1)","(2.1, 2.34, 2.294285714285714)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 32.0, 30.384615384615383)","(41.0, 70.0, 65.71428571428571)","(31.0, 48.0, 44.4)"
05-01-2023 15:33:04.141808,"(6.0, 7.4, 7.25)","(4.2, 5.1, 5.025)","(26.0, 60.0, 46.666666666666664)","(7.0, 12.0, 11.25)","(2.1, 2.34, 2.303076923076923)","(31.0, 55.0, 46.75)","(21.0, 30.0, 29.75)","(19.0, 32.0, 29.0)","(41.0, 70.0, 65.71428571428571)","(31.0, 48.0, 44.4)"
05-01-2023 15:33:05.541745,"(6.0, 7.4, 7.25)","(4.2, 5.1, 5.025)","(26.0, 60.0, 57.0)","(7.0, 12.0, 11.2)","(2.1, 2.34, 2.3109090909090906)","(31.0, 55.0, 52.666666666666664)","(21.0, 30.0, 28.333333333333332)","(19.0, 30.0, 29.53846153846154)","(41.0, 70.0, 63.75)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:06.909368,"(6.0, 7.4, 7.1230769230769235)","(4.2, 5.1, 5.025)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.75)","(2.1, 2.34, 2.315384615384615)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.25)","(19.0, 30.0, 29.81818181818182)","(41.0, 65.0, 63.75)","(31.0, 48.0, 45.42857142857143)"
05-01-2023 15:33:08.382259,"(6.0, 7.4, 7.254545454545455)","(4.2, 5.1, 5.025)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.75)","(2.1, 2.34, 2.315384615384615)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.25)","(19.0, 30.0, 29.81818181818182)","(41.0, 65.0, 63.75)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:09.852701,"(6.0, 7.4, 7.254545454545455)","(4.2, 5.0, 4.963636363636364)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.875)","(2.1, 2.34, 2.3057142857142856)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.25)","(19.0, 30.0, 29.81818181818182)","(41.0, 65.0, 63.75)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:11.258317,"(6.0, 7.4, 7.28)","(4.2, 5.0, 4.985714285714286)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.818181818181818)","(2.1, 2.34, 2.292)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.555555555555557)","(19.0, 30.0, 29.81818181818182)","(41.0, 65.0, 63.75)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:12.706424,"(6.0, 7.4, 7.254545454545455)","(4.2, 5.0, 4.985714285714286)","(26.0, 60.0, 57.0)","(7.0, 12.5, 11.666666666666666)","(2.1, 2.36, 2.3442105263157895)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:14.131376,"(6.0, 7.4, 7.254545454545455)","(4.2, 5.0, 4.811009174311926)","(26.0, 60.0, 57.0)","(7.0, 12.5, 11.40625)","(2.1, 2.36, 2.336)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:15.569999,"(6.0, 7.4, 7.28)","(4.2, 4.9, 4.811009174311926)","(26.0, 60.0, 57.0)","(7.0, 12.5, 10.681818181818182)","(2.1, 2.36, 2.3449999999999998)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:17.009681,"(6.0, 7.4, 7.28)","(4.2, 4.9, 4.811009174311926)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.681818181818182)","(2.1, 2.36, 2.3327272727272725)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:18.515522,"(6.5, 7.4, 7.28)","(4.2, 4.9, 4.814814814814815)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.681818181818182)","(2.05, 2.34, 2.3352941176470585)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 75.0, 68.88888888888889)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:19.982025,"(6.5, 7.4, 7.28)","(4.2, 4.9, 4.814814814814815)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.789473684210526)","(2.05, 2.34, 2.3363636363636364)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 70.0, 68.88888888888889)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:21.388591,"(6.5, 7.4, 7.28)","(4.2, 4.9, 4.816438356164383)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.886363636363637)","(2.05, 2.34, 2.3365217391304345)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.3125)","(19.0, 30.0, 29.81818181818182)","(41.0, 70.0, 68.88888888888889)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:22.827530,"(6.5, 7.4, 7.28)","(4.2, 4.9, 4.816438356164383)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.886363636363637)","(2.05, 2.34, 2.3365217391304345)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 70.0, 68.88888888888889)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:24.215362,"(6.5, 7.4, 7.28)","(4.2, 4.9, 4.822222222222222)","(26.0, 60.0, 57.0)","(7.0, 11.5, 10.886363636363637)","(2.05, 2.34, 2.3365217391304345)","(31.0, 55.0, 52.666666666666664)","(21.0, 29.0, 28.4)","(19.0, 30.0, 29.81818181818182)","(41.0, 70.0, 64.0909090909091)","(31.0, 48.0, 46.0)"
05-01-2023 15:33:25.641623,"(6.5, 7.4, 7.28)","(4.2, 4.9, 4.826086956521739)","(26.0, 60.0, 58.285714285714285)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.3347826086956522)","(31.0, 55.0, 53.25)","(21.0, 29.0, 28.5625)","(19.0, 30.0, 30.22222222222222)","(41.0, 65.0, 64.5)","(31.0, 48.0, 46.8)"
05-01-2023 15:33:27.121897,"(6.5, 7.4, 7.381818181818182)","(4.2, 4.9, 4.826086956521739)","(26.0, 60.0, 58.90909090909091)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.33)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.5625)","(19.0, 32.0, 30.22222222222222)","(41.0, 65.0, 64.5)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:28.697855,"(6.5, 7.4, 7.384)","(4.2, 4.9, 4.826086956521739)","(26.0, 60.0, 58.0)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.3325)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.5625)","(19.0, 32.0, 30.22222222222222)","(41.0, 65.0, 64.44444444444444)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:30.339016,"(6.5, 7.4, 7.384)","(4.2, 4.9, 4.8149999999999995)","(26.0, 60.0, 58.0)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.3325)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.666666666666668)","(19.0, 32.0, 30.22222222222222)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.5)"
05-01-2023 15:33:31.757550,"(6.5, 7.4, 7.384)","(4.2, 4.9, 4.8149999999999995)","(26.0, 60.0, 58.0)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.333333333333333)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.666666666666668)","(19.0, 32.0, 30.22222222222222)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.5)"
05-01-2023 15:33:33.254537,"(6.5, 7.4, 7.384)","(4.2, 4.9, 4.8149999999999995)","(26.0, 60.0, 58.0)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.333333333333333)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.666666666666668)","(19.0, 32.0, 30.22222222222222)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.5)"
05-01-2023 15:33:34.747165,"(6.5, 7.4, 7.384615384615385)","(4.2, 4.9, 4.752631578947368)","(26.0, 60.0, 58.0)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.3266666666666667)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.724137931034484)","(19.0, 32.0, 30.22222222222222)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.5)"
05-01-2023 15:33:36.283914,"(6.5, 7.4, 7.36)","(4.2, 4.8, 4.770370370370371)","(26.0, 60.0, 58.0)","(7.0, 11.5, 11.083333333333334)","(2.05, 2.34, 2.3266666666666667)","(31.0, 55.0, 53.833333333333336)","(21.0, 29.0, 28.5)","(19.0, 32.0, 30.22222222222222)","(41.0, 75.0, 68.0)","(31.0, 48.0, 46.5)"
05-01-2023 15:33:37.851112,"(6.5, 7.4, 7.406896551724138)","(4.2, 4.8, 4.766666666666667)","(21.0, 60.0, 58.0)","(7.0, 11.5, 10.666666666666666)","(2.05, 2.34, 2.2804819277108432)","(31.0, 55.0, 58.57142857142857)","(21.0, 29.0, 28.724137931034484)","(19.0, 32.0, 34.285714285714285)","(41.0, 70.0, 68.0)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:39.353579,"(6.5, 7.6, 7.406896551724138)","(4.2, 4.8, 4.766666666666667)","(21.0, 60.0, 58.0)","(7.0, 11.5, 10.666666666666666)","(2.05, 2.3, 2.2804819277108432)","(31.0, 65.0, 59.0)","(21.0, 29.0, 31.032258064516128)","(19.0, 36.0, 32.888888888888886)","(41.0, 70.0, 68.0)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:40.766324,"(6.5, 7.6, 7.406896551724138)","(4.2, 4.8, 4.793103448275862)","(21.0, 60.0, 58.0)","(7.0, 11.5, 12.875)","(2.05, 2.3, 2.2482978723404257)","(31.0, 65.0, 57.5)","(21.0, 32.0, 28.666666666666668)","(19.0, 36.0, 32.705882352941174)","(41.0, 70.0, 68.0)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:42.204045,"(6.5, 7.6, 7.253333333333334)","(4.2, 4.8, 4.568181818181818)","(21.0, 60.0, 58.0)","(7.0, 13.0, 13.207317073170731)","(2.05, 2.3, 2.2607272727272725)","(31.0, 65.0, 57.5)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 70.0, 64.44444444444444)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:43.598698,"(6.5, 7.6, 7.264516129032258)","(4.2, 4.6, 4.568181818181818)","(21.0, 60.0, 58.58823529411765)","(7.0, 13.5, 12.5)","(2.05, 2.3, 2.2607272727272725)","(31.0, 65.0, 57.5)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 65.0, 64.44444444444444)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:45.032401,"(6.5, 7.6, 7.264516129032258)","(4.2, 4.6, 4.578294573643411)","(21.0, 60.0, 57.142857142857146)","(7.0, 13.5, 12.214285714285714)","(2.05, 2.3, 2.2607272727272725)","(31.0, 65.0, 56.0)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 65.0, 64.44444444444444)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:46.545041,"(6.5, 7.6, 7.253333333333334)","(4.2, 4.6, 4.5814516129032254)","(21.0, 60.0, 57.142857142857146)","(7.0, 13.5, 12.75)","(2.05, 2.3, 2.2480213903743316)","(31.0, 65.0, 56.0)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 65.0, 73.33333333333333)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:48.015737,"(6.5, 7.6, 7.253333333333334)","(4.2, 4.6, 4.59099099099099)","(21.0, 60.0, 57.142857142857146)","(7.0, 13.5, 12.75)","(2.05, 2.3, 2.2480213903743316)","(31.0, 65.0, 56.0)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:49.452105,"(6.5, 7.6, 7.264516129032258)","(4.2, 4.6, 4.5910714285714285)","(21.0, 60.0, 56.0)","(7.0, 13.5, 12.75)","(2.05, 2.3, 2.2725925925925923)","(31.0, 65.0, 56.0)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:50.885042,"(6.5, 7.6, 7.318918918918919)","(4.2, 4.6, 4.59099099099099)","(21.0, 60.0, 56.0)","(7.0, 13.5, 12.153846153846153)","(2.05, 2.28, 2.272307692307692)","(31.0, 65.0, 56.0)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 33.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:52.385585,"(6.5, 7.6, 7.318918918918919)","(4.2, 4.6, 4.59099099099099)","(21.0, 60.0, 56.0)","(7.0, 14.0, 13.466666666666667)","(2.05, 2.28, 2.272307692307692)","(31.0, 65.0, 56.0)","(21.0, 32.0, 30.714285714285715)","(19.0, 36.0, 33.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:53.936358,"(6.5, 7.6, 7.284848484848485)","(4.2, 4.6, 4.59099099099099)","(21.0, 60.0, 56.0)","(7.0, 14.0, 13.142857142857142)","(2.05, 2.28, 2.3306666666666667)","(31.0, 65.0, 50.42857142857143)","(21.0, 32.0, 28.727272727272727)","(19.0, 36.0, 29.076923076923077)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:55.431767,"(6.5, 7.6, 7.284848484848485)","(4.2, 4.6, 4.59099099099099)","(21.0, 60.0, 56.0)","(7.0, 14.0, 13.142857142857142)","(2.05, 2.34, 2.336923076923077)","(31.0, 65.0, 52.0)","(21.0, 32.0, 28.727272727272727)","(19.0, 34.0, 31.09090909090909)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:57.079552,"(6.5, 7.6, 7.284848484848485)","(4.2, 4.6, 4.59099099099099)","(21.0, 60.0, 56.0)","(7.0, 14.0, 13.142857142857142)","(2.05, 2.34, 2.337037037037037)","(31.0, 60.0, 50.4)","(21.0, 32.0, 30.714285714285715)","(19.0, 34.0, 31.09090909090909)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:33:58.704333,"(6.5, 7.6, 7.284848484848485)","(4.2, 4.6, 4.583606557377049)","(21.0, 60.0, 56.0)","(7.0, 14.0, 13.142857142857142)","(2.05, 2.34, 2.337037037037037)","(31.0, 60.0, 50.4)","(21.0, 32.0, 30.714285714285715)","(19.0, 34.0, 29.692307692307693)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:34:00.266928,"(6.5, 7.6, 7.228571428571429)","(4.2, 4.6, 4.5910714285714285)","(21.0, 60.0, 56.0)","(7.0, 14.0, 13.142857142857142)","(2.05, 2.34, 2.336923076923077)","(31.0, 60.0, 50.4)","(21.0, 32.0, 30.548387096774192)","(19.0, 32.0, 29.692307692307693)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:34:01.734849,"(6.5, 7.6, 7.228571428571429)","(4.2, 4.6, 4.759322033898305)","(21.0, 60.0, 56.0)","(7.0, 14.0, 12.973684210526315)","(2.05, 2.34, 2.336923076923077)","(31.0, 60.0, 50.4)","(21.0, 32.0, 30.548387096774192)","(19.0, 32.0, 29.692307692307693)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:34:03.223379,"(6.5, 7.6, 7.225806451612903)","(4.2, 4.8, 4.655555555555556)","(21.0, 60.0, 56.0)","(7.0, 14.0, 12.973684210526315)","(2.05, 2.34, 2.336923076923077)","(31.0, 60.0, 50.4)","(21.0, 32.0, 30.548387096774192)","(19.0, 32.0, 29.692307692307693)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:34:04.724778,"(6.5, 7.6, 7.225806451612903)","(4.2, 4.7, 4.68360655737705)","(21.0, 60.0, 56.0)","(7.0, 14.0, 12.973684210526315)","(2.05, 2.34, 2.3045360824742267)","(31.0, 60.0, 50.4)","(21.0, 32.0, 29.129032258064516)","(19.0, 32.0, 29.692307692307693)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.333333333333336)"
05-01-2023 15:34:06.149603,"(6.5, 7.6, 7.225806451612903)","(4.2, 4.8, 4.768627450980392)","(21.0, 60.0, 56.0)","(7.0, 14.0, 12.973684210526315)","(2.05, 2.32, 2.3045360824742267)","(31.0, 60.0, 50.4)","(21.0, 30.0, 29.25)","(19.0, 32.0, 29.692307692307693)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.4)"
05-01-2023 15:34:07.582885,"(6.5, 7.6, 7.222857142857143)","(4.2, 4.8, 4.78)","(21.0, 60.0, 58.0)","(7.0, 14.0, 12.891304347826086)","(2.05, 2.32, 2.3045360824742267)","(31.0, 60.0, 50.4)","(21.0, 30.0, 29.25)","(19.0, 32.0, 29.0)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.4)"
05-01-2023 15:34:09.040665,"(6.5, 7.6, 7.222857142857143)","(4.2, 4.8, 4.78)","(21.0, 60.0, 58.0)","(7.0, 14.0, 12.891304347826086)","(2.05, 2.32, 2.3045360824742267)","(31.0, 60.0, 50.4)","(21.0, 30.0, 29.25)","(19.0, 32.0, 29.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 47.4)"
05-01-2023 15:34:10.417440,"(6.5, 7.6, 7.222857142857143)","(4.2, 4.8, 4.788)","(21.0, 60.0, 58.0)","(7.0, 14.0, 12.785714285714286)","(2.05, 2.32, 2.3045360824742267)","(31.0, 60.0, 50.4)","(21.0, 30.0, 29.025)","(19.0, 32.0, 29.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 47.4)"
05-01-2023 15:34:12.141855,"(6.5, 7.6, 7.222857142857143)","(4.2, 4.8, 4.788)","(21.0, 60.0, 58.0)","(7.0, 13.5, 12.772727272727273)","(2.05, 2.32, 2.305436893203883)","(31.0, 60.0, 50.4)","(21.0, 30.0, 29.025)","(19.0, 32.0, 29.0)","(41.0, 75.0, 73.33333333333333)","(31.0, 48.0, 46.8)"
05-01-2023 15:34:13.569332,"(6.5, 7.6, 7.222857142857143)","(4.2, 4.8, 4.788)","(21.0, 60.0, 58.0)","(7.0, 13.5, 12.772727272727273)","(2.05, 2.32, 2.305436893203883)","(31.0, 60.0, 50.4)","(21.0, 30.0, 29.025)","(19.0, 32.0, 29.142857142857142)","(41.0, 75.0, 72.5)","(31.0, 48.0, 46.8)"
05-01-2023 15:34:15.069887,"(6.5, 7.6, 7.225806451612903)","(4.2, 4.8, 4.792307692307692)","(21.0, 60.0, 58.0)","(7.0, 13.5, 12.772727272727273)","(2.05, 2.32, 2.256666666666667)","(31.0, 60.0, 50.4)","(21.0, 30.0, 28.783783783783782)","(19.0, 32.0, 29.142857142857142)","(41.0, 75.0, 84.54545454545455)","(31.0, 48.0, 47.4)"
05-01-2023 15:34:16.623715,"(6.5, 7.6, 7.222857142857143)","(4.2, 4.8, 4.8090909090909095)","(21.0, 60.0, 58.0)","(7.0, 13.5, 13.125)","(2.05, 2.32, 2.2664516129032255)","(31.0, 60.0, 53.333333333333336)","(21.0, 30.0, 28.783783783783782)","(19.0, 32.0, 28.8)","(41.0, 90.0, 80.625)","(31.0, 48.0, 47.4)"
