,Kaisons Curse,Boy From Hill,Coco Coaster,Phoebes Baby,Snake Fist,Bruces Angel
06-01-2023 11:16:16.878581,"(3.0, 3.55, 3.385)","(4.4, 5.0, 4.883333333333333)","(6.0, 9.8, 8.885714285714286)","(6.5, 13.0, 12.615384615384615)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.0, 13.5)"
06-01-2023 11:16:17.738138,"(3.0, 3.55, 3.385)","(4.4, 5.0, 4.86)","(6.0, 9.8, 8.885714285714286)","(6.5, 13.0, 12.615384615384615)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.0, 14.227272727272727)"
06-01-2023 11:16:18.639399,"(3.0, 3.55, 3.33)","(4.4, 5.0, 4.86)","(6.0, 9.8, 8.885714285714286)","(6.5, 13.0, 12.615384615384615)","(3.0, 5.0, 4.836363636363637)","(7.0, 14.5, 13.5)"
06-01-2023 11:16:19.531577,"(3.0, 3.55, 3.4538461538461536)","(4.4, 5.0, 4.86)","(6.0, 9.8, 8.885714285714286)","(6.5, 13.0, 12.615384615384615)","(3.0, 5.0, 4.836363636363637)","(7.0, 14.0, 13.431818181818182)"
06-01-2023 11:16:20.469555,"(3.0, 3.55, 3.4538461538461536)","(4.4, 5.0, 4.86)","(6.0, 9.8, 8.885714285714286)","(6.5, 13.0, 12.8)","(3.0, 5.0, 4.836363636363637)","(7.0, 14.0, 13.431818181818182)"
06-01-2023 11:16:21.452945,"(3.0, 3.55, 3.471875)","(4.4, 5.0, 4.86)","(6.0, 9.6, 8.1)","(6.5, 12.5, 12.0)","(3.0, 5.0, 4.836363636363637)","(7.0, 14.0, 13.456521739130435)"
06-01-2023 11:16:22.361419,"(3.0, 3.55, 3.471875)","(4.4, 5.0, 4.86)","(6.0, 9.6, 8.1)","(6.5, 12.5, 12.0)","(3.0, 5.0, 4.836363636363637)","(7.0, 14.0, 13.456521739130435)"
06-01-2023 11:16:23.254624,"(3.0, 3.55, 3.471875)","(4.4, 5.0, 4.7)","(6.0, 9.6, 8.1)","(6.5, 12.5, 12.0)","(3.0, 5.0, 4.836363636363637)","(7.0, 14.0, 13.456521739130435)"
06-01-2023 11:16:24.203282,"(3.0, 3.55, 3.471875)","(4.4, 5.0, 4.515384615384615)","(6.0, 9.6, 8.1)","(6.5, 12.0, 11.642857142857142)","(3.0, 5.0, 4.657142857142857)","(7.0, 14.0, 13.456521739130435)"
06-01-2023 11:16:25.111005,"(3.0, 3.55, 3.471875)","(4.4, 5.0, 4.475)","(6.0, 9.6, 8.1)","(6.5, 12.0, 11.642857142857142)","(3.0, 5.0, 4.657142857142857)","(7.0, 14.0, 13.847826086956522)"
06-01-2023 11:16:26.015739,"(3.0, 3.55, 3.466666666666667)","(4.4, 5.0, 4.2615384615384615)","(6.0, 9.6, 8.1)","(6.5, 12.0, 11.642857142857142)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:26.930391,"(3.0, 3.55, 3.4611111111111112)","(4.4, 5.0, 4.2615384615384615)","(6.0, 9.6, 8.1)","(6.5, 12.0, 11.61111111111111)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:27.858752,"(3.0, 3.55, 3.4611111111111112)","(4.4, 5.0, 4.230769230769231)","(6.0, 10.5, 10.0125)","(6.5, 12.0, 11.222222222222221)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:28.742527,"(3.0, 3.55, 3.4611111111111112)","(4.4, 5.0, 4.230769230769231)","(6.0, 9.8, 9.088888888888889)","(6.5, 12.0, 11.25)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:29.663095,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.9, 4.550000000000001)","(6.0, 10.0, 8.583333333333334)","(6.5, 12.0, 11.25)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:30.516347,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.9, 4.241176470588235)","(6.0, 10.0, 8.583333333333334)","(6.5, 11.5, 11.083333333333334)","(3.0, 5.0, 4.890909090909091)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:31.454546,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.9, 4.258333333333334)","(6.0, 10.0, 9.54054054054054)","(6.5, 11.5, 11.088235294117647)","(3.0, 5.0, 4.68)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:32.379482,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.275)","(6.0, 10.0, 8.545454545454545)","(6.5, 11.5, 11.088235294117647)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:33.314792,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.517647058823529)","(6.0, 10.0, 8.545454545454545)","(6.5, 11.5, 11.125)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:34.252326,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.425)","(6.0, 10.0, 8.846153846153847)","(6.5, 11.5, 11.40909090909091)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:35.280677,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.425)","(6.0, 10.5, 9.333333333333334)","(6.5, 13.0, 11.166666666666666)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:36.247120,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.425)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:37.158581,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.425)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:38.058283,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.425)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 5.0, 4.866666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:39.010692,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.527272727272727)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 5.0, 4.36)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:40.029652,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 5.0, 4.466666666666667)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:41.052784,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 5.0, 4.433333333333334)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:41.965748,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 9.333333333333334)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.9, 4.433333333333334)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:42.890324,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.423076923076923)","(3.0, 4.9, 4.433333333333334)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:43.795087,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.423076923076923)","(3.0, 4.9, 4.433333333333334)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:44.680962,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.423076923076923)","(3.0, 4.8, 4.581818181818182)","(7.0, 14.5, 13.847826086956522)"
06-01-2023 11:16:45.561346,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.423076923076923)","(3.0, 4.8, 4.581818181818182)","(7.0, 14.5, 14.333333333333334)"
06-01-2023 11:16:46.462852,"(3.0, 3.55, 3.459090909090909)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.423076923076923)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.5, 13.846153846153847)"
06-01-2023 11:16:47.379381,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.489655172413793)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.166666666666666)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:48.237357,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:49.086166,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:50.011087,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:50.935377,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:51.870327,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.8, 4.671428571428572)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:52.831961,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.166666666666666)","(3.0, 4.8, 4.671428571428572)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:53.747009,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.5, 11.75)","(3.0, 4.8, 4.671428571428572)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:54.709343,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 12.0, 11.75)","(3.0, 4.8, 4.671428571428572)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:55.682739,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 11.0, 10.01388888888889)","(6.5, 12.0, 10.884615384615385)","(3.0, 4.8, 4.671428571428572)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:56.592592,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.0, 10.884615384615385)","(3.0, 4.8, 4.671428571428572)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:57.544325,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.0, 10.884615384615385)","(3.0, 4.8, 4.6)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:58.392967,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.0, 10.954545454545455)","(3.0, 4.8, 4.6)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:16:59.352224,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 11.0, 12.5)","(3.0, 4.8, 4.6909090909090905)","(7.0, 15.0, 15.208333333333334)"
06-01-2023 11:17:00.260130,"(3.0, 3.55, 3.459090909090909)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 13.0, 12.5)","(3.0, 4.8, 4.6909090909090905)","(7.0, 15.5, 14.444444444444445)"
06-01-2023 11:17:01.152769,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 12.5, 11.944444444444445)","(3.0, 4.8, 4.6909090909090905)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:17:02.207110,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 12.5, 11.944444444444445)","(3.0, 4.8, 4.6909090909090905)","(7.0, 15.0, 14.444444444444445)"
06-01-2023 11:17:03.278143,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.48)","(6.0, 10.5, 10.01388888888889)","(6.5, 12.5, 11.944444444444445)","(3.0, 4.8, 4.707692307692308)","(7.0, 15.0, 14.464285714285714)"
06-01-2023 11:17:04.246188,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.553846153846154)","(6.0, 10.5, 9.23076923076923)","(6.5, 12.5, 11.944444444444445)","(3.0, 4.8, 4.707692307692308)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:05.194227,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.321428571428571)","(6.5, 12.5, 11.944444444444445)","(3.0, 4.8, 4.745454545454545)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:06.173964,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.321428571428571)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.8, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:07.068926,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.321428571428571)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:08.020865,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.054054054054054)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.825)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:08.917360,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.466666666666667)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.825)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:09.827043,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.466666666666667)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.825)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:10.806266,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.825)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:11.759798,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.825)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:12.646429,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.685714285714286)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:13.575091,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 12.5, 11.911764705882353)","(3.0, 4.9, 4.675)","(7.0, 15.0, 15.23076923076923)"
06-01-2023 11:17:14.573512,"(3.0, 3.55, 3.402941176470588)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 11.5, 11.205882352941176)","(3.0, 4.9, 4.675)","(7.0, 15.5, 14.482758620689655)"
06-01-2023 11:17:15.572162,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.513513513513514)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.675)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:16.467025,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 11.0, 10.513513513513514)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.675)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:17.564284,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.675)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:18.468366,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.572727272727273)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:19.378929,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.572727272727273)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:20.526440,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.707142857142857)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:21.374450,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 10.08108108108108)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.707142857142857)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:22.354307,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.694444444444445)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.671428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:23.366013,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 11.0, 9.4)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.671428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:24.427129,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.15)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.73125)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:25.415741,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.9375)","(6.5, 11.0, 11.357142857142858)","(3.0, 4.9, 4.73125)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:26.323382,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.363636363636363)","(6.5, 11.5, 11.357142857142858)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:27.218787,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.363636363636363)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:28.110930,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.363636363636363)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:29.065595,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 9.979166666666666)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:29.970493,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:30.900879,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:31.843540,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.771428571428571)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:32.785705,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.578571428571429)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:33.679682,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.5, 11.357142857142858)","(3.0, 4.9, 4.578571428571429)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:34.549292,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.9, 4.578571428571429)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:35.407422,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.6909090909090905)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:36.326561,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.6)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:37.271453,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:38.185636,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:39.072550,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.628571428571429)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:40.096721,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.636363636363637)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:41.167751,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.636363636363637)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:42.043429,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.636363636363637)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:42.928004,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.636363636363637)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:43.927641,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.661538461538462)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:44.836396,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.661538461538462)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:45.793392,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.661538461538462)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:46.775601,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 11.357142857142858)","(3.0, 4.8, 4.707692307692308)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:47.730474,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.5, 10.852941176470589)","(3.0, 4.8, 4.707692307692308)","(7.0, 15.0, 14.482758620689655)"
06-01-2023 11:17:49.065067,"(3.0, 3.55, 3.4611111111111112)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.707692307692308)","(7.0, 15.0, 15.692307692307693)"
06-01-2023 11:17:50.031801,"(3.0, 3.55, 3.3227272727272728)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.707692307692308)","(7.0, 16.0, 15.692307692307693)"
06-01-2023 11:17:51.030514,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 11.0, 8.666666666666666)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.716666666666667)","(7.0, 15.5, 14.89655172413793)"
06-01-2023 11:17:52.090153,"(3.0, 3.55, 3.4166666666666665)","(4.4, 4.8, 4.329411764705882)","(6.0, 10.5, 8.583333333333332)","(6.5, 11.0, 10.852941176470589)","(3.0, 4.8, 4.716666666666667)","(7.0, 15.5, 14.428571428571429)"
