,Cruising Bellew,Hoppers Dream,Manoeuver Man,Calculating Dancer,Mamma Kass,Midnight Sport,Captain Thunderbolt Nz,Passionate Pursuit,Absolution,My Golden Eagle
12-01-2023 15:13:04.773298,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:06.066503,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:07.447894,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:08.775110,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:09.979587,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:11.293157,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:12.564437,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:13.848437,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:15.165148,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:16.501949,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:17.842411,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:19.193011,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7075)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:20.638872,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:21.969492,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:23.343737,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:24.754997,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:26.117225,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:27.454946,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:28.824259,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:30.169555,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:31.607431,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.7075)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:32.997247,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:34.393446,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:35.846594,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:37.353657,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:39.006153,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:40.439254,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:42.017023,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:43.352757,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.7075)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:44.696098,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:46.119990,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:47.479249,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 49.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:48.858331,"(91.0, 160.0, 146.36363636363637)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:50.315688,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:51.765046,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:53.111491,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:54.509872,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:55.960690,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7075)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:57.371757,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:13:58.713585,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:00.020931,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:01.301089,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:02.532634,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:03.760546,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:05.161390,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:06.498349,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:07.856597,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.7075)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:09.196255,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:10.568330,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:11.879119,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:13.196363,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:14.554581,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:15.855961,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:17.285686,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:18.593407,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:19.928941,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:21.215538,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:22.466924,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:23.686123,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:24.850635,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:26.100765,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:27.366094,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:28.661225,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:29.938007,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:31.588790,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:33.095862,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:34.666228,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:36.092536,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:37.485617,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:38.851989,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:40.162519,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:41.451284,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
12-01-2023 15:14:42.754839,"(91.0, 160.0, 138.57142857142856)","(31.0, 75.0, 46.333333333333336)","(26.0, 60.0, 38.0)","(2.6, 3.95, 3.475)","(10.0, 16.5, 12.45)","(8.0, 13.0, 11.2)","(21.0, 99999, 99990)","(10.0, 18.0, 14.48)","(3.7, 4.3, 3.742857142857143)","(4.8, 5.6, 5.0)"
