,Big Time Violet,Adobe Underworld,Allegro Love,Truth Hurts,Claws In Creed,Opawa Ziva
04-01-2023 09:24:25.435978,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.4714285714285715)"
04-01-2023 09:24:26.323338,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:27.190263,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:28.023159,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:28.910679,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:29.777358,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:30.667987,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:31.505860,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:32.369266,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.670833333333334)"
04-01-2023 09:24:33.200911,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.670833333333334)"
04-01-2023 09:24:34.026845,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:34.860843,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:35.682020,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:36.522530,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:37.346638,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:38.176936,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:39.013082,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.823076923076924)"
04-01-2023 09:24:39.835760,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:24:40.662606,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:24:41.489402,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:24:42.302430,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:24:43.133501,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:24:43.949098,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:24:44.768204,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:45.588965,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:46.412948,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:47.231623,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:48.045046,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:48.880727,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:49.699030,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:24:50.516549,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.5590909090909095)"
04-01-2023 09:24:51.337689,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:52.165633,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:52.979231,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:53.806002,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:54.617526,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:55.436648,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:24:56.248060,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:57.073170,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:57.890376,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:58.715713,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:24:59.530572,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:00.352050,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:01.166734,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:01.997188,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:02.807602,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:03.629854,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:04.445043,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:05.260599,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:06.089093,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:06.902029,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:07.724621,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:08.542753,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:09.355550,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:10.186773,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:10.997917,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:11.819946,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:12.636468,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:13.470047,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:14.293518,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:15.113914,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:15.930555,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:16.753199,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:17.572593,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:18.387113,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:19.206222,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:20.033860,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:20.848756,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:21.665074,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:22.493962,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:23.315190,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:24.142372,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.542857142857143)"
04-01-2023 09:25:24.964720,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:25.780395,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:26.608612,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:27.420844,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:28.238106,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:29.062173,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 5.094444444444445)"
04-01-2023 09:25:29.884041,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:30.715874,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.8375)"
04-01-2023 09:25:31.528922,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:32.348817,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.4, 4.507142857142857)"
04-01-2023 09:25:33.163675,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.7794117647058822)"
04-01-2023 09:25:33.986242,"(2.6, 2.98, 2.9530275229357796)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.7794117647058822)"
04-01-2023 09:25:34.810695,"(2.6, 2.98, 2.7)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.7794117647058822)"
04-01-2023 09:25:35.622154,"(2.6, 2.98, 2.7)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.7794117647058822)"
04-01-2023 09:25:36.438233,"(2.6, 2.98, 2.7)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.7794117647058822)"
04-01-2023 09:25:37.253861,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.7794117647058822)"
04-01-2023 09:25:38.073343,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.8676470588235294)"
04-01-2023 09:25:38.890086,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 4.579545454545455)"
04-01-2023 09:25:39.716442,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 4.197368421052632)"
04-01-2023 09:25:40.536825,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 4.197368421052632)"
04-01-2023 09:25:41.372439,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:42.184005,"(2.6, 2.98, 2.931636363636364)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:43.016863,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:43.828590,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:44.661342,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:45.469670,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:46.285516,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 4.217948717948718)"
04-01-2023 09:25:47.102403,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:47.916042,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:48.731445,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:49.546821,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:50.372701,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:51.185279,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:52.004145,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.759090909090909)"
04-01-2023 09:25:52.815446,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:53.635404,"(2.6, 2.98, 2.8792)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:54.446764,"(2.6, 2.98, 2.9367272727272726)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:55.276114,"(2.6, 2.98, 2.9367272727272726)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:56.091039,"(2.6, 2.98, 2.9367272727272726)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:56.923269,"(2.6, 2.98, 2.9367272727272726)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:57.738714,"(2.6, 2.98, 2.9367272727272726)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 3.855714285714286)"
04-01-2023 09:25:58.554445,"(2.6, 2.98, 2.9367272727272726)","(5.5, 9.2, 8.0)","(8.5, 19.0, 18.0)","(17.0, 21.0, 16.0)","(4.4, 7.2, 5.75)","(3.0, 7.0, 4.217948717948718)"
