,Kaseys Money,Buster Up,She Wolf,Spring Luna,Kick Off,Sunset Charlie,Aces Up
10-01-2023 15:57:15.346017,"(2.05, 2.24, 2.205714285714286)","(3.4, 6.6, 6.157894736842105)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 11.333333333333334)","(11.0, 20.0, 14.5)","(6.0, 12.0, 8.58)"
10-01-2023 15:57:16.529622,"(2.05, 2.24, 2.205714285714286)","(3.4, 6.6, 6.157894736842105)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 14.283333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.862499999999999)"
10-01-2023 15:57:17.709421,"(2.05, 2.24, 2.205714285714286)","(3.4, 6.6, 6.157894736842105)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 15.5, 12.2)","(11.0, 22.0, 15.666666666666666)","(6.0, 12.0, 9.054545454545455)"
10-01-2023 15:57:18.859151,"(2.05, 2.24, 2.205714285714286)","(3.4, 6.6, 6.157894736842105)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 12.2)","(11.0, 21.0, 14.5)","(6.0, 12.0, 9.054545454545455)"
10-01-2023 15:57:20.041249,"(2.05, 2.24, 2.22)","(3.4, 6.6, 6.25)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 12.2)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.054545454545455)"
10-01-2023 15:57:21.245040,"(2.05, 2.22, 2.16)","(3.4, 6.6, 6.25)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 16.0, 13.2)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.054545454545455)"
10-01-2023 15:57:22.494742,"(2.05, 2.22, 2.16)","(3.4, 6.6, 6.25)","(11.0, 15.0, 14.0)","(26.0, 75.0, 63.0)","(7.0, 18.0, 10.533333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.3)"
10-01-2023 15:57:23.667790,"(2.05, 2.22, 2.14)","(3.4, 6.6, 6.25)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 18.0, 14.133333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.3)"
10-01-2023 15:57:24.841220,"(2.05, 2.22, 2.14)","(3.4, 6.6, 6.25)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 10.2)"
10-01-2023 15:57:26.066627,"(2.05, 2.22, 2.17)","(3.4, 6.6, 6.25)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 10.725)"
10-01-2023 15:57:27.253800,"(2.05, 2.22, 2.0733333333333333)","(3.4, 6.6, 6.0)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:28.480574,"(2.05, 2.22, 2.0325)","(3.4, 6.6, 6.0)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.5)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:29.734994,"(2.05, 2.22, 2.0325)","(3.4, 6.6, 6.0)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 15.571428571428571)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:30.963188,"(2.05, 2.22, 2.0325)","(3.4, 6.6, 6.0)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:32.180328,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.0)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:33.455491,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 5.953846153846154)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:34.663370,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 5.953846153846154)","(11.0, 15.0, 14.0)","(26.0, 75.0, 68.28571428571428)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:35.814663,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.2)","(11.0, 15.0, 14.0)","(26.0, 75.0, 69.25)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.600000000000001)"
10-01-2023 15:57:37.003994,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.2)","(11.0, 15.0, 14.0)","(26.0, 75.0, 36.77777777777778)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.381818181818183)"
10-01-2023 15:57:38.218180,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.2)","(11.0, 15.0, 14.0)","(26.0, 70.0, 61.5)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.381818181818183)"
10-01-2023 15:57:39.387539,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.2)","(11.0, 15.0, 14.0)","(26.0, 70.0, 48.666666666666664)","(7.0, 17.0, 14.133333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 9.381818181818183)"
10-01-2023 15:57:40.668244,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.155555555555555)","(11.0, 15.0, 14.333333333333332)","(26.0, 70.0, 48.666666666666664)","(7.0, 17.0, 15.533333333333333)","(11.0, 22.0, 14.8)","(6.0, 12.0, 10.08)"
10-01-2023 15:57:41.920440,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 6.266666666666667)","(11.0, 15.0, 12.166666666666666)","(26.0, 70.0, 48.666666666666664)","(7.0, 17.0, 12.9)","(11.0, 22.0, 14.8)","(6.0, 12.0, 10.8)"
10-01-2023 15:57:43.136849,"(2.05, 2.22, 2.1366666666666667)","(3.4, 6.4, 6.0285714285714285)","(11.0, 15.5, 12.166666666666666)","(26.0, 70.0, 48.666666666666664)","(7.0, 17.0, 12.9)","(11.0, 22.0, 14.8)","(6.0, 12.0, 12.163636363636364)"
10-01-2023 15:57:44.351707,"(2.05, 2.22, 2.1366666666666667)","(3.4, 6.6, 6.085714285714285)","(11.0, 15.5, 12.5)","(26.0, 70.0, 48.666666666666664)","(7.0, 17.0, 12.9)","(11.0, 22.0, 14.8)","(6.0, 12.5, 11.882352941176471)"
10-01-2023 15:57:45.616204,"(2.05, 2.22, 2.1366666666666667)","(3.4, 6.6, 6.085714285714285)","(11.0, 15.5, 14.5)","(26.0, 70.0, 48.666666666666664)","(7.0, 17.0, 12.9)","(11.0, 22.0, 14.8)","(6.0, 12.5, 10.879999999999999)"
10-01-2023 15:57:46.958156,"(2.05, 2.22, 2.0325)","(3.4, 6.6, 6.085714285714285)","(11.0, 15.5, 14.428571428571429)","(26.0, 70.0, 54.0)","(7.0, 17.0, 12.9)","(11.0, 22.0, 14.8)","(6.0, 12.0, 10.733333333333333)"
10-01-2023 15:57:48.174306,"(2.05, 2.22, 2.0325)","(3.4, 6.6, 5.97)","(11.0, 15.5, 14.428571428571429)","(26.0, 70.0, 54.0)","(7.0, 17.0, 12.9)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.222222222222221)"
10-01-2023 15:57:49.366173,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 5.9)","(11.0, 15.5, 14.0)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:50.570576,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.6, 5.9)","(11.0, 15.5, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:52.660124,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.05625)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:53.898173,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.127272727272728)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:55.132633,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.127272727272728)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:56.263748,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.127272727272728)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:57.457727,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.127272727272728)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:58.742789,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.127272727272728)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:57:59.979568,"(2.05, 2.22, 2.108888888888889)","(3.4, 6.4, 6.153846153846154)","(11.0, 16.0, 13.5)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:58:01.371746,"(2.05, 2.22, 2.105714285714286)","(3.4, 6.2, 5.853846153846154)","(11.0, 16.0, 13.321428571428571)","(26.0, 70.0, 54.0)","(7.0, 17.0, 14.266666666666666)","(11.0, 22.0, 14.8)","(6.0, 11.5, 10.036363636363635)"
10-01-2023 15:58:03.065363,"(2.05, 2.22, 2.105714285714286)","(3.4, 6.2, 6.125)","(11.0, 16.0, 13.236842105263158)","(26.0, 70.0, 62.5)","(7.0, 17.0, 13.933333333333334)","(11.0, 22.0, 19.0)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:04.312100,"(2.05, 2.22, 2.105714285714286)","(3.4, 6.2, 6.125)","(11.0, 16.0, 13.375)","(26.0, 70.0, 66.66666666666667)","(7.0, 16.5, 13.600000000000001)","(11.0, 22.0, 19.0)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:05.634976,"(2.05, 2.22, 2.031764705882353)","(3.4, 6.2, 6.1375)","(11.0, 16.0, 13.307692307692308)","(26.0, 70.0, 66.25)","(7.0, 16.0, 13.600000000000001)","(11.0, 22.0, 19.0)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:06.841268,"(2.05, 2.22, 2.105714285714286)","(3.4, 6.4, 6.1375)","(11.0, 16.0, 13.325301204819278)","(26.0, 70.0, 67.85714285714286)","(7.0, 16.0, 13.600000000000001)","(11.0, 22.0, 20.0)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:08.056678,"(2.05, 2.22, 2.105714285714286)","(3.4, 6.4, 6.0181818181818185)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.85714285714286)","(7.0, 16.0, 10.763636363636364)","(11.0, 22.0, 17.75)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:09.321589,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.4, 6.0181818181818185)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.85714285714286)","(7.0, 16.0, 13.825)","(11.0, 22.0, 17.75)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:10.548349,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.4, 6.0181818181818185)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.85714285714286)","(7.0, 15.5, 13.825)","(11.0, 22.0, 17.75)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:11.786948,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.4, 6.0181818181818185)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.85714285714286)","(7.0, 15.5, 13.825)","(11.0, 22.0, 17.75)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:13.028592,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.4, 5.65)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.2)","(7.0, 15.0, 13.966666666666667)","(11.0, 22.0, 17.1)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:14.249948,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.2, 5.933333333333334)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.2)","(7.0, 15.0, 13.966666666666667)","(11.0, 22.0, 17.1)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:15.498404,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.2, 6.0)","(11.0, 16.0, 13.602739726027398)","(26.0, 70.0, 64.8)","(7.0, 15.0, 11.685714285714285)","(11.0, 21.0, 19.625)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:16.814971,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.2, 6.0)","(11.0, 16.0, 13.602739726027398)","(26.0, 70.0, 59.0)","(7.0, 15.0, 13.742857142857144)","(11.0, 21.0, 18.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:18.105827,"(2.05, 2.22, 2.050588235294118)","(3.4, 6.2, 5.8)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 67.55555555555556)","(7.0, 14.5, 13.261111111111111)","(11.0, 21.0, 22.7)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:19.379215,"(2.05, 2.16, 2.08)","(3.4, 6.6, 6.288888888888889)","(11.0, 16.0, 13.597402597402597)","(26.0, 70.0, 59.73913043478261)","(7.0, 13.5, 13.09)","(11.0, 23.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:20.614396,"(2.05, 2.16, 2.0533333333333332)","(3.4, 6.6, 6.288888888888889)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 59.73913043478261)","(7.0, 13.5, 13.808333333333334)","(11.0, 23.0, 20.7)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:21.909535,"(2.05, 2.16, 2.0533333333333332)","(3.4, 6.6, 6.288888888888889)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 59.73913043478261)","(7.0, 14.0, 13.632000000000001)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:23.113639,"(2.05, 2.16, 2.058181818181818)","(3.4, 6.6, 6.288888888888889)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 59.73913043478261)","(7.0, 14.0, 13.632000000000001)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:24.373394,"(2.05, 2.16, 2.058181818181818)","(3.4, 6.6, 5.8125)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 59.73913043478261)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:25.582997,"(2.05, 2.14, 2.092)","(3.4, 6.6, 5.9)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 59.73913043478261)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:27.031464,"(2.05, 2.2, 2.1550000000000002)","(3.4, 6.4, 5.9)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 60.27272727272727)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:28.852825,"(2.05, 2.2, 2.1550000000000002)","(3.4, 6.4, 5.9)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 60.27272727272727)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:30.118289,"(2.05, 2.2, 2.1550000000000002)","(3.4, 6.4, 5.784615384615385)","(11.0, 16.0, 13.597402597402597)","(26.0, 75.0, 60.27272727272727)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:31.392122,"(2.05, 2.2, 2.128)","(3.4, 6.4, 5.969230769230769)","(11.0, 16.0, 13.716049382716049)","(26.0, 75.0, 60.27272727272727)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 21.5)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:32.604227,"(2.05, 2.2, 2.128)","(3.4, 6.4, 5.969230769230769)","(11.0, 16.0, 13.716049382716049)","(26.0, 75.0, 60.27272727272727)","(7.0, 14.0, 13.808333333333334)","(11.0, 22.0, 22.166666666666668)","(6.0, 11.5, 10.88076923076923)"
10-01-2023 15:58:33.842110,"(2.05, 2.2, 2.128)","(3.4, 6.4, 5.969230769230769)","(11.0, 16.0, 14.772727272727273)","(26.0, 75.0, 62.04)","(7.0, 14.0, 13.336)","(11.0, 23.0, 22.166666666666668)","(6.0, 11.5, 10.975)"
10-01-2023 15:58:35.120816,"(2.05, 2.18, 2.1)","(3.4, 6.4, 5.969230769230769)","(11.0, 15.5, 13.88888888888889)","(26.0, 75.0, 60.375)","(7.0, 13.5, 13.336)","(11.0, 23.0, 21.5)","(6.0, 11.5, 10.36)"
10-01-2023 15:58:36.393969,"(2.05, 2.18, 2.05)","(3.4, 6.4, 5.511111111111111)","(11.0, 15.5, 13.88888888888889)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.336)","(11.0, 22.0, 22.423076923076923)","(6.0, 11.5, 10.7875)"
10-01-2023 15:58:37.637745,"(2.05, 2.18, 2.052)","(3.4, 6.4, 6.030769230769231)","(11.0, 15.5, 13.88888888888889)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.184615384615384)","(11.0, 23.0, 22.423076923076923)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:38.847953,"(2.05, 2.16, 2.104)","(3.4, 6.4, 6.030769230769231)","(11.0, 15.5, 13.88888888888889)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.184615384615384)","(11.0, 23.0, 22.423076923076923)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:40.123186,"(2.05, 2.14, 2.05)","(3.4, 6.4, 6.030769230769231)","(11.0, 15.5, 13.911764705882353)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.336)","(11.0, 23.0, 22.423076923076923)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:41.370788,"(2.05, 2.14, 2.05)","(3.4, 6.4, 6.030769230769231)","(11.0, 15.5, 13.863636363636363)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.336)","(11.0, 23.0, 22.423076923076923)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:42.709077,"(2.05, 2.14, 2.05)","(3.4, 6.4, 6.030769230769231)","(11.0, 15.5, 13.9)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.336)","(11.0, 23.0, 22.423076923076923)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:45.043423,"(2.05, 2.14, 2.05)","(3.4, 6.4, 5.969230769230769)","(11.0, 15.5, 13.9)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.336)","(11.0, 23.0, 22.423076923076923)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:46.339872,"(2.05, 2.14, 2.05)","(3.4, 6.4, 5.969230769230769)","(11.0, 15.5, 13.9)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.971428571428572)","(11.0, 23.0, 20.2)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:47.687895,"(2.05, 2.1, 1.988)","(3.4, 6.4, 5.969230769230769)","(11.0, 15.5, 13.9)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.916666666666668)","(11.0, 23.0, 20.2)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:48.969545,"(2.05, 2.1, 1.9755555555555555)","(3.4, 6.4, 5.969230769230769)","(11.0, 15.5, 13.9)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.25)","(11.0, 23.0, 20.4)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:50.204702,"(2.1, 2.1, 1.9755555555555555)","(3.4, 6.4, 6.1000000000000005)","(10.0, 15.5, 13.9)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.25)","(11.0, 23.0, 21.375)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:51.483785,"(2.1, 2.1, 2.090625)","(3.4, 6.4, 6.050000000000001)","(10.0, 15.5, 14.318181818181818)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 13.125)","(11.0, 23.0, 21.555555555555557)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:52.694764,"(2.1, 2.1, 2.090625)","(3.4, 6.4, 6.050000000000001)","(10.0, 15.0, 14.142857142857142)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.681818181818182)","(11.0, 23.0, 22.48)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:53.954213,"(2.1, 2.1, 2.090625)","(3.4, 6.4, 6.050000000000001)","(10.0, 15.0, 14.142857142857142)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.681818181818182)","(11.0, 23.0, 22.75925925925926)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:55.138467,"(2.1, 2.1, 2.090625)","(3.4, 6.4, 6.050000000000001)","(10.0, 15.0, 14.142857142857142)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.681818181818182)","(11.0, 23.0, 21.5)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:56.367830,"(2.1, 2.1, 2.090625)","(3.4, 6.4, 5.91)","(10.0, 15.0, 13.709302325581396)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.928571428571429)","(11.0, 23.0, 22.3125)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:57.649824,"(2.1, 2.1, 2.090625)","(3.4, 6.4, 6.05)","(10.0, 15.0, 13.709302325581396)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.928571428571429)","(11.0, 23.0, 22.3125)","(6.0, 11.5, 11.215)"
10-01-2023 15:58:58.945797,"(2.1, 2.1, 2.0743589743589745)","(3.4, 6.4, 6.175)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.375)","(7.0, 13.5, 12.54)","(11.0, 23.0, 22.75)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:00.188161,"(2.1, 2.1, 2.0743589743589745)","(3.4, 6.4, 6.175)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.375)","(7.0, 13.5, 12.54)","(11.0, 23.0, 22.75)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:01.462559,"(2.1, 2.1, 2.0743589743589745)","(3.4, 6.4, 6.05)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.375)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.138095238095238)"
10-01-2023 15:59:02.735680,"(2.1, 2.08, 2.0773333333333333)","(3.4, 6.4, 6.05)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.375)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.138095238095238)"
10-01-2023 15:59:03.983320,"(2.1, 2.08, 2.0773333333333333)","(3.4, 6.4, 6.133333333333334)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.576923076923077)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:05.219620,"(2.1, 2.08, 2.062702702702703)","(3.4, 6.4, 5.68)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:06.451831,"(2.1, 2.08, 2.054588235294118)","(3.4, 6.4, 6.05)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:07.729824,"(2.1, 2.06, 2.047027027027027)","(3.4, 6.4, 6.2)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.66)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:09.414285,"(2.1, 2.06, 2.0446153846153847)","(3.4, 6.4, 6.260869565217392)","(10.0, 15.0, 13.725)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:10.702317,"(2.1, 2.06, 2.0446153846153847)","(3.4, 6.4, 6.260869565217392)","(10.0, 15.0, 13.86)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:12.944569,"(2.1, 2.06, 2.0028571428571427)","(3.4, 6.4, 6.184615384615385)","(10.0, 15.0, 13.86)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:14.482028,"(2.1, 2.06, 2.004)","(3.4, 6.4, 6.266666666666667)","(10.0, 15.0, 13.86)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:15.907197,"(2.1, 2.04, 2.003529411764706)","(3.4, 6.4, 6.266666666666667)","(10.0, 15.0, 13.86)","(26.0, 75.0, 60.913043478260875)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
10-01-2023 15:59:17.277332,"(2.1, 2.06, 2.02)","(3.4, 6.4, 6.295)","(10.0, 15.0, 12.604166666666666)","(26.0, 75.0, 62.142857142857146)","(7.0, 13.5, 12.954545454545453)","(11.0, 23.0, 22.76086956521739)","(6.0, 11.5, 11.215)"
