,Itchy Nose,Call Me Jim,Rich Hips,Aston Rozee,Coconut Santiago,Brother Yap,Champ Duran
07-12-2022 13:24:20.018319,"(2.2, 4.2, 4.0112903225806456)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.8, 4.691666666666666)","(6.0, 8.8, 7.6571428571428575)","(3.6, 3.8, 3.676470588235294)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:24:21.063495,"(2.2, 4.2, 4.0112903225806456)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 5.45)","(6.0, 8.8, 6.62)","(3.6, 3.8, 3.676470588235294)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:24:22.273962,"(2.2, 4.2, 3.860869565217391)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.2)","(6.0, 8.6, 7.0285714285714285)","(3.6, 3.8, 3.676470588235294)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:24:23.485426,"(2.2, 4.2, 3.689285714285714)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.2)","(6.0, 8.6, 7.0285714285714285)","(3.6, 3.8, 3.65625)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:24:24.725967,"(2.2, 4.2, 3.689285714285714)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 5.95)","(6.0, 8.6, 7.0285714285714285)","(3.6, 3.75, 3.65625)","(31.0, 220.0, 85.88235294117646)"
07-12-2022 13:24:25.830353,"(2.2, 4.2, 3.689285714285714)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.211111111111111)","(6.0, 8.6, 7.0285714285714285)","(3.6, 3.75, 3.679411764705882)","(31.0, 220.0, 112.57142857142857)"
07-12-2022 13:24:26.897856,"(2.2, 4.3, 3.9727272727272727)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.211111111111111)","(6.0, 8.6, 7.0285714285714285)","(3.6, 3.75, 3.66)","(31.0, 220.0, 112.57142857142857)"
07-12-2022 13:24:27.961062,"(2.2, 4.3, 3.930769230769231)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.211111111111111)","(6.0, 8.6, 7.0285714285714285)","(3.6, 3.75, 3.66)","(31.0, 220.0, 112.57142857142857)"
07-12-2022 13:24:28.987988,"(2.2, 4.3, 3.930769230769231)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.116666666666667)","(6.0, 8.4, 7.066666666666667)","(3.6, 3.75, 3.66)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:30.062869,"(2.2, 4.3, 3.930769230769231)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 5.9750000000000005)","(6.0, 8.4, 7.066666666666667)","(3.6, 3.75, 3.636842105263158)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:31.134040,"(2.2, 4.3, 3.842857142857143)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.116666666666667)","(6.0, 8.4, 7.066666666666667)","(3.6, 3.7, 3.621739130434783)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:32.255945,"(2.2, 4.3, 3.880952380952381)","(11.0, 21.0, 13.35)","(21.0, 60.0, 25.846153846153847)","(4.4, 6.4, 6.116666666666667)","(6.0, 8.4, 6.685714285714286)","(3.6, 3.7, 3.621739130434783)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:33.391121,"(2.2, 4.3, 3.917391304347826)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.14285714285714)","(4.4, 6.4, 6.1571428571428575)","(6.0, 8.4, 6.685714285714286)","(3.6, 3.7, 3.66)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:34.389166,"(2.2, 4.3, 3.917391304347826)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.14285714285714)","(4.4, 6.4, 6.1571428571428575)","(6.0, 8.4, 6.640000000000001)","(3.6, 3.7, 3.66)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:35.556992,"(2.2, 4.3, 3.811111111111111)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.14285714285714)","(4.4, 6.4, 5.550000000000001)","(6.0, 8.2, 6.640000000000001)","(3.6, 3.7, 3.66)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:36.894696,"(2.2, 4.3, 3.811111111111111)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.14285714285714)","(4.4, 6.4, 6.133333333333334)","(6.0, 8.2, 6.933333333333334)","(3.6, 3.7, 3.605)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:38.179822,"(2.2, 4.3, 3.9521739130434783)","(11.0, 21.0, 13.35)","(21.0, 60.0, 32.470588235294116)","(4.4, 6.4, 6.133333333333334)","(6.0, 8.0, 6.6461538461538465)","(3.6, 3.65, 3.5978260869565215)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:39.349727,"(2.2, 4.3, 3.9521739130434783)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.4, 6.222222222222222)","(6.0, 8.0, 6.6000000000000005)","(3.6, 3.65, 3.626470588235294)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:40.450035,"(2.2, 4.3, 3.9521739130434783)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.4, 6.222222222222222)","(6.0, 7.8, 6.6000000000000005)","(3.6, 3.65, 3.603846153846154)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:41.502068,"(2.2, 4.3, 3.9521739130434783)","(11.0, 21.0, 13.35)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.4, 5.550000000000001)","(6.0, 7.8, 6.6000000000000005)","(3.6, 3.65, 3.6166666666666667)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:42.522045,"(2.2, 4.3, 3.9823529411764707)","(11.0, 21.0, 13.5625)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.4)","(6.0, 7.8, 6.711111111111111)","(3.6, 3.65, 3.5653846153846156)","(31.0, 220.0, 118.54545454545455)"
07-12-2022 13:24:43.608533,"(2.2, 4.3, 3.9571428571428573)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.4)","(6.0, 7.8, 6.711111111111111)","(3.6, 3.6, 3.5653846153846156)","(31.0, 220.0, 118.54545454545455)"
07-12-2022 13:24:44.736962,"(2.2, 4.3, 3.9727272727272727)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.022222222222222)","(6.0, 7.6, 6.742857142857143)","(3.6, 3.6, 3.5653846153846156)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:45.748543,"(2.2, 4.3, 3.876470588235294)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.022222222222222)","(6.0, 7.6, 6.618181818181818)","(3.6, 3.6, 3.6166666666666667)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:46.974852,"(2.2, 4.3, 3.876470588235294)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.384615384615385)","(6.0, 7.6, 6.88)","(3.6, 3.65, 3.6166666666666667)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:47.995682,"(2.2, 4.3, 3.9952380952380953)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.384615384615385)","(6.0, 7.6, 6.88)","(3.6, 3.65, 3.6166666666666667)","(31.0, 220.0, 79.0)"
07-12-2022 13:24:49.137568,"(2.2, 4.3, 3.9952380952380953)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.384615384615385)","(6.0, 7.6, 6.88)","(3.6, 3.65, 3.5653846153846156)","(31.0, 220.0, 88.70588235294117)"
07-12-2022 13:24:50.457577,"(2.2, 4.3, 3.9952380952380953)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.022222222222222)","(6.0, 7.6, 6.685714285714286)","(3.6, 3.6, 3.5653846153846156)","(31.0, 220.0, 137.33333333333334)"
07-12-2022 13:24:51.595505,"(2.2, 4.2, 3.879166666666667)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.022222222222222)","(6.0, 7.4, 6.685714285714286)","(3.6, 3.6, 3.7781249999999997)","(31.0, 220.0, 137.33333333333334)"
07-12-2022 13:24:52.810952,"(2.2, 4.2, 3.8675)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.323076923076924)","(6.0, 7.4, 6.32)","(3.6, 3.8, 3.686206896551724)","(31.0, 220.0, 118.54545454545455)"
07-12-2022 13:24:54.032790,"(2.2, 4.2, 3.9625)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.384615384615385)","(6.0, 6.8, 6.32)","(3.6, 3.8, 3.686206896551724)","(31.0, 220.0, 114.86956521739131)"
07-12-2022 13:24:55.031835,"(2.2, 4.2, 3.9625)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.384615384615385)","(6.0, 6.8, 6.32)","(3.6, 3.8, 3.6607142857142856)","(31.0, 220.0, 85.66666666666667)"
07-12-2022 13:24:56.006823,"(2.2, 4.2, 3.9625000000000004)","(11.0, 20.0, 16.25)","(21.0, 60.0, 37.714285714285715)","(4.4, 6.0, 5.5)","(6.0, 6.8, 6.32)","(3.6, 3.75, 3.6607142857142856)","(31.0, 220.0, 85.66666666666667)"
07-12-2022 13:24:57.064777,"(2.2, 4.2, 3.9625000000000004)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 5.057142857142857)","(6.0, 7.4, 6.3500000000000005)","(3.6, 3.75, 3.6323529411764706)","(31.0, 220.0, 87.11111111111111)"
07-12-2022 13:24:58.179753,"(2.2, 4.2, 4.041666666666667)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 5.569230769230769)","(6.0, 7.4, 6.3500000000000005)","(3.6, 3.75, 3.673076923076923)","(31.0, 220.0, 87.11111111111111)"
07-12-2022 13:24:59.277653,"(2.2, 4.2, 4.041666666666667)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 5.569230769230769)","(6.0, 7.4, 6.3500000000000005)","(3.6, 3.75, 3.673076923076923)","(31.0, 220.0, 84.22222222222223)"
07-12-2022 13:25:00.343316,"(2.2, 4.2, 4.041666666666667)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 5.533333333333333)","(6.0, 7.4, 6.3500000000000005)","(3.6, 3.75, 3.6384615384615384)","(31.0, 220.0, 84.22222222222223)"
07-12-2022 13:25:01.434443,"(2.2, 4.2, 3.9625000000000004)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 4.973333333333333)","(6.0, 7.4, 6.3500000000000005)","(3.6, 3.7, 3.6384615384615384)","(31.0, 220.0, 85.66666666666667)"
07-12-2022 13:25:02.470210,"(2.2, 4.2, 3.858)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 4.973333333333333)","(6.0, 7.4, 6.3500000000000005)","(3.6, 3.7, 3.6142857142857143)","(31.0, 220.0, 85.66666666666667)"
07-12-2022 13:25:03.565888,"(2.2, 4.2, 3.8833333333333333)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 5.51875)","(6.0, 7.4, 6.583333333333334)","(3.6, 3.7, 3.6142857142857143)","(31.0, 220.0, 85.66666666666667)"
07-12-2022 13:25:04.555685,"(2.15, 4.2, 3.8833333333333333)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.17647058823529)","(4.4, 6.0, 5.569230769230769)","(6.0, 7.4, 6.175)","(3.7, 3.75, 3.7)","(31.0, 220.0, 172.66666666666666)"
07-12-2022 13:25:05.605821,"(2.15, 4.2, 3.8833333333333333)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.636363636363637)","(4.4, 6.0, 5.066666666666666)","(6.0, 7.2, 6.075)","(3.7, 3.75, 3.65)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:06.853879,"(2.15, 4.2, 3.8833333333333333)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 4.973333333333333)","(6.0, 7.2, 6.25)","(3.7, 3.75, 3.6142857142857143)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:07.882330,"(2.15, 4.2, 3.8833333333333333)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 4.973333333333333)","(6.0, 7.0, 6.090909090909091)","(3.7, 3.7, 3.6142857142857143)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:08.874429,"(2.15, 4.2, 3.9625)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.51875)","(6.0, 7.0, 6.090909090909091)","(3.7, 3.7, 3.6142857142857143)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:09.927452,"(2.15, 4.2, 3.9625)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.569230769230769)","(6.0, 7.0, 6.090909090909091)","(3.7, 3.7, 3.7)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:11.031547,"(2.15, 4.2, 3.9625)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.569230769230769)","(6.0, 7.0, 6.032258064516129)","(3.7, 3.75, 3.65)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:12.047412,"(2.15, 4.2, 3.8833333333333333)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 4.973333333333333)","(6.0, 7.0, 6.032258064516129)","(3.7, 3.75, 3.7)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:13.034874,"(2.15, 4.2, 3.9958333333333336)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 4.973333333333333)","(6.0, 7.0, 6.044444444444444)","(3.7, 3.75, 3.6142857142857143)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:14.030138,"(2.15, 4.2, 4.025)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.51875)","(6.0, 6.8, 6.044444444444444)","(3.7, 3.7, 3.585714285714286)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:15.046473,"(2.15, 4.2, 4.025)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.569230769230769)","(6.0, 6.8, 6.044444444444444)","(3.7, 3.7, 3.570588235294118)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:16.082211,"(2.15, 4.2, 4.025)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.066666666666666)","(6.0, 6.8, 6.044444444444444)","(3.7, 3.7, 3.6473684210526316)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:17.161520,"(2.15, 4.2, 3.927777777777778)","(11.0, 20.0, 16.25)","(21.0, 60.0, 30.26086956521739)","(4.4, 6.0, 5.066666666666666)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.7, 3.6222222222222222)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:18.220431,"(2.15, 4.2, 4.025)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.066666666666666)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.7, 3.6222222222222222)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:19.181550,"(2.15, 4.2, 4.114285714285715)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.3277777777777775)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.608974358974359)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:20.201409,"(2.15, 4.2, 4.114285714285715)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.3277777777777775)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.601219512195122)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:21.127428,"(2.15, 4.2, 4.114285714285715)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.3277777777777775)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.5877777777777777)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:22.165002,"(2.15, 4.2, 4.025)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.601219512195122)","(31.0, 190.0, 151.0)"
07-12-2022 13:25:23.462265,"(2.15, 4.2, 4.025)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.24375)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.601219512195122)","(31.0, 190.0, 174.6)"
07-12-2022 13:25:24.521428,"(2.15, 4.2, 4.114285714285715)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.24375)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.601219512195122)","(31.0, 190.0, 174.6)"
07-12-2022 13:25:25.535884,"(2.15, 4.2, 4.114285714285715)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.24375)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.601219512195122)","(31.0, 190.0, 177.16666666666669)"
07-12-2022 13:25:26.580920,"(2.15, 4.2, 4.114285714285715)","(11.0, 20.0, 16.25)","(21.0, 60.0, 32.25)","(4.4, 6.0, 5.24375)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.5877777777777777)","(31.0, 190.0, 177.16666666666669)"
07-12-2022 13:25:27.718303,"(2.15, 4.3, 3.975)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.5791666666666666)","(31.0, 190.0, 177.16666666666669)"
07-12-2022 13:25:28.786085,"(2.15, 4.3, 3.975)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.5791666666666666)","(31.0, 190.0, 164.66666666666666)"
07-12-2022 13:25:29.812003,"(2.15, 4.3, 4.093181818181818)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 5.24375)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.5791666666666666)","(31.0, 190.0, 164.66666666666666)"
07-12-2022 13:25:30.895546,"(2.15, 4.3, 4.093181818181818)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 5.24375)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.608974358974359)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:32.025071,"(2.15, 4.3, 4.093181818181818)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.594186046511628)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:33.164321,"(2.15, 4.3, 4.136666666666667)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.608974358974359)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:34.225104,"(2.15, 4.3, 4.171052631578947)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.65, 3.5692307692307694)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:35.302318,"(2.15, 4.3, 4.16875)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 5.45)","(6.0, 6.8, 6.022857142857143)","(3.7, 3.6, 3.5692307692307694)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:36.526949,"(2.15, 4.3, 4.16875)","(11.0, 20.0, 16.25)","(21.0, 60.0, 33.36)","(4.4, 6.0, 5.45)","(6.0, 6.8, 6.046153846153846)","(3.7, 3.6, 3.6378787878787877)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:37.717904,"(2.15, 4.3, 4.16875)","(11.0, 20.0, 16.25)","(21.0, 60.0, 31.82608695652174)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 6.046153846153846)","(3.7, 3.65, 3.6175675675675674)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:38.662044,"(2.15, 4.3, 4.109090909090909)","(11.0, 20.0, 16.25)","(21.0, 60.0, 31.82608695652174)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 6.046153846153846)","(3.7, 3.65, 3.6378787878787877)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:39.655377,"(2.15, 4.5, 4.3)","(11.0, 20.0, 16.25)","(21.0, 60.0, 31.82608695652174)","(4.4, 6.0, 5.45)","(6.0, 6.6, 6.046153846153846)","(3.7, 3.65, 3.5692307692307694)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:40.691886,"(2.15, 4.5, 4.3)","(11.0, 20.0, 16.25)","(21.0, 60.0, 31.82608695652174)","(4.4, 6.0, 5.45)","(6.0, 6.6, 6.046153846153846)","(3.7, 3.6, 3.560714285714286)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:41.706051,"(2.15, 4.5, 4.388888888888888)","(11.0, 20.0, 16.25)","(21.0, 50.0, 33.285714285714285)","(4.4, 6.0, 5.45)","(6.0, 6.6, 6.021428571428571)","(3.7, 3.6, 3.560714285714286)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:42.905311,"(2.15, 4.5, 4.388888888888888)","(11.0, 20.0, 16.25)","(21.0, 48.0, 34.0)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 6.021428571428571)","(3.7, 3.6, 3.5692307692307694)","(31.0, 190.0, 139.33333333333331)"
07-12-2022 13:25:43.947166,"(2.15, 4.5, 4.346153846153846)","(11.0, 20.0, 16.25)","(21.0, 48.0, 34.0)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 6.021428571428571)","(3.7, 3.6, 3.5692307692307694)","(31.0, 190.0, 165.0)"
07-12-2022 13:25:45.060036,"(2.15, 4.5, 4.384615384615385)","(11.0, 20.0, 16.25)","(21.0, 46.0, 42.33333333333333)","(4.4, 6.0, 5.5875)","(6.0, 6.6, 6.021428571428571)","(3.7, 3.6, 3.536111111111111)","(31.0, 190.0, 165.0)"
07-12-2022 13:25:46.220374,"(2.15, 4.5, 4.409090909090909)","(11.0, 20.0, 16.25)","(21.0, 46.0, 29.789473684210527)","(4.4, 6.0, 5.5875)","(6.0, 6.6, 5.925)","(3.7, 3.55, 3.48974358974359)","(31.0, 190.0, 165.0)"
07-12-2022 13:25:47.524661,"(2.15, 4.5, 4.409090909090909)","(11.0, 19.0, 15.75)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 5.9925)","(3.7, 3.5, 3.511111111111111)","(31.0, 190.0, 165.0)"
07-12-2022 13:25:48.732064,"(2.15, 4.5, 4.409090909090909)","(11.0, 19.0, 15.75)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.08235294117647)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.511111111111111)","(31.0, 190.0, 165.0)"
07-12-2022 13:25:49.951416,"(2.15, 4.5, 4.45)","(11.0, 19.0, 13.041666666666666)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.10625)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.511111111111111)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:51.052181,"(2.15, 5.1, 4.805882352941176)","(11.0, 19.0, 13.041666666666666)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.10625)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.511111111111111)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:52.187934,"(2.15, 5.0, 4.82)","(11.0, 19.0, 13.041666666666666)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.10625)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.511111111111111)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:53.230994,"(2.15, 5.0, 4.55)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.10625)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.511111111111111)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:54.194271,"(2.15, 5.0, 4.55)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.511111111111111)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:55.120711,"(2.15, 5.0, 4.58)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.24375)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.5023809523809524)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:56.273059,"(2.15, 5.0, 4.6)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.24375)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.5023809523809524)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:57.358939,"(2.15, 5.0, 4.6)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.24375)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.5023809523809524)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:58.411666,"(2.15, 5.0, 4.6)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.24375)","(6.0, 6.6, 6.047727272727273)","(3.7, 3.55, 3.5023809523809524)","(31.0, 190.0, 171.0)"
07-12-2022 13:25:59.498309,"(2.15, 5.0, 4.373913043478261)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 4.973333333333333)","(6.0, 6.6, 6.181034482758621)","(3.7, 3.55, 3.51875)","(31.0, 190.0, 171.0)"
07-12-2022 13:26:00.596656,"(2.15, 5.0, 4.466666666666667)","(11.0, 19.0, 12.724137931034482)","(21.0, 46.0, 27.058823529411764)","(4.4, 6.0, 5.24375)","(6.0, 6.6, 6.181034482758621)","(3.7, 3.55, 3.5078947368421054)","(31.0, 190.0, 171.0)"
