,Jumbo Ozaki,Miss Destruction,Eve And Jan,Fan Cool Unit,Alinta Fire,Smart Times,Who Roux Dude,Lees Bonus
15-12-2022 11:38:02.475613,"(3.0, 3.65, 3.3125)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:03.498783,"(3.0, 3.65, 3.3125)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:04.585858,"(3.0, 3.65, 3.3125)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:05.592315,"(3.0, 3.65, 3.3125)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:06.653590,"(3.0, 3.65, 3.3125)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:07.634326,"(3.0, 3.65, 3.5)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:08.705333,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:09.758055,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:10.845762,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:11.987934,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:13.178371,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:14.293571,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.48)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:15.390597,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:16.415997,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:17.412941,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:18.458854,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:19.502841,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:20.622596,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:21.852391,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:23.084968,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.6909090909090905)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:24.241039,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:25.346888,"(3.0, 3.65, 3.425)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 7.966666666666667)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:26.449007,"(3.0, 3.65, 3.5)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:27.573647,"(3.0, 3.65, 3.5)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:28.769485,"(3.0, 3.65, 3.5)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 7.779999999999999)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:29.948614,"(3.0, 3.65, 3.5)","(18.0, 60.0, 54.65217391304348)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 8.2)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:31.138249,"(3.0, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.6, 8.2)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:32.333072,"(3.0, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.6, 8.575)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:33.477594,"(3.0, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.4, 7.72)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:34.632903,"(3.0, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.4, 7.72)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:35.801645,"(3.0, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.4, 7.981818181818182)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:36.946829,"(3.0, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.4, 7.981818181818182)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:38.070712,"(3.0, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.4, 7.981818181818182)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:39.183163,"(2.9, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.1)","(5.0, 9.4, 7.72)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:40.257167,"(2.9, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.4, 7.72)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:41.379951,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.4, 7.72)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:42.531247,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.533333333333333)","(5.0, 9.4, 7.72)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:43.742947,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.4, 6.0)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:45.012009,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:46.185359,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:47.343729,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 101.42857142857143)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.346666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:48.485400,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:49.529610,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:38:50.630793,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.894736842105264)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:51.760061,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.894736842105264)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:52.935089,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:54.153207,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:55.319779,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.010526315789473)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:56.413189,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.010526315789473)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:57.561958,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 148.8235294117647)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 8.010526315789473)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:58.710828,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:38:59.850500,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:01.021100,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:02.222931,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.75)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:03.367201,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.75)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:04.551278,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.75)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:05.742552,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:06.900828,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.75)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:08.168892,"(2.9, 3.65, 3.5)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.28)","(5.0, 9.4, 7.75)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:09.336325,"(2.9, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.28)","(5.0, 9.4, 7.75)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:10.509920,"(2.9, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.28)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:11.618952,"(2.9, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.28)","(5.0, 9.4, 7.357142857142857)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:12.929797,"(2.9, 3.65, 3.425)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.28)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:14.209083,"(2.9, 3.65, 3.3125)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:15.544495,"(2.9, 3.65, 3.3125)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:16.988677,"(2.9, 3.65, 3.3125)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.346666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:18.343785,"(2.9, 3.65, 3.3125)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.346666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:19.784668,"(2.9, 3.65, 3.3636363636363638)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:21.255045,"(2.9, 3.65, 3.3636363636363638)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:22.402939,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:23.606138,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:24.778714,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:25.933316,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 106.625)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:27.126174,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 110.66666666666667)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.8875)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:28.256099,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.8875)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:29.344580,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.8875)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:30.383674,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:31.485546,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:32.571652,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:33.728018,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:34.787856,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.6125)","(5.0, 7.6, 6.25)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:35.849225,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.346666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:36.906665,"(2.9, 3.65, 3.25625)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.346666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:37.974243,"(2.9, 3.65, 3.3636363636363638)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 5.6)","(5.0, 9.4, 7.346666666666667)","(5.0, 7.6, 6.076923076923077)","(4.4, 8.6, 6.85)"
15-12-2022 11:39:39.160174,"(2.9, 3.6, 3.3066666666666666)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
15-12-2022 11:39:40.332224,"(2.9, 3.6, 3.3066666666666666)","(18.0, 60.0, 52.3125)","(41.0, 260.0, 143.33333333333331)","(51.0, 240.0, 143.0)","(4.2, 7.2, 6.0)","(5.0, 9.4, 7.514285714285714)","(5.0, 7.6, 6.25)","(4.4, 8.6, 7.433333333333334)"
