,Farmor Hype,Pump My Tyre,Rosdue Kodiak,Ninja Redemption,On Any Day,Magique Noir,Champagne Ivy,Wild Apatite
09-01-2023 11:24:36.040036,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.133333333333333)"
09-01-2023 11:24:37.199060,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.133333333333333)"
09-01-2023 11:24:38.367542,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.133333333333333)"
09-01-2023 11:24:39.587306,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 11.82)"
09-01-2023 11:24:40.802569,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 11.82)"
09-01-2023 11:24:42.013074,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 11.82)"
09-01-2023 11:24:43.232517,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:44.344092,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:45.453846,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:46.475132,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:47.487032,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:48.466334,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:49.467461,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:50.498894,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 100.0, 58.75)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:51.581858,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 100.0, 58.75)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:52.753803,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 100.0, 58.75)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:53.909366,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 100.0, 58.75)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:55.084604,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 16.333333333333332)","(31.0, 100.0, 58.75)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 67.84615384615384)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:56.372441,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 17.944444444444443)","(31.0, 100.0, 49.285714285714285)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 79.5)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:57.532426,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 17.944444444444443)","(31.0, 100.0, 49.285714285714285)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 79.5)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:58.656370,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 17.944444444444443)","(31.0, 100.0, 49.285714285714285)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 79.5)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:24:59.904611,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 17.944444444444443)","(31.0, 100.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:01.117592,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:02.308880,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:03.505882,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:04.717303,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:05.892778,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:07.116606,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:08.334594,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.333333333333332)"
09-01-2023 11:25:09.550320,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:10.704525,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:11.888134,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:13.114717,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:14.258312,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:15.491365,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:16.657519,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:17.812038,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:18.996640,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:20.157799,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:21.323859,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:22.442548,"(2.2, 3.2, 2.7454545454545456)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:23.420399,"(2.2, 3.35, 2.34375)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:24.452483,"(2.2, 3.3, 2.8)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:25.556190,"(2.2, 3.3, 2.8)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:26.740541,"(2.2, 3.3, 2.8)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:27.965282,"(2.2, 3.3, 2.8)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.1)"
09-01-2023 11:25:29.193036,"(2.2, 3.3, 2.8)","(5.0, 10.5, 5.7727272727272725)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.063636363636364)"
09-01-2023 11:25:30.414949,"(2.2, 3.3, 2.8)","(5.0, 10.5, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 13.4)"
09-01-2023 11:25:31.663745,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:32.877822,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:34.111799,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:35.323477,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:36.567745,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:37.822217,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:39.037211,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:40.249356,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:41.450353,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:42.647068,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:43.862988,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:45.055705,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:46.273747,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:47.473515,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:48.659824,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 21.97222222222222)","(31.0, 110.0, 52.14285714285714)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 57.14285714285714)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.0)"
09-01-2023 11:25:49.833279,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 20.476190476190474)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 11.66)"
09-01-2023 11:25:50.991348,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 20.476190476190474)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 11.66)"
09-01-2023 11:25:52.191162,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 20.476190476190474)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:25:53.340188,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 20.476190476190474)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:25:54.536376,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 20.476190476190474)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:25:55.657230,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:25:56.723795,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:25:57.810075,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:25:58.914329,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:00.065260,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:01.091867,"(2.2, 3.3, 2.8)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:02.175487,"(2.2, 3.3, 2.5300000000000002)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:03.197234,"(2.2, 3.3, 2.5300000000000002)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:04.276755,"(2.2, 3.3, 2.5300000000000002)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:05.358272,"(2.2, 3.3, 2.5300000000000002)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
09-01-2023 11:26:06.583575,"(2.2, 3.3, 2.5300000000000002)","(5.0, 10.0, 5.7272727272727275)","(12.0, 26.0, 16.333333333333332)","(31.0, 110.0, 54.72727272727273)","(10.0, 19.5, 17.816666666666666)","(31.0, 130.0, 71.71428571428572)","(3.4, 5.5, 3.791666666666667)","(7.5, 14.5, 12.2)"
