,Thornbird,Sunshine Banjo,Lady Swiss,Pound Down,Sweet Kris,Flight To Mars,Hes A Minstrel
09-01-2023 13:46:51.641768,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.1, 2.9633333333333334)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:52.834035,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.1, 2.9633333333333334)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:53.940965,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.1, 2.9633333333333334)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:55.101076,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:56.254944,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:57.402917,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:58.598260,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:46:59.802621,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:47:00.898373,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:47:01.947625,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:47:03.102534,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:47:04.234576,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 19.555555555555557)","(31.0, 130.0, 74.44444444444444)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.649999999999999)"
09-01-2023 13:47:05.434465,"(10.0, 16.0, 12.5)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.142857142857142)"
09-01-2023 13:47:06.453273,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.142857142857142)"
09-01-2023 13:47:07.583559,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:08.754359,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:09.972610,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:11.055217,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:12.204747,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:13.443888,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:14.578490,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:15.715085,"(10.0, 15.5, 13.333333333333334)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.120000000000001)"
09-01-2023 13:47:16.800934,"(10.0, 17.0, 15.153846153846153)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.66)"
09-01-2023 13:47:17.962040,"(10.0, 17.0, 15.153846153846153)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.66)"
09-01-2023 13:47:19.135479,"(10.0, 17.0, 15.153846153846153)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.8935)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.66)"
09-01-2023 13:47:20.401631,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.2, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:21.626800,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:22.759456,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:23.993672,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:25.327785,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:26.609499,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:27.915621,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:29.143875,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:30.369164,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:31.579874,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:32.735375,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:33.844854,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:34.939125,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.2, 3.3040000000000003)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:36.021966,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.5, 3.822857142857143)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:37.115646,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:38.214466,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:39.315561,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.36)"
09-01-2023 13:47:40.513294,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9636363636363634)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.82)"
09-01-2023 13:47:41.777810,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.82)"
09-01-2023 13:47:42.991820,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:44.364220,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:45.754890,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:46.847456,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:47.935328,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:49.127019,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:50.324393,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.6)"
09-01-2023 13:47:51.511256,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.98)"
09-01-2023 13:47:52.492224,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.98)"
09-01-2023 13:47:53.556860,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.98)"
09-01-2023 13:47:54.595615,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:47:55.691126,"(10.0, 16.5, 14.0)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:47:56.968376,"(10.0, 17.0, 15.153846153846153)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:47:58.105050,"(10.0, 17.0, 15.153846153846153)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:47:59.167395,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:48:00.296215,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:48:01.354037,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:48:02.368940,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:48:03.426884,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:48:04.441211,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 12.84)"
09-01-2023 13:48:05.595983,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:48:06.652452,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:48:07.724484,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:48:08.812088,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 14.05)"
09-01-2023 13:48:09.847801,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:48:10.827907,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:48:11.780357,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.08)"
09-01-2023 13:48:12.748155,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:13.735012,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:14.959039,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:15.930207,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:16.973429,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:17.910505,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:18.964897,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:19.972008,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:21.068172,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:22.155799,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:23.222587,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:24.223780,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:25.238175,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:26.228915,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:27.199496,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:28.124617,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:29.085111,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:30.074258,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:31.068398,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:32.107252,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:33.167387,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
09-01-2023 13:48:34.500002,"(10.0, 17.0, 13.210526315789473)","(2.9, 4.4, 3.364)","(14.0, 29.0, 20.5)","(31.0, 130.0, 69.6923076923077)","(2.8, 4.0, 2.9270588235294115)","(4.6, 7.2, 5.811111111111112)","(6.0, 19.5, 13.2)"
