,Conair,Jericho,Have A Heart,Teddy James,Queen Of Cakes,Miss Sassy,Cold Deck,Whiskey Business
125,"[datetime.datetime(2022, 11, 28, 20, 15, 57, 483048), 2.3, 2.26]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 20, 15, 57, 484047), 7.5, 13.5]"
126,"[datetime.datetime(2022, 11, 28, 20, 15, 58, 657588), 2.3, 2.26]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 20, 15, 58, 658590), 7.5, 13.5]"
127,"[datetime.datetime(2022, 11, 28, 20, 15, 59, 851138), 2.3, 2.26]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 20, 15, 59, 852138), 7.5, 13.5]"
128,"[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 2.3, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 17.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 20, 16, 1, 26390), 7.5, 13.5]"
129,"[datetime.datetime(2022, 11, 28, 20, 16, 2, 199484), 2.3, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 2, 200485), 7.5, 13.5]"
130,"[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 3, 352304), 7.5, 13.5]"
131,"[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 4, 493056), 7.5, 13.5]"
132,"[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 5, 641511), 7.5, 13.5]"
133,"[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 6, 783814), 7.5, 13.5]"
134,"[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 7, 917121), 7.5, 13.5]"
135,"[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 9, 61796), 7.5, 13.5]"
136,"[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 10, 212976), 7.5, 13.5]"
137,"[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 11, 362083), 7.5, 13.5]"
138,"[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 12, 510191), 7.5, 13.5]"
139,"[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 13, 670218), 7.5, 13.5]"
140,"[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 14, 814788), 7.5, 13.5]"
141,"[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 2.25, 2.2]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 31.0, 240.0]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 16, 15, 957122), 7.5, 15.0]"
142,"[datetime.datetime(2022, 11, 28, 20, 16, 17, 104605), 2.25, 2.2]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 12.0, 36.0]","[datetime.datetime(2022, 11, 28, 20, 16, 17, 105604), 7.5, 15.0]"
143,"[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 2.25, 2.2]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 12.0, 36.0]","[datetime.datetime(2022, 11, 28, 20, 16, 18, 240355), 7.5, 14.5]"
144,"[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 2.25, 2.2]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 12.0, 36.0]","[datetime.datetime(2022, 11, 28, 20, 16, 19, 382138), 7.5, 14.5]"
145,"[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 2.25, 2.28]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 12.0, 36.0]","[datetime.datetime(2022, 11, 28, 20, 16, 20, 529296), 7.5, 14.5]"
146,"[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 21, 667155), 7.5, 14.5]"
147,"[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 22, 807285), 7.5, 14.5]"
148,"[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 20, 16, 23, 943745), 7.5, 14.5]"
149,"[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 2.25, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 25, 96797), 7.5, 14.5]"
150,"[datetime.datetime(2022, 11, 28, 20, 16, 26, 257303), 2.25, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 17.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 26, 258300), 7.5, 14.5]"
151,"[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 2.2, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 18.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 19.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 27, 421624), 7.5, 14.5]"
152,"[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 18.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 28, 585064), 7.5, 14.5]"
153,"[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 18.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 29, 728556), 7.5, 14.5]"
154,"[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 18.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 30, 863401), 7.5, 14.5]"
155,"[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 18.0, 30.0]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 31, 992348), 7.5, 14.5]"
156,"[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 33, 131995), 7.5, 14.5]"
157,"[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 34, 278926), 7.5, 14.5]"
158,"[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 35, 425060), 7.5, 14.0]"
159,"[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 2.2, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 36, 569414), 7.5, 14.0]"
160,"[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 19.0, 80.0]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 37, 708396), 7.5, 14.0]"
161,"[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 2.2, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 38, 845341), 7.5, 14.0]"
162,"[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 11.0, 25.0]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 39, 975753), 7.5, 14.0]"
163,"[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 2.2, 2.26]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 41, 116043), 7.5, 14.0]"
164,"[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 42, 256234), 7.5, 14.0]"
165,"[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 2.2, 2.24]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 18.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 19.0, 75.0]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 2.4, 3.4]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 12.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 16, 43, 396715), 7.5, 14.0]"
