,Stormy Paradise,Hyperdrive,Fast Liar,King Cujo,Little Capers,Lets Win Money,Kingsbrae Bear,Backcreek Bingo
05-01-2023 12:41:04.140875,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:05.338981,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:06.471082,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:07.739234,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:09.094217,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:10.455539,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:11.976557,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 150.0)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:13.381975,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:14.622177,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:16.035623,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:17.398106,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 123.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:18.709854,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:20.004739,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:21.146964,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:22.299911,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:23.508976,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:24.893444,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:26.154839,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:27.472630,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:28.696134,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:29.951845,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:31.193700,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.185714285714285)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:32.409548,"(3.3, 5.1, 3.4636363636363634)","(3.4, 5.9, 3.8875)","(5.5, 8.8, 5.84)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.766666666666667)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:33.547583,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.7533333333333334)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.766666666666667)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:34.673470,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.766666666666667)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:35.769883,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.766666666666667)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:36.995908,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 126.66666666666666)","(31.0, 170.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.766666666666667)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:38.258949,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 130.0)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:39.475175,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 130.0)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:40.650370,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 130.0)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:42.045748,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 178.57142857142858)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:43.444371,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:44.944838,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:46.341366,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:47.724336,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:49.045684,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:50.192439,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:51.346587,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:52.657504,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 6.421428571428571)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:53.902004,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 140.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:55.083621,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:56.284555,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:57.439777,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:58.629463,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:41:59.866909,"(3.3, 5.1, 3.3899999999999997)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 133.33333333333334)","(31.0, 170.0, 103.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:01.144462,"(3.3, 4.9, 3.384210526315789)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 136.66666666666666)","(31.0, 170.0, 88.0)","(81.0, 140.0, 112.5)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:02.375753,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 5.878947368421052)","(51.0, 230.0, 136.66666666666666)","(31.0, 140.0, 87.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:03.621053,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 140.0)","(31.0, 140.0, 89.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:04.950987,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 6.333333333333333)","(51.0, 230.0, 140.0)","(31.0, 140.0, 89.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:06.339343,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 5.878947368421052)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:07.589246,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 5.648148148148148)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:08.944886,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.74375)","(5.5, 8.8, 7.8999999999999995)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 5.949999999999999)","(4.8, 9.2, 6.16)"
05-01-2023 12:42:10.158721,"(3.3, 4.9, 3.359259259259259)","(3.4, 5.9, 3.680769230769231)","(5.5, 8.6, 6.566666666666666)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.190909090909091)","(4.8, 9.2, 6.885714285714285)"
05-01-2023 12:42:11.352993,"(3.3, 4.9, 3.7485714285714287)","(3.4, 5.7, 3.680769230769231)","(5.5, 8.4, 6.566666666666666)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.190909090909091)","(4.8, 8.6, 7.509090909090909)"
05-01-2023 12:42:12.584916,"(3.3, 4.9, 3.4555555555555553)","(3.4, 5.7, 3.680769230769231)","(5.5, 8.4, 6.34)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.407692307692308)","(4.8, 8.6, 7.509090909090909)"
05-01-2023 12:42:13.767010,"(3.3, 4.9, 3.4555555555555553)","(3.4, 5.7, 3.680769230769231)","(5.5, 8.2, 6.34)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.407692307692308)","(4.8, 8.6, 7.676923076923076)"
05-01-2023 12:42:14.900899,"(3.3, 4.9, 3.4555555555555553)","(3.4, 5.7, 3.680769230769231)","(5.5, 8.2, 6.34)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.407692307692308)","(4.8, 8.6, 7.676923076923076)"
05-01-2023 12:42:15.932860,"(3.3, 4.9, 3.4555555555555553)","(3.4, 5.7, 3.680769230769231)","(5.5, 8.2, 6.34)","(51.0, 230.0, 140.0)","(31.0, 140.0, 90.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.407692307692308)","(4.8, 8.6, 7.538461538461538)"
05-01-2023 12:42:17.193735,"(3.3, 4.9, 3.7857142857142856)","(3.4, 5.7, 3.9333333333333336)","(5.5, 8.2, 6.388888888888888)","(51.0, 230.0, 140.0)","(31.0, 140.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.281818181818181)","(4.8, 8.4, 7.569230769230769)"
05-01-2023 12:42:18.414897,"(3.3, 4.9, 3.822857142857143)","(3.4, 5.6, 3.9333333333333336)","(5.5, 8.0, 6.388888888888888)","(51.0, 230.0, 140.0)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.484615384615385)","(4.8, 8.4, 7.36)"
05-01-2023 12:42:19.615715,"(3.3, 4.9, 3.822857142857143)","(3.4, 5.6, 3.9333333333333336)","(5.5, 8.0, 6.388888888888888)","(51.0, 230.0, 140.0)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.484615384615385)","(4.8, 8.4, 7.533333333333333)"
05-01-2023 12:42:20.697946,"(3.3, 4.9, 3.551851851851852)","(3.4, 5.6, 3.9333333333333336)","(5.5, 8.0, 6.388888888888888)","(51.0, 230.0, 162.5)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.484615384615385)","(4.8, 8.4, 7.533333333333333)"
05-01-2023 12:42:21.921552,"(3.3, 4.9, 3.551851851851852)","(3.4, 5.6, 3.9333333333333336)","(5.5, 8.0, 5.75)","(51.0, 230.0, 140.0)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.484615384615385)","(4.8, 8.4, 7.533333333333333)"
05-01-2023 12:42:23.182975,"(3.3, 4.9, 3.551851851851852)","(3.4, 5.6, 3.8333333333333335)","(5.5, 8.0, 5.535714285714286)","(51.0, 230.0, 140.0)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.484615384615385)","(4.8, 8.4, 7.533333333333333)"
05-01-2023 12:42:24.470537,"(3.3, 4.9, 3.551851851851852)","(3.4, 5.7, 3.8)","(5.5, 8.6, 5.868421052631579)","(51.0, 230.0, 140.0)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.372727272727273)","(4.8, 8.4, 7.0285714285714285)"
05-01-2023 12:42:25.745494,"(3.3, 4.9, 3.8676470588235294)","(3.4, 5.6, 3.8)","(5.5, 8.0, 5.84)","(51.0, 230.0, 140.0)","(31.0, 170.0, 105.0)","(81.0, 140.0, 115.0)","(3.9, 7.6, 6.561538461538461)","(4.8, 8.4, 7.661538461538462)"
05-01-2023 12:42:27.024653,"(3.3, 4.9, 3.6481481481481484)","(3.4, 5.6, 3.8)","(5.5, 8.0, 5.84)","(51.0, 230.0, 140.0)","(31.0, 170.0, 106.0)","(81.0, 140.0, 128.0)","(3.9, 7.6, 6.561538461538461)","(4.8, 8.4, 7.857142857142857)"
05-01-2023 12:42:28.203059,"(3.3, 4.9, 3.6481481481481484)","(3.4, 5.6, 3.8)","(5.5, 8.0, 5.84)","(51.0, 230.0, 140.0)","(31.0, 170.0, 106.0)","(81.0, 140.0, 128.0)","(3.9, 7.6, 6.561538461538461)","(4.8, 8.6, 7.857142857142857)"
05-01-2023 12:42:29.382291,"(3.3, 4.9, 3.6481481481481484)","(3.4, 5.6, 3.8)","(5.5, 8.0, 5.84)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.561538461538461)","(4.8, 8.6, 7.857142857142857)"
05-01-2023 12:42:30.626556,"(3.3, 4.9, 3.6481481481481484)","(3.4, 5.6, 3.8)","(5.5, 8.0, 5.84)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.561538461538461)","(4.8, 8.6, 7.857142857142857)"
05-01-2023 12:42:31.867879,"(3.3, 4.8, 3.8544444444444443)","(3.4, 5.5, 3.79)","(5.5, 7.6, 5.44375)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.0375)","(4.8, 8.6, 7.861538461538461)"
05-01-2023 12:42:33.223657,"(3.3, 4.8, 3.8544444444444443)","(3.4, 5.5, 3.79)","(5.5, 7.6, 5.435294117647059)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.0375)","(4.8, 8.6, 7.3428571428571425)"
05-01-2023 12:42:34.485983,"(3.3, 4.8, 3.8544444444444443)","(3.4, 5.5, 3.79)","(5.5, 7.6, 5.435294117647059)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.0375)","(4.8, 8.6, 7.3428571428571425)"
05-01-2023 12:42:35.792316,"(3.3, 4.8, 3.8544444444444443)","(3.4, 5.5, 4.525)","(5.5, 7.6, 5.435294117647059)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.0375)","(4.8, 8.6, 7.3428571428571425)"
05-01-2023 12:42:36.955682,"(3.3, 4.8, 3.8544444444444443)","(3.4, 5.5, 4.525)","(5.5, 7.6, 5.435294117647059)","(51.0, 230.0, 165.0)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.0375)","(4.8, 8.6, 7.3428571428571425)"
05-01-2023 12:42:38.126611,"(3.3, 4.8, 3.73625)","(3.4, 5.5, 4.9)","(5.5, 7.6, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 91.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.1625)","(4.8, 8.6, 7.71111111111111)"
05-01-2023 12:42:39.223567,"(3.3, 4.7, 3.95)","(3.4, 5.5, 4.76)","(5.5, 7.0, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 140.0, 106.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.1625)","(4.8, 8.6, 7.571428571428571)"
05-01-2023 12:42:40.457558,"(3.3, 4.7, 3.95)","(3.4, 5.5, 4.4714285714285715)","(5.5, 7.0, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 170.0, 106.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.8)","(4.8, 8.6, 7.71111111111111)"
05-01-2023 12:42:41.603229,"(3.3, 4.7, 3.95)","(3.4, 5.5, 4.4714285714285715)","(5.5, 7.0, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 170.0, 106.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.1625)","(4.8, 8.6, 7.6571428571428575)"
05-01-2023 12:42:42.803802,"(3.3, 4.7, 3.95)","(3.4, 5.5, 4.4714285714285715)","(5.5, 7.0, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 170.0, 106.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.1625)","(4.8, 8.8, 7.742857142857143)"
05-01-2023 12:42:43.977050,"(3.3, 4.7, 3.95)","(3.4, 5.5, 4.4714285714285715)","(5.5, 7.0, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 170.0, 111.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 5.6)","(4.8, 9.0, 6.76)"
05-01-2023 12:42:45.137317,"(3.3, 4.7, 3.66875)","(3.4, 5.5, 4.4714285714285715)","(5.5, 7.0, 5.421428571428571)","(51.0, 230.0, 143.33333333333334)","(31.0, 180.0, 111.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.449999999999999)","(4.8, 9.0, 7.6000000000000005)"
05-01-2023 12:42:46.269017,"(3.3, 4.7, 3.9125)","(3.4, 5.5, 4.961538461538462)","(5.5, 6.6, 5.3999999999999995)","(51.0, 230.0, 143.33333333333334)","(31.0, 180.0, 111.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.449999999999999)","(4.8, 8.4, 7.6000000000000005)"
05-01-2023 12:42:47.429569,"(3.3, 4.7, 3.9125)","(3.4, 5.5, 4.961538461538462)","(5.5, 6.6, 5.3999999999999995)","(51.0, 230.0, 143.33333333333334)","(31.0, 180.0, 111.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.449999999999999)","(4.8, 8.4, 7.6000000000000005)"
05-01-2023 12:42:48.662186,"(3.3, 4.7, 3.9125)","(3.4, 5.5, 4.961538461538462)","(5.5, 6.6, 5.3999999999999995)","(51.0, 230.0, 143.33333333333334)","(31.0, 180.0, 111.0)","(81.0, 140.0, 117.5)","(3.9, 7.6, 6.449999999999999)","(4.8, 8.8, 8.061538461538461)"
