,Homebush Tails,Wills Prodigy,Alpaca Lunch,Opawa Lilly,Homebush Tessa,Impressive Charm,Nick Baxter,Famous Grouse
221,"[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 36, 811610), 1.6, 1.64]"
222,"[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 38, 7922), 1.6, 1.64]"
223,"[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 39, 159918), 1.6, 1.64]"
224,"[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 40, 290654), 1.6, 1.64]"
225,"[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 41, 437958), 1.6, 1.64]"
226,"[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 42, 569919), 1.6, 1.64]"
227,"[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 43, 704719), 1.6, 1.64]"
228,"[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 44, 828735), 1.6, 1.64]"
229,"[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 45, 966231), 1.6, 1.64]"
230,"[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 47, 101128), 1.6, 1.64]"
231,"[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 48, 243722), 1.6, 1.64]"
232,"[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 49, 395555), 1.6, 1.64]"
233,"[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 50, 529659), 1.6, 1.64]"
234,"[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 51, 680187), 1.6, 1.64]"
235,"[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 52, 816492), 1.6, 1.64]"
236,"[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 53, 969995), 1.6, 1.64]"
237,"[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 55, 128015), 1.6, 1.64]"
238,"[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 56, 275318), 1.6, 1.64]"
239,"[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 57, 401604), 1.6, 1.64]"
240,"[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 58, 536618), 1.6, 1.64]"
241,"[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 2, 59, 666208), 1.6, 1.64]"
242,"[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 0, 793786), 1.6, 1.64]"
243,"[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 1, 925787), 1.6, 1.64]"
244,"[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 3, 49983), 1.6, 1.64]"
245,"[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 4, 178587), 1.6, 1.64]"
246,"[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 5, 304653), 1.6, 1.64]"
247,"[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 6, 436231), 1.6, 1.64]"
248,"[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 7, 562444), 1.6, 1.64]"
249,"[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 8, 687732), 1.6, 1.64]"
250,"[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 9, 817101), 1.6, 1.64]"
251,"[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 10, 945076), 1.6, 1.64]"
252,"[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 12, 73060), 1.6, 1.64]"
253,"[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 13, 205367), 1.6, 1.64]"
254,"[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 14, 341115), 1.6, 1.64]"
255,"[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 15, 465554), 1.6, 1.64]"
256,"[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 16, 594757), 1.6, 1.64]"
257,"[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 17, 718373), 1.6, 1.64]"
258,"[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 18, 845031), 1.6, 1.64]"
259,"[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 19, 967896), 1.6, 1.64]"
260,"[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 10.0, 27.0]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 21.0, 240.0]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 9.0, 20.0]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 26.0, 290.0]","[datetime.datetime(2022, 11, 28, 12, 3, 21, 101270), 1.6, 1.64]"
