,Unusual Culture,Defining,Intisar,Field Of Praise,Colorado Cruz,Girl,Little Miss Kubi
11-01-2023 17:45:42.529161,"(7.5, 8.8, 8.763829787234043)","(3.8, 5.2, 4.984)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.868376068376069)","(4.2, 5.5, 5.39)"
11-01-2023 17:45:43.566868,"(7.5, 8.8, 8.763829787234043)","(3.8, 5.2, 4.984)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.868376068376069)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:44.658979,"(7.5, 8.8, 8.763829787234043)","(3.8, 5.2, 5.04)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.67578947368421)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:45.585552,"(7.5, 8.8, 8.775)","(3.8, 5.1, 5.027272727272727)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.67578947368421)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:46.570197,"(7.5, 8.8, 8.775)","(3.8, 5.1, 5.027272727272727)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.67578947368421)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:47.657052,"(7.5, 8.8, 8.775)","(3.8, 5.1, 5.027272727272727)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.703846153846154)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:48.829687,"(7.5, 8.8, 8.775)","(3.8, 5.1, 5.027272727272727)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.703846153846154)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:49.832703,"(7.5, 8.8, 8.775)","(3.8, 5.1, 5.027272727272727)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.703846153846154)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:50.824887,"(7.5, 8.8, 8.775)","(3.8, 5.1, 5.027272727272727)","(8.0, 8.4, 8.394520547945206)","(7.0, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.703846153846154)","(4.2, 5.5, 5.3533333333333335)"
11-01-2023 17:45:51.838683,"(7.5, 8.8, 8.775)","(3.9, 5.1, 5.027272727272727)","(7.5, 8.4, 8.394520547945206)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.703846153846154)","(4.4, 5.5, 5.3533333333333335)"
11-01-2023 17:45:53.024823,"(7.5, 8.8, 8.775)","(3.9, 5.1, 5.027272727272727)","(7.5, 8.4, 8.384848484848485)","(6.5, 8.8, 8.4)","(5.5, 7.4, 7.175609756097561)","(7.5, 9.0, 8.703846153846154)","(4.4, 5.5, 5.3533333333333335)"
11-01-2023 17:45:54.117592,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.069230769230769)","(7.5, 8.4, 8.387692307692308)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 9.0, 8.774193548387098)","(4.4, 5.5, 5.3533333333333335)"
11-01-2023 17:45:55.284305,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.387692307692308)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.5, 5.3533333333333335)"
11-01-2023 17:45:56.353275,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.387692307692308)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.5, 5.391208791208792)"
11-01-2023 17:45:57.563263,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.387692307692308)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:45:58.531799,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.387692307692308)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:45:59.708851,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.384905660377358)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:00.794419,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.384905660377358)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:01.729233,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.084615384615384)","(7.5, 8.4, 8.384905660377358)","(6.5, 8.8, 8.5)","(5.5, 7.4, 7.218181818181819)","(7.5, 8.8, 8.774193548387098)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:02.898032,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.6, 8.521311475409835)","(6.5, 8.8, 8.4)","(5.5, 7.4, 7.15)","(7.5, 8.8, 8.782222222222224)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:04.189585,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.6875)","(6.5, 8.8, 8.4)","(5.5, 7.2, 7.15)","(7.5, 8.8, 8.782222222222224)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:05.290529,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.6875)","(6.5, 8.8, 8.4)","(5.5, 7.2, 6.987755102040817)","(7.5, 8.8, 8.782222222222224)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:06.330917,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.753398058252428)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.782222222222224)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:07.294675,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.782222222222224)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:08.286669,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.779166666666667)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.782222222222224)","(4.4, 5.4, 5.391208791208792)"
11-01-2023 17:46:09.300792,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.390697674418605)"
11-01-2023 17:46:10.342335,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.390697674418605)"
11-01-2023 17:46:11.427320,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.390697674418605)"
11-01-2023 17:46:12.437700,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.3843137254901965)"
11-01-2023 17:46:13.494273,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.3843137254901965)"
11-01-2023 17:46:14.470492,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.764000000000001)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:15.528340,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.779310344827588)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:16.502997,"(7.5, 8.8, 8.763829787234043)","(3.9, 5.1, 5.088059701492537)","(7.5, 8.8, 8.765079365079366)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:17.467696,"(7.5, 8.8, 8.775)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:18.458525,"(7.5, 8.8, 8.775)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:19.408607,"(7.5, 8.8, 8.775)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:21.000643,"(7.5, 9.0, 8.868421052631579)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:22.054969,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.370909090909091)"
11-01-2023 17:46:23.119960,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:24.225867,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.77627118644068)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:25.412586,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:26.442302,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 8.8, 8.777142857142858)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:27.531425,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.987755102040817)","(7.5, 9.0, 8.73932584269663)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:28.586426,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.97037037037037)","(7.5, 9.0, 8.73932584269663)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:29.541932,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.97037037037037)","(7.5, 9.0, 8.73932584269663)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:30.497642,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.97037037037037)","(7.5, 9.0, 8.73932584269663)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:31.530325,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.97037037037037)","(7.5, 9.0, 8.73932584269663)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:32.548464,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.97037037037037)","(7.5, 9.0, 8.73932584269663)","(4.4, 5.4, 5.368)"
11-01-2023 17:46:33.495460,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.078125)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.8, 8.4)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.733333333333333)","(4.4, 5.4, 5.362068965517242)"
11-01-2023 17:46:34.418569,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.485714285714286)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.733333333333333)","(4.4, 5.4, 5.2924999999999995)"
11-01-2023 17:46:35.336744,"(7.5, 9.0, 8.855319148936172)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:36.317044,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:37.529260,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:38.560745,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:39.689257,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:40.791614,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:41.858526,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:42.824568,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:43.866608,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.2924999999999995)"
11-01-2023 17:46:44.840246,"(7.5, 9.0, 8.847272727272728)","(3.9, 5.1, 5.06986301369863)","(7.5, 8.8, 8.792592592592593)","(6.5, 8.6, 8.507692307692308)","(5.5, 7.0, 6.964285714285714)","(7.5, 9.0, 8.814925373134328)","(4.4, 5.3, 5.28695652173913)"
11-01-2023 17:46:45.839883,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.6, 8.445714285714285)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.8)","(4.4, 5.3, 5.28695652173913)"
11-01-2023 17:46:46.863329,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.6, 8.445714285714285)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.8)","(4.4, 5.3, 5.283333333333333)"
11-01-2023 17:46:47.865606,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.6, 8.445714285714285)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.8)","(4.4, 5.3, 5.283333333333333)"
11-01-2023 17:46:48.881416,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.6, 8.445714285714285)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.8)","(4.4, 5.3, 5.283333333333333)"
11-01-2023 17:46:49.969431,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.6, 8.392307692307693)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.8)","(4.4, 5.3, 5.283333333333333)"
11-01-2023 17:46:50.982007,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.6, 8.392307692307693)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.785074626865672)","(4.4, 5.3, 5.309803921568628)"
11-01-2023 17:46:51.999540,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 8.8, 8.785074626865672)","(4.4, 5.4, 5.301818181818182)"
11-01-2023 17:46:52.989906,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 8.8, 8.785074626865672)","(4.4, 5.4, 5.301818181818182)"
11-01-2023 17:46:54.026468,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.4, 5.301818181818182)"
11-01-2023 17:46:55.031370,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.761538461538462)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.4, 5.296551724137931)"
11-01-2023 17:46:55.946194,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.768)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.4, 5.296551724137931)"
11-01-2023 17:46:56.944042,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.764444444444445)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.4, 5.2875)"
11-01-2023 17:46:57.881879,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.110714285714286)","(7.5, 8.8, 8.764444444444445)","(6.5, 8.4, 8.305882352941177)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.3, 5.281818181818181)"
11-01-2023 17:46:59.104762,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.762790697674419)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.3, 5.276470588235294)"
11-01-2023 17:47:00.186442,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.762790697674419)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:01.212309,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.762790697674419)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.795275590551181)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:02.257749,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.748936170212767)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:03.482220,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.748936170212767)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:04.692055,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:05.745836,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:06.831678,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:07.892040,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.266666666666667)"
11-01-2023 17:47:08.982069,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.275)"
11-01-2023 17:47:10.030200,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.275)"
11-01-2023 17:47:11.028673,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.275)"
11-01-2023 17:47:11.982244,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 8.8, 8.734615384615385)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.242857142857143)"
11-01-2023 17:47:13.037947,"(7.5, 9.0, 8.853968253968254)","(3.9, 5.2, 5.120634920634921)","(7.5, 9.0, 8.79718309859155)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.864)","(4.4, 5.3, 5.169230769230769)"
11-01-2023 17:47:13.979244,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 9.0, 8.79718309859155)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.872727272727273)","(4.4, 5.3, 5.169230769230769)"
11-01-2023 17:47:14.975778,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 9.0, 8.79718309859155)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.872727272727273)","(4.4, 5.2, 5.1692307692307695)"
11-01-2023 17:47:16.038837,"(7.5, 9.0, 8.85736434108527)","(3.9, 5.2, 5.120634920634921)","(7.5, 9.0, 8.79718309859155)","(6.5, 8.4, 8.323809523809524)","(5.5, 7.0, 6.959595959595959)","(7.5, 9.0, 8.872727272727273)","(4.4, 5.2, 5.1692307692307695)"
