,Pat Me Down,Henning,Nasty Exaggerator,Oso Negro,Optimistic,Big Boss Man,Gs Storm,Caribe Nights,Miss Jennys Halo,Heathers Request
15-12-2022 12:43:15.977626,"(19.0, 38.0, 30.8)","(6.5, 8.2, 7.88)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.083333333333334)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 20.875)"
15-12-2022 12:43:17.198854,"(19.0, 38.0, 30.8)","(6.5, 8.2, 7.88)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 20.875)"
15-12-2022 12:43:18.420568,"(19.0, 38.0, 30.8)","(6.5, 8.2, 7.88)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.5)"
15-12-2022 12:43:19.631634,"(19.0, 38.0, 30.8)","(6.5, 8.2, 7.64)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 173.0)","(17.0, 28.0, 20.875)"
15-12-2022 12:43:20.867409,"(19.0, 38.0, 30.8)","(6.5, 8.2, 7.64)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 27.75)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:22.068781,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.64)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 27.75)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:23.324638,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.64)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.3, 4.11578947368421)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 27.75)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:24.610039,"(19.0, 38.0, 32.8)","(6.5, 8.2, 7.64)","(11.0, 17.0, 14.473684210526315)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.046428571428571)","(7.5, 11.5, 10.428571428571429)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:25.796930,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 17.0, 14.473684210526315)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.046428571428571)","(7.5, 11.5, 10.083333333333334)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 132.0)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:27.007293,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.875)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.046428571428571)","(7.5, 11.5, 10.083333333333334)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 132.0)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:28.271369,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.875)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.046428571428571)","(7.5, 11.5, 10.083333333333334)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 132.0)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:29.509532,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.875)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.046428571428571)","(7.5, 11.5, 10.083333333333334)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 174.0)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:30.769361,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.875)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.046428571428571)","(7.5, 11.5, 10.083333333333334)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 132.0)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:32.087443,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 16.115384615384617)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.1, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 26.5)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:33.277927,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 125.33333333333333)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:34.515528,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:35.714400,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:36.915320,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:38.119352,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:39.335255,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:40.561682,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:41.741705,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 126.66666666666667)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:43.009578,"(19.0, 36.0, 32.8)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:44.243770,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:45.426155,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:46.561383,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:47.795748,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 17.0, 14.473684210526315)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 28.333333333333332)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 25.0)"
15-12-2022 12:43:49.056489,"(19.0, 38.0, 34.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 17.0, 14.473684210526315)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 29.0, 29.545454545454547)","(31.0, 300.0, 129.33333333333331)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:50.433004,"(19.0, 38.0, 34.25)","(6.5, 8.2, 7.584615384615384)","(11.0, 17.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:51.790326,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.875)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:53.051994,"(19.0, 36.0, 30.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 11.058823529411764)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 30.0)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:54.221343,"(19.0, 36.0, 30.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 11.058823529411764)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 27.8)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.25)"
15-12-2022 12:43:55.433597,"(19.0, 36.0, 32.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 11.058823529411764)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:56.692761,"(19.0, 36.0, 29.5)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 11.142857142857142)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:57.866215,"(19.0, 36.0, 29.5)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:43:59.112684,"(19.0, 38.0, 30.5)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.714285714285715)"
15-12-2022 12:44:00.387958,"(19.0, 38.0, 30.5)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.036538461538462)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.25)"
15-12-2022 12:44:01.604292,"(19.0, 38.0, 30.5)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.0813953488372094)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.25)"
15-12-2022 12:44:02.834064,"(19.0, 38.0, 30.5)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.449090909090909)","(3.6, 4.2, 4.0813953488372094)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.941379310344828)","(17.0, 32.0, 28.0)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.25)"
15-12-2022 12:44:04.078123,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.484375)","(3.6, 4.2, 4.03)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.859090909090909)","(17.0, 32.0, 26.75)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.25)"
15-12-2022 12:44:05.223241,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.484375)","(3.6, 4.2, 4.03)","(7.5, 11.5, 10.964285714285714)","(5.0, 6.2, 5.859090909090909)","(17.0, 32.0, 26.75)","(31.0, 300.0, 128.0)","(17.0, 28.0, 23.25)"
15-12-2022 12:44:06.370438,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.484375)","(3.6, 4.2, 3.97962962962963)","(7.5, 11.5, 10.5)","(5.0, 6.2, 5.859090909090909)","(17.0, 32.0, 25.714285714285715)","(31.0, 300.0, 128.0)","(17.0, 28.0, 25.0)"
15-12-2022 12:44:07.562679,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.484375)","(3.6, 4.2, 3.97962962962963)","(7.5, 11.0, 10.5)","(5.0, 6.2, 5.965625)","(17.0, 30.0, 25.714285714285715)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 24.4)"
15-12-2022 12:44:08.814427,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.5)","(5.0, 6.2, 5.88421052631579)","(17.0, 30.0, 25.714285714285715)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 24.4)"
15-12-2022 12:44:10.079600,"(19.0, 38.0, 31.0)","(6.5, 8.2, 7.584615384615384)","(11.0, 16.5, 15.7)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.5)","(5.0, 6.2, 5.977777777777778)","(17.0, 30.0, 25.714285714285715)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 25.0)"
15-12-2022 12:44:11.371193,"(19.0, 38.0, 32.4)","(6.5, 8.2, 7.738461538461538)","(11.0, 16.5, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9486486486486485)","(7.5, 11.0, 10.64)","(5.0, 6.2, 5.977777777777778)","(17.0, 30.0, 25.714285714285715)","(31.0, 300.0, 173.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:12.580757,"(19.0, 38.0, 28.666666666666668)","(6.5, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.64)","(5.0, 6.2, 5.95)","(17.0, 30.0, 25.714285714285715)","(31.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:13.688719,"(19.0, 38.0, 31.5)","(6.5, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.64)","(5.0, 6.2, 5.95)","(17.0, 30.0, 24.75)","(31.0, 300.0, 171.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:14.808749,"(19.0, 38.0, 28.666666666666668)","(6.5, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.64)","(5.0, 6.2, 5.95)","(17.0, 30.0, 26.0)","(26.0, 300.0, 171.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:16.007018,"(19.0, 38.0, 31.5)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.64)","(5.0, 6.2, 5.95)","(17.0, 30.0, 26.0)","(26.0, 300.0, 171.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:17.123535,"(19.0, 38.0, 31.5)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.0, 10.64)","(5.0, 6.2, 5.95)","(17.0, 30.0, 28.0)","(26.0, 300.0, 171.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:18.342023,"(19.0, 38.0, 28.666666666666668)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9486486486486485)","(7.5, 11.0, 10.526315789473685)","(5.0, 6.2, 5.95)","(17.0, 32.0, 28.0)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:19.648303,"(19.0, 38.0, 35.63636363636364)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.5685714285714285)","(3.6, 4.2, 3.9486486486486485)","(7.5, 11.0, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 28.0)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:20.958023,"(19.0, 38.0, 32.0)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.554545454545455)","(3.6, 4.2, 3.9486486486486485)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.6)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:22.196749,"(20.0, 38.0, 34.75)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.5)","(5.0, 5.7, 5.585714285714285)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.6)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:23.388883,"(20.0, 38.0, 36.631578947368425)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 14.575757575757576)","(5.0, 5.7, 5.54)","(3.6, 4.2, 3.9782608695652173)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.6)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:24.590338,"(20.0, 38.0, 32.0)","(6.0, 8.2, 7.738461538461538)","(11.0, 17.0, 14.575757575757576)","(5.0, 5.7, 5.54)","(3.6, 4.2, 4.03)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 29.545454545454547)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:25.932266,"(20.0, 38.0, 32.0)","(6.0, 8.2, 7.738461538461538)","(11.0, 17.0, 14.575757575757576)","(5.0, 5.7, 5.54)","(3.6, 4.2, 4.03)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 29.545454545454547)","(26.0, 300.0, 226.28571428571428)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:27.092414,"(20.0, 38.0, 32.0)","(6.0, 8.2, 7.738461538461538)","(11.0, 17.0, 14.575757575757576)","(5.0, 5.7, 5.54)","(3.6, 4.2, 4.03)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 132.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:28.273642,"(20.0, 38.0, 34.57142857142857)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.5, 15.166666666666666)","(5.0, 5.7, 5.54)","(3.6, 4.2, 4.03)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 132.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:29.471149,"(20.0, 38.0, 34.57142857142857)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.0)","(5.0, 5.7, 5.54)","(3.6, 4.2, 4.03)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 132.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:30.731669,"(20.0, 38.0, 34.57142857142857)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.0)","(5.0, 5.7, 5.54)","(3.5, 4.2, 4.03)","(7.5, 11.5, 11.0)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 132.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:32.216054,"(20.0, 38.0, 34.57142857142857)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.166666666666666)","(5.0, 5.7, 5.54)","(3.5, 4.2, 4.03)","(7.5, 11.5, 11.25)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 214.0)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:33.475058,"(20.0, 38.0, 34.57142857142857)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.5, 15.166666666666666)","(5.0, 5.7, 5.54)","(3.5, 4.2, 3.9782608695652173)","(7.5, 12.0, 11.333333333333334)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:34.846670,"(20.0, 38.0, 36.95652173913044)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.5, 15.166666666666666)","(5.0, 5.7, 5.54)","(3.5, 4.2, 3.9782608695652173)","(7.5, 12.0, 11.333333333333334)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:36.009629,"(20.0, 38.0, 36.95652173913044)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.5, 15.166666666666666)","(5.0, 5.7, 5.54)","(3.5, 4.2, 3.9782608695652173)","(7.5, 12.0, 11.333333333333334)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.0)","(26.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:37.283318,"(20.0, 38.0, 34.333333333333336)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.0)","(5.0, 5.7, 5.54)","(3.5, 4.2, 4.0196969696969695)","(7.5, 12.0, 10.928571428571429)","(5.0, 6.2, 5.95)","(17.0, 32.0, 28.0)","(26.0, 300.0, 130.66666666666669)","(17.0, 28.0, 23.5)"
15-12-2022 12:44:38.563522,"(20.0, 38.0, 34.333333333333336)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.0)","(5.0, 5.7, 5.54)","(3.5, 4.2, 4.0196969696969695)","(7.5, 12.0, 10.928571428571429)","(5.0, 6.2, 5.95)","(17.0, 32.0, 26.5)","(26.0, 300.0, 190.0)","(17.0, 28.0, 26.285714285714285)"
15-12-2022 12:44:40.049045,"(20.0, 38.0, 36.5)","(6.0, 8.2, 7.738461538461538)","(11.0, 16.0, 15.0)","(5.0, 5.7, 5.54)","(3.5, 4.2, 3.9520833333333334)","(7.5, 12.0, 10.916666666666666)","(5.0, 6.2, 5.95)","(17.0, 29.0, 26.5)","(26.0, 300.0, 190.0)","(17.0, 28.0, 26.285714285714285)"
15-12-2022 12:44:41.431985,"(20.0, 38.0, 36.5)","(6.0, 8.2, 7.738461538461538)","(11.0, 17.0, 14.575757575757576)","(5.0, 5.7, 5.54)","(3.5, 4.2, 3.9407407407407407)","(7.5, 12.0, 10.916666666666666)","(5.0, 6.2, 5.95)","(17.0, 29.0, 26.5)","(26.0, 300.0, 190.0)","(17.0, 28.0, 26.285714285714285)"
