,Clover Returns,Make It Easy,Bugatti Angel,Dashing Thunder,Olafs Adventure,Marions Regret,Chantelle Smells,Clover Dime
12-01-2023 14:00:43.981609,"(4.0, 4.5, 4.47)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5999999999999996)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.4, 7.166666666666667)","(7.5, 7.6, 7.476923076923077)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:45.284099,"(4.0, 4.5, 4.430000000000001)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5804347826086955)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.2, 7.166666666666667)","(7.5, 7.6, 7.476923076923077)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:46.578843,"(4.0, 4.5, 4.430000000000001)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5804347826086955)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.2, 7.166666666666667)","(7.5, 7.6, 7.476923076923077)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:47.929523,"(4.0, 4.5, 4.430000000000001)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5868421052631576)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.2, 7.13)","(7.5, 7.6, 7.3052631578947365)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:49.203983,"(4.0, 4.5, 4.430000000000001)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5868421052631576)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.4, 7.166666666666667)","(7.5, 7.6, 7.3052631578947365)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:50.335867,"(4.0, 4.5, 4.475)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5868421052631576)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.4, 7.166666666666667)","(7.5, 7.6, 7.3052631578947365)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:51.521216,"(4.0, 4.5, 4.475)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5868421052631576)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.4, 7.166666666666667)","(7.5, 7.6, 7.356521739130435)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:52.716270,"(4.0, 4.5, 4.5)","(4.2, 11.5, 11.2)","(3.7, 3.65, 3.5868421052631576)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.4, 7.052631578947368)","(7.5, 7.6, 7.356521739130435)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:53.990639,"(4.0, 4.6, 4.533333333333333)","(4.2, 11.5, 11.181818181818182)","(3.7, 3.65, 3.59375)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.052631578947368)","(7.5, 7.6, 7.3125)","(61.0, 120.0, 100.0)","(11.0, 34.0, 31.857142857142858)"
12-01-2023 14:00:55.149061,"(4.0, 4.7, 4.607692307692307)","(4.2, 11.5, 11.181818181818182)","(3.7, 3.6, 3.59375)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.052631578947368)","(7.5, 7.4, 7.38)","(61.0, 120.0, 100.0)","(11.0, 34.0, 31.857142857142858)"
12-01-2023 14:00:56.434490,"(4.0, 4.7, 4.605882352941176)","(4.2, 11.5, 11.181818181818182)","(3.7, 3.6, 3.59375)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.0)","(7.5, 7.6, 7.382978723404255)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:57.670111,"(4.0, 4.7, 4.608333333333333)","(4.2, 11.5, 11.166666666666666)","(3.7, 3.65, 3.5666666666666664)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.04)","(7.5, 7.4, 7.3052631578947365)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:00:58.881635,"(4.0, 4.7, 4.464285714285714)","(4.2, 11.5, 11.25)","(3.6, 3.6, 3.56)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.04)","(7.5, 7.6, 7.3052631578947365)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:00.046398,"(4.0, 4.7, 4.464285714285714)","(4.2, 11.5, 11.25)","(3.6, 3.6, 3.5972375690607734)","(7.0, 13.5, 13.0)","(6.5, 7.4, 6.952)","(7.5, 7.6, 7.478260869565218)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:01.209845,"(4.0, 4.7, 4.595652173913043)","(4.2, 11.5, 11.25)","(3.6, 3.6, 3.597714285714286)","(7.0, 13.5, 13.0)","(6.5, 7.4, 6.952)","(7.5, 7.6, 7.533333333333333)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:02.467994,"(4.0, 4.7, 4.595652173913043)","(4.2, 11.5, 11.25)","(3.6, 3.55, 3.5484)","(7.0, 13.5, 13.0)","(6.5, 7.4, 6.952)","(7.5, 7.6, 7.533333333333333)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:03.633772,"(4.0, 4.7, 4.614285714285715)","(4.2, 11.5, 11.25)","(3.6, 3.55, 3.5484)","(7.0, 13.5, 13.0)","(6.5, 7.4, 6.952)","(7.5, 7.6, 7.504347826086956)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:04.875743,"(4.0, 4.7, 4.614285714285715)","(4.2, 11.5, 11.25)","(3.6, 3.55, 3.5484)","(7.0, 13.5, 13.0)","(6.5, 7.4, 6.952)","(7.5, 7.6, 7.504347826086956)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:06.116079,"(4.0, 4.7, 4.614285714285715)","(4.2, 11.5, 11.25)","(3.6, 3.55, 3.5952755905511813)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.0125)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:07.340013,"(4.0, 4.7, 4.65)","(4.2, 11.5, 11.0)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.2, 7.063157894736842)","(7.5, 7.6, 7.475)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:08.515429,"(4.0, 4.7, 4.677777777777778)","(4.2, 11.0, 10.923076923076923)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.063157894736842)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:09.673140,"(4.0, 4.7, 4.677777777777778)","(4.2, 11.0, 10.941176470588236)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.063157894736842)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:10.856742,"(4.0, 4.7, 4.684615384615385)","(4.2, 11.0, 10.941176470588236)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.063157894736842)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:12.068446,"(4.0, 4.8, 4.684615384615385)","(4.2, 11.0, 10.941176470588236)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.4, 7.04)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:13.299528,"(4.0, 4.7, 4.673333333333334)","(4.2, 11.5, 11.09090909090909)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.2, 6.844444444444444)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:14.508848,"(4.0, 4.7, 4.678947368421053)","(4.2, 11.5, 11.14)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.783333333333333)","(7.5, 7.6, 7.49)","(61.0, 120.0, 100.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:15.732982,"(4.0, 4.7, 4.678947368421053)","(4.2, 11.5, 11.14)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.694117647058823)","(7.5, 7.6, 7.504347826086956)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:17.034830,"(4.0, 4.7, 4.678947368421053)","(4.2, 11.5, 11.14)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.766666666666667)","(7.5, 7.6, 7.442857142857143)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:18.308750,"(4.0, 4.7, 4.663636363636364)","(4.2, 11.5, 11.14)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.766666666666667)","(7.5, 7.6, 7.442857142857143)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:19.401270,"(4.0, 4.7, 4.663636363636364)","(4.2, 11.5, 11.14)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.766666666666667)","(7.5, 7.6, 7.442857142857143)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:20.623808,"(4.0, 4.7, 4.663636363636364)","(4.2, 11.5, 11.09090909090909)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.766666666666667)","(7.5, 7.6, 7.442857142857143)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:21.865220,"(4.0, 4.7, 4.673333333333334)","(4.2, 11.5, 11.09090909090909)","(3.6, 3.6, 3.591970802919708)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.766666666666667)","(7.5, 7.6, 7.442857142857143)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:23.169830,"(4.0, 4.7, 4.6125)","(4.2, 11.5, 11.03125)","(3.6, 3.6, 3.591970802919708)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.766666666666667)","(7.5, 7.6, 7.442857142857143)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:24.294122,"(4.0, 4.7, 4.6125)","(4.2, 11.5, 11.416666666666666)","(3.6, 3.6, 3.591970802919708)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.625)","(7.5, 7.6, 7.55)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:25.491635,"(4.0, 4.7, 4.6125)","(4.2, 11.5, 11.428571428571429)","(3.6, 3.6, 3.591970802919708)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.625)","(7.5, 7.6, 7.666666666666667)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:26.749085,"(4.0, 4.7, 4.6125)","(4.2, 11.5, 11.428571428571429)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.636363636363636)","(7.5, 7.8, 7.571428571428571)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:27.882817,"(4.0, 4.7, 4.6125)","(4.2, 11.5, 11.428571428571429)","(3.6, 3.6, 3.591666666666667)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.636363636363636)","(7.5, 7.8, 7.695652173913043)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:29.079062,"(4.0, 4.7, 4.6125)","(4.2, 11.5, 11.428571428571429)","(3.6, 3.6, 3.5521739130434784)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.955555555555556)","(7.5, 7.8, 7.671428571428572)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.75)"
12-01-2023 14:01:30.373075,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 11.868421052631579)","(3.6, 3.6, 3.5282608695652176)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.955555555555556)","(7.5, 7.8, 7.610526315789474)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:31.617186,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.6, 3.5)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.955555555555556)","(7.5, 7.8, 7.493333333333333)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:32.918464,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.6, 3.5)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.955555555555556)","(7.5, 7.6, 7.433333333333334)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:34.056530,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.6, 3.496875)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.955555555555556)","(7.5, 7.6, 7.475)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:35.237600,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.6, 3.496875)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.955555555555556)","(7.5, 7.6, 7.433333333333334)","(61.0, 120.0, 105.0)","(11.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:36.416386,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.6, 3.5250000000000004)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.955555555555556)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:37.552736,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.6, 3.5250000000000004)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:38.745667,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.55, 3.485294117647059)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:39.961220,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.55, 3.485294117647059)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:41.288914,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 12.0)","(3.6, 3.55, 3.485294117647059)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:42.582562,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.5, 11.625)","(3.6, 3.55, 3.485294117647059)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:43.717073,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.625)","(3.6, 3.55, 3.485294117647059)","(7.0, 13.5, 13.115384615384615)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:44.894063,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.464285714285714)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:46.149251,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.464285714285714)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:47.396298,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.464285714285714)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:48.627418,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:49.752703,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:50.961131,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:52.128190,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:53.311020,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:54.682630,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:56.026815,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.485294117647059)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.333333333333333)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:57.342749,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.4949999999999997)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.323076923076923)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:58.620442,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.4949999999999997)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.955555555555556)","(6.5, 7.6, 7.323076923076923)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:01:59.956684,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.921052631578947)","(3.6, 3.55, 3.4949999999999997)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.323076923076923)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:02:01.497535,"(4.0, 4.7, 4.583333333333333)","(4.2, 12.0, 11.673913043478262)","(3.6, 3.55, 3.4972677595628414)","(7.0, 14.5, 13.227272727272727)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.323076923076923)","(71.0, 120.0, 105.0)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:02:02.884013,"(4.0, 4.7, 4.5476190476190474)","(4.2, 12.0, 12.425)","(3.6, 3.5, 3.4975)","(7.0, 14.5, 13.071428571428571)","(6.5, 7.0, 6.966666666666667)","(6.5, 7.6, 7.3)","(71.0, 120.0, 106.36363636363636)","(12.0, 34.0, 32.333333333333336)"
12-01-2023 14:02:04.192014,"(4.0, 4.7, 4.5476190476190474)","(4.2, 12.5, 12.425)","(3.6, 3.5, 3.4975)","(7.0, 14.5, 13.3)","(6.5, 7.0, 6.637037037037037)","(6.5, 7.6, 7.352941176470588)","(71.0, 120.0, 105.0)","(12.0, 34.0, 30.714285714285715)"
12-01-2023 14:02:05.661187,"(4.0, 4.7, 4.589655172413793)","(4.2, 12.5, 12.441176470588236)","(3.6, 3.55, 3.528125)","(7.0, 13.5, 13.3)","(6.5, 6.8, 6.616666666666667)","(6.5, 7.6, 7.352941176470588)","(71.0, 120.0, 105.0)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:07.085508,"(4.0, 4.7, 4.531578947368421)","(4.2, 12.5, 12.441176470588236)","(3.6, 3.6, 3.528125)","(7.0, 13.5, 13.3)","(6.5, 6.8, 6.771428571428571)","(6.5, 7.6, 7.234782608695652)","(71.0, 120.0, 105.0)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:08.397802,"(4.0, 4.7, 4.531578947368421)","(4.2, 12.5, 12.441176470588236)","(3.6, 3.6, 3.528125)","(7.0, 13.5, 13.3)","(6.5, 6.8, 6.771428571428571)","(6.5, 7.6, 7.168)","(71.0, 120.0, 105.0)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:09.753654,"(4.0, 4.7, 4.531578947368421)","(4.2, 12.5, 12.261904761904763)","(3.6, 3.6, 3.5148148148148146)","(7.0, 13.5, 13.642857142857142)","(6.5, 6.8, 6.7375)","(6.5, 7.6, 7.168)","(71.0, 120.0, 106.36363636363636)","(12.0, 32.0, 32.125)"
12-01-2023 14:02:11.004920,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.261904761904763)","(3.6, 3.6, 3.5148148148148146)","(7.0, 14.5, 13.642857142857142)","(6.5, 7.0, 6.7375)","(6.5, 7.6, 7.168)","(71.0, 120.0, 106.36363636363636)","(12.0, 34.0, 32.125)"
12-01-2023 14:02:12.287512,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.456521739130435)","(3.6, 3.6, 3.56875)","(7.0, 14.5, 13.071428571428571)","(6.5, 7.0, 6.88)","(6.5, 7.6, 7.16)","(71.0, 120.0, 98.57142857142857)","(12.0, 34.0, 30.875)"
12-01-2023 14:02:13.571112,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.456521739130435)","(3.6, 3.6, 3.56875)","(7.0, 13.5, 13.227272727272727)","(6.5, 7.2, 6.861538461538461)","(6.5, 7.4, 7.178947368421053)","(71.0, 100.0, 98.57142857142857)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:14.867981,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.314814814814815)","(3.6, 3.6, 3.56875)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.2, 6.861538461538461)","(6.5, 7.4, 7.08235294117647)","(71.0, 100.0, 98.57142857142857)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:16.142336,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.461538461538462)","(3.6, 3.6, 3.56875)","(7.0, 13.5, 13.071428571428571)","(6.5, 7.2, 6.861538461538461)","(6.5, 7.2, 7.08235294117647)","(71.0, 100.0, 98.57142857142857)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:17.368663,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.461538461538462)","(3.6, 3.6, 3.56875)","(7.0, 13.5, 13.833333333333334)","(6.5, 7.2, 7.0)","(6.5, 7.2, 6.9)","(71.0, 100.0, 106.36363636363636)","(12.0, 32.0, 32.125)"
12-01-2023 14:02:18.618548,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.461538461538462)","(3.6, 3.6, 3.5571428571428574)","(7.0, 14.5, 13.566666666666666)","(6.5, 7.2, 7.1)","(6.5, 7.0, 6.943529411764706)","(71.0, 120.0, 106.36363636363636)","(12.0, 34.0, 32.125)"
12-01-2023 14:02:19.830511,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.461538461538462)","(3.6, 3.6, 3.5571428571428574)","(7.0, 14.5, 13.954545454545455)","(6.5, 7.2, 6.888888888888888)","(6.5, 7.0, 6.958260869565217)","(71.0, 120.0, 106.36363636363636)","(12.0, 34.0, 32.125)"
12-01-2023 14:02:21.275858,"(4.0, 4.7, 4.5285714285714285)","(4.2, 12.5, 12.307692307692308)","(3.6, 3.6, 3.5571428571428574)","(7.0, 14.5, 13.38888888888889)","(6.5, 7.2, 6.857142857142857)","(6.5, 7.0, 6.958260869565217)","(71.0, 120.0, 105.0)","(12.0, 34.0, 30.875)"
12-01-2023 14:02:22.649521,"(4.0, 4.7, 4.5285714285714285)","(4.2, 13.0, 12.4375)","(3.6, 3.6, 3.5478260869565217)","(7.0, 13.5, 13.38888888888889)","(6.5, 7.0, 6.857142857142857)","(6.5, 7.0, 6.915492957746479)","(71.0, 120.0, 105.0)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:24.041530,"(4.0, 4.7, 4.556521739130434)","(4.2, 13.0, 12.64)","(3.6, 3.6, 3.5478260869565217)","(7.0, 13.5, 13.375)","(6.5, 7.0, 6.857142857142857)","(6.5, 7.0, 6.929411764705883)","(71.0, 120.0, 105.0)","(12.0, 32.0, 30.875)"
12-01-2023 14:02:25.466640,"(4.0, 4.6, 4.556521739130434)","(4.2, 13.0, 12.695652173913043)","(3.6, 3.6, 3.5636363636363635)","(7.0, 13.5, 13.3)","(6.5, 7.0, 6.818181818181818)","(6.5, 7.0, 6.890909090909091)","(71.0, 120.0, 105.0)","(12.0, 32.0, 30.8)"
12-01-2023 14:02:26.968624,"(4.0, 4.6, 4.556521739130434)","(4.2, 13.0, 12.88888888888889)","(3.6, 3.6, 3.568421052631579)","(7.0, 13.5, 13.0)","(6.5, 7.0, 6.826666666666666)","(6.5, 7.0, 6.890909090909091)","(71.0, 120.0, 106.36363636363636)","(12.0, 32.0, 29.5)"
