,Chilly Bin,Limerance,Mt View Ivy,Clever Trevor,Mt View Ginger,Aston Delight,Balmoral,Audacious Flame
245,"[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 24, 799693), 10.0, 24.0]"
246,"[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 25, 935363), 10.0, 24.0]"
247,"[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 27, 90353), 10.0, 24.0]"
248,"[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 28, 233278), 10.0, 24.0]"
249,"[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 29, 376425), 10.0, 24.0]"
250,"[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 30, 529972), 10.0, 24.0]"
251,"[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 31, 671248), 10.0, 24.0]"
252,"[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 32, 810828), 10.0, 24.0]"
253,"[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 33, 945359), 10.0, 24.0]"
254,"[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 35, 102585), 10.0, 24.0]"
255,"[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 36, 243392), 10.0, 24.0]"
256,"[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 37, 411731), 10.0, 24.0]"
257,"[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 38, 587842), 10.0, 24.0]"
258,"[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 39, 747420), 10.0, 24.0]"
259,"[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 40, 911401), 10.0, 24.0]"
260,"[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 42, 65341), 10.0, 24.0]"
261,"[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 43, 207414), 10.0, 24.0]"
262,"[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 44, 345103), 10.0, 24.0]"
263,"[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 45, 487468), 10.0, 24.0]"
264,"[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 46, 615207), 10.0, 24.0]"
265,"[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 47, 758185), 10.0, 24.0]"
266,"[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 48, 901436), 10.0, 24.0]"
267,"[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 50, 48909), 10.0, 24.0]"
268,"[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 51, 181983), 10.0, 24.0]"
269,"[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 52, 313214), 10.0, 24.0]"
270,"[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 53, 441681), 10.0, 24.0]"
271,"[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 54, 573972), 10.0, 24.0]"
272,"[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 55, 709180), 10.0, 24.0]"
273,"[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 56, 844023), 10.0, 24.0]"
274,"[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 58, 587), 10.0, 24.0]"
275,"[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 6, 59, 194040), 10.0, 24.0]"
276,"[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 0, 336268), 10.0, 24.0]"
277,"[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 1, 466871), 10.0, 24.0]"
278,"[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 2, 703750), 10.0, 24.0]"
279,"[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 3, 908805), 10.0, 24.0]"
280,"[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 5, 68137), 10.0, 24.0]"
281,"[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 6, 242827), 10.0, 24.0]"
282,"[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 7, 402995), 10.0, 24.0]"
283,"[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 8, 556339), 10.0, 24.0]"
284,"[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 9, 709897), 10.0, 24.0]"
285,"[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 61.0, 570.0]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 21.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 2.1, 3.55]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 3.8, 8.6]","[datetime.datetime(2022, 11, 28, 17, 7, 10, 861605), 10.0, 24.0]"
