,Applejack Fly,Whiskey Deluxe,Baronga Breeze,Miss Captivator,Miss Sassy,Rolling Start,Daniher Hayze
11-01-2023 16:26:41.209943,"(2.5, 2.52, 2.49)","(3.3, 4.2, 4.0600000000000005)","(9.0, 19.0, 17.5)","(31.0, 40.0, 33.32142857142857)","(21.0, 34.0, 29.333333333333332)","(8.5, 15.0, 13.93939393939394)","(3.7, 6.6, 6.48)"
11-01-2023 16:26:42.280497,"(2.5, 2.52, 2.49)","(3.3, 4.2, 3.98125)","(9.0, 19.0, 17.055555555555557)","(31.0, 40.0, 33.32142857142857)","(21.0, 30.0, 27.692307692307693)","(8.5, 15.0, 13.833333333333334)","(3.7, 6.6, 6.48)"
11-01-2023 16:26:43.450775,"(2.5, 2.56, 2.51)","(3.3, 4.2, 3.98125)","(9.0, 19.0, 17.833333333333332)","(31.0, 40.0, 33.32142857142857)","(21.0, 30.0, 27.692307692307693)","(8.5, 15.0, 13.833333333333334)","(3.7, 6.6, 6.48)"
11-01-2023 16:26:44.653743,"(2.5, 2.58, 2.52)","(3.4, 4.2, 4.046153846153846)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 33.32142857142857)","(21.0, 30.0, 27.692307692307693)","(9.0, 15.0, 13.833333333333334)","(3.7, 6.6, 6.525)"
11-01-2023 16:26:45.788251,"(2.5, 2.58, 2.52)","(3.4, 4.2, 4.08235294117647)","(10.0, 19.0, 18.3)","(31.0, 40.0, 33.32142857142857)","(21.0, 30.0, 27.692307692307693)","(9.0, 15.0, 13.833333333333334)","(3.7, 6.6, 6.525)"
11-01-2023 16:26:46.846358,"(2.5, 2.58, 2.54)","(3.4, 4.2, 4.046153846153846)","(10.0, 19.0, 18.3)","(31.0, 40.0, 33.32142857142857)","(21.0, 30.0, 27.692307692307693)","(9.0, 15.0, 13.833333333333334)","(3.7, 6.6, 6.525)"
11-01-2023 16:26:47.953500,"(2.4, 2.58, 2.535)","(3.4, 4.2, 4.046153846153846)","(10.0, 19.0, 18.045454545454547)","(31.0, 40.0, 33.32142857142857)","(21.0, 30.0, 29.032258064516128)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:49.008509,"(2.4, 2.58, 2.535)","(3.4, 4.2, 4.046153846153846)","(10.0, 19.0, 18.045454545454547)","(31.0, 40.0, 33.074074074074076)","(21.0, 30.0, 29.032258064516128)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:50.172494,"(2.4, 2.58, 2.52)","(3.4, 4.2, 4.109090909090909)","(10.0, 19.0, 18.25)","(31.0, 40.0, 33.074074074074076)","(21.0, 30.0, 29.032258064516128)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:51.306806,"(2.4, 2.58, 2.52)","(3.4, 4.2, 4.094736842105263)","(10.0, 19.0, 18.25)","(31.0, 40.0, 33.4)","(21.0, 30.0, 29.032258064516128)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:52.453810,"(2.4, 2.58, 2.52)","(3.4, 4.2, 4.094736842105263)","(10.0, 19.0, 18.3)","(31.0, 40.0, 32.5)","(21.0, 30.0, 29.032258064516128)","(9.0, 15.0, 13.712121212121213)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:53.577529,"(2.4, 2.58, 2.52)","(3.4, 4.2, 4.046153846153846)","(10.0, 19.0, 18.3)","(31.0, 40.0, 32.5)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:54.707615,"(2.4, 2.58, 2.556)","(3.4, 4.2, 3.923076923076923)","(10.0, 19.0, 18.475)","(31.0, 40.0, 32.5)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:55.778550,"(2.4, 2.58, 2.556)","(3.4, 4.2, 3.923076923076923)","(10.0, 19.0, 18.475)","(31.0, 40.0, 32.5)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:56.793618,"(2.4, 2.58, 2.556)","(3.4, 4.2, 3.9066666666666667)","(10.0, 19.0, 18.475)","(31.0, 40.0, 32.5)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.833333333333334)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:57.870298,"(2.4, 2.58, 2.544)","(3.4, 4.2, 3.9066666666666667)","(10.0, 19.0, 18.475)","(31.0, 40.0, 32.5)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.712121212121213)","(3.8, 6.6, 6.525)"
11-01-2023 16:26:58.990757,"(2.4, 2.56, 2.5300000000000002)","(3.4, 4.2, 3.988235294117647)","(10.0, 19.0, 18.475)","(31.0, 40.0, 32.5)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.712121212121213)","(3.8, 6.6, 6.525)"
11-01-2023 16:27:00.142466,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 4.05)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.625)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.712121212121213)","(3.8, 6.6, 6.85)"
11-01-2023 16:27:01.220656,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 4.05)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.625)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.712121212121213)","(3.8, 7.0, 6.68125)"
11-01-2023 16:27:02.242045,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 4.05)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.712121212121213)","(3.8, 7.0, 6.68125)"
11-01-2023 16:27:03.232460,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 3.975)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.96551724137931)","(9.0, 15.0, 13.947368421052632)","(3.8, 7.0, 6.68125)"
11-01-2023 16:27:04.291929,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 3.975)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 29.032258064516128)","(9.0, 14.5, 12.866666666666667)","(3.8, 7.0, 6.68125)"
11-01-2023 16:27:05.407543,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 3.975)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 29.032258064516128)","(9.0, 14.5, 13.863636363636363)","(3.8, 7.0, 6.68125)"
11-01-2023 16:27:06.562176,"(2.4, 2.56, 2.513846153846154)","(3.4, 4.2, 3.975)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 13.863636363636363)","(3.8, 7.0, 6.775)"
11-01-2023 16:27:07.645245,"(2.4, 2.54, 2.505)","(3.4, 4.2, 3.9473684210526314)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 13.863636363636363)","(3.8, 7.0, 6.7)"
11-01-2023 16:27:08.708576,"(2.4, 2.54, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 13.863636363636363)","(3.8, 7.0, 6.7)"
11-01-2023 16:27:09.705345,"(2.4, 2.54, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 13.863636363636363)","(3.8, 7.0, 6.7)"
11-01-2023 16:27:10.847153,"(2.4, 2.54, 2.5272727272727273)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 13.863636363636363)","(3.8, 7.0, 6.7)"
11-01-2023 16:27:12.039504,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 13.863636363636363)","(3.8, 7.0, 6.791304347826087)"
11-01-2023 16:27:13.180799,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 18.475)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.020833333333334)","(3.8, 7.0, 6.822222222222222)"
11-01-2023 16:27:14.247708,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.642857142857142)","(3.8, 7.0, 6.822222222222222)"
11-01-2023 16:27:15.261431,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.642857142857142)","(3.8, 7.0, 6.822222222222222)"
11-01-2023 16:27:16.205077,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.75)","(3.8, 7.0, 6.822222222222222)"
11-01-2023 16:27:17.270090,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.75)","(3.8, 7.0, 6.822222222222222)"
11-01-2023 16:27:18.336140,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.75)","(3.8, 7.0, 6.822222222222222)"
11-01-2023 16:27:19.458357,"(2.4, 2.52, 2.505)","(3.4, 4.2, 3.95625)","(10.0, 19.0, 17.666666666666668)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.75)","(3.8, 7.0, 6.78)"
11-01-2023 16:27:20.490716,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.1187499999999995)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.75)","(3.8, 7.0, 6.78)"
11-01-2023 16:27:21.512937,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.1187499999999995)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.93939393939394)","(3.8, 7.0, 6.856)"
11-01-2023 16:27:22.516267,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.1187499999999995)","(10.0, 19.0, 17.833333333333332)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 14.0, 12.810344827586206)","(3.8, 7.0, 6.918181818181818)"
11-01-2023 16:27:23.530368,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.028947368421052)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:24.597360,"(2.4, 2.52, 2.505)","(3.4, 4.2, 4.058695652173913)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:25.663193,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.058695652173913)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:26.868887,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.058695652173913)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.846153846153847)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:28.036203,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.058695652173913)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:29.136320,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.058695652173913)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.555555555555557)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:30.314530,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.033333333333333)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:31.661422,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.035294117647059)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:33.130237,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.035294117647059)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.5, 12.810344827586206)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:34.356049,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.5, 12.925)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:35.387864,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.88888888888889)","(9.0, 13.0, 12.925)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:36.383860,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 13.0, 12.925)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:37.510206,"(2.4, 2.52, 2.484)","(3.4, 4.2, 4.114285714285714)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 13.0, 12.90625)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:38.591832,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.155555555555556)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 13.0, 12.90625)","(3.8, 7.0, 6.733333333333333)"
11-01-2023 16:27:39.655546,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.142857142857142)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 13.0, 12.586206896551724)","(3.8, 7.0, 6.696551724137931)"
11-01-2023 16:27:40.684822,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.155555555555556)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 13.0, 12.357142857142858)","(3.8, 7.0, 6.696551724137931)"
11-01-2023 16:27:41.764892,"(2.4, 2.52, 2.4699999999999998)","(3.4, 4.2, 4.142857142857142)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 13.0, 12.3)","(3.8, 7.0, 6.664516129032258)"
11-01-2023 16:27:42.820896,"(2.4, 2.52, 2.42)","(3.4, 4.2, 4.142857142857142)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 12.5, 12.166666666666666)","(3.8, 7.0, 6.541176470588235)"
11-01-2023 16:27:43.897224,"(2.4, 2.52, 2.466666666666667)","(3.4, 4.2, 4.142857142857142)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 28.125)","(9.0, 12.5, 12.166666666666666)","(3.8, 7.0, 6.541176470588235)"
11-01-2023 16:27:44.963239,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.166666666666666)","(3.8, 7.0, 6.541176470588235)"
11-01-2023 16:27:45.975332,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.176470588235293)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.166666666666666)","(3.8, 7.0, 6.541176470588235)"
11-01-2023 16:27:47.023975,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.192307692307693)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.5600000000000005)"
11-01-2023 16:27:48.015344,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.192307692307693)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.647058823529412)"
11-01-2023 16:27:49.109749,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.7)"
11-01-2023 16:27:50.085762,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.5285714285714285)"
11-01-2023 16:27:51.137653,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.5285714285714285)"
11-01-2023 16:27:52.196766,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.066666666666666)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:53.249758,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:54.497301,"(2.4, 2.52, 2.433846153846154)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:55.719990,"(2.4, 2.52, 2.466666666666667)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:56.784327,"(2.4, 2.52, 2.466666666666667)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:57.832270,"(2.4, 2.52, 2.488888888888889)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:58.853848,"(2.4, 2.52, 2.45)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:27:59.882808,"(2.4, 2.52, 2.45)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:28:00.885516,"(2.4, 2.52, 2.468421052631579)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.25)","(9.0, 12.5, 12.1)","(3.8, 7.0, 6.723076923076923)"
11-01-2023 16:28:01.857150,"(2.4, 2.48, 2.46)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.38235294117647)","(31.0, 40.0, 30.666666666666668)","(21.0, 30.0, 29.4)","(9.0, 12.5, 12.045454545454545)","(3.8, 7.0, 6.8)"
11-01-2023 16:28:02.776628,"(2.4, 2.48, 2.418461538461538)","(3.4, 4.2, 4.15)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.411764705882355)","(21.0, 30.0, 29.4)","(9.0, 12.5, 12.055555555555555)","(3.8, 7.0, 6.85)"
11-01-2023 16:28:03.675282,"(2.4, 2.48, 2.4591666666666665)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 34.666666666666664)","(21.0, 36.0, 32.4)","(9.0, 12.5, 12.055555555555555)","(3.8, 7.0, 6.85)"
11-01-2023 16:28:04.613370,"(2.4, 2.44, 2.43625)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 34.666666666666664)","(21.0, 36.0, 32.8235294117647)","(9.0, 12.5, 12.055555555555555)","(3.8, 7.0, 6.85)"
11-01-2023 16:28:05.569363,"(2.4, 2.44, 2.4329411764705884)","(3.4, 4.2, 4.15)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.411764705882355)","(21.0, 36.0, 32.8235294117647)","(9.0, 12.5, 12.071428571428571)","(3.8, 7.0, 6.85)"
11-01-2023 16:28:06.600385,"(2.4, 2.44, 2.4191304347826086)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 30.941176470588236)","(21.0, 36.0, 32.8235294117647)","(9.0, 12.5, 12.071428571428571)","(3.8, 7.0, 6.85)"
11-01-2023 16:28:07.572014,"(2.4, 2.44, 2.4236363636363634)","(3.4, 4.2, 4.15)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 30.941176470588236)","(21.0, 36.0, 33.1875)","(9.0, 12.5, 12.071428571428571)","(3.8, 7.0, 6.85)"
11-01-2023 16:28:08.595203,"(2.4, 2.44, 2.3846153846153846)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.30434782608695)","(21.0, 36.0, 33.1875)","(9.0, 12.5, 12.166666666666666)","(3.8, 7.0, 6.699999999999999)"
11-01-2023 16:28:09.579982,"(2.4, 2.44, 2.4015999999999997)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.30434782608695)","(21.0, 36.0, 33.1875)","(9.0, 12.5, 12.227272727272727)","(3.8, 7.0, 6.699999999999999)"
11-01-2023 16:28:10.568815,"(2.4, 2.44, 2.4015999999999997)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.30434782608695)","(21.0, 36.0, 33.1875)","(9.0, 12.5, 12.227272727272727)","(3.8, 7.0, 6.699999999999999)"
11-01-2023 16:28:11.484421,"(2.4, 2.44, 2.4015999999999997)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.30434782608695)","(21.0, 36.0, 33.1875)","(9.0, 12.5, 12.227272727272727)","(3.8, 7.0, 6.699999999999999)"
11-01-2023 16:28:12.449965,"(2.4, 2.44, 2.4015999999999997)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.30434782608695)","(21.0, 36.0, 31.0)","(9.0, 12.5, 12.272727272727273)","(3.8, 7.0, 6.828571428571428)"
11-01-2023 16:28:13.379591,"(2.4, 2.4, 2.394)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 33.30434782608695)","(21.0, 36.0, 31.0)","(9.0, 13.0, 12.272727272727273)","(3.8, 7.0, 6.828571428571428)"
11-01-2023 16:28:14.292951,"(2.4, 2.4, 2.3957142857142855)","(3.4, 4.2, 4.15)","(10.0, 19.0, 18.522727272727273)","(31.0, 40.0, 32.63157894736842)","(21.0, 36.0, 31.0)","(9.0, 13.0, 12.266666666666667)","(3.8, 7.0, 6.828571428571428)"
11-01-2023 16:28:15.271245,"(2.4, 2.4, 2.394)","(3.4, 4.2, 4.166666666666667)","(10.0, 19.0, 18.522727272727273)","(31.0, 44.0, 39.82608695652174)","(21.0, 36.0, 31.0)","(9.0, 13.0, 12.266666666666667)","(3.8, 7.0, 6.828571428571428)"
11-01-2023 16:28:16.250519,"(2.4, 2.4, 2.394)","(3.4, 4.2, 4.16)","(10.0, 19.0, 18.522727272727273)","(31.0, 44.0, 39.82608695652174)","(21.0, 36.0, 31.0)","(9.0, 13.0, 12.266666666666667)","(3.8, 7.0, 6.828571428571428)"
11-01-2023 16:28:17.201505,"(2.4, 2.4, 2.394)","(3.4, 4.2, 4.175)","(10.0, 19.0, 18.522727272727273)","(31.0, 44.0, 41.473684210526315)","(21.0, 36.0, 31.0)","(9.0, 13.0, 12.266666666666667)","(3.8, 7.0, 6.828571428571428)"
11-01-2023 16:28:18.104166,"(2.4, 2.4, 2.3978571428571427)","(3.4, 4.2, 4.175)","(10.0, 19.0, 18.522727272727273)","(31.0, 44.0, 42.58823529411765)","(21.0, 36.0, 31.0)","(9.0, 13.0, 12.266666666666667)","(3.8, 7.0, 6.699999999999999)"
11-01-2023 16:28:19.046976,"(2.4, 2.4, 2.396)","(3.4, 4.2, 4.175)","(10.0, 19.0, 18.522727272727273)","(31.0, 44.0, 42.58823529411765)","(21.0, 36.0, 31.916666666666668)","(9.0, 13.0, 12.0625)","(3.8, 7.0, 6.699999999999999)"
