,Windsors Star,Des Castle,Dont Get Caughtup,Im The Money Man,Tobi Wan Kenobi,Kaylees Spitfire,Ziggy Stardust,Denizetti,Grumpys Buddy,Little Roo Roo
15-12-2022 11:29:44.768727,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.588)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.423529411764706)","(12.0, 16.0, 15.0)","(12.0, 16.5, 14.25)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:45.935218,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.588)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.423529411764706)","(12.0, 16.0, 15.0)","(12.0, 16.5, 15.772727272727273)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:47.187192,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.588)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.423529411764706)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:48.370958,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.588)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.423529411764706)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:49.614691,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.592258064516129)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.46046511627907)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:50.809761,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.46046511627907)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:52.147792,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.46046511627907)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:29:53.353784,"(15.0, 19.5, 18.214285714285715)","(12.0, 19.0, 17.666666666666668)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.46046511627907)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 18.875)"
15-12-2022 11:29:54.758020,"(15.0, 19.0, 18.11111111111111)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:29:56.330456,"(15.0, 19.0, 18.11111111111111)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:29:57.762094,"(15.0, 19.0, 18.11111111111111)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 23.0, 18.875)"
15-12-2022 11:29:59.077078,"(15.0, 19.0, 18.11111111111111)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(31.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 16.0, 14.75)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:30:00.326300,"(15.0, 19.0, 18.11111111111111)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.0)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:30:01.696606,"(15.0, 19.0, 18.11111111111111)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.0)","(16.0, 23.0, 18.875)"
15-12-2022 11:30:03.183345,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.594418604651163)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.0)","(16.0, 23.0, 18.875)"
15-12-2022 11:30:04.741915,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.0)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:30:06.366012,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.0)","(16.0, 23.0, 20.75)"
15-12-2022 11:30:07.976370,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.333333333333334)","(16.0, 24.0, 21.75)"
15-12-2022 11:30:09.701619,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 26.0, 21.75)"
15-12-2022 11:30:11.481920,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 26.0, 21.75)"
15-12-2022 11:30:12.889889,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 60.5)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 26.0, 21.75)"
15-12-2022 11:30:14.289359,"(15.0, 19.0, 18.0)","(12.0, 19.0, 18.0)","(41.0, 75.0, 73.29411764705883)","(1.85, 2.6, 2.5942857142857143)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 26.0, 25.18181818181818)"
15-12-2022 11:30:15.641825,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 66.0)","(1.85, 2.6, 2.5747368421052634)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 16.0, 14.75)","(16.0, 26.0, 25.18181818181818)"
15-12-2022 11:30:17.028612,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 66.0)","(1.85, 2.6, 2.5747368421052634)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.476470588235294)","(12.0, 16.0, 15.0)","(12.0, 15.5, 14.75)","(16.0, 26.0, 25.18181818181818)"
15-12-2022 11:30:18.338836,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 66.0)","(1.85, 2.6, 2.5747368421052634)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 14.75)","(16.0, 26.0, 25.18181818181818)"
15-12-2022 11:30:19.632634,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 71.625)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 14.75)","(16.0, 26.0, 25.18181818181818)"
15-12-2022 11:30:20.984369,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 71.625)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 37.2)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 14.75)","(16.0, 26.0, 20.0)"
15-12-2022 11:30:22.327254,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 71.625)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 36.5)","(41.0, 70.0, 60.66666666666667)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.0)","(16.0, 25.0, 20.75)"
15-12-2022 11:30:23.712784,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 71.625)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 36.5)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:30:25.046525,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 71.625)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 36.5)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:30:26.311883,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 71.625)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 36.5)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.48)","(12.0, 16.0, 15.0)","(12.0, 16.0, 15.333333333333334)","(16.0, 24.0, 20.75)"
15-12-2022 11:30:27.575138,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.58, 2.557741935483871)","(26.0, 40.0, 36.5)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.403125)","(12.0, 16.0, 15.0)","(12.0, 15.5, 14.75)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:30:28.853305,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.56, 2.5272727272727273)","(26.0, 40.0, 36.5)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.333333333333334)","(16.0, 23.0, 18.875)"
15-12-2022 11:30:30.173700,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.54, 2.5214285714285714)","(26.0, 40.0, 36.5)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.333333333333334)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:30:31.469908,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.54, 2.513684210526316)","(26.0, 40.0, 35.6)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.0)","(12.0, 15.5, 15.333333333333334)","(16.0, 23.0, 19.333333333333332)"
15-12-2022 11:30:32.816118,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.52, 2.5043478260869567)","(26.0, 42.0, 35.6)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.0)","(12.0, 15.5, 14.64516129032258)","(16.0, 23.0, 20.333333333333332)"
15-12-2022 11:30:34.155932,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.52, 2.433333333333333)","(21.0, 42.0, 35.6)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.555555555555555)","(12.0, 16.5, 14.64516129032258)","(16.0, 26.0, 20.666666666666668)"
15-12-2022 11:30:35.519228,"(15.0, 19.0, 18.0)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.46, 2.433333333333333)","(21.0, 42.0, 35.6)","(41.0, 70.0, 58.0)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.555555555555555)","(12.0, 16.5, 14.64516129032258)","(16.0, 26.0, 21.0)"
15-12-2022 11:30:36.889990,"(15.0, 19.0, 17.4)","(12.0, 19.5, 18.0)","(41.0, 75.0, 68.75)","(1.85, 2.46, 2.3815999999999997)","(21.0, 42.0, 32.0)","(41.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.4425)","(12.0, 16.0, 15.555555555555555)","(12.0, 16.5, 14.64516129032258)","(16.0, 26.0, 21.0)"
15-12-2022 11:30:38.206266,"(14.0, 18.5, 18.0)","(12.0, 19.5, 18.0)","(31.0, 75.0, 68.75)","(1.95, 2.42, 2.356111111111111)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.4425)","(11.0, 16.0, 15.555555555555555)","(12.0, 16.5, 14.64516129032258)","(15.0, 26.0, 21.0)"
15-12-2022 11:30:39.528513,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.5, 18.0)","(31.0, 75.0, 68.75)","(1.95, 2.42, 2.336111111111111)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.473999999999999)","(11.0, 16.0, 15.227272727272727)","(12.0, 16.5, 15.666666666666666)","(15.0, 26.0, 21.0)"
15-12-2022 11:30:40.879760,"(14.0, 19.0, 17.90909090909091)","(12.0, 19.0, 18.2)","(31.0, 75.0, 68.33333333333333)","(1.95, 2.4, 2.336111111111111)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.473999999999999)","(11.0, 15.5, 15.3125)","(12.0, 16.0, 15.666666666666666)","(15.0, 26.0, 20.333333333333332)"
15-12-2022 11:30:42.276095,"(14.0, 19.0, 17.90909090909091)","(12.0, 19.0, 18.2)","(31.0, 75.0, 68.33333333333333)","(1.95, 2.4, 2.335135135135135)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.455172413793104)","(11.0, 15.5, 15.3125)","(12.0, 16.0, 15.666666666666666)","(15.0, 25.0, 20.333333333333332)"
15-12-2022 11:30:43.515387,"(14.0, 19.0, 17.90909090909091)","(12.0, 19.0, 18.2)","(31.0, 75.0, 68.33333333333333)","(1.95, 2.4, 2.328888888888889)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.455172413793104)","(11.0, 15.5, 15.363636363636363)","(12.0, 16.0, 15.666666666666666)","(15.0, 25.0, 20.333333333333332)"
15-12-2022 11:30:44.735144,"(14.0, 19.0, 17.90909090909091)","(12.0, 19.0, 18.2)","(31.0, 75.0, 68.33333333333333)","(1.95, 2.4, 2.328888888888889)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.455172413793104)","(11.0, 15.5, 15.363636363636363)","(12.0, 16.0, 15.666666666666666)","(15.0, 25.0, 20.333333333333332)"
15-12-2022 11:30:46.045198,"(14.0, 19.0, 17.90909090909091)","(12.0, 19.0, 18.2)","(31.0, 75.0, 68.33333333333333)","(1.95, 2.4, 2.328888888888889)","(21.0, 42.0, 32.0)","(31.0, 70.0, 42.666666666666664)","(3.5, 4.6, 4.455172413793104)","(11.0, 15.5, 15.363636363636363)","(12.0, 16.0, 15.666666666666666)","(15.0, 25.0, 23.25)"
15-12-2022 11:30:47.308098,"(14.0, 19.0, 17.90909090909091)","(12.0, 19.0, 18.11111111111111)","(31.0, 75.0, 68.33333333333333)","(1.95, 2.4, 2.353170731707317)","(21.0, 42.0, 32.0)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 15.5, 15.363636363636363)","(12.0, 16.0, 15.666666666666666)","(15.0, 25.0, 23.25)"
15-12-2022 11:30:48.489903,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 17.666666666666668)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 32.0)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 15.05)","(12.0, 16.5, 14.857142857142858)","(15.0, 25.0, 21.0)"
15-12-2022 11:30:49.821563,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 17.666666666666668)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 35.6)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 15.05)","(12.0, 16.5, 14.857142857142858)","(15.0, 25.0, 20.666666666666668)"
15-12-2022 11:30:51.200996,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 17.666666666666668)","(31.0, 75.0, 61.5)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 35.6)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 15.5)","(12.0, 16.5, 15.5)","(15.0, 25.0, 20.333333333333332)"
15-12-2022 11:30:52.575870,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 17.666666666666668)","(31.0, 75.0, 62.5)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 32.0)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 16.5, 15.5)","(12.0, 16.0, 15.5)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:30:53.958617,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 62.5)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 32.0)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 16.5, 15.5)","(12.0, 16.0, 15.5)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:30:55.361839,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 62.5)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 32.0)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 16.5, 15.5)","(12.0, 16.0, 15.5)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:30:56.632939,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 16.5, 15.5)","(12.0, 16.0, 15.5)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:30:57.996229,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 16.5, 15.357142857142858)","(12.0, 16.0, 14.857142857142858)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:30:59.362228,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.5, 15.357142857142858)","(12.0, 16.5, 14.857142857142858)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:31:00.642479,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.349473684210526)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.5, 15.357142857142858)","(12.0, 16.5, 14.857142857142858)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:31:01.929849,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.4, 2.3642105263157895)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.5, 15.357142857142858)","(12.0, 16.5, 14.857142857142858)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:31:03.196655,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.0, 18.0)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.354285714285714)","(21.0, 42.0, 35.6)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.5, 16.166666666666668)","(12.0, 16.5, 15.571428571428571)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:31:04.510442,"(14.0, 19.0, 17.5)","(12.0, 19.5, 18.833333333333332)","(31.0, 75.0, 61.5)","(1.9, 2.44, 2.354285714285714)","(21.0, 42.0, 35.6)","(31.0, 75.0, 52.0)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 16.166666666666668)","(12.0, 16.0, 15.571428571428571)","(15.0, 24.0, 20.333333333333332)"
15-12-2022 11:31:05.819445,"(14.0, 19.0, 17.666666666666668)","(12.0, 19.5, 18.833333333333332)","(31.0, 75.0, 70.0)","(1.9, 2.44, 2.42)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 16.6875)","(12.0, 16.0, 15.625)","(15.0, 24.0, 22.625)"
15-12-2022 11:31:07.098366,"(14.0, 19.0, 16.0)","(12.0, 19.0, 18.416666666666668)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4347368421052633)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 16.6875)","(12.0, 16.0, 15.625)","(15.0, 24.0, 22.0)"
15-12-2022 11:31:08.432884,"(14.0, 19.0, 15.625)","(12.0, 19.0, 18.22222222222222)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4347368421052633)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 16.6875)","(12.0, 16.0, 15.625)","(15.0, 24.0, 21.0)"
15-12-2022 11:31:09.691177,"(14.0, 19.0, 15.625)","(12.0, 19.0, 18.22222222222222)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4347368421052633)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.455172413793104)","(11.0, 17.0, 16.6875)","(12.0, 16.0, 15.625)","(15.0, 24.0, 21.0)"
15-12-2022 11:31:11.041836,"(14.0, 19.0, 15.625)","(12.0, 19.0, 18.22222222222222)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4347368421052633)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.4425)","(11.0, 17.0, 16.6875)","(12.0, 16.0, 15.625)","(15.0, 24.0, 21.0)"
15-12-2022 11:31:12.363660,"(14.0, 18.5, 18.0)","(12.0, 19.0, 18.3)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4356521739130432)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.4425)","(11.0, 17.0, 15.25)","(12.0, 16.0, 14.913793103448276)","(15.0, 24.0, 21.0)"
15-12-2022 11:31:13.713669,"(14.0, 18.5, 17.833333333333332)","(12.0, 19.0, 18.3)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4356521739130432)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.4425)","(11.0, 17.0, 15.25)","(12.0, 16.5, 14.913793103448276)","(15.0, 24.0, 21.0)"
15-12-2022 11:31:15.063441,"(14.0, 18.5, 17.833333333333332)","(12.0, 19.0, 18.3)","(31.0, 75.0, 68.33333333333333)","(1.9, 2.44, 2.4356521739130432)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.4425)","(11.0, 17.0, 14.277777777777779)","(12.0, 16.5, 14.913793103448276)","(15.0, 24.0, 21.0)"
15-12-2022 11:31:16.327459,"(13.0, 18.5, 17.833333333333332)","(12.0, 19.0, 18.3)","(31.0, 75.0, 68.33333333333333)","(2.0, 2.44, 2.4356521739130432)","(21.0, 42.0, 35.6)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.4425)","(11.0, 17.0, 14.5)","(12.0, 16.5, 15.5)","(15.0, 24.0, 22.625)"
15-12-2022 11:31:17.668650,"(13.0, 18.5, 17.833333333333332)","(12.0, 18.5, 17.666666666666668)","(31.0, 75.0, 61.5)","(2.0, 2.44, 2.4356521739130432)","(21.0, 42.0, 32.0)","(31.0, 75.0, 59.66666666666667)","(3.5, 4.6, 4.4425)","(11.0, 16.5, 15.875)","(12.0, 16.0, 15.285714285714286)","(15.0, 24.0, 20.666666666666668)"
