,Dixie Kade,Invictus Stella,Castle Sween,Clan Mcmillan,Celtic Bouy,Urana Vieri,Mt View Dodger
07-01-2023 10:45:52.215015,"(3.7, 5.4, 4.153846153846154)","(8.0, 16.5, 14.133333333333333)","(7.5, 10.5, 10.242857142857144)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:53.146126,"(3.7, 5.4, 4.153846153846154)","(8.0, 16.5, 14.133333333333333)","(7.5, 10.5, 10.242857142857144)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:54.143801,"(3.7, 5.4, 4.153846153846154)","(8.0, 16.5, 14.133333333333333)","(7.5, 10.5, 10.242857142857144)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:55.143041,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.95)","(7.5, 10.5, 10.242857142857144)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:56.098550,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.95)","(7.5, 10.0, 9.617391304347827)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:57.017105,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 9.7)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:57.960460,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 9.7)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:45:58.990107,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 9.7)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:00.001025,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 9.7)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:01.009483,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:02.001864,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:03.066917,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:04.125270,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:05.114779,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:06.100865,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:07.084483,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:08.008237,"(3.7, 5.4, 4.153846153846154)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:08.951641,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:09.943533,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:10.875196,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:11.906662,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:12.972848,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:13.975416,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.5, 10.944444444444445)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:14.995180,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.0, 10.5)","(7.5, 9.8, 9.609523809523811)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:16.079245,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 10.50909090909091)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:17.080645,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 10.50909090909091)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:17.992134,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 10.50909090909091)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:18.978716,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 10.50909090909091)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:19.910150,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 10.50909090909091)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:20.823374,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 10.50909090909091)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:21.784225,"(3.7, 5.1, 4.360714285714286)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 9.733333333333333)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:22.713543,"(3.7, 5.1, 3.75)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 9.733333333333333)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:23.703877,"(3.7, 5.0, 3.74)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:24.714436,"(3.7, 5.0, 3.7555555555555555)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:25.676847,"(3.7, 5.0, 3.7555555555555555)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:26.651736,"(3.7, 5.0, 4.066666666666666)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:27.695606,"(3.7, 5.0, 4.066666666666666)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:28.671088,"(3.7, 5.0, 4.066666666666666)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:29.620660,"(3.7, 5.0, 4.066666666666666)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:30.563302,"(3.7, 5.0, 4.066666666666666)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:31.489934,"(3.7, 5.3, 3.977777777777778)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:32.412446,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:33.363663,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:34.315717,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:35.295371,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 11.6)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:36.272375,"(3.7, 5.1, 4.061538461538461)","(8.0, 12.0, 10.5)","(7.5, 9.6, 9.28695652173913)","(7.0, 14.0, 9.733333333333333)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:37.286656,"(3.7, 5.1, 4.338461538461538)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.6, 9.323076923076922)","(7.0, 14.0, 9.733333333333333)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:38.253204,"(3.7, 5.1, 4.338461538461538)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.6, 9.066666666666666)","(7.0, 14.0, 9.733333333333333)","(1.7, 2.64, 2.1535135135135137)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:39.230545,"(3.7, 5.1, 4.338461538461538)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.4, 9.247619047619049)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:40.156813,"(3.7, 6.0, 4.7272727272727275)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.4, 9.247619047619049)","(7.0, 14.0, 8.685714285714285)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:41.067800,"(3.7, 6.0, 4.666666666666667)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.4, 9.247619047619049)","(7.0, 14.0, 8.685714285714285)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:42.057640,"(3.7, 6.0, 4.666666666666667)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.4, 9.247619047619049)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:42.977365,"(3.7, 5.9, 3.928571428571429)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:43.960615,"(3.7, 5.9, 3.928571428571429)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:44.971207,"(3.7, 5.9, 3.928571428571429)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:45.961671,"(3.7, 5.9, 4.5200000000000005)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:46.881985,"(3.7, 5.9, 4.5200000000000005)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:47.856843,"(3.7, 5.9, 4.4)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:48.808860,"(3.7, 5.7, 4.366666666666667)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:49.757263,"(3.7, 5.7, 4.366666666666667)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:50.673096,"(3.7, 5.7, 4.281818181818182)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:51.583609,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:52.578929,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:53.555583,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:54.528771,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:55.556101,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:56.633574,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:57.636158,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:58.637600,"(3.7, 5.7, 3.8333333333333335)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:46:59.638310,"(3.7, 5.7, 4.463636363636364)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.685714285714285)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:00.588592,"(3.7, 5.7, 4.3)","(8.0, 11.5, 10.136363636363637)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.685714285714285)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:01.480695,"(3.7, 5.7, 4.3)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1551515151515153)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:02.430723,"(3.7, 5.7, 4.3)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:03.363627,"(3.7, 5.7, 4.3)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:04.349350,"(3.7, 5.7, 4.333333333333333)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:05.392576,"(3.7, 5.7, 4.245454545454546)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:06.464128,"(3.7, 5.7, 4.245454545454546)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:07.456388,"(3.7, 5.7, 4.245454545454546)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:08.502964,"(3.7, 5.7, 4.3)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.1357575757575757)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:09.584899,"(3.7, 5.7, 4.333333333333333)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:10.526588,"(3.7, 5.6, 4.175)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:11.520266,"(3.7, 5.4, 4.04)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.685714285714285)","(1.7, 2.64, 2.1473684210526316)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:12.532910,"(3.7, 5.4, 4.04)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1473684210526316)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:13.425915,"(3.7, 5.4, 4.257692307692308)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:14.345118,"(3.7, 5.4, 4.2)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:15.270961,"(3.7, 5.4, 4.2)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 9.35)","(1.7, 2.64, 2.150588235294118)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:16.251706,"(3.7, 5.4, 4.2)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1616)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:17.240214,"(3.7, 5.4, 4.0)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1616)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:18.284813,"(3.7, 5.2, 4.2)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1608333333333336)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:19.278158,"(3.7, 5.2, 4.021875)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1608333333333336)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:20.300301,"(3.7, 5.2, 4.021875)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1608333333333336)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
07-01-2023 10:47:21.272985,"(3.7, 5.2, 3.940625)","(8.0, 11.0, 10.11111111111111)","(7.5, 9.2, 8.908333333333333)","(7.0, 14.0, 8.363636363636363)","(1.7, 2.64, 2.1608333333333336)","(41.0, 290.0, 72.28571428571428)","(31.0, 200.0, 97.4)"
