,Go Albino,Hes Iconic,Chi Lin,Im No Princess,Uncle Albert
11-01-2023 12:00:51.741403,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:52.519794,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:53.458573,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:54.362932,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:55.251890,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:56.107109,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:56.931737,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:57.788556,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:58.703620,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:00:59.580212,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:00.397503,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:01.193293,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.25)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:02.065545,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 28.625)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:02.945824,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 28.625)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:03.787319,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:04.637540,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:05.504149,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:06.432428,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 30.246153846153845)"
11-01-2023 12:01:07.313473,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:08.123914,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:09.055019,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:09.940650,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:10.758832,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:11.577787,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:12.411456,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:13.336447,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:14.248326,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:15.139180,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:16.004548,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:16.872999,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:17.764396,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:18.735999,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:19.591788,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:20.393682,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:21.246208,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:22.099631,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:22.926608,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:23.723037,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:24.606871,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:25.495970,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:26.402335,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:27.289410,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:28.121867,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:29.021582,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:29.947672,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:30.873720,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:31.694620,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:32.492752,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:33.435562,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:34.392444,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:35.250400,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:36.068859,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:36.952155,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:37.887069,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:38.805965,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 13.454545454545453)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:39.736742,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 15.944444444444445)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:40.556724,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 15.944444444444445)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:41.357860,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 16.157894736842103)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:42.245782,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:43.156530,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:44.083592,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:44.950269,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:45.795483,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:46.645820,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:47.522611,"(1.3, 1.38, 1.3642105263157893)","(14.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:48.371419,"(1.3, 1.38, 1.3610526315789473)","(14.0, 34.0, 28.625)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 9.785714285714286)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:49.305872,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 29.7)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.877777777777778)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:50.132345,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.877777777777778)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:51.014124,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.877777777777778)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:52.016358,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 12.75)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:52.971289,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:53.808236,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:54.705549,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:55.487527,"(1.3, 1.38, 1.3476470588235294)","(14.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:56.399633,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:57.267035,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:58.138273,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:58.994910,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:01:59.780098,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:02:00.625499,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:02:01.464780,"(1.3, 1.38, 1.3476470588235294)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.733333333333334)"
11-01-2023 12:02:02.282245,"(1.3, 1.38, 1.2862500000000001)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 29.08)"
11-01-2023 12:02:03.114084,"(1.3, 1.38, 1.2862500000000001)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 29.08)"
11-01-2023 12:02:03.964555,"(1.3, 1.38, 1.2862500000000001)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:05.004313,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:05.964492,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:06.787528,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.75)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:07.567751,"(1.3, 1.38, 1.305)","(15.0, 34.0, 29.7)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:08.413100,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:09.406897,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:10.233665,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:11.027676,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 17.866666666666667)"
11-01-2023 12:02:11.941201,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.166666666666666)","(5.0, 20.0, 8.8)","(10.0, 34.0, 29.900000000000006)"
11-01-2023 12:02:12.857530,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 12.833333333333332)","(5.0, 20.0, 8.8)","(10.0, 34.0, 29.900000000000006)"
11-01-2023 12:02:13.753840,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 23.18181818181818)","(5.0, 20.0, 8.8)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:14.678257,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.4)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:15.513392,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.4)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:16.306908,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.4)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:17.140282,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:18.009424,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:18.860481,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:19.661301,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:20.474229,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:21.300722,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:22.164577,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:23.008494,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:23.801988,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:24.736476,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:25.662642,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:26.621455,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:27.427251,"(1.3, 1.38, 1.305)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:28.333327,"(1.3, 1.38, 1.3764285714285713)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:29.230313,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:30.242740,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 18.0)"
11-01-2023 12:02:31.229124,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 36.0, 13.333333333333334)","(5.0, 20.0, 14.694736842105263)","(10.0, 34.0, 13.5)"
11-01-2023 12:02:32.043183,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 10.4)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:32.868833,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:33.669623,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:34.574506,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:35.539386,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:36.419207,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:37.252341,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.4)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:38.175506,"(1.3, 1.38, 1.3125)","(15.0, 34.0, 23.5)","(7.5, 34.0, 28.8)","(5.0, 20.0, 9.92)","(10.0, 38.0, 14.0)"
11-01-2023 12:02:39.067155,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.1)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:39.926616,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.1)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
11-01-2023 12:02:40.821419,"(1.3, 1.38, 1.314)","(15.0, 34.0, 23.5)","(7.5, 34.0, 21.1)","(5.0, 20.0, 9.92)","(10.0, 38.0, 13.5)"
