,Daves Deal,Romeo,Know Ratio,Homebush Cricket,Tatis,Six Pack Nugget,Homebush Lennon,Rowdys Monster
12-01-2023 17:18:47.507445,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 6.589473684210526)","(13.0, 16.5, 13.676470588235293)","(10.0, 21.0, 18.75)","(5.0, 6.2, 6.0)","(15.0, 30.0, 17.076923076923077)","(21.0, 85.0, 74.28571428571428)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:48.656123,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 6.589473684210526)","(13.0, 16.5, 14.318181818181818)","(10.0, 21.0, 20.09090909090909)","(5.0, 6.2, 6.0)","(15.0, 30.0, 21.2)","(21.0, 85.0, 74.28571428571428)","(3.9, 4.5, 4.430434782608695)"
12-01-2023 17:18:49.779037,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 7.184615384615385)","(13.0, 16.5, 13.75)","(10.0, 21.0, 20.25)","(5.0, 6.2, 6.0)","(15.0, 29.0, 20.333333333333332)","(21.0, 85.0, 58.125)","(3.9, 4.5, 4.45)"
12-01-2023 17:18:50.888980,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 7.184615384615385)","(13.0, 16.5, 13.75)","(10.0, 21.0, 20.357142857142858)","(5.0, 6.2, 5.818181818181818)","(15.0, 29.0, 20.333333333333332)","(21.0, 85.0, 58.125)","(3.9, 4.5, 4.534146341463415)"
12-01-2023 17:18:51.950245,"(2.9, 3.35, 3.2227272727272727)","(4.8, 8.8, 6.8909090909090915)","(13.0, 16.5, 13.75)","(10.0, 21.0, 20.357142857142858)","(5.0, 6.2, 5.818181818181818)","(15.0, 29.0, 20.333333333333332)","(21.0, 85.0, 69.64285714285714)","(3.9, 4.7, 4.552631578947368)"
12-01-2023 17:18:53.004821,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 6.8909090909090915)","(13.0, 16.0, 14.833333333333334)","(10.0, 21.0, 19.4)","(5.0, 6.2, 5.818181818181818)","(15.0, 29.0, 20.333333333333332)","(21.0, 85.0, 69.64285714285714)","(3.9, 4.7, 4.552631578947368)"
12-01-2023 17:18:54.028581,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 7.487500000000001)","(13.0, 16.0, 14.833333333333334)","(10.0, 21.0, 19.857142857142858)","(5.0, 6.2, 5.818181818181818)","(15.0, 29.0, 20.333333333333332)","(21.0, 85.0, 69.64285714285714)","(3.9, 4.7, 4.552631578947368)"
12-01-2023 17:18:55.153254,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 7.487500000000001)","(13.0, 15.5, 15.0)","(10.0, 21.0, 19.857142857142858)","(5.0, 6.2, 5.818181818181818)","(15.0, 29.0, 20.333333333333332)","(21.0, 85.0, 69.64285714285714)","(3.9, 4.7, 4.6)"
12-01-2023 17:18:56.184709,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 6.8500000000000005)","(13.0, 15.5, 15.0)","(10.0, 21.0, 19.857142857142858)","(5.0, 6.2, 5.8)","(15.0, 29.0, 20.8)","(21.0, 85.0, 69.64285714285714)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:18:57.139103,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 7.163636363636364)","(13.0, 15.5, 15.0)","(10.0, 21.0, 19.857142857142858)","(5.0, 6.2, 5.8)","(15.0, 28.0, 20.8)","(21.0, 85.0, 69.64285714285714)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:18:58.223932,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 7.163636363636364)","(13.0, 15.5, 15.0)","(10.0, 21.0, 19.857142857142858)","(5.0, 6.2, 5.8)","(15.0, 28.0, 19.428571428571427)","(21.0, 85.0, 76.04166666666667)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:18:59.290685,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 7.675000000000001)","(13.0, 15.5, 15.0)","(10.0, 21.0, 18.6)","(5.0, 6.2, 5.8)","(15.0, 28.0, 19.428571428571427)","(21.0, 85.0, 59.375)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:19:00.438250,"(2.9, 3.35, 3.2625)","(4.8, 8.8, 7.228571428571429)","(13.0, 15.5, 15.0)","(10.0, 21.0, 20.2)","(5.0, 6.2, 5.75)","(15.0, 28.0, 19.428571428571427)","(21.0, 85.0, 59.375)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:19:01.510162,"(2.9, 3.35, 3.2625)","(4.8, 8.6, 7.866666666666666)","(13.0, 15.5, 13.863636363636363)","(10.0, 21.0, 20.2)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 59.375)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:19:02.612516,"(2.9, 3.35, 3.2625)","(4.8, 8.6, 7.356521739130435)","(13.0, 15.5, 13.863636363636363)","(10.0, 21.0, 20.2)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 59.375)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:19:03.793130,"(2.9, 3.35, 3.21)","(4.8, 8.6, 7.356521739130435)","(13.0, 15.5, 13.863636363636363)","(10.0, 21.0, 20.428571428571427)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 67.91666666666666)","(3.9, 4.7, 4.648387096774194)"
12-01-2023 17:19:04.947326,"(2.9, 3.35, 3.266)","(4.8, 8.6, 7.356521739130435)","(13.0, 15.5, 13.863636363636363)","(10.0, 21.0, 20.428571428571427)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 67.91666666666666)","(3.9, 4.7, 4.663636363636364)"
12-01-2023 17:19:06.107372,"(2.9, 3.35, 3.2625)","(4.8, 8.6, 7.356521739130435)","(13.0, 15.5, 13.863636363636363)","(10.0, 21.0, 20.428571428571427)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 67.91666666666666)","(3.9, 4.7, 4.663636363636364)"
12-01-2023 17:19:07.143487,"(2.9, 3.35, 3.2625)","(4.8, 8.6, 7.733333333333333)","(13.0, 15.5, 13.863636363636363)","(10.0, 21.0, 20.428571428571427)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 67.91666666666666)","(3.9, 4.7, 4.663636363636364)"
12-01-2023 17:19:08.197919,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.428571428571427)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 67.91666666666666)","(3.9, 4.7, 4.663636363636364)"
12-01-2023 17:19:09.253493,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.428571428571427)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(21.0, 85.0, 75.68181818181819)","(3.9, 4.7, 4.663636363636364)"
12-01-2023 17:19:10.311660,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.75)","(15.0, 28.0, 17.41176470588235)","(26.0, 85.0, 75.68181818181819)","(3.9, 4.7, 4.607692307692308)"
12-01-2023 17:19:11.363972,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.75)","(15.0, 28.0, 16.88888888888889)","(26.0, 85.0, 78.59375)","(3.9, 4.7, 4.655555555555556)"
12-01-2023 17:19:12.391162,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.75)","(15.0, 28.0, 16.88888888888889)","(26.0, 85.0, 78.59375)","(3.9, 4.7, 4.502469135802469)"
12-01-2023 17:19:13.456733,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.75)","(15.0, 28.0, 16.88888888888889)","(26.0, 85.0, 78.59375)","(3.9, 4.7, 4.506763285024155)"
12-01-2023 17:19:14.538912,"(2.9, 3.35, 3.2800000000000002)","(5.0, 8.6, 7.733333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 20.25925925925926)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 18.0)","(26.0, 85.0, 78.5)","(3.9, 4.7, 4.509069212410501)"
12-01-2023 17:19:15.652942,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.6, 7.034782608695652)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 16.88888888888889)","(26.0, 80.0, 77.67857142857142)","(3.9, 4.7, 4.51029810298103)"
12-01-2023 17:19:16.673080,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.6, 7.034782608695652)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 16.88888888888889)","(26.0, 85.0, 77.67857142857142)","(3.9, 4.7, 4.51029810298103)"
12-01-2023 17:19:17.763173,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.6, 7.509090909090909)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.25925925925926)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 18.0)","(26.0, 85.0, 77.67857142857142)","(3.9, 4.7, 4.51029810298103)"
12-01-2023 17:19:18.908196,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.6, 7.314285714285714)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 16.88888888888889)","(26.0, 85.0, 77.67857142857142)","(3.9, 4.7, 4.51029810298103)"
12-01-2023 17:19:20.060231,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.6, 7.314285714285714)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.666666666666668)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 16.88888888888889)","(26.0, 85.0, 77.67857142857142)","(3.9, 4.7, 4.51029810298103)"
12-01-2023 17:19:21.210550,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.6, 7.314285714285714)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 19.25)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 18.22222222222222)","(26.0, 85.0, 65.5)","(3.9, 4.7, 4.51029810298103)"
12-01-2023 17:19:22.323602,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.6, 7.191304347826087)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.0)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 17.0)","(26.0, 85.0, 65.5)","(3.9, 4.7, 4.8951219512195125)"
12-01-2023 17:19:23.354367,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.6, 7.3)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 19.541666666666668)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 18.142857142857142)","(26.0, 85.0, 66.5)","(3.9, 4.9, 4.955555555555556)"
12-01-2023 17:19:24.517880,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.6, 7.625)","(13.0, 15.5, 13.558823529411764)","(10.0, 21.0, 20.22222222222222)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 16.96)","(26.0, 85.0, 66.5)","(3.9, 5.0, 4.8545454545454545)"
12-01-2023 17:19:25.695881,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.6, 7.46)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.40909090909091)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 16.96)","(26.0, 85.0, 66.5)","(3.9, 5.0, 4.907692307692308)"
12-01-2023 17:19:26.926955,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.565217391304348)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.03125)","(5.0, 6.2, 5.8108108108108105)","(15.0, 28.0, 19.666666666666668)","(26.0, 85.0, 81.91666666666667)","(3.9, 5.0, 4.642857142857142)"
12-01-2023 17:19:28.057322,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.428571428571429)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.03125)","(5.0, 6.2, 5.8108108108108105)","(15.0, 27.0, 17.571428571428573)","(26.0, 85.0, 76.25)","(3.9, 4.8, 4.639024390243902)"
12-01-2023 17:19:29.147535,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.03125)","(5.0, 6.2, 5.8108108108108105)","(15.0, 27.0, 17.571428571428573)","(26.0, 85.0, 72.5)","(3.9, 4.8, 4.551724137931035)"
12-01-2023 17:19:30.251266,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.8108108108108105)","(15.0, 27.0, 19.235294117647058)","(26.0, 80.0, 81.91666666666667)","(3.9, 4.8, 4.64)"
12-01-2023 17:19:31.387950,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.848780487804878)","(15.0, 27.0, 16.916666666666668)","(26.0, 85.0, 81.91666666666667)","(3.9, 4.8, 4.745454545454545)"
12-01-2023 17:19:32.547641,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.848780487804878)","(15.0, 27.0, 16.916666666666668)","(26.0, 85.0, 83.31818181818181)","(3.9, 4.8, 4.770731707317073)"
12-01-2023 17:19:33.669156,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.848780487804878)","(15.0, 27.0, 18.037037037037038)","(26.0, 85.0, 83.31818181818181)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:34.648224,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.848780487804878)","(15.0, 27.0, 16.916666666666668)","(26.0, 85.0, 83.31818181818181)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:35.709134,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.4, 7.684210526315789)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.848780487804878)","(15.0, 27.0, 18.037037037037038)","(26.0, 85.0, 83.31818181818181)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:36.757845,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.666666666666666)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 27.0, 16.916666666666668)","(26.0, 85.0, 83.31818181818181)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:37.784570,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.333333333333333)","(13.0, 15.5, 13.4375)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 27.0, 16.956521739130434)","(26.0, 85.0, 87.16666666666666)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:38.840952,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.225)","(13.0, 15.0, 14.423076923076923)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 27.0, 18.115384615384617)","(26.0, 95.0, 87.16666666666666)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:39.950362,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.52)","(13.0, 15.0, 14.423076923076923)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 27.0, 16.956521739130434)","(26.0, 95.0, 87.16666666666666)","(3.9, 4.8, 4.768421052631579)"
12-01-2023 17:19:41.073976,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.6899999999999995)","(13.0, 15.0, 13.214285714285714)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 27.0, 22.25)","(26.0, 95.0, 107.04761904761905)","(3.9, 4.8, 4.786206896551724)"
12-01-2023 17:19:42.224893,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.6899999999999995)","(13.0, 15.0, 13.214285714285714)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 26.0, 18.857142857142858)","(26.0, 110.0, 75.82608695652173)","(3.9, 4.9, 4.786206896551724)"
12-01-2023 17:19:43.377511,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.6899999999999995)","(13.0, 15.0, 13.214285714285714)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 26.0, 18.857142857142858)","(26.0, 80.0, 75.82608695652173)","(3.9, 4.9, 4.786206896551724)"
12-01-2023 17:19:44.428350,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.6899999999999995)","(13.0, 15.0, 13.214285714285714)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 26.0, 21.0)","(26.0, 80.0, 75.82608695652173)","(3.9, 4.9, 4.786206896551724)"
12-01-2023 17:19:45.539304,"(2.9, 3.35, 3.3017241379310347)","(5.0, 8.2, 7.6899999999999995)","(13.0, 15.0, 12.916666666666666)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 26.0, 18.857142857142858)","(26.0, 80.0, 71.0)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:46.663530,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.6899999999999995)","(13.0, 15.0, 13.166666666666666)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.808163265306122)","(15.0, 26.0, 18.5)","(26.0, 80.0, 85.0)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:47.761402,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.171428571428572)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.8)","(15.0, 26.0, 17.8)","(26.0, 110.0, 91.0)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:48.869066,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.3428571428571425)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.7846153846153845)","(15.0, 25.0, 16.818181818181817)","(26.0, 100.0, 70.0)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:50.006806,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.410526315789474)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.7846153846153845)","(15.0, 25.0, 16.818181818181817)","(26.0, 100.0, 67.5)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:50.976117,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.7846153846153845)","(15.0, 25.0, 17.8)","(26.0, 80.0, 76.875)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:52.009915,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.7846153846153845)","(15.0, 25.0, 16.818181818181817)","(26.0, 80.0, 90.0)","(3.9, 4.9, 4.872727272727273)"
12-01-2023 17:19:53.091890,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.7846153846153845)","(15.0, 25.0, 19.636363636363637)","(26.0, 100.0, 67.5)","(3.9, 4.9, 4.86923076923077)"
12-01-2023 17:19:54.184521,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.752380952380952)","(15.0, 24.0, 17.77777777777778)","(26.0, 80.0, 67.5)","(3.9, 4.9, 4.865714285714286)"
12-01-2023 17:19:55.149598,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.752380952380952)","(15.0, 24.0, 17.81818181818182)","(26.0, 80.0, 67.5)","(3.9, 4.9, 5.18125)"
12-01-2023 17:19:56.115172,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.752380952380952)","(15.0, 24.0, 17.25)","(26.0, 80.0, 77.91666666666667)","(3.9, 5.2, 5.151515151515151)"
12-01-2023 17:19:57.117959,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.713793103448276)","(15.0, 24.0, 16.551724137931036)","(26.0, 80.0, 78.86363636363637)","(3.9, 5.3, 4.95)"
12-01-2023 17:19:58.133406,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.722222222222222)","(15.0, 24.0, 17.428571428571427)","(26.0, 80.0, 75.1923076923077)","(3.9, 5.3, 4.92)"
12-01-2023 17:19:59.236699,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.722222222222222)","(15.0, 24.0, 16.64)","(26.0, 80.0, 76.875)","(3.9, 5.0, 4.883333333333334)"
12-01-2023 17:20:00.327411,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.654545454545454)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.2, 5.815384615384615)","(15.0, 24.0, 16.64)","(26.0, 80.0, 76.875)","(3.9, 5.0, 4.883333333333334)"
12-01-2023 17:20:01.492043,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.45)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.0, 5.466666666666667)","(15.0, 24.0, 17.48148148148148)","(26.0, 80.0, 76.875)","(3.9, 5.0, 4.883333333333334)"
12-01-2023 17:20:02.639116,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.699999999999999)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.0, 5.6521739130434785)","(15.0, 24.0, 16.695652173913043)","(26.0, 80.0, 76.73913043478261)","(3.9, 5.0, 4.883333333333334)"
12-01-2023 17:20:03.754175,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.699999999999999)","(13.0, 14.5, 12.9)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.0, 5.441860465116279)","(15.0, 24.0, 17.53846153846154)","(26.0, 80.0, 107.38095238095238)","(3.9, 5.0, 4.883333333333334)"
12-01-2023 17:20:04.778678,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.6)","(13.0, 14.5, 12.5)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.0, 5.441860465116279)","(15.0, 24.0, 17.53846153846154)","(26.0, 110.0, 107.38095238095238)","(3.9, 5.0, 4.883333333333334)"
12-01-2023 17:20:05.769061,"(2.9, 3.35, 3.2916666666666665)","(5.0, 8.2, 7.6)","(13.0, 14.5, 12.446428571428571)","(10.0, 21.0, 19.740000000000002)","(5.0, 6.0, 5.8500000000000005)","(15.0, 24.0, 16.727272727272727)","(26.0, 110.0, 135.95238095238096)","(3.9, 5.0, 4.8999999999999995)"
12-01-2023 17:20:06.746764,"(2.9, 3.4, 3.359090909090909)","(5.0, 8.2, 6.04375)","(13.0, 14.5, 12.9375)","(10.0, 21.0, 20.3)","(5.0, 5.9, 5.8500000000000005)","(15.0, 24.0, 16.727272727272727)","(26.0, 140.0, 135.95238095238096)","(3.9, 5.1, 5.057142857142857)"
12-01-2023 17:20:07.739662,"(2.9, 3.4, 3.375)","(5.0, 8.2, 6.742857142857143)","(13.0, 14.5, 13.11111111111111)","(10.0, 24.0, 21.0)","(5.0, 5.9, 5.733333333333333)","(15.0, 24.0, 18.482758620689655)","(26.0, 140.0, 123.0)","(3.9, 5.1, 5.057142857142857)"
12-01-2023 17:20:08.687917,"(2.9, 3.4, 3.375)","(5.0, 8.0, 7.816666666666666)","(13.0, 14.5, 13.212121212121213)","(10.0, 24.0, 21.0)","(5.0, 5.9, 5.866666666666667)","(15.0, 24.0, 17.181818181818183)","(26.0, 140.0, 117.96296296296296)","(3.9, 5.1, 5.057142857142857)"
12-01-2023 17:20:09.760289,"(2.9, 3.4, 3.375)","(5.0, 8.0, 7.816666666666666)","(13.0, 14.5, 13.11111111111111)","(10.0, 24.0, 22.22222222222222)","(4.8, 5.9, 5.68)","(15.0, 24.0, 18.56896551724138)","(26.0, 140.0, 113.84615384615385)","(3.9, 5.1, 5.047058823529412)"
12-01-2023 17:20:10.931497,"(2.9, 3.6, 3.5700000000000003)","(5.0, 8.0, 6.768)","(13.0, 14.5, 13.029411764705882)","(10.0, 24.0, 22.22222222222222)","(4.8, 5.9, 5.657142857142857)","(15.0, 24.0, 18.5)","(26.0, 130.0, 121.92307692307693)","(3.9, 5.1, 5.047058823529412)"
12-01-2023 17:20:12.083215,"(2.9, 3.6, 3.575)","(5.0, 8.0, 6.768)","(13.0, 14.5, 13.029411764705882)","(10.0, 24.0, 19.76923076923077)","(4.8, 5.8, 5.626086956521739)","(15.0, 24.0, 18.5)","(26.0, 130.0, 101.17647058823529)","(3.9, 5.1, 5.057142857142857)"
12-01-2023 17:20:13.167604,"(2.9, 3.6, 3.575)","(5.0, 8.0, 7.384)","(13.0, 14.5, 13.029411764705882)","(11.0, 24.0, 19.833333333333332)","(4.8, 5.8, 5.6)","(15.0, 24.0, 18.5)","(26.0, 130.0, 91.76470588235294)","(3.9, 5.1, 5.057142857142857)"
12-01-2023 17:20:14.182848,"(2.9, 3.6, 3.575)","(5.0, 7.8, 7.4)","(13.0, 14.5, 13.029411764705882)","(11.0, 24.0, 19.833333333333332)","(4.8, 5.8, 5.6)","(15.0, 24.0, 18.5)","(26.0, 130.0, 93.94736842105263)","(3.9, 5.1, 5.075675675675676)"
