,Our Georgie,Jayville Bolt,Akina Aria,Akina Adonis,On The Cusp,Spolly John,Skys Delight,Rio Blazer
09-01-2023 14:22:43.275238,"(3.6, 3.65, 3.501660516605166)","(7.0, 12.0, 9.736170212765957)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 51.66666666666667)","(12.0, 19.0, 15.868421052631579)","(5.0, 6.2, 5.378947368421053)","(2.9, 4.5, 3.8333333333333335)","(5.0, 9.8, 9.066666666666666)"
09-01-2023 14:22:44.600625,"(3.6, 3.65, 3.501660516605166)","(7.0, 12.0, 9.736170212765957)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 56.0)","(12.0, 19.0, 15.868421052631579)","(5.0, 6.2, 5.378947368421053)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.066666666666666)"
09-01-2023 14:22:46.131901,"(3.6, 3.65, 3.501660516605166)","(7.0, 12.0, 9.736170212765957)","(20.0, 48.0, 39.61904761904762)","(26.0, 60.0, 56.0)","(12.0, 19.0, 15.868421052631579)","(5.0, 6.2, 5.378947368421053)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.066666666666666)"
09-01-2023 14:22:47.548412,"(3.6, 3.65, 3.501660516605166)","(7.0, 12.0, 9.525581395348837)","(20.0, 48.0, 39.61904761904762)","(26.0, 60.0, 56.0)","(12.0, 19.0, 15.868421052631579)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.066666666666666)"
09-01-2023 14:22:49.120329,"(3.6, 3.65, 3.4572815533980585)","(7.0, 12.0, 9.525581395348837)","(20.0, 48.0, 39.61904761904762)","(26.0, 60.0, 41.9)","(12.0, 19.0, 15.868421052631579)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7800000000000002)","(5.0, 10.0, 9.066666666666666)"
09-01-2023 14:22:50.459999,"(3.6, 3.5, 3.4587890625)","(7.0, 12.0, 9.525581395348837)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 43.3)","(12.0, 19.0, 16.7)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7800000000000002)","(5.0, 10.0, 9.825)"
09-01-2023 14:22:51.836621,"(3.6, 3.5, 3.4586274509803925)","(7.0, 12.0, 9.525581395348837)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 40.39393939393939)","(12.0, 18.5, 15.772727272727273)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7800000000000002)","(5.0, 10.0, 9.844444444444445)"
09-01-2023 14:22:53.197001,"(3.6, 3.5, 3.4653846153846155)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 46.18181818181818)","(12.0, 18.5, 15.772727272727273)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7800000000000002)","(5.0, 10.0, 9.844444444444445)"
09-01-2023 14:22:54.520209,"(3.6, 3.5, 3.4653846153846155)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.256410256410255)","(12.0, 18.5, 15.772727272727273)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.82857142857143)"
09-01-2023 14:22:55.787717,"(3.6, 3.8, 3.788)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.256410256410255)","(12.0, 18.5, 15.772727272727273)","(5.0, 6.2, 5.333333333333333)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.82857142857143)"
09-01-2023 14:22:57.054290,"(3.6, 3.8, 3.772222222222222)","(7.0, 11.5, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.256410256410255)","(12.0, 18.5, 15.81578947368421)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.82857142857143)"
09-01-2023 14:22:58.341530,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.256410256410255)","(12.0, 18.5, 15.81578947368421)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.833333333333334)"
09-01-2023 14:22:59.671839,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.256410256410255)","(12.0, 18.5, 15.81578947368421)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.833333333333334)"
09-01-2023 14:23:01.043249,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.0)","(12.0, 18.5, 15.81578947368421)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.833333333333334)"
09-01-2023 14:23:02.389872,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.0)","(12.0, 18.5, 15.81578947368421)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:03.752535,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.0)","(12.0, 18.5, 15.81578947368421)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:05.061442,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:06.453105,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 39.61904761904762)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:07.793646,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 48.0, 43.33333333333333)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:09.126058,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 9.518181818181818)","(20.0, 46.0, 39.0)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:10.473539,"(3.6, 3.8, 3.7772727272727273)","(7.0, 12.0, 11.116666666666667)","(20.0, 46.0, 39.0)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:11.811894,"(3.6, 3.8, 3.7907407407407407)","(7.0, 11.5, 11.116666666666667)","(20.0, 46.0, 39.33333333333333)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.857142857142858)"
09-01-2023 14:23:13.182433,"(3.6, 3.8, 3.784375)","(7.0, 11.5, 11.116666666666667)","(20.0, 46.0, 29.375)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.866666666666667)"
09-01-2023 14:23:14.512235,"(3.6, 3.8, 3.7947916666666663)","(7.0, 11.5, 11.116666666666667)","(20.0, 46.0, 29.375)","(26.0, 65.0, 50.0)","(12.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.866666666666667)"
09-01-2023 14:23:15.911586,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 38.611111111111114)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.866666666666667)"
09-01-2023 14:23:17.453889,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 38.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:18.952898,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 38.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:20.356813,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 38.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 3.7)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:21.691540,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 38.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.085714285714285)","(2.9, 4.5, 4.334782608695652)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:23.160838,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 30.88888888888889)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.5, 3.8916666666666666)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:24.517588,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 46.0, 38.285714285714285)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.3, 3.705)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:25.824828,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.285714285714285)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.2, 3.972413793103448)","(5.0, 10.0, 9.8)"
09-01-2023 14:23:27.166983,"(3.5, 3.8, 3.7946808510638297)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 37.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.2, 3.8473684210526313)","(5.0, 10.0, 10.11111111111111)"
09-01-2023 14:23:28.460721,"(3.5, 3.8, 3.7956896551724135)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 37.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.8473684210526313)","(5.0, 11.0, 10.11111111111111)"
09-01-2023 14:23:29.782815,"(3.5, 3.8, 3.7956896551724135)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 37.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.8473684210526313)","(5.0, 11.0, 10.11111111111111)"
09-01-2023 14:23:31.072669,"(3.5, 3.8, 3.7956896551724135)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 37.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.8473684210526313)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:32.482338,"(3.5, 3.8, 3.7956896551724135)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 37.125)","(31.0, 65.0, 50.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.8473684210526313)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:33.834345,"(3.5, 3.8, 3.7921875)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 37.125)","(31.0, 65.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.8866666666666667)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:35.119054,"(3.5, 3.8, 3.7921875)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.75)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:36.493841,"(3.5, 3.8, 3.7954545454545454)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.75)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.225)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:37.811411,"(3.5, 3.8, 3.7954545454545454)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.352941176470589)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:39.217038,"(3.5, 3.8, 3.7962962962962963)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.352941176470589)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:40.614044,"(3.5, 3.8, 3.7962962962962963)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.352941176470589)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:42.112194,"(3.5, 3.8, 3.7962962962962963)","(6.5, 11.5, 11.116666666666667)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.352941176470589)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:43.628484,"(3.5, 3.8, 3.7962962962962963)","(6.5, 11.5, 10.35)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.4)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:45.115599,"(3.5, 3.8, 3.7951612903225804)","(6.5, 11.5, 9.681395348837208)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.4)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:46.369171,"(3.5, 3.8, 3.7951612903225804)","(7.0, 11.5, 9.681395348837208)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.635294117647059)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:47.599396,"(3.5, 3.8, 3.7970588235294116)","(7.0, 11.5, 9.681395348837208)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.635294117647059)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.578947368421053)"
09-01-2023 14:23:49.000026,"(3.5, 3.8, 3.797142857142857)","(7.0, 11.0, 10.01)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.3999999999999995)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.578947368421053)"
09-01-2023 14:23:50.456703,"(3.5, 3.8, 3.797142857142857)","(7.0, 11.0, 9.363636363636363)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.364)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.5)"
09-01-2023 14:23:51.835152,"(3.5, 3.8, 3.9956521739130433)","(7.0, 11.0, 9.777777777777777)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.2, 5.590909090909091)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:23:53.211984,"(3.5, 4.1, 3.932)","(7.0, 10.5, 10.0)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.590909090909091)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:23:54.599916,"(3.5, 4.1, 3.909090909090909)","(7.0, 10.5, 10.0)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.2727272727272725)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:23:55.918930,"(3.5, 4.1, 3.888235294117647)","(7.0, 10.5, 9.3)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.636363636363637)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:23:57.282355,"(3.5, 4.1, 3.888235294117647)","(7.0, 10.5, 9.3)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.636363636363637)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:23:58.540860,"(3.5, 4.1, 3.888235294117647)","(7.0, 10.5, 9.3)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.733333333333333)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:23:59.839352,"(3.5, 4.1, 3.888235294117647)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.733333333333333)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:01.200966,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.733333333333333)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:02.461586,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.733333333333333)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:03.742128,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.866666666666667)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:05.006227,"(3.5, 4.1, 3.89375)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.866666666666667)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:06.128596,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.84)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:07.354393,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.65)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:08.559997,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:09.815503,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:11.312180,"(3.5, 4.1, 3.9166666666666665)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:12.693128,"(3.5, 4.1, 3.859375)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:14.161932,"(3.5, 4.1, 3.859375)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:15.581836,"(3.5, 4.1, 3.859375)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:16.987066,"(3.5, 4.1, 3.814814814814815)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:18.294919,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:19.681518,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:21.001573,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 48.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:22.145135,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 54.18181818181818)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:23.326225,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 54.18181818181818)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:24.543759,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 56.0)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:25.778234,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 57.09090909090909)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:26.985156,"(3.5, 4.1, 3.855555555555555)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 53.77777777777778)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.94)","(5.0, 11.0, 10.866666666666667)"
09-01-2023 14:24:28.205383,"(3.5, 4.1, 3.886111111111111)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 60.0, 49.96153846153846)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.892307692307693)"
09-01-2023 14:24:29.415116,"(3.5, 4.1, 3.886111111111111)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 65.0, 49.96153846153846)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.892307692307693)"
09-01-2023 14:24:30.573436,"(3.5, 4.1, 3.886111111111111)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 65.0, 54.138888888888886)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.892307692307693)"
09-01-2023 14:24:31.759276,"(3.5, 4.1, 3.9465116279069763)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 65.0, 54.138888888888886)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.9)","(5.0, 11.0, 10.892307692307693)"
09-01-2023 14:24:33.148202,"(3.5, 4.1, 3.9465116279069763)","(7.0, 10.5, 9.394736842105264)","(21.0, 42.0, 38.1)","(31.0, 65.0, 54.138888888888886)","(13.0, 18.5, 16.020833333333332)","(5.0, 6.0, 5.8133333333333335)","(2.9, 4.1, 3.908695652173913)","(5.0, 11.0, 10.892307692307693)"
