,Prince Of Belair,Hooked On Xena,Yosemite Sam,Rowdy Roddy,Night Shift,Bimini Twist,Spring Lilli,Bailey
07-01-2023 20:00:21.767087,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.2, 5.12)","(4.8, 6.6, 4.786363636363636)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.6, 8.431249999999999)"
07-01-2023 20:00:23.270039,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.2, 5.12)","(4.8, 6.6, 4.786363636363636)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.6, 8.457894736842105)"
07-01-2023 20:00:25.421525,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.2, 5.12)","(4.8, 6.6, 4.786363636363636)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.4, 8.042857142857143)"
07-01-2023 20:00:26.710830,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.2, 4.691891891891892)","(4.8, 6.6, 4.786363636363636)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.4, 7.929411764705882)"
07-01-2023 20:00:27.987586,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.2, 5.138461538461539)","(4.8, 6.6, 4.786363636363636)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:29.238728,"(8.5, 99999, 99990)","(11.0, 17.0, 15.7)","(4.0, 6.0, 4.8500000000000005)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:30.507349,"(8.5, 99999, 99990)","(11.0, 17.0, 12.9)","(4.0, 5.9, 5.6)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:31.822196,"(8.5, 99999, 99990)","(11.0, 16.5, 14.9)","(4.0, 5.8, 5.6)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:33.172656,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.6)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:34.402954,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 6.0, 5.45)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:35.687203,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 7.929411764705882)"
07-01-2023 20:00:36.847147,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.6, 4.782608695652174)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.2, 8.105882352941176)"
07-01-2023 20:00:38.176633,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.6, 5.550000000000001)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.4, 7.775)"
07-01-2023 20:00:39.407716,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.4, 7.856521739130435)"
07-01-2023 20:00:40.591670,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.634615384615387)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 8.4, 7.609999999999999)"
07-01-2023 20:00:41.773365,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 15.875)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:42.968654,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:44.128001,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:45.281514,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:46.493910,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:47.793990,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:48.884680,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:49.890814,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:50.916619,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:51.986713,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.550000000000001)","(10.0, 26.0, 17.5625)","(3.4, 4.9, 4.745)","(51.0, 310.0, 286.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:53.080029,"(8.5, 99999, 99990)","(11.0, 16.0, 14.9)","(4.0, 5.8, 5.45)","(4.8, 6.4, 5.45)","(10.0, 26.0, 21.153846153846153)","(3.4, 4.9, 4.170588235294118)","(51.0, 310.0, 190.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:54.179764,"(8.5, 99999, 99990)","(11.0, 16.0, 11.657894736842106)","(4.0, 5.8, 5.45)","(4.8, 6.2, 5.45)","(10.0, 25.0, 23.75)","(3.4, 4.9, 4.194117647058824)","(51.0, 310.0, 268.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:55.336279,"(8.5, 99999, 99990)","(11.0, 16.0, 12.59090909090909)","(4.0, 5.8, 5.45)","(4.8, 6.2, 6.075)","(10.0, 24.0, 21.375)","(3.4, 4.9, 4.194117647058824)","(51.0, 290.0, 268.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:56.596827,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.8, 4.723076923076923)","(4.8, 6.2, 6.0)","(10.0, 24.0, 18.346153846153847)","(3.4, 4.9, 4.088235294117647)","(51.0, 290.0, 268.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:57.782301,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.8, 4.723076923076923)","(4.8, 6.2, 6.0)","(10.0, 24.0, 18.346153846153847)","(3.4, 4.7, 4.088235294117647)","(51.0, 290.0, 268.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:00:58.922018,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.8, 4.54)","(4.8, 6.2, 6.025)","(10.0, 24.0, 16.02)","(3.4, 4.7, 4.05)","(51.0, 290.0, 196.0)","(4.4, 7.8, 6.36)"
07-01-2023 20:01:00.079580,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.8, 4.54)","(4.8, 6.2, 5.766666666666667)","(10.0, 24.0, 14.952380952380953)","(3.4, 4.7, 3.6772727272727272)","(51.0, 280.0, 181.1764705882353)","(4.4, 7.8, 6.9)"
07-01-2023 20:01:01.224991,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.8, 5.2749999999999995)","(4.8, 6.2, 5.983333333333333)","(10.0, 24.0, 16.78)","(3.4, 4.7, 3.896428571428572)","(51.0, 280.0, 250.0)","(4.4, 7.8, 7.0)"
07-01-2023 20:01:02.446354,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 5.983333333333333)","(10.0, 24.0, 16.78)","(3.4, 4.7, 3.896428571428572)","(51.0, 270.0, 250.0)","(4.4, 7.8, 7.0)"
07-01-2023 20:01:03.613389,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 5.983333333333333)","(10.0, 24.0, 16.78)","(3.4, 4.7, 3.6338235294117647)","(51.0, 270.0, 225.45454545454547)","(4.4, 7.8, 7.0)"
07-01-2023 20:01:04.800761,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.7, 4.325)","(51.0, 260.0, 205.0)","(4.4, 7.8, 7.0)"
07-01-2023 20:01:05.878779,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 4.325)","(51.0, 250.0, 205.0)","(4.4, 7.8, 6.6923076923076925)"
07-01-2023 20:01:07.001128,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 4.325)","(51.0, 250.0, 205.0)","(4.4, 7.8, 6.6923076923076925)"
07-01-2023 20:01:08.037120,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 4.325)","(51.0, 250.0, 205.0)","(4.4, 7.8, 6.6923076923076925)"
07-01-2023 20:01:09.095525,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 250.0, 190.0)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:10.137560,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:11.247497,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:12.339752,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:13.387293,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:14.419091,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:15.444197,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:16.544315,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:17.669936,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:18.763254,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:20.052392,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:21.188314,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:22.660051,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:23.917897,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:25.158481,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.6)"
07-01-2023 20:01:26.255658,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.8, 6.470588235294118)"
07-01-2023 20:01:27.488330,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.78)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.6, 7.0)"
07-01-2023 20:01:28.636110,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 16.65909090909091)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.4, 7.0)"
07-01-2023 20:01:29.962621,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 17.54)","(3.4, 4.5, 3.975)","(51.0, 230.0, 180.76923076923077)","(4.4, 7.4, 7.0)"
07-01-2023 20:01:31.250097,"(8.5, 99999, 99990)","(11.0, 16.0, 11.833333333333334)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 17.54)","(3.4, 4.5, 3.975)","(51.0, 230.0, 196.0)","(4.4, 7.4, 7.0)"
07-01-2023 20:01:32.572057,"(8.5, 99999, 99990)","(11.0, 16.0, 13.863636363636363)","(4.0, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 17.54)","(3.4, 4.5, 3.975)","(51.0, 210.0, 196.0)","(4.4, 7.4, 7.0)"
07-01-2023 20:01:33.706304,"(8.5, 99999, 99990)","(11.0, 15.5, 13.863636363636363)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 17.54)","(3.4, 4.5, 3.975)","(51.0, 210.0, 175.0)","(4.4, 7.4, 7.0)"
07-01-2023 20:01:34.786089,"(8.5, 99999, 99990)","(11.0, 15.0, 13.545454545454545)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 17.54)","(3.4, 4.5, 3.975)","(51.0, 210.0, 175.0)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:35.911293,"(8.5, 99999, 99990)","(11.0, 15.0, 12.714285714285714)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 210.0, 166.92307692307693)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:37.167739,"(8.5, 99999, 99990)","(11.0, 15.0, 10.857142857142858)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 210.0, 166.92307692307693)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:38.358490,"(8.5, 99999, 99990)","(11.0, 15.0, 10.857142857142858)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 210.0, 166.92307692307693)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:39.638350,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 210.0, 166.92307692307693)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:40.777048,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 210.0, 166.92307692307693)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:41.994482,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 210.0, 176.36363636363637)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:43.406221,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 200.0, 179.09090909090907)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:44.611224,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 190.0, 179.09090909090907)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:45.980772,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 190.0, 161.66666666666666)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:47.312536,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 180.0, 128.8235294117647)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:48.645259,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 170.0, 126.25)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:49.952660,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.975)","(51.0, 160.0, 131.53846153846155)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:51.206567,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.7588235294117647)","(51.0, 150.0, 131.53846153846155)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:52.380331,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.7588235294117647)","(51.0, 150.0, 131.53846153846155)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:53.473747,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.6140625)","(51.0, 150.0, 124.54545454545453)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:54.711210,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 3.6140625)","(51.0, 130.0, 124.0)","(4.4, 7.4, 6.777777777777778)"
07-01-2023 20:01:55.901516,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.5, 4.016666666666667)","(51.0, 130.0, 124.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:01:57.108846,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 4.016666666666667)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:01:58.322073,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 4.016666666666667)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:01:59.678264,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 4.016666666666667)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:02:01.143424,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 4.016666666666667)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:02:02.339761,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 5.2749999999999995)","(4.8, 6.2, 6.014285714285714)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 4.016666666666667)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:02:03.594240,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 4.831818181818182)","(4.8, 6.2, 6.107142857142858)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 3.5633333333333335)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:02:05.029249,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 4.831818181818182)","(4.8, 6.2, 6.107142857142858)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 3.5633333333333335)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
07-01-2023 20:02:06.301208,"(8.5, 99999, 99990)","(11.0, 14.5, 13.5)","(3.9, 5.6, 4.808695652173913)","(4.8, 6.2, 6.107142857142858)","(10.0, 24.0, 18.153846153846153)","(3.4, 4.3, 3.5633333333333335)","(51.0, 130.0, 106.0)","(4.4, 7.4, 6.466666666666667)"
