,Cincinnati,Island Caesar,Tyabb Wonder,Ittakesluv,Im Eugene,Machavelli,Double Happiness,Deuce Coupe Nz,The Huntress
11-01-2023 17:51:27.507390,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.0, 5.9, 5.3)","(12.0, 42.0, 24.375)","(21.0, 30.0, 24.25)","(19.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.7, 2.06, 1.9861538461538462)"
11-01-2023 17:51:28.757765,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 40.0, 23.875)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:51:30.036656,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 40.0, 23.875)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:51:31.314376,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 40.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:51:32.525592,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:33.817445,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:35.058066,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.0)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:36.315351,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.3)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 29.666666666666664)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:37.496126,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 29.666666666666664)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:38.728023,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:39.947552,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:41.207345,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 38.0, 25.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.996)"
11-01-2023 17:51:42.493984,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 38.0, 23.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.82)"
11-01-2023 17:51:43.837740,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 23.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:45.221739,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:46.484815,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:47.692604,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:48.938817,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:50.179162,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:51.420016,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.7663157894736843)"
11-01-2023 17:51:52.632142,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.142857142857142)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.874)"
11-01-2023 17:51:53.846933,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.8)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.874)"
11-01-2023 17:51:55.131740,"(41.0, 100.0, 64.5)","(41.0, 90.0, 54.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 40.0, 22.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8275000000000001)"
11-01-2023 17:51:56.248741,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 36.0, 22.0)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:51:57.449665,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 36.0, 23.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:51:58.679029,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 34.0, 23.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:51:59.821649,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 34.0, 21.2)","(21.0, 30.0, 24.25)","(20.0, 36.0, 30.571428571428573)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:00.957147,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 21.2)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:02.216929,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:03.462677,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:04.636013,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:05.916839,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:07.212691,"(41.0, 100.0, 64.5)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:08.544435,"(41.0, 100.0, 72.8)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:09.860458,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:11.137677,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:12.430803,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:13.751363,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 22.333333333333332)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:15.023717,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:16.228287,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:17.411277,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:18.683718,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:20.022743,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:21.369175,"(41.0, 100.0, 73.6)","(41.0, 90.0, 72.66666666666666)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:22.884358,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:24.163543,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:25.487396,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.8800000000000001)"
11-01-2023 17:52:26.927165,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:28.428252,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:29.940920,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:31.260303,"(41.0, 100.0, 73.6)","(41.0, 90.0, 70.8)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:32.784949,"(41.0, 100.0, 73.6)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:34.061246,"(41.0, 100.0, 73.6)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:35.240465,"(41.0, 100.0, 73.6)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:36.456952,"(41.0, 100.0, 73.6)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:37.599222,"(41.0, 100.0, 73.6)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9781818181818183)"
11-01-2023 17:52:38.731917,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:39.950092,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:41.184856,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 74.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 19.666666666666668)","(21.0, 30.0, 24.25)","(20.0, 36.0, 28.8)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:42.447746,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 20.25)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:43.731087,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 20.25)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:45.079055,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 20.25)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:46.354570,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 20.25)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:47.615035,"(41.0, 100.0, 81.71428571428571)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 29.0, 20.25)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:48.794093,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 30.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:50.067594,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:51.576771,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:53.032622,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:54.425188,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:55.664362,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:56.881612,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:58.164649,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:52:59.416701,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:00.733323,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:02.051556,"(41.0, 100.0, 81.14285714285714)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:03.387130,"(41.0, 100.0, 96.43243243243244)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:04.786833,"(41.0, 100.0, 96.43243243243244)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 38.25)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:06.152699,"(41.0, 100.0, 96.43243243243244)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 27.333333333333332)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:07.545853,"(41.0, 100.0, 96.43243243243244)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 27.333333333333332)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
11-01-2023 17:53:08.872793,"(41.0, 100.0, 96.43243243243244)","(41.0, 90.0, 58.0)","(4.2, 5.9, 5.050000000000001)","(12.0, 32.0, 20.75)","(21.0, 30.0, 24.25)","(20.0, 36.0, 23.666666666666668)","(21.0, 42.0, 27.333333333333332)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9875)"
