,Cincinnati,Island Caesar,Tyabb Wonder,Ittakesluv,Im Eugene,Machavelli,Double Happiness,Deuce Coupe Nz,The Huntress
11-01-2023 17:47:13.346263,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:14.533248,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:15.639843,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:16.813843,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:17.976585,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:19.204315,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:20.407607,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 24.333333333333332)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:21.638675,"(31.0, 100.0, 56.0)","(31.0, 90.0, 51.33333333333333)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:22.783062,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:23.985521,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:25.268123,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:26.492942,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.756666666666668)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:27.825385,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:29.244402,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:30.546078,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:31.892030,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:33.421707,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:34.690144,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:36.035253,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:37.388092,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:38.625307,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:39.881787,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:41.092223,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:42.241936,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:43.439102,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:44.560033,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:45.771157,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:46.909282,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:48.159940,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:49.373322,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:50.521055,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:51.687738,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:52.878737,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:54.182949,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:55.431701,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:56.814405,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:57.990904,"(31.0, 100.0, 78.0)","(31.0, 90.0, 70.66666666666666)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:47:59.225929,"(31.0, 100.0, 88.36363636363637)","(31.0, 90.0, 79.81818181818181)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:00.446159,"(31.0, 100.0, 88.36363636363637)","(31.0, 90.0, 79.81818181818181)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 34.666666666666664)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:01.693846,"(31.0, 100.0, 88.36363636363637)","(31.0, 90.0, 79.81818181818181)","(4.0, 5.9, 5.76)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:02.884654,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:04.096535,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:05.263921,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:06.441478,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:07.705858,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:08.902694,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:10.051235,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:11.256015,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:12.477410,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:13.647989,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:14.798306,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:15.899487,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:16.998606,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:18.129266,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:19.223913,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:20.477526,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:21.646482,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:22.825244,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:24.023053,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:25.144344,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:26.198428,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:27.260593,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:28.427165,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:29.618977,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 23.375)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:30.802905,"(31.0, 100.0, 58.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:32.034250,"(31.0, 100.0, 64.0)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:33.270612,"(31.0, 100.0, 64.0)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 2.0105)"
11-01-2023 17:48:34.552304,"(31.0, 100.0, 64.0)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:35.776354,"(31.0, 100.0, 64.0)","(31.0, 90.0, 54.0)","(4.0, 5.9, 4.85)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 40.0, 32.166666666666664)","(20.0, 42.0, 27.0)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:37.058013,"(31.0, 100.0, 64.0)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.568421052631579)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 40.0, 28.785714285714285)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:38.327106,"(31.0, 100.0, 52.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 38.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:39.615070,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:40.874173,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:42.218678,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:43.540067,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:44.799614,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:45.984057,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:47.284997,"(31.0, 100.0, 82.25)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 29.5)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:48.962442,"(31.0, 100.0, 52.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 23.0)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:50.158213,"(31.0, 100.0, 52.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 23.0)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
11-01-2023 17:48:51.323081,"(31.0, 100.0, 52.66666666666667)","(31.0, 90.0, 54.0)","(4.0, 5.9, 5.285)","(18.0, 42.0, 24.375)","(21.0, 38.0, 26.3)","(18.0, 36.0, 23.0)","(20.0, 42.0, 34.5)","(5.0, 99999, 99990)","(1.65, 2.06, 1.9861538461538462)"
