,Destini Phantom,Leichhardt Roar,Drama Kids,My Joy,Fernando Belle,Prince Jewels,Role Model,Connors Comet
10-01-2023 17:50:48.906716,"(5.0, 8.2, 7.75)","(2.45, 3.95, 2.841666666666667)","(5.5, 11.5, 8.85)","(4.0, 6.6, 6.216666666666667)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 76.66666666666667)"
10-01-2023 17:50:49.945174,"(5.0, 8.2, 7.75)","(2.45, 3.95, 2.841666666666667)","(5.5, 11.5, 11.01818181818182)","(4.0, 6.6, 6.216666666666667)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 76.66666666666667)"
10-01-2023 17:50:51.000343,"(5.0, 8.2, 7.449999999999999)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 11.033333333333333)","(4.0, 6.6, 6.271428571428571)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 76.66666666666667)"
10-01-2023 17:50:52.032869,"(5.0, 8.2, 6.6000000000000005)","(2.45, 3.95, 2.841666666666667)","(5.5, 11.0, 9.466666666666667)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 76.66666666666667)"
10-01-2023 17:50:53.088787,"(5.0, 8.2, 6.6000000000000005)","(2.45, 3.95, 2.841666666666667)","(5.5, 11.5, 10.275)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 76.66666666666667)"
10-01-2023 17:50:54.143002,"(5.0, 8.2, 6.6000000000000005)","(2.45, 3.95, 2.841666666666667)","(5.5, 10.5, 8.65)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:50:55.251122,"(5.0, 8.2, 6.6000000000000005)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 9.163636363636364)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:50:56.343282,"(5.0, 8.2, 6.6000000000000005)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 9.163636363636364)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:50:57.300441,"(5.0, 8.2, 7.215384615384615)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:50:58.268995,"(5.0, 8.2, 6.955555555555556)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:50:59.208566,"(5.0, 8.2, 6.955555555555556)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:51:00.224239,"(5.0, 8.2, 6.955555555555556)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:51:01.225234,"(5.0, 8.2, 6.955555555555556)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 71.53846153846153)"
10-01-2023 17:51:02.252120,"(5.0, 8.2, 6.955555555555556)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 130.0)"
10-01-2023 17:51:03.301833,"(5.0, 8.2, 6.955555555555556)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:04.345793,"(5.0, 8.2, 7.338461538461538)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:05.352216,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 2.841666666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:06.405978,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 3.7037037037037037)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:07.450709,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 2.875)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 72.5)"
10-01-2023 17:51:08.471278,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 2.875)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 210.0, 130.0)"
10-01-2023 17:51:09.559990,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 2.875)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:10.695173,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:11.749204,"(5.0, 8.2, 6.6)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:12.749691,"(5.0, 8.2, 7.3428571428571425)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:13.733870,"(5.0, 8.2, 7.3428571428571425)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:14.754692,"(5.0, 8.2, 7.3428571428571425)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:15.790525,"(5.0, 8.2, 7.3428571428571425)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:16.829287,"(5.0, 8.2, 7.3428571428571425)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:17.878355,"(5.0, 8.2, 7.3428571428571425)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:18.924796,"(5.0, 8.2, 7.699999999999999)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:19.960128,"(5.0, 8.2, 7.0)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:21.026287,"(5.0, 8.2, 7.0)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:22.068269,"(5.0, 8.2, 7.0)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:23.120973,"(5.0, 8.2, 7.0)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:24.174836,"(5.0, 8.2, 7.092307692307692)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:25.213580,"(5.0, 8.2, 6.92)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:26.226850,"(5.0, 8.2, 6.92)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:27.277059,"(5.0, 8.2, 6.92)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:28.335058,"(5.0, 8.2, 7.215384615384615)","(2.45, 3.95, 2.8916666666666666)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:29.370679,"(5.0, 8.2, 7.215384615384615)","(2.45, 3.95, 3.429166666666667)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 20.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:30.479267,"(5.0, 8.2, 7.215384615384615)","(2.45, 3.95, 3.390909090909091)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 27.0, 16.142857142857142)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:31.509522,"(5.0, 8.2, 7.133333333333333)","(2.45, 3.95, 2.958333333333333)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 5.5)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 32.0, 16.142857142857142)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:32.544822,"(5.0, 8.2, 7.24)","(2.45, 3.95, 3.355)","(5.5, 12.0, 7.885714285714286)","(4.0, 6.6, 6.271428571428571)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 32.0, 16.142857142857142)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:33.576929,"(5.0, 8.2, 7.24)","(2.45, 3.95, 3.365)","(5.5, 12.0, 10.4)","(4.0, 6.6, 6.271428571428571)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 32.0, 16.142857142857142)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:34.591052,"(5.0, 8.2, 7.24)","(2.45, 3.95, 2.9916666666666667)","(5.5, 12.0, 8.057142857142857)","(4.0, 6.6, 5.833333333333333)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 32.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:35.635830,"(5.0, 8.2, 7.24)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.783333333333333)","(4.0, 6.6, 6.4230769230769225)","(11.0, 24.0, 16.666666666666668)","(11.0, 18.0, 13.6)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:36.659006,"(5.0, 8.2, 7.24)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 6.324999999999999)","(11.0, 24.0, 18.5)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:37.689646,"(5.0, 8.2, 7.24)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.866666666666666)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:38.730133,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:39.730825,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:40.702474,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:41.671715,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:42.650046,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 23.833333333333336)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:43.628989,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 23.833333333333336)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:44.645666,"(5.0, 8.2, 7.45)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:45.689843,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:46.684931,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 5.55)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:47.686653,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 3.325)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:48.697489,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:49.722859,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:50.750870,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:51.807308,"(5.0, 8.0, 6.933333333333334)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:52.880376,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:53.920210,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:54.929368,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:55.954075,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:56.973538,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 29.0, 21.25)","(41.0, 200.0, 130.0)"
10-01-2023 17:51:58.025835,"(5.0, 8.0, 7.771428571428571)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 29.0, 21.25)","(41.0, 200.0, 72.5)"
10-01-2023 17:51:59.079203,"(5.0, 8.0, 6.666666666666667)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 29.0, 22.5)","(41.0, 210.0, 130.0)"
10-01-2023 17:52:00.086926,"(5.0, 8.0, 7.28)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 27.0, 22.5)","(41.0, 200.0, 130.0)"
10-01-2023 17:52:01.159796,"(5.0, 8.0, 6.720000000000001)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 14.857142857142858)","(11.0, 27.0, 22.5)","(41.0, 200.0, 48.285714285714285)"
10-01-2023 17:52:02.171656,"(5.0, 8.0, 6.720000000000001)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 27.0, 22.5)","(41.0, 50.0, 48.285714285714285)"
10-01-2023 17:52:03.218071,"(5.0, 8.0, 6.720000000000001)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 18.0)","(11.0, 18.0, 15.8)","(11.0, 27.0, 22.5)","(41.0, 50.0, 47.0)"
10-01-2023 17:52:04.307806,"(5.0, 8.0, 6.720000000000001)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 21.5)","(11.0, 18.0, 15.8)","(11.0, 27.0, 22.5)","(41.0, 50.0, 68.0)"
10-01-2023 17:52:05.371407,"(5.0, 8.0, 6.720000000000001)","(2.45, 3.85, 2.8807692307692307)","(5.5, 12.0, 7.753846153846154)","(4.0, 6.6, 4.65)","(11.0, 23.0, 21.5)","(11.0, 18.0, 15.8)","(11.0, 27.0, 22.5)","(41.0, 70.0, 68.0)"
10-01-2023 17:52:06.468120,"(5.0, 8.0, 7.466666666666667)","(2.45, 3.85, 2.875)","(5.5, 12.0, 9.2)","(4.0, 6.6, 5.35)","(11.0, 23.0, 18.875)","(11.0, 18.0, 15.555555555555555)","(11.0, 27.0, 16.5)","(41.0, 70.0, 104.92307692307692)"
10-01-2023 17:52:07.564538,"(5.0, 8.0, 7.2)","(2.45, 3.75, 3.275)","(5.5, 11.0, 9.2)","(4.0, 6.2, 5.35)","(11.0, 21.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 16.5)","(41.0, 110.0, 70.5)"
10-01-2023 17:52:08.659811,"(5.0, 8.0, 7.2)","(2.45, 3.75, 3.275)","(5.5, 11.0, 9.2)","(4.0, 6.2, 5.35)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 16.5)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:09.765153,"(5.0, 8.0, 7.2)","(2.45, 3.75, 3.275)","(5.5, 11.0, 9.2)","(4.0, 6.2, 5.35)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 16.5)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:10.865508,"(5.0, 8.0, 7.2)","(2.45, 3.75, 3.275)","(5.5, 11.0, 9.2)","(4.0, 6.2, 5.35)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 16.5)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:12.063626,"(5.0, 8.0, 7.2)","(2.45, 3.75, 3.1)","(5.5, 11.0, 8.22)","(4.0, 6.2, 5.0)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 16.5)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:13.305700,"(5.0, 8.0, 7.2)","(2.45, 3.7, 3.2249999999999996)","(5.5, 11.5, 9.485714285714286)","(4.0, 6.0, 5.760000000000001)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 18.0)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:14.567372,"(5.0, 8.2, 7.416666666666667)","(2.5, 3.65, 3.245)","(5.5, 12.0, 9.066666666666666)","(4.0, 5.9, 5.666666666666667)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 18.0)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:15.715775,"(5.0, 8.0, 7.416666666666667)","(2.5, 3.65, 3.245)","(5.5, 12.0, 9.066666666666666)","(4.0, 5.9, 5.666666666666667)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 18.0)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:16.926051,"(5.0, 8.0, 7.416666666666667)","(2.5, 3.65, 3.245)","(5.5, 12.0, 9.066666666666666)","(4.0, 5.9, 5.666666666666667)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 18.0)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:18.166006,"(5.0, 8.0, 7.416666666666667)","(2.5, 3.65, 3.245)","(5.5, 11.5, 9.866666666666667)","(4.0, 5.9, 5.666666666666667)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 18.0)","(41.0, 95.0, 70.5)"
10-01-2023 17:52:19.495771,"(5.0, 8.0, 7.416666666666667)","(2.5, 3.65, 3.245)","(5.5, 11.0, 9.866666666666667)","(4.0, 5.9, 5.666666666666667)","(11.0, 22.0, 19.625)","(11.0, 18.0, 14.333333333333334)","(11.0, 27.0, 18.0)","(41.0, 95.0, 68.0)"
