,Destini Phantom,Leichhardt Roar,Drama Kids,My Joy,Fernando Belle,Prince Jewels,Role Model,Connors Comet
10-01-2023 17:42:25.074141,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:26.248140,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:27.468998,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:28.646299,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:29.765736,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:30.894094,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:32.038283,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:33.165427,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:34.261938,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:35.397778,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:36.444730,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 20.875)","(11.0, 28.0, 18.833333333333332)","(41.0, 330.0, 140.66666666666669)"
10-01-2023 17:42:37.508830,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:38.529941,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:39.548473,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:40.611255,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:41.702167,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:42.807364,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:43.883807,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:44.954574,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:45.969870,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:46.993368,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:47.975288,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:49.053787,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:50.141772,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:51.261452,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:52.393355,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:53.481592,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:54.590857,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:55.761598,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:56.901151,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:58.037604,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:42:59.079119,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:00.140560,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:01.179905,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:02.165556,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:03.150457,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:04.185315,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:05.224122,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 8.323076923076922)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:06.287821,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:07.289960,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:08.314943,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:09.312835,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:10.362091,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:11.408698,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:12.504541,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:13.695224,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:14.866963,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:15.981191,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:17.123242,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:18.254543,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:19.388090,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:20.573677,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:21.750272,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:22.905311,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:24.045790,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:25.186662,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:26.357919,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:27.576544,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:28.728628,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:29.899717,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:31.054869,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:32.224573,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:33.378854,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.71)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:34.517466,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 11.84)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:35.603587,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 11.84)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:36.713506,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 11.84)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:37.831635,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 11.84)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:38.917675,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:40.086723,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:41.226347,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:42.361287,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:43.494872,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:44.623265,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:45.790096,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:46.942039,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:48.035921,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:49.082537,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:50.169810,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:51.208966,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:52.282562,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:53.303530,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
10-01-2023 17:43:54.385378,"(5.0, 9.6, 6.08)","(2.45, 4.0, 2.6125)","(5.5, 14.0, 6.53)","(4.0, 7.0, 5.9642857142857135)","(11.0, 24.0, 23.775862068965516)","(11.0, 24.0, 23.775862068965516)","(11.0, 28.0, 26.365384615384613)","(41.0, 330.0, 172.22222222222223)"
