,Quatum,Super Fast,Favs Flyer,Winds Of War,Dynamic Artist,Victory For Us,Whits End,Line Of Kings,Sirianni,Nanna Knuckey,Explosive Girl,Right Bower,Tiny Tiara
07-01-2023 16:55:46.204161,"(1.8, 2.02, 2.009327073552426)","(4.8, 5.8, 5.699999999999999)","(61.0, 100.0, 95.9090909090909)","(15.0, 23.0, 22.693548387096776)","(20.0, 27.0, 28.79591836734694)","(15.0, 18.5, 18.303370786516854)","(61.0, 130.0, 103.0)","(31.0, 40.0, 39.4)","(12.0, 14.5, 14.21951219512195)","(61.0, 95.0, 92.08333333333333)","(31.0, 46.0, 44.42857142857143)","(41.0, 60.0, 59.6)","(41.0, 46.0, 44.95238095238095)"
07-01-2023 16:55:47.535421,"(1.8, 2.02, 2.009628432956381)","(4.8, 5.8, 5.699999999999999)","(61.0, 100.0, 95.9090909090909)","(15.0, 23.0, 22.693548387096776)","(20.0, 29.0, 28.85542168674699)","(15.0, 18.5, 18.303370786516854)","(61.0, 130.0, 102.5)","(31.0, 40.0, 39.4)","(12.0, 14.5, 14.21951219512195)","(61.0, 95.0, 92.08333333333333)","(31.0, 46.0, 43.78947368421053)","(41.0, 60.0, 59.6)","(41.0, 46.0, 44.90909090909091)"
07-01-2023 16:55:48.899212,"(1.8, 2.02, 2.009949916527546)","(4.8, 5.8, 5.699999999999999)","(61.0, 100.0, 95.9090909090909)","(15.0, 23.0, 22.693548387096776)","(20.0, 29.0, 28.555555555555557)","(15.0, 18.5, 18.303370786516854)","(61.0, 120.0, 97.72727272727272)","(31.0, 40.0, 39.4)","(12.0, 14.5, 14.21951219512195)","(61.0, 95.0, 92.08333333333333)","(31.0, 44.0, 43.78947368421053)","(41.0, 60.0, 59.6)","(41.0, 46.0, 44.90909090909091)"
07-01-2023 16:55:50.190002,"(1.8, 2.02, 2.000878734622144)","(4.8, 5.8, 5.699999999999999)","(61.0, 100.0, 95.9090909090909)","(16.0, 23.0, 22.693548387096776)","(20.0, 29.0, 28.555555555555557)","(15.0, 18.5, 18.303370786516854)","(61.0, 120.0, 99.28571428571429)","(31.0, 40.0, 39.4)","(12.0, 14.5, 14.21951219512195)","(61.0, 95.0, 92.08333333333333)","(31.0, 44.0, 43.78947368421053)","(41.0, 60.0, 59.6)","(41.0, 46.0, 44.51282051282051)"
07-01-2023 16:55:51.531364,"(1.8, 2.02, 2.0009411764705884)","(4.8, 5.9, 5.815873015873016)","(61.0, 100.0, 95.9090909090909)","(16.0, 23.0, 22.71212121212121)","(20.0, 29.0, 28.169811320754718)","(15.0, 18.5, 18.294117647058822)","(61.0, 110.0, 94.0909090909091)","(31.0, 40.0, 39.4)","(12.0, 14.5, 14.21951219512195)","(61.0, 95.0, 92.08333333333333)","(31.0, 44.0, 44.51851851851852)","(41.0, 60.0, 59.6)","(41.0, 46.0, 44.60606060606061)"
07-01-2023 16:55:52.934063,"(1.8, 2.0, 1.9913333333333334)","(4.8, 5.8, 5.75531914893617)","(61.0, 100.0, 96.25)","(16.0, 23.0, 22.71212121212121)","(20.0, 29.0, 28.169811320754718)","(15.0, 18.5, 18.294117647058822)","(61.0, 110.0, 94.0909090909091)","(31.0, 40.0, 39.4)","(12.0, 14.5, 13.693548387096774)","(61.0, 95.0, 92.08333333333333)","(31.0, 46.0, 43.58139534883721)","(41.0, 60.0, 63.84615384615385)","(41.0, 46.0, 44.60606060606061)"
07-01-2023 16:55:54.239480,"(1.8, 2.0, 1.9815625)","(4.8, 5.8, 5.725)","(61.0, 100.0, 96.0)","(16.0, 23.0, 22.818181818181817)","(20.0, 29.0, 28.169811320754718)","(15.0, 18.5, 18.15686274509804)","(61.0, 110.0, 93.57142857142857)","(31.0, 40.0, 40.166666666666664)","(12.0, 14.5, 13.666666666666666)","(61.0, 95.0, 92.08333333333333)","(31.0, 46.0, 43.58139534883721)","(41.0, 65.0, 63.57142857142857)","(41.0, 46.0, 44.51282051282051)"
07-01-2023 16:55:55.578769,"(1.8, 1.99, 1.9753793103448276)","(4.8, 5.8, 5.7875)","(61.0, 100.0, 96.0)","(16.0, 23.0, 22.818181818181817)","(20.0, 29.0, 28.169811320754718)","(15.0, 18.5, 17.813725490196077)","(61.0, 100.0, 115.0)","(31.0, 42.0, 40.166666666666664)","(12.0, 14.5, 13.795774647887324)","(61.0, 95.0, 92.08333333333333)","(31.0, 46.0, 44.666666666666664)","(41.0, 65.0, 63.18181818181818)","(41.0, 46.0, 44.8)"
07-01-2023 16:55:57.075638,"(1.8, 1.99, 1.9752702702702702)","(4.8, 5.8, 5.794736842105263)","(61.0, 100.0, 96.66666666666667)","(16.0, 23.0, 22.84)","(20.0, 29.0, 28.266666666666666)","(15.0, 18.5, 18.00877192982456)","(61.0, 130.0, 101.15384615384616)","(31.0, 42.0, 39.63636363636364)","(12.0, 14.5, 13.973684210526315)","(61.0, 95.0, 92.5)","(31.0, 46.0, 44.89655172413793)","(41.0, 65.0, 63.46153846153846)","(41.0, 46.0, 44.96551724137931)"
07-01-2023 16:55:58.449971,"(1.8, 1.98, 1.9779411764705883)","(4.8, 5.8, 5.794736842105263)","(61.0, 100.0, 96.66666666666667)","(16.0, 23.0, 22.84)","(20.0, 29.0, 28.266666666666666)","(15.0, 18.5, 18.00877192982456)","(61.0, 120.0, 106.0)","(31.0, 40.0, 39.63636363636364)","(12.0, 14.5, 13.973684210526315)","(61.0, 95.0, 92.5)","(31.0, 46.0, 44.89655172413793)","(41.0, 65.0, 62.5)","(41.0, 46.0, 44.96551724137931)"
07-01-2023 16:55:59.793530,"(1.8, 1.98, 1.9750561797752808)","(4.8, 5.8, 5.795454545454545)","(61.0, 100.0, 96.53846153846153)","(16.0, 23.0, 22.84)","(20.0, 29.0, 28.266666666666666)","(15.0, 18.5, 18.00877192982456)","(61.0, 120.0, 101.66666666666666)","(31.0, 40.0, 39.63636363636364)","(12.0, 14.5, 13.973684210526315)","(61.0, 95.0, 92.5)","(31.0, 46.0, 44.89655172413793)","(41.0, 65.0, 65.71428571428571)","(41.0, 46.0, 44.96551724137931)"
07-01-2023 16:56:01.175677,"(1.8, 1.98, 1.974980988593156)","(4.8, 5.8, 5.781818181818181)","(61.0, 100.0, 96.78571428571429)","(16.0, 23.0, 22.85135135135135)","(20.0, 29.0, 28.24590163934426)","(15.0, 18.5, 18.0)","(61.0, 110.0, 92.5)","(31.0, 40.0, 39.64705882352941)","(12.0, 14.5, 13.979591836734693)","(61.0, 95.0, 92.66666666666667)","(31.0, 46.0, 44.89655172413793)","(41.0, 70.0, 64.16666666666667)","(41.0, 46.0, 45.15384615384615)"
07-01-2023 16:56:02.489557,"(1.8, 1.98, 1.974980988593156)","(4.8, 5.8, 5.781818181818181)","(71.0, 100.0, 97.08333333333333)","(16.0, 23.0, 22.85135135135135)","(20.0, 29.0, 28.233333333333334)","(15.0, 18.5, 18.0)","(61.0, 110.0, 94.0)","(31.0, 40.0, 39.64705882352941)","(12.0, 14.5, 13.979591836734693)","(61.0, 95.0, 92.66666666666667)","(31.0, 46.0, 44.89655172413793)","(41.0, 70.0, 65.55555555555556)","(41.0, 46.0, 45.15384615384615)"
07-01-2023 16:56:03.815569,"(1.8, 1.98, 1.9738267148014441)","(4.8, 5.8, 5.78169014084507)","(71.0, 100.0, 97.66666666666667)","(16.0, 23.0, 22.8625)","(20.0, 29.0, 28.233333333333334)","(15.0, 18.5, 18.094594594594593)","(61.0, 110.0, 91.42857142857143)","(31.0, 40.0, 39.64705882352941)","(12.0, 14.5, 14.037037037037036)","(61.0, 95.0, 92.66666666666667)","(31.0, 46.0, 44.78260869565217)","(41.0, 70.0, 65.55555555555556)","(41.0, 46.0, 45.15384615384615)"
07-01-2023 16:56:05.129551,"(1.8, 1.98, 1.9736882129277566)","(4.8, 5.8, 5.78169014084507)","(71.0, 100.0, 97.85714285714286)","(16.0, 23.0, 22.958333333333332)","(20.0, 29.0, 28.21311475409836)","(15.0, 18.5, 18.19736842105263)","(61.0, 100.0, 95.0)","(31.0, 40.0, 39.64705882352941)","(12.0, 14.5, 14.083333333333334)","(61.0, 95.0, 93.61111111111111)","(31.0, 46.0, 44.78260869565217)","(41.0, 70.0, 65.55555555555556)","(41.0, 46.0, 45.6)"
07-01-2023 16:56:06.387000,"(1.8, 1.98, 1.974236111111111)","(4.8, 5.9, 5.8063291139240505)","(71.0, 100.0, 101.42857142857143)","(16.0, 23.0, 23.94736842105263)","(20.0, 29.0, 29.1)","(15.0, 18.5, 18.513513513513512)","(61.0, 100.0, 94.0)","(31.0, 40.0, 41.18918918918919)","(12.0, 14.5, 14.544642857142858)","(61.0, 95.0, 97.22222222222223)","(31.0, 46.0, 44.74285714285714)","(41.0, 70.0, 65.0)","(41.0, 46.0, 46.4)"
07-01-2023 16:56:07.741573,"(1.8, 1.97, 1.966144578313253)","(4.8, 6.0, 5.904672897196262)","(71.0, 110.0, 100.71428571428571)","(16.0, 24.0, 23.95)","(20.0, 30.0, 29.29090909090909)","(15.0, 19.0, 18.384615384615383)","(61.0, 100.0, 95.0)","(31.0, 42.0, 41.82352941176471)","(12.0, 15.0, 14.195652173913043)","(61.0, 100.0, 96.19047619047619)","(31.0, 48.0, 43.84615384615385)","(41.0, 70.0, 66.92307692307692)","(41.0, 48.0, 49.142857142857146)"
07-01-2023 16:56:09.000267,"(1.8, 1.97, 1.9514754098360656)","(4.8, 5.9, 5.814942528735632)","(71.0, 110.0, 100.71428571428571)","(16.0, 24.0, 23.95)","(20.0, 30.0, 29.29090909090909)","(15.0, 19.0, 18.384615384615383)","(61.0, 100.0, 92.5)","(31.0, 42.0, 40.0)","(12.0, 14.5, 14.3)","(61.0, 100.0, 95.55555555555556)","(31.0, 44.0, 43.851851851851855)","(41.0, 70.0, 67.5)","(41.0, 50.0, 49.23076923076923)"
07-01-2023 16:56:10.246813,"(1.8, 1.97, 1.9629813664596274)","(4.8, 5.9, 5.775471698113208)","(71.0, 110.0, 103.15789473684211)","(16.0, 24.0, 23.941176470588236)","(20.0, 30.0, 29.333333333333332)","(15.0, 19.0, 18.52542372881356)","(61.0, 100.0, 92.5)","(31.0, 44.0, 40.0)","(12.0, 14.5, 14.3)","(61.0, 100.0, 95.55555555555556)","(31.0, 44.0, 43.851851851851855)","(41.0, 70.0, 67.5)","(41.0, 50.0, 49.23076923076923)"
07-01-2023 16:56:11.496909,"(1.8, 1.96, 1.9569354838709676)","(4.8, 5.9, 5.732911392405064)","(71.0, 110.0, 104.0909090909091)","(16.0, 24.0, 23.941176470588236)","(20.0, 30.0, 29.333333333333332)","(15.0, 19.0, 18.52542372881356)","(61.0, 100.0, 92.5)","(31.0, 44.0, 40.0)","(12.0, 14.5, 14.3)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.851851851851855)","(41.0, 70.0, 71.08695652173913)","(41.0, 50.0, 47.206896551724135)"
07-01-2023 16:56:12.758115,"(1.8, 1.96, 1.9543027888446214)","(4.8, 5.8, 5.731428571428571)","(71.0, 110.0, 104.0909090909091)","(16.0, 24.0, 24.906976744186046)","(20.0, 29.0, 28.661016949152543)","(15.0, 19.0, 18.52542372881356)","(61.0, 100.0, 90.71428571428571)","(31.0, 44.0, 41.333333333333336)","(12.0, 14.5, 14.214285714285714)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.1764705882353)","(41.0, 75.0, 68.5)","(41.0, 50.0, 47.206896551724135)"
07-01-2023 16:56:13.995957,"(1.8, 1.96, 1.9535416666666667)","(4.8, 5.8, 5.704)","(71.0, 110.0, 104.0909090909091)","(16.0, 25.0, 24.902439024390244)","(20.0, 29.0, 28.5)","(15.0, 19.0, 18.52542372881356)","(61.0, 100.0, 90.71428571428571)","(31.0, 42.0, 41.333333333333336)","(12.0, 14.5, 14.214285714285714)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.111111111111114)","(41.0, 70.0, 68.5)","(41.0, 50.0, 47.206896551724135)"
07-01-2023 16:56:15.470975,"(1.8, 1.96, 1.9566666666666666)","(4.8, 5.8, 5.725)","(71.0, 110.0, 104.0909090909091)","(16.0, 25.0, 24.571428571428573)","(20.0, 29.0, 29.333333333333332)","(15.0, 19.0, 18.515151515151516)","(61.0, 100.0, 91.25)","(31.0, 42.0, 41.6)","(12.0, 14.5, 14.26923076923077)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.111111111111114)","(41.0, 70.0, 70.26315789473685)","(41.0, 50.0, 47.206896551724135)"
07-01-2023 16:56:16.842335,"(1.8, 1.96, 1.9516883116883117)","(4.8, 5.8, 5.72)","(71.0, 110.0, 104.0909090909091)","(16.0, 25.0, 23.852941176470587)","(20.0, 30.0, 29.205882352941178)","(15.0, 19.0, 18.47887323943662)","(61.0, 100.0, 91.25)","(31.0, 42.0, 41.6)","(12.0, 14.5, 14.26923076923077)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.111111111111114)","(41.0, 75.0, 66.5)","(41.0, 50.0, 47.206896551724135)"
07-01-2023 16:56:18.151975,"(1.8, 1.96, 1.9553548387096773)","(4.8, 5.8, 5.7172413793103445)","(61.0, 110.0, 104.0909090909091)","(16.0, 24.0, 24.85)","(20.0, 30.0, 29.205882352941178)","(15.0, 19.0, 18.47887323943662)","(61.0, 100.0, 94.16666666666667)","(31.0, 42.0, 41.6)","(12.0, 14.5, 14.275)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.111111111111114)","(41.0, 70.0, 70.26315789473685)","(41.0, 50.0, 47.26315789473684)"
07-01-2023 16:56:19.468933,"(1.8, 1.96, 1.953370786516854)","(4.8, 5.8, 5.7172413793103445)","(61.0, 110.0, 104.58333333333333)","(16.0, 25.0, 24.625)","(20.0, 30.0, 28.57894736842105)","(15.0, 19.0, 18.548780487804876)","(61.0, 100.0, 95.0)","(31.0, 42.0, 41.733333333333334)","(12.0, 14.5, 14.444444444444445)","(61.0, 95.0, 93.52941176470588)","(31.0, 44.0, 43.2)","(41.0, 75.0, 68.42105263157895)","(41.0, 50.0, 47.44262295081967)"
07-01-2023 16:56:20.843294,"(1.8, 1.96, 1.9591150442477876)","(4.8, 5.8, 5.731034482758621)","(61.0, 110.0, 104.58333333333333)","(16.0, 25.0, 24.896551724137932)","(20.0, 30.0, 28.57894736842105)","(15.0, 19.0, 18.548780487804876)","(61.0, 100.0, 95.0)","(31.0, 42.0, 41.733333333333334)","(12.0, 14.5, 14.444444444444445)","(61.0, 95.0, 91.92307692307692)","(31.0, 44.0, 43.170731707317074)","(41.0, 70.0, 70.9090909090909)","(41.0, 50.0, 47.38709677419355)"
07-01-2023 16:56:22.212293,"(1.8, 1.97, 1.9597444089456868)","(4.8, 5.8, 5.731034482758621)","(61.0, 110.0, 104.58333333333333)","(16.0, 25.0, 24.884615384615383)","(20.0, 30.0, 28.733333333333334)","(15.0, 19.0, 18.50561797752809)","(61.0, 100.0, 95.0)","(31.0, 42.0, 41.733333333333334)","(12.0, 14.5, 14.4)","(61.0, 95.0, 93.33333333333333)","(31.0, 44.0, 43.170731707317074)","(41.0, 75.0, 68.42105263157895)","(41.0, 50.0, 47.38709677419355)"
07-01-2023 16:56:23.493163,"(1.75, 1.96, 1.959252336448598)","(4.8, 5.8, 5.731034482758621)","(71.0, 110.0, 104.8)","(17.0, 25.0, 24.9)","(21.0, 29.0, 28.666666666666668)","(15.0, 19.0, 18.53191489361702)","(61.0, 100.0, 95.22727272727272)","(31.0, 42.0, 41.76470588235294)","(11.0, 14.5, 14.44)","(61.0, 95.0, 93.5)","(31.0, 44.0, 43.22727272727273)","(41.0, 70.0, 67.2)","(31.0, 50.0, 47.02040816326531)"
07-01-2023 16:56:24.816933,"(1.75, 1.96, 1.9527272727272726)","(4.8, 5.8, 5.7375)","(71.0, 110.0, 104.8)","(17.0, 25.0, 24.894736842105264)","(21.0, 29.0, 28.516129032258064)","(15.0, 19.0, 18.53191489361702)","(61.0, 100.0, 95.71428571428572)","(31.0, 42.0, 41.76470588235294)","(11.0, 14.5, 14.384615384615385)","(61.0, 95.0, 93.5)","(31.0, 44.0, 43.25581395348837)","(41.0, 70.0, 68.18181818181819)","(31.0, 48.0, 46.96)"
07-01-2023 16:56:26.151093,"(1.75, 1.96, 1.957324414715719)","(4.8, 5.9, 5.816556291390729)","(71.0, 110.0, 104.8)","(17.0, 25.0, 24.904761904761905)","(21.0, 30.0, 28.666666666666668)","(15.0, 19.0, 18.54054054054054)","(61.0, 100.0, 96.08695652173913)","(31.0, 42.0, 41.55555555555556)","(11.0, 14.5, 14.282608695652174)","(61.0, 95.0, 93.75)","(31.0, 44.0, 43.03448275862069)","(41.0, 70.0, 68.5)","(31.0, 48.0, 47.03703703703704)"
07-01-2023 16:56:27.538266,"(1.8, 1.96, 1.9538636363636364)","(4.8, 5.7, 5.5)","(71.0, 110.0, 105.35714285714286)","(17.0, 25.0, 24.9)","(21.0, 30.0, 29.076923076923077)","(15.0, 19.0, 18.685185185185187)","(61.0, 100.0, 97.0)","(31.0, 42.0, 42.22222222222222)","(11.0, 14.5, 14.591397849462366)","(71.0, 95.0, 93.57142857142857)","(31.0, 44.0, 42.72727272727273)","(41.0, 70.0, 69.44444444444444)","(31.0, 48.0, 47.0)"
07-01-2023 16:56:28.877192,"(1.8, 1.97, 1.966864406779661)","(4.8, 5.5, 5.345283018867924)","(71.0, 110.0, 105.35714285714286)","(17.0, 25.0, 24.925)","(21.0, 30.0, 29.066666666666666)","(15.0, 19.0, 18.545454545454547)","(61.0, 100.0, 97.0)","(31.0, 44.0, 41.0)","(11.0, 15.0, 14.507692307692308)","(71.0, 100.0, 95.0)","(31.0, 44.0, 42.333333333333336)","(41.0, 70.0, 71.66666666666667)","(31.0, 48.0, 47.1875)"
07-01-2023 16:56:30.173852,"(1.75, 1.99, 1.984082191780822)","(4.8, 5.4, 5.345283018867924)","(71.0, 110.0, 105.35714285714286)","(17.0, 25.0, 24.925)","(21.0, 30.0, 29.066666666666666)","(15.0, 19.0, 18.545454545454547)","(61.0, 100.0, 97.0)","(31.0, 44.0, 41.23076923076923)","(11.0, 15.0, 14.045454545454545)","(71.0, 100.0, 95.0)","(31.0, 44.0, 43.333333333333336)","(41.0, 75.0, 71.25)","(31.0, 48.0, 47.833333333333336)"
07-01-2023 16:56:31.432724,"(1.75, 1.99, 1.9877854671280277)","(4.8, 5.4, 5.275977653631285)","(71.0, 110.0, 105.35714285714286)","(17.0, 25.0, 24.6734693877551)","(21.0, 30.0, 29.076923076923077)","(15.0, 19.0, 18.544117647058822)","(61.0, 100.0, 96.03448275862068)","(31.0, 44.0, 41.23076923076923)","(11.0, 14.5, 14.242424242424242)","(71.0, 100.0, 95.0)","(31.0, 44.0, 43.8)","(41.0, 75.0, 78.88888888888889)","(31.0, 48.0, 47.833333333333336)"
07-01-2023 16:56:32.741832,"(1.75, 1.99, 1.988623188405797)","(4.8, 5.3, 5.225531914893617)","(71.0, 110.0, 105.35714285714286)","(17.0, 25.0, 24.6734693877551)","(21.0, 30.0, 29.076923076923077)","(15.0, 19.0, 18.544117647058822)","(61.0, 100.0, 96.03448275862068)","(31.0, 44.0, 41.23076923076923)","(11.0, 14.5, 14.153333333333332)","(71.0, 100.0, 95.0)","(31.0, 48.0, 41.09090909090909)","(41.0, 80.0, 74.28571428571429)","(31.0, 48.0, 47.833333333333336)"
07-01-2023 16:56:34.013273,"(1.75, 2.0, 1.990762331838565)","(4.8, 5.3, 5.2214285714285715)","(71.0, 110.0, 105.35714285714286)","(17.0, 25.0, 24.6734693877551)","(21.0, 30.0, 29.166666666666668)","(15.0, 19.0, 18.544117647058822)","(61.0, 100.0, 96.03448275862068)","(31.0, 44.0, 41.23076923076923)","(11.0, 14.5, 13.735294117647058)","(71.0, 100.0, 103.33333333333333)","(31.0, 46.0, 42.8235294117647)","(41.0, 80.0, 78.0)","(31.0, 48.0, 48.08)"
07-01-2023 16:56:35.563787,"(1.75, 2.0, 2.0012645590682197)","(4.8, 5.3, 5.254166666666666)","(71.0, 110.0, 106.28571428571429)","(17.0, 25.0, 24.733333333333334)","(21.0, 30.0, 29.5)","(15.0, 19.0, 17.76)","(61.0, 100.0, 96.80555555555556)","(31.0, 44.0, 40.4)","(11.0, 14.0, 13.940298507462687)","(71.0, 120.0, 104.0909090909091)","(31.0, 44.0, 40.48)","(41.0, 80.0, 75.0)","(31.0, 50.0, 47.26829268292683)"
07-01-2023 16:56:36.877031,"(1.75, 2.02, 2.0012645590682197)","(4.8, 5.3, 5.254166666666666)","(71.0, 110.0, 108.06451612903226)","(18.0, 25.0, 25.615384615384617)","(21.0, 30.0, 29.866666666666667)","(15.0, 18.0, 17.934343434343436)","(61.0, 100.0, 97.38636363636364)","(31.0, 44.0, 43.21739130434783)","(11.0, 14.0, 13.85483870967742)","(71.0, 120.0, 103.84615384615384)","(31.0, 44.0, 42.645161290322584)","(41.0, 80.0, 76.0)","(31.0, 50.0, 48.63157894736842)"
07-01-2023 16:56:38.212738,"(1.75, 2.02, 2.0108775731310944)","(4.8, 5.2, 5.137236842105263)","(71.0, 110.0, 107.87878787878788)","(18.0, 26.0, 25.88888888888889)","(21.0, 30.0, 29.714285714285715)","(15.0, 18.0, 18.181818181818183)","(61.0, 100.0, 97.5)","(31.0, 44.0, 43.0)","(11.0, 14.0, 13.858490566037736)","(71.0, 110.0, 104.16666666666667)","(31.0, 44.0, 42.22222222222222)","(41.0, 80.0, 73.63636363636364)","(31.0, 50.0, 48.86274509803921)"
07-01-2023 16:56:39.494767,"(1.75, 2.02, 2.011794871794872)","(4.8, 5.2, 5.136658031088083)","(71.0, 110.0, 107.87878787878788)","(18.0, 26.0, 25.833333333333332)","(21.0, 30.0, 30.666666666666668)","(15.0, 19.0, 18.16)","(61.0, 100.0, 97.55813953488372)","(31.0, 44.0, 42.61538461538461)","(11.0, 14.0, 13.8125)","(71.0, 110.0, 104.28571428571429)","(31.0, 44.0, 40.35294117647059)","(41.0, 80.0, 72.3913043478261)","(31.0, 50.0, 48.86274509803921)"
07-01-2023 16:56:40.741347,"(1.75, 2.02, 2.0119583333333333)","(4.8, 5.2, 5.136739974126779)","(71.0, 110.0, 107.87878787878788)","(17.0, 26.0, 25.833333333333332)","(21.0, 32.0, 30.666666666666668)","(15.0, 19.0, 18.16)","(61.0, 100.0, 97.55813953488372)","(31.0, 44.0, 42.61538461538461)","(11.0, 14.0, 13.80327868852459)","(71.0, 110.0, 102.5)","(31.0, 42.0, 40.0)","(41.0, 75.0, 69.16666666666667)","(31.0, 50.0, 48.86274509803921)"
07-01-2023 16:56:42.019170,"(1.75, 2.02, 2.0114601769911507)","(4.8, 5.2, 5.1375628140703515)","(71.0, 110.0, 107.87878787878788)","(17.0, 26.0, 25.8)","(21.0, 30.0, 29.347826086956523)","(15.0, 19.0, 18.46153846153846)","(61.0, 100.0, 110.0)","(31.0, 44.0, 47.333333333333336)","(11.0, 14.0, 15.30952380952381)","(71.0, 110.0, 105.9090909090909)","(31.0, 42.0, 44.666666666666664)","(41.0, 75.0, 72.75)","(31.0, 50.0, 52.5)"
07-01-2023 16:56:43.529163,"(1.75, 1.97, 1.9695541401273886)","(4.8, 5.4, 5.313793103448276)","(71.0, 140.0, 137.24137931034483)","(17.0, 27.0, 26.2)","(21.0, 30.0, 29.352941176470587)","(15.0, 21.0, 19.166666666666668)","(61.0, 130.0, 118.0)","(31.0, 48.0, 45.75)","(11.0, 15.5, 14.647058823529411)","(71.0, 110.0, 107.75)","(31.0, 50.0, 43.333333333333336)","(41.0, 75.0, 68.5)","(31.0, 55.0, 51.666666666666664)"
07-01-2023 16:56:45.035290,"(1.75, 1.97, 1.9698571428571428)","(4.8, 5.4, 5.312765957446809)","(71.0, 140.0, 131.1764705882353)","(17.0, 27.0, 26.166666666666668)","(21.0, 29.0, 28.93877551020408)","(15.0, 19.0, 18.875)","(61.0, 130.0, 118.0)","(31.0, 46.0, 45.75)","(11.0, 15.0, 14.25)","(71.0, 110.0, 98.86363636363636)","(31.0, 50.0, 42.18181818181818)","(41.0, 70.0, 72.95454545454545)","(31.0, 55.0, 51.666666666666664)"
07-01-2023 16:56:46.350663,"(1.75, 1.96, 1.9597630331753555)","(4.8, 5.4, 5.312765957446809)","(71.0, 140.0, 131.1764705882353)","(18.0, 27.0, 26.166666666666668)","(21.0, 29.0, 28.93877551020408)","(15.0, 19.0, 18.875)","(61.0, 130.0, 114.44444444444444)","(31.0, 46.0, 45.8)","(11.0, 14.5, 14.25)","(71.0, 100.0, 99.21875)","(31.0, 48.0, 43.6)","(41.0, 75.0, 72.5)","(31.0, 55.0, 51.666666666666664)"
07-01-2023 16:56:47.621066,"(1.75, 1.97, 1.9608999999999999)","(4.8, 5.2, 5.178613861386139)","(71.0, 140.0, 134.0)","(18.0, 27.0, 26.217391304347828)","(21.0, 29.0, 28.610294117647058)","(15.0, 19.0, 19.12)","(61.0, 130.0, 115.51724137931035)","(31.0, 46.0, 45.8)","(11.0, 14.5, 14.321428571428571)","(71.0, 100.0, 98.52941176470588)","(31.0, 46.0, 41.333333333333336)","(41.0, 75.0, 79.11764705882354)","(31.0, 55.0, 52.58620689655172)"
07-01-2023 16:56:49.344854,"(1.75, 1.97, 1.9602611940298507)","(4.8, 5.2, 5.176585365853659)","(71.0, 130.0, 129.1304347826087)","(18.0, 27.0, 26.615384615384617)","(21.0, 29.0, 28.107142857142858)","(15.0, 20.0, 18.822580645161292)","(61.0, 130.0, 115.51724137931035)","(31.0, 46.0, 45.55555555555556)","(11.0, 14.5, 14.321428571428571)","(71.0, 100.0, 98.52941176470588)","(31.0, 44.0, 40.57142857142857)","(41.0, 85.0, 77.0)","(31.0, 55.0, 52.58620689655172)"
07-01-2023 16:56:50.798861,"(1.75, 1.97, 1.96440329218107)","(4.8, 5.2, 5.179347826086957)","(71.0, 130.0, 129.23076923076923)","(18.0, 27.0, 26.583333333333332)","(21.0, 29.0, 28.242424242424242)","(15.0, 19.5, 19.033333333333335)","(61.0, 130.0, 117.27272727272728)","(31.0, 46.0, 45.29032258064516)","(11.0, 14.5, 14.835443037974684)","(71.0, 100.0, 98.75)","(31.0, 44.0, 40.69565217391305)","(41.0, 85.0, 79.11764705882354)","(31.0, 55.0, 53.0)"
07-01-2023 16:56:52.249517,"(1.75, 1.97, 1.96440329218107)","(4.8, 5.2, 5.279166666666667)","(71.0, 130.0, 129.23076923076923)","(18.0, 27.0, 26.666666666666668)","(21.0, 29.0, 28.18032786885246)","(15.0, 19.5, 19.071428571428573)","(61.0, 130.0, 117.27272727272728)","(31.0, 48.0, 45.5)","(11.0, 15.0, 14.858333333333333)","(71.0, 100.0, 98.75)","(31.0, 44.0, 40.69565217391305)","(41.0, 80.0, 79.11764705882354)","(41.0, 55.0, 53.0)"
07-01-2023 16:56:53.695765,"(1.75, 1.97, 1.9441113490364026)","(4.8, 5.3, 5.285135135135135)","(71.0, 130.0, 129.23076923076923)","(18.0, 27.0, 26.666666666666668)","(21.0, 29.0, 28.18032786885246)","(15.0, 19.5, 19.10377358490566)","(61.0, 130.0, 117.64705882352942)","(31.0, 46.0, 44.90909090909091)","(11.0, 15.0, 14.436)","(71.0, 100.0, 98.80952380952381)","(31.0, 44.0, 40.38095238095238)","(41.0, 80.0, 79.21052631578948)","(41.0, 55.0, 53.108108108108105)"
