,Ill Be Gone,Rudibatootie,Drake Passage,Regal Duke,Tactfull,Fournaise,Belluna,Jahbath,White Heath,Parisian Veil,Socialite Miss,Bostock Raider
07-01-2023 15:30:19.654145,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.78, 2.7923809523809524)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.4, 9.386206896551725)","(16.0, 26.0, 25.636363636363637)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.5, 16.033333333333335)","(8.0, 9.2, 9.036363636363637)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:21.654968,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.8, 2.7928358208955224)","(31.0, 48.0, 44.57142857142857)","(6.5, 9.4, 9.386206896551725)","(16.0, 26.0, 24.636363636363637)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.9)","(8.0, 9.2, 9.036363636363637)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:23.596073,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.8, 2.7928358208955224)","(31.0, 48.0, 44.666666666666664)","(6.5, 9.4, 9.383333333333333)","(16.0, 25.0, 24.636363636363637)","(61.0, 190.0, 185.83333333333334)","(14.0, 16.0, 15.9)","(8.0, 9.2, 9.036363636363637)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:25.229326,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.364583333333334)","(12.0, 17.0, 16.72093023255814)","(2.45, 2.8, 2.7928358208955224)","(31.0, 48.0, 44.666666666666664)","(6.5, 9.4, 9.383333333333333)","(18.0, 25.0, 24.636363636363637)","(61.0, 190.0, 195.0)","(14.0, 16.0, 15.9)","(8.0, 9.2, 9.036363636363637)","(9.0, 11.0, 10.875)"
07-01-2023 15:30:26.829558,"(31.0, 120.0, 90.0)","(26.0, 48.0, 47.0)","(7.0, 10.5, 10.348837209302326)","(12.0, 17.0, 16.434782608695652)","(2.45, 2.8, 2.84)","(31.0, 48.0, 42.54545454545455)","(6.5, 9.4, 9.1625)","(18.0, 25.0, 24.333333333333332)","(61.0, 220.0, 186.31578947368422)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.2, 9.088888888888889)","(9.0, 11.0, 10.818181818181818)"
07-01-2023 15:30:28.862398,"(31.0, 120.0, 92.5)","(26.0, 48.0, 47.4)","(7.0, 10.5, 10.375)","(12.0, 16.5, 16.444444444444443)","(2.45, 2.86, 2.8114285714285714)","(31.0, 48.0, 43.714285714285715)","(6.5, 9.2, 9.1625)","(18.0, 25.0, 24.333333333333332)","(61.0, 220.0, 204.16666666666666)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.4, 9.088888888888889)","(9.0, 11.0, 10.818181818181818)"
07-01-2023 15:30:30.581995,"(31.0, 110.0, 92.5)","(26.0, 48.0, 47.4)","(7.0, 10.5, 10.348837209302326)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.8114285714285714)","(31.0, 48.0, 42.54545454545455)","(6.5, 9.2, 9.1625)","(18.0, 25.0, 24.333333333333332)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.4, 9.088888888888889)","(9.0, 11.0, 10.818181818181818)"
07-01-2023 15:30:32.438814,"(31.0, 110.0, 92.5)","(26.0, 48.0, 47.4)","(7.0, 10.5, 10.288288288288289)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.8114285714285714)","(31.0, 48.0, 42.54545454545455)","(6.5, 9.2, 9.1625)","(18.0, 25.0, 24.333333333333332)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.4, 9.088888888888889)","(9.0, 11.0, 10.818181818181818)"
07-01-2023 15:30:34.168694,"(31.0, 110.0, 92.5)","(26.0, 48.0, 47.4)","(7.0, 11.0, 10.288288288288289)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.8114285714285714)","(31.0, 48.0, 42.54545454545455)","(6.5, 9.2, 9.1625)","(18.0, 25.0, 24.333333333333332)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.4, 9.088888888888889)","(9.0, 11.0, 10.818181818181818)"
07-01-2023 15:30:35.826931,"(31.0, 110.0, 92.5)","(26.0, 48.0, 47.4)","(7.0, 11.0, 10.363636363636363)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.828888888888889)","(31.0, 48.0, 42.54545454545455)","(6.5, 9.2, 9.365217391304348)","(18.0, 25.0, 24.333333333333332)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.4, 9.088888888888889)","(9.0, 11.0, 10.818181818181818)"
07-01-2023 15:30:37.744926,"(31.0, 110.0, 92.5)","(26.0, 48.0, 47.4)","(7.0, 10.5, 10.363636363636363)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.828888888888889)","(31.0, 48.0, 42.54545454545455)","(6.5, 9.6, 9.336842105263157)","(18.0, 25.0, 24.333333333333332)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.846153846153847)","(8.0, 9.4, 9.088888888888889)","(9.0, 11.0, 10.833333333333334)"
07-01-2023 15:30:39.547996,"(31.0, 110.0, 92.5)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.363636363636363)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.828888888888889)","(31.0, 48.0, 43.333333333333336)","(6.5, 9.4, 9.336842105263157)","(18.0, 25.0, 23.933333333333334)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.65625)","(8.0, 9.4, 9.066666666666666)","(9.0, 11.5, 10.85483870967742)"
07-01-2023 15:30:41.174875,"(31.0, 110.0, 92.5)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.363636363636363)","(12.0, 16.5, 16.352941176470587)","(2.45, 2.84, 2.828888888888889)","(31.0, 46.0, 40.0)","(6.5, 9.4, 9.389473684210527)","(18.0, 25.0, 23.933333333333334)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.65625)","(8.0, 9.4, 9.066666666666666)","(9.0, 11.5, 10.85483870967742)"
07-01-2023 15:30:42.781405,"(31.0, 110.0, 92.5)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.363636363636363)","(12.0, 16.5, 16.261904761904763)","(2.45, 2.84, 2.833220338983051)","(31.0, 46.0, 40.0)","(6.5, 9.4, 9.389473684210527)","(18.0, 25.0, 23.933333333333334)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.65625)","(8.0, 9.4, 9.066666666666666)","(9.0, 11.5, 10.85483870967742)"
07-01-2023 15:30:44.478129,"(31.0, 120.0, 81.42857142857143)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.363636363636363)","(12.0, 16.5, 16.261904761904763)","(2.45, 2.84, 2.833220338983051)","(31.0, 46.0, 40.0)","(6.5, 9.4, 9.389473684210527)","(18.0, 25.0, 23.933333333333334)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.65625)","(8.0, 9.4, 9.066666666666666)","(9.0, 11.5, 10.866666666666667)"
07-01-2023 15:30:46.155259,"(31.0, 120.0, 81.42857142857143)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.363636363636363)","(12.0, 16.5, 16.261904761904763)","(2.45, 2.84, 2.835)","(31.0, 46.0, 40.285714285714285)","(6.5, 9.4, 9.389473684210527)","(18.0, 25.0, 23.933333333333334)","(61.0, 210.0, 188.125)","(14.0, 16.0, 15.65625)","(8.0, 9.4, 8.911111111111111)","(9.0, 11.0, 10.866666666666667)"
07-01-2023 15:30:48.508317,"(31.0, 120.0, 81.42857142857143)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.306451612903226)","(12.0, 16.5, 16.261904761904763)","(2.45, 2.86, 2.8309090909090906)","(31.0, 46.0, 40.285714285714285)","(6.5, 9.4, 9.625)","(18.0, 25.0, 23.933333333333334)","(61.0, 210.0, 160.0)","(14.0, 16.0, 15.65625)","(8.0, 9.2, 8.911111111111111)","(9.0, 11.0, 10.866666666666667)"
07-01-2023 15:30:50.529167,"(31.0, 120.0, 81.42857142857143)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.306451612903226)","(12.0, 16.5, 14.767857142857142)","(2.45, 2.84, 2.832)","(31.0, 46.0, 40.285714285714285)","(6.5, 9.8, 9.718518518518518)","(18.0, 25.0, 24.272727272727273)","(61.0, 210.0, 160.0)","(14.0, 16.0, 15.607142857142858)","(8.0, 9.2, 8.911111111111111)","(9.0, 11.0, 10.866666666666667)"
07-01-2023 15:30:52.443509,"(31.0, 120.0, 81.42857142857143)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.306451612903226)","(12.0, 16.0, 15.148148148148149)","(2.45, 2.84, 2.7878873239436617)","(31.0, 46.0, 40.285714285714285)","(6.5, 10.0, 9.718518518518518)","(18.0, 25.0, 24.272727272727273)","(61.0, 210.0, 160.0)","(14.0, 16.0, 15.607142857142858)","(8.0, 9.2, 8.911111111111111)","(9.0, 11.0, 10.866666666666667)"
07-01-2023 15:30:54.346493,"(31.0, 120.0, 81.42857142857143)","(26.0, 48.0, 46.0)","(7.0, 10.5, 10.541666666666666)","(12.0, 16.0, 14.673076923076923)","(2.45, 2.8, 2.7685714285714287)","(31.0, 46.0, 40.285714285714285)","(6.5, 10.0, 9.866666666666667)","(18.0, 25.0, 24.272727272727273)","(61.0, 210.0, 160.0)","(14.0, 16.0, 15.607142857142858)","(8.0, 9.2, 8.911111111111111)","(9.0, 11.0, 10.866666666666667)"
07-01-2023 15:30:56.262536,"(31.0, 120.0, 97.5)","(26.0, 48.0, 46.0)","(7.5, 11.0, 10.478260869565217)","(12.0, 16.0, 15.382352941176471)","(2.45, 2.78, 2.772)","(26.0, 46.0, 40.285714285714285)","(7.5, 10.0, 9.866666666666667)","(18.0, 25.0, 24.272727272727273)","(71.0, 210.0, 160.0)","(13.0, 16.0, 15.733333333333333)","(8.0, 9.2, 8.895238095238096)","(9.0, 11.0, 10.789473684210526)"
07-01-2023 15:30:58.304824,"(41.0, 120.0, 100.71428571428572)","(26.0, 48.0, 46.0)","(7.5, 11.0, 10.478260869565217)","(12.0, 15.5, 15.291666666666666)","(2.45, 2.78, 2.772)","(26.0, 46.0, 40.44444444444444)","(7.5, 10.0, 9.895652173913044)","(18.0, 25.0, 24.272727272727273)","(71.0, 210.0, 160.0)","(13.0, 16.0, 15.733333333333333)","(8.0, 9.0, 8.895238095238096)","(9.0, 11.5, 10.789473684210526)"
07-01-2023 15:31:00.303086,"(41.0, 120.0, 90.0)","(26.0, 48.0, 46.0)","(7.5, 11.0, 10.5)","(12.0, 15.5, 15.166666666666666)","(2.45, 2.78, 2.685)","(26.0, 46.0, 42.15384615384615)","(7.5, 10.0, 10.88888888888889)","(18.0, 25.0, 24.333333333333332)","(71.0, 210.0, 160.0)","(13.0, 16.0, 15.692307692307692)","(8.0, 9.0, 8.895238095238096)","(9.0, 11.5, 10.789473684210526)"
07-01-2023 15:31:02.231013,"(41.0, 120.0, 90.0)","(26.0, 48.0, 46.0)","(7.5, 11.0, 10.470588235294118)","(12.0, 15.5, 15.166666666666666)","(2.45, 2.7, 2.685)","(26.0, 46.0, 42.15384615384615)","(7.5, 11.0, 10.705882352941176)","(18.0, 25.0, 24.333333333333332)","(71.0, 210.0, 160.0)","(13.0, 16.5, 15.8125)","(8.0, 9.0, 8.895238095238096)","(9.0, 11.5, 10.789473684210526)"
07-01-2023 15:31:04.095063,"(41.0, 120.0, 90.0)","(26.0, 48.0, 46.0)","(7.5, 11.0, 10.470588235294118)","(12.0, 15.5, 15.166666666666666)","(2.45, 2.7, 2.7)","(26.0, 46.0, 42.15384615384615)","(7.5, 11.0, 10.1)","(18.0, 25.0, 24.666666666666668)","(71.0, 210.0, 160.0)","(13.0, 16.5, 15.911764705882353)","(8.0, 9.0, 8.89090909090909)","(9.0, 11.5, 10.703703703703704)"
07-01-2023 15:31:05.903161,"(41.0, 120.0, 94.28571428571428)","(26.0, 48.0, 47.904761904761905)","(7.5, 11.0, 10.885542168674698)","(12.0, 15.5, 15.304878048780488)","(2.45, 2.74, 2.7088)","(26.0, 46.0, 39.27272727272727)","(7.5, 10.5, 10.07638888888889)","(18.0, 25.0, 25.764705882352942)","(61.0, 210.0, 191.25)","(13.0, 16.5, 15.32)","(8.0, 9.0, 8.741935483870968)","(9.0, 11.5, 10.703703703703704)"
07-01-2023 15:31:07.623238,"(41.0, 120.0, 111.25)","(26.0, 48.0, 47.904761904761905)","(7.5, 11.0, 10.91025641025641)","(12.0, 15.5, 15.264705882352942)","(2.45, 2.72, 2.7088)","(26.0, 42.0, 39.27272727272727)","(7.5, 10.5, 10.03076923076923)","(18.0, 26.0, 25.764705882352942)","(61.0, 210.0, 191.25)","(13.0, 16.0, 15.32)","(8.0, 8.8, 8.745454545454546)","(9.0, 11.5, 10.703703703703704)"
07-01-2023 15:31:09.387180,"(41.0, 120.0, 111.25)","(26.0, 48.0, 47.904761904761905)","(7.5, 11.0, 10.91025641025641)","(12.0, 15.5, 15.264705882352942)","(2.45, 2.72, 2.7088)","(26.0, 42.0, 39.27272727272727)","(7.5, 10.5, 10.03076923076923)","(18.0, 26.0, 25.764705882352942)","(61.0, 210.0, 191.25)","(13.0, 16.0, 15.32)","(8.0, 8.8, 8.745454545454546)","(9.0, 11.5, 10.703703703703704)"
07-01-2023 15:31:11.142268,"(41.0, 120.0, 111.25)","(26.0, 48.0, 47.888888888888886)","(7.5, 11.0, 10.932432432432432)","(12.0, 15.5, 15.329787234042554)","(2.45, 2.72, 2.7088)","(26.0, 42.0, 39.27272727272727)","(7.5, 10.5, 9.910891089108912)","(18.0, 26.0, 25.764705882352942)","(61.0, 210.0, 191.25)","(13.0, 16.0, 15.32)","(8.0, 8.8, 8.745454545454546)","(9.0, 11.5, 10.703703703703704)"
07-01-2023 15:31:12.944367,"(41.0, 120.0, 111.25)","(26.0, 48.0, 47.888888888888886)","(8.0, 11.0, 10.935064935064934)","(11.0, 15.5, 15.329787234042554)","(2.45, 2.72, 2.7088)","(26.0, 42.0, 39.27272727272727)","(7.5, 10.5, 9.910891089108912)","(18.0, 26.0, 25.764705882352942)","(61.0, 210.0, 180.0)","(13.0, 16.0, 15.30188679245283)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.75)"
07-01-2023 15:31:14.755757,"(41.0, 120.0, 111.25)","(26.0, 48.0, 47.888888888888886)","(8.0, 11.0, 10.945054945054945)","(12.0, 15.5, 15.277777777777779)","(2.45, 2.72, 2.7162162162162162)","(26.0, 42.0, 39.42857142857143)","(7.5, 10.5, 9.88659793814433)","(18.0, 26.0, 25.764705882352942)","(61.0, 210.0, 180.0)","(13.0, 16.0, 15.385714285714286)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.789473684210526)"
07-01-2023 15:31:16.523667,"(41.0, 120.0, 111.25)","(26.0, 48.0, 47.888888888888886)","(8.0, 11.0, 10.945054945054945)","(12.0, 15.5, 15.277777777777779)","(2.45, 2.72, 2.7324324324324327)","(26.0, 40.0, 39.2)","(7.5, 10.5, 9.910891089108912)","(18.0, 26.0, 25.862068965517242)","(61.0, 210.0, 180.0)","(13.0, 15.5, 15.38888888888889)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.703703703703704)"
07-01-2023 15:31:18.328525,"(41.0, 120.0, 112.22222222222223)","(26.0, 48.0, 47.92307692307692)","(8.0, 11.0, 10.945054945054945)","(12.0, 15.5, 15.34)","(2.45, 2.74, 2.7361643835616443)","(26.0, 40.0, 39.2)","(7.5, 10.5, 9.88659793814433)","(18.0, 26.0, 25.862068965517242)","(61.0, 210.0, 180.0)","(13.0, 15.5, 15.38888888888889)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.696428571428571)"
07-01-2023 15:31:20.136159,"(41.0, 120.0, 111.76470588235294)","(26.0, 48.0, 47.92307692307692)","(8.0, 11.0, 10.945054945054945)","(12.0, 15.5, 15.34)","(2.45, 2.74, 2.7361643835616443)","(26.0, 40.0, 39.2)","(7.5, 10.5, 9.88659793814433)","(18.0, 26.0, 25.862068965517242)","(61.0, 210.0, 180.0)","(13.0, 15.5, 15.38888888888889)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.696428571428571)"
07-01-2023 15:31:21.974268,"(41.0, 120.0, 96.0)","(26.0, 48.0, 47.92307692307692)","(8.0, 11.0, 10.878504672897197)","(12.0, 15.5, 15.277777777777779)","(2.45, 2.74, 2.7366265060240966)","(26.0, 40.0, 39.368421052631575)","(7.5, 10.5, 9.88659793814433)","(18.0, 26.0, 25.862068965517242)","(61.0, 210.0, 180.0)","(13.0, 15.5, 15.38888888888889)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.696428571428571)"
07-01-2023 15:31:23.766010,"(41.0, 120.0, 96.0)","(26.0, 48.0, 47.92307692307692)","(8.0, 11.0, 10.878504672897197)","(11.0, 15.5, 15.277777777777779)","(2.45, 2.74, 2.7366265060240966)","(26.0, 40.0, 39.3)","(7.5, 10.5, 9.88659793814433)","(18.0, 26.0, 25.862068965517242)","(61.0, 210.0, 180.0)","(13.0, 15.5, 15.4)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.696428571428571)"
07-01-2023 15:31:25.455466,"(41.0, 120.0, 96.0)","(26.0, 48.0, 47.92307692307692)","(8.0, 11.0, 10.878504672897197)","(11.0, 15.5, 15.26)","(2.45, 2.74, 2.7283333333333335)","(26.0, 40.0, 39.3)","(7.5, 10.5, 9.910891089108912)","(18.0, 26.0, 25.862068965517242)","(61.0, 210.0, 180.0)","(13.0, 14.5, 14.091836734693878)","(8.0, 8.8, 8.737142857142857)","(9.0, 11.5, 10.73728813559322)"
07-01-2023 15:31:27.216309,"(41.0, 120.0, 96.0)","(26.0, 48.0, 47.88235294117647)","(8.0, 11.0, 10.825396825396826)","(11.0, 15.5, 15.26)","(2.45, 2.74, 2.7283333333333335)","(26.0, 40.0, 40.8)","(7.5, 10.5, 9.921739130434784)","(18.0, 26.0, 25.714285714285715)","(61.0, 210.0, 180.0)","(13.0, 14.5, 14.071428571428571)","(8.0, 8.8, 8.964556962025316)","(9.0, 11.5, 10.868421052631579)"
07-01-2023 15:31:28.979010,"(41.0, 120.0, 96.0)","(26.0, 48.0, 47.88235294117647)","(8.0, 11.0, 10.825396825396826)","(11.0, 15.5, 15.26)","(2.45, 2.74, 2.7283333333333335)","(26.0, 42.0, 48.2)","(7.5, 10.5, 9.921739130434784)","(18.0, 26.0, 25.714285714285715)","(61.0, 210.0, 177.5)","(13.0, 14.5, 13.923076923076923)","(8.0, 9.0, 8.964556962025316)","(9.0, 11.5, 10.868421052631579)"
07-01-2023 15:31:30.761616,"(41.0, 120.0, 96.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.835820895522389)","(11.0, 15.5, 15.26)","(2.45, 2.74, 2.746086956521739)","(26.0, 55.0, 46.666666666666664)","(7.5, 10.5, 9.921739130434784)","(18.0, 26.0, 25.846153846153847)","(61.0, 200.0, 185.0)","(13.0, 14.0, 13.547413793103448)","(8.0, 9.0, 8.964556962025316)","(9.0, 11.5, 10.741379310344827)"
07-01-2023 15:31:32.593517,"(41.0, 120.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.833333333333334)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.746086956521739)","(26.0, 50.0, 46.666666666666664)","(7.5, 10.5, 10.084375)","(18.0, 26.0, 25.846153846153847)","(61.0, 200.0, 206.0)","(13.0, 14.0, 13.570512820512821)","(8.0, 9.0, 8.964556962025316)","(9.0, 11.5, 10.78)"
07-01-2023 15:31:34.677773,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.746086956521739)","(26.0, 50.0, 47.230769230769226)","(7.5, 10.5, 10.061538461538461)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 206.0)","(13.0, 14.0, 13.566265060240964)","(8.0, 9.0, 8.964556962025316)","(9.0, 11.5, 10.78)"
07-01-2023 15:31:36.726505,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.746086956521739)","(26.0, 50.0, 45.5)","(7.5, 10.5, 10.061538461538461)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 206.0)","(13.0, 14.0, 13.566265060240964)","(8.0, 9.0, 8.964556962025316)","(9.0, 11.5, 10.78)"
07-01-2023 15:31:39.114097,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.746086956521739)","(26.0, 48.0, 45.5)","(7.5, 10.5, 10.101)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 206.0)","(13.0, 14.0, 13.566265060240964)","(8.0, 9.2, 9.09142857142857)","(9.0, 11.5, 10.78)"
07-01-2023 15:31:41.495993,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.7386666666666666)","(26.0, 48.0, 45.5)","(7.5, 10.5, 10.1126213592233)","(18.0, 26.0, 25.714285714285715)","(61.0, 230.0, 190.0)","(13.0, 14.0, 13.526315789473685)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.75)"
07-01-2023 15:31:43.361073,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.7386666666666666)","(26.0, 48.0, 45.5)","(7.5, 10.5, 10.1126213592233)","(18.0, 26.0, 25.714285714285715)","(61.0, 230.0, 190.0)","(13.0, 14.0, 13.526315789473685)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.75)"
07-01-2023 15:31:45.248311,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.746086956521739)","(26.0, 48.0, 45.07692307692308)","(7.5, 10.5, 10.070967741935485)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 200.0)","(13.0, 14.0, 13.526315789473685)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.675)"
07-01-2023 15:31:47.130764,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.42857142857143)","(8.0, 11.0, 10.85135135135135)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.7393495934959353)","(26.0, 46.0, 44.125)","(7.5, 10.5, 10.070967741935485)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 200.0)","(13.0, 14.0, 13.581395348837209)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.675)"
07-01-2023 15:31:48.842062,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.666666666666664)","(8.0, 11.0, 10.840579710144928)","(11.0, 15.5, 15.26)","(2.45, 2.74, 2.732173913043478)","(26.0, 46.0, 44.125)","(7.5, 10.5, 10.070967741935485)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.581395348837209)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.675)"
07-01-2023 15:31:50.574587,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.666666666666664)","(8.0, 11.0, 10.840579710144928)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.732173913043478)","(26.0, 46.0, 44.4)","(7.5, 10.5, 10.070967741935485)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.581395348837209)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.666666666666666)"
07-01-2023 15:31:52.305891,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.666666666666664)","(8.0, 11.0, 10.88888888888889)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.732173913043478)","(26.0, 46.0, 44.4)","(7.5, 10.5, 10.070967741935485)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.526315789473685)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.666666666666666)"
07-01-2023 15:31:54.077199,"(41.0, 130.0, 118.75)","(26.0, 48.0, 47.75)","(8.0, 11.0, 10.88888888888889)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.7295238095238097)","(26.0, 46.0, 44.588235294117645)","(7.5, 10.5, 10.070967741935485)","(18.0, 26.0, 25.846153846153847)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.526315789473685)","(8.0, 9.0, 8.892307692307693)","(9.0, 11.0, 10.666666666666666)"
07-01-2023 15:31:55.821092,"(41.0, 130.0, 112.0)","(26.0, 48.0, 47.6)","(8.0, 11.0, 10.845070422535212)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.759310344827586)","(26.0, 46.0, 44.588235294117645)","(7.5, 10.5, 10.092857142857143)","(18.0, 26.0, 25.789473684210527)","(61.0, 230.0, 190.0)","(12.0, 14.0, 13.604477611940299)","(8.0, 9.0, 8.89090909090909)","(9.0, 11.0, 10.674418604651162)"
07-01-2023 15:31:57.578543,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.75)","(8.0, 11.0, 10.845070422535212)","(11.0, 15.5, 15.26)","(2.45, 2.76, 2.775942028985507)","(26.0, 46.0, 44.8)","(7.5, 10.5, 10.068181818181818)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.604477611940299)","(8.0, 9.2, 8.89090909090909)","(9.0, 11.0, 10.434782608695652)"
07-01-2023 15:31:59.126366,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.75)","(8.0, 11.0, 10.833333333333334)","(11.0, 15.5, 15.26)","(2.45, 2.78, 2.7783333333333333)","(26.0, 46.0, 44.8)","(7.5, 10.5, 10.068181818181818)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.604477611940299)","(8.0, 9.2, 8.89090909090909)","(9.0, 11.0, 10.434782608695652)"
07-01-2023 15:32:00.697424,"(41.0, 130.0, 110.0)","(26.0, 48.0, 47.75)","(8.0, 11.0, 10.715909090909092)","(11.0, 15.5, 15.26)","(2.45, 2.78, 2.7783333333333333)","(26.0, 46.0, 45.05263157894737)","(7.5, 10.5, 10.068181818181818)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.604477611940299)","(8.0, 9.2, 8.89090909090909)","(9.0, 11.0, 10.434782608695652)"
07-01-2023 15:32:02.296253,"(41.0, 130.0, 110.0)","(26.0, 48.0, 49.375)","(8.0, 11.0, 10.754901960784313)","(11.0, 15.5, 15.285714285714286)","(2.45, 2.78, 2.77864406779661)","(26.0, 46.0, 45.05263157894737)","(7.5, 10.5, 9.90967741935484)","(18.0, 26.0, 25.870967741935484)","(61.0, 230.0, 200.0)","(12.0, 14.0, 13.604477611940299)","(8.0, 9.2, 8.933333333333334)","(9.0, 11.0, 10.506849315068493)"
