,Golden Scotch,Kanji Uganda,Lacey Star,Aston Michigan,Just Enough,Jellybean Jam
11-01-2023 17:50:39.569628,"(21.0, 26.0, 24.285714285714285)","(3.0, 3.45, 3.427777777777778)","(1.85, 2.18, 2.1633333333333336)","(5.0, 7.8, 7.693333333333333)","(41.0, 110.0, 104.0)","(10.0, 16.5, 15.933333333333334)"
11-01-2023 17:50:40.740366,"(21.0, 26.0, 24.285714285714285)","(3.0, 3.45, 3.413157894736842)","(1.85, 2.18, 2.148)","(5.0, 7.8, 7.631578947368421)","(41.0, 110.0, 105.0)","(10.0, 16.0, 16.125)"
11-01-2023 17:50:41.796317,"(19.0, 26.0, 24.46153846153846)","(2.8, 3.45, 3.443203883495146)","(1.85, 2.16, 2.1433333333333335)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 15.714285714285714)"
11-01-2023 17:50:42.759153,"(19.0, 26.0, 24.46153846153846)","(2.8, 3.5, 3.4963157894736843)","(1.85, 2.16, 2.1433333333333335)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 15.84)"
11-01-2023 17:50:43.672386,"(19.0, 26.0, 24.46153846153846)","(2.8, 3.5, 3.4959302325581394)","(1.85, 2.16, 2.1393103448275865)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 15.84)"
11-01-2023 17:50:44.643458,"(19.0, 26.0, 24.0)","(2.8, 3.5, 3.4959302325581394)","(1.85, 2.16, 2.128)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 15.84)"
11-01-2023 17:50:45.665160,"(19.0, 26.0, 23.81818181818182)","(2.8, 3.5, 3.484)","(1.85, 2.14, 2.131111111111111)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 15.625)"
11-01-2023 17:50:46.615085,"(19.0, 25.0, 24.5)","(2.8, 3.5, 3.484)","(1.85, 2.14, 2.131111111111111)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 15.916666666666666)"
11-01-2023 17:50:47.696182,"(19.0, 25.0, 24.5)","(2.8, 3.5, 3.484)","(1.85, 2.16, 2.132)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 105.0)","(10.0, 16.5, 16.3)"
11-01-2023 17:50:48.804459,"(19.0, 25.0, 24.4)","(2.8, 3.5, 3.4857142857142858)","(1.85, 2.14, 2.1228571428571428)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 102.5)","(10.0, 16.5, 16.352941176470587)"
11-01-2023 17:50:49.850453,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.5, 3.4577586206896553)","(1.85, 2.16, 2.1228571428571428)","(5.5, 7.8, 7.615384615384616)","(51.0, 110.0, 102.85714285714286)","(10.0, 17.0, 16.3)"
11-01-2023 17:50:50.859078,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.5, 3.4577586206896553)","(1.85, 2.16, 2.1228571428571428)","(5.5, 7.8, 7.591304347826087)","(51.0, 110.0, 102.85714285714286)","(10.0, 17.0, 16.3)"
11-01-2023 17:50:52.140630,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.5, 3.4609756097560975)","(1.85, 2.16, 2.1333333333333333)","(5.5, 7.8, 7.591304347826087)","(51.0, 110.0, 102.85714285714286)","(10.0, 17.0, 16.3)"
11-01-2023 17:50:53.503957,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.5, 3.473076923076923)","(1.85, 2.16, 2.1333333333333333)","(5.5, 7.8, 7.593103448275862)","(51.0, 110.0, 102.85714285714286)","(10.0, 17.0, 16.3)"
11-01-2023 17:50:54.612032,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.55, 3.480232558139535)","(1.85, 2.16, 2.1333333333333333)","(5.5, 7.8, 7.593103448275862)","(51.0, 110.0, 102.85714285714286)","(10.0, 17.0, 16.3)"
11-01-2023 17:50:55.831931,"(19.0, 26.0, 23.75)","(2.8, 3.55, 3.5238636363636364)","(1.85, 2.16, 2.1452631578947368)","(5.5, 7.8, 7.657142857142857)","(51.0, 110.0, 102.85714285714286)","(10.0, 17.0, 18.333333333333332)"
11-01-2023 17:50:56.882155,"(19.0, 26.0, 23.75)","(2.8, 3.35, 3.2842857142857143)","(1.85, 2.16, 2.1452631578947368)","(5.5, 7.8, 7.657142857142857)","(51.0, 110.0, 102.85714285714286)","(10.0, 19.0, 18.4)"
11-01-2023 17:50:57.857991,"(19.0, 26.0, 23.75)","(2.8, 3.35, 3.274806201550388)","(1.85, 2.16, 2.147341772151899)","(5.5, 7.8, 7.6761904761904765)","(51.0, 110.0, 102.85714285714286)","(10.0, 19.0, 18.666666666666668)"
11-01-2023 17:50:59.003841,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.35, 3.2711382113821137)","(1.85, 2.2, 2.1912000000000003)","(5.5, 7.8, 7.385185185185185)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.666666666666668)"
11-01-2023 17:51:00.027118,"(19.0, 25.0, 24.333333333333332)","(2.8, 3.35, 3.268487394957983)","(1.85, 2.2, 2.1912000000000003)","(5.5, 7.4, 7.544827586206896)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.8125)"
11-01-2023 17:51:00.939475,"(19.0, 26.0, 23.857142857142858)","(2.8, 3.25, 3.2323529411764707)","(1.85, 2.22, 2.2150000000000003)","(5.5, 7.6, 7.542857142857143)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.625)"
11-01-2023 17:51:01.895072,"(19.0, 26.0, 23.857142857142858)","(2.8, 3.35, 3.309090909090909)","(1.85, 2.22, 2.194)","(5.5, 7.4, 7.392)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.8125)"
11-01-2023 17:51:02.959216,"(19.0, 26.0, 23.857142857142858)","(2.8, 3.35, 3.2732876712328767)","(1.85, 2.22, 2.219130434782609)","(5.5, 7.4, 7.3420289855072465)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.8125)"
11-01-2023 17:51:03.923071,"(19.0, 26.0, 23.857142857142858)","(2.8, 3.35, 3.27)","(1.85, 2.24, 2.219130434782609)","(5.5, 7.4, 7.3420289855072465)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.8125)"
11-01-2023 17:51:04.875145,"(19.0, 26.0, 25.72222222222222)","(2.8, 3.3, 3.2622222222222224)","(1.85, 2.24, 2.219130434782609)","(5.5, 7.4, 7.323287671232877)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.625)"
11-01-2023 17:51:05.806914,"(19.0, 29.0, 27.476190476190474)","(2.8, 3.3, 3.2653061224489797)","(1.85, 2.24, 2.219130434782609)","(5.5, 7.4, 7.08421052631579)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.8125)"
11-01-2023 17:51:06.752078,"(19.0, 29.0, 26.428571428571427)","(2.8, 3.25, 3.23)","(1.85, 2.24, 2.2272727272727275)","(5.5, 7.2, 7.08421052631579)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.5)"
11-01-2023 17:51:07.758807,"(19.0, 29.0, 27.363636363636363)","(2.8, 3.2, 3.1205546492659053)","(1.85, 2.26, 2.2435897435897436)","(5.5, 7.2, 6.908695652173913)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.833333333333332)"
11-01-2023 17:51:08.756939,"(19.0, 29.0, 28.0)","(2.8, 3.2, 3.121069692058347)","(1.85, 2.26, 2.242962962962963)","(5.5, 7.0, 6.908695652173913)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.75)"
11-01-2023 17:51:09.727297,"(19.0, 32.0, 31.25)","(2.8, 3.2, 3.1210272873194222)","(1.85, 2.26, 2.242962962962963)","(5.5, 7.0, 6.908695652173913)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.875)"
11-01-2023 17:51:10.613075,"(19.0, 32.0, 29.03846153846154)","(2.8, 3.2, 3.1210272873194222)","(1.85, 2.26, 2.2433333333333336)","(5.5, 7.0, 6.908695652173913)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 18.875)"
11-01-2023 17:51:11.625898,"(19.0, 32.0, 27.41176470588235)","(2.8, 3.2, 3.1211290322580645)","(1.85, 2.26, 2.2475)","(5.5, 7.0, 6.889285714285714)","(51.0, 110.0, 101.66666666666667)","(10.0, 19.0, 19.863636363636363)"
11-01-2023 17:51:12.630700,"(19.0, 32.0, 28.1)","(2.8, 3.2, 3.1196825396825396)","(1.85, 2.26, 2.248181818181818)","(5.5, 7.0, 6.889285714285714)","(51.0, 110.0, 101.66666666666667)","(10.0, 20.0, 19.5)"
11-01-2023 17:51:13.597261,"(19.0, 32.0, 28.285714285714285)","(2.8, 3.2, 3.1189320388349517)","(1.85, 2.26, 2.248181818181818)","(5.5, 7.0, 6.85)","(51.0, 110.0, 102.5)","(10.0, 21.0, 19.25)"
11-01-2023 17:51:14.535109,"(19.0, 32.0, 28.454545454545453)","(2.8, 3.2, 3.1184168012924074)","(1.85, 2.28, 2.2674999999999996)","(5.5, 7.0, 6.809090909090909)","(51.0, 140.0, 134.44444444444446)","(10.0, 21.0, 20.666666666666668)"
11-01-2023 17:51:15.445062,"(20.0, 32.0, 29.0)","(2.7, 3.0, 2.991654676258993)","(1.85, 2.34, 2.3345454545454545)","(5.5, 7.0, 6.88)","(51.0, 170.0, 134.0)","(10.0, 21.0, 20.25)"
11-01-2023 17:51:16.473657,"(20.0, 30.0, 28.90909090909091)","(2.7, 3.05, 3.01)","(1.85, 2.34, 2.3099999999999996)","(5.5, 7.2, 6.936842105263158)","(51.0, 170.0, 144.28571428571428)","(10.0, 21.0, 20.5)"
11-01-2023 17:51:17.481669,"(20.0, 30.0, 28.46153846153846)","(2.7, 3.05, 3.010625)","(1.85, 2.34, 2.313333333333333)","(5.5, 7.0, 6.8933333333333335)","(51.0, 170.0, 144.28571428571428)","(10.0, 21.0, 20.5)"
11-01-2023 17:51:18.517813,"(19.0, 30.0, 27.5)","(2.7, 3.05, 3.0052083333333335)","(1.9, 2.34, 2.3191304347826085)","(5.5, 7.0, 6.903030303030303)","(51.0, 170.0, 146.0)","(11.0, 21.0, 20.5)"
11-01-2023 17:51:19.395619,"(19.0, 30.0, 27.6)","(2.7, 3.0, 2.9657142857142857)","(1.9, 2.34, 2.3314285714285714)","(5.5, 7.0, 6.903030303030303)","(51.0, 170.0, 146.0)","(11.0, 21.0, 20.5)"
11-01-2023 17:51:20.333694,"(19.0, 30.0, 24.75)","(2.7, 2.96, 2.9484)","(1.9, 2.36, 2.3514285714285714)","(5.5, 7.0, 6.881081081081081)","(51.0, 170.0, 151.8181818181818)","(11.0, 21.0, 20.7)"
11-01-2023 17:51:21.376879,"(19.0, 29.0, 25.818181818181817)","(2.7, 2.9, 2.88125)","(1.9, 2.4, 2.3984)","(5.5, 7.0, 6.868421052631579)","(51.0, 170.0, 150.0)","(11.0, 21.0, 20.7)"
11-01-2023 17:51:22.374022,"(19.0, 29.0, 26.352941176470587)","(2.7, 2.88, 2.875862068965517)","(1.9, 2.42, 2.417777777777778)","(5.5, 7.0, 6.868421052631579)","(51.0, 170.0, 150.0)","(11.0, 21.0, 20.5)"
11-01-2023 17:51:23.309347,"(19.0, 29.0, 26.352941176470587)","(2.7, 2.86, 2.842941176470588)","(1.9, 2.42, 2.4171428571428573)","(5.5, 7.0, 6.868421052631579)","(51.0, 170.0, 150.0)","(11.0, 21.0, 20.833333333333332)"
11-01-2023 17:51:24.204271,"(19.0, 28.0, 27.6)","(2.7, 2.84, 2.83)","(1.9, 2.42, 2.418461538461538)","(5.5, 7.0, 6.868421052631579)","(51.0, 170.0, 150.0)","(11.0, 21.0, 20.833333333333332)"
11-01-2023 17:51:25.096929,"(19.0, 29.0, 27.0)","(2.6, 2.84, 2.835862068965517)","(1.9, 2.42, 2.4125)","(5.5, 7.0, 6.903030303030303)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.166666666666668)"
11-01-2023 17:51:26.113953,"(19.0, 29.0, 26.666666666666668)","(2.6, 2.84, 2.830222222222222)","(1.9, 2.44, 2.417777777777778)","(5.5, 7.0, 6.9)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.166666666666668)"
11-01-2023 17:51:27.097509,"(19.0, 30.0, 29.444444444444443)","(2.6, 2.8, 2.7871698113207546)","(1.9, 2.44, 2.4368421052631577)","(5.5, 7.0, 6.903030303030303)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.35)"
11-01-2023 17:51:27.935554,"(19.0, 30.0, 29.2)","(2.6, 2.78, 2.7704225352112677)","(1.9, 2.46, 2.454285714285714)","(5.5, 7.0, 6.9)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.35)"
11-01-2023 17:51:28.905593,"(19.0, 32.0, 28.333333333333332)","(2.6, 2.78, 2.767733333333333)","(1.9, 2.46, 2.4557142857142855)","(5.5, 7.0, 6.9)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.35)"
11-01-2023 17:51:29.951010,"(19.0, 30.0, 29.4)","(2.6, 2.78, 2.7684210526315787)","(1.9, 2.46, 2.4557142857142855)","(5.5, 7.0, 6.9)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.35)"
11-01-2023 17:51:31.021473,"(19.0, 30.0, 29.4)","(2.6, 2.78, 2.7684210526315787)","(1.9, 2.46, 2.432)","(5.5, 7.0, 7.020689655172414)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.214285714285715)"
11-01-2023 17:51:31.991572,"(19.0, 30.0, 29.4)","(2.6, 2.78, 2.763076923076923)","(1.9, 2.46, 2.4459999999999997)","(5.5, 7.2, 7.020689655172414)","(71.0, 170.0, 155.0)","(11.0, 23.0, 21.47826086956522)"
11-01-2023 17:51:32.887565,"(19.0, 30.0, 29.166666666666668)","(2.6, 2.76, 2.753939393939394)","(1.9, 2.46, 2.4472)","(5.5, 7.4, 7.247058823529412)","(71.0, 170.0, 155.0)","(11.0, 22.0, 21.47826086956522)"
11-01-2023 17:51:33.945251,"(19.0, 30.0, 28.0)","(2.6, 2.78, 2.7624)","(1.9, 2.44, 2.4270588235294115)","(5.5, 7.4, 7.377777777777777)","(71.0, 170.0, 151.25)","(11.0, 22.0, 21.47826086956522)"
11-01-2023 17:51:34.971042,"(19.0, 30.0, 28.0)","(2.6, 2.76, 2.7533333333333334)","(1.9, 2.44, 2.4270588235294115)","(5.5, 7.6, 7.377777777777777)","(71.0, 170.0, 151.25)","(11.0, 22.0, 21.47826086956522)"
11-01-2023 17:51:35.977261,"(19.0, 30.0, 28.0)","(2.6, 2.72, 2.7085714285714286)","(1.9, 2.44, 2.4346666666666668)","(5.5, 7.6, 7.419354838709677)","(71.0, 170.0, 150.0)","(11.0, 22.0, 21.076923076923077)"
11-01-2023 17:51:36.920995,"(19.0, 30.0, 26.8)","(2.6, 2.74, 2.711875)","(1.9, 2.44, 2.432258064516129)","(5.5, 7.6, 7.4)","(71.0, 160.0, 150.0)","(11.0, 22.0, 20.6)"
11-01-2023 17:51:37.808101,"(19.0, 29.0, 27.5)","(2.6, 2.74, 2.716393442622951)","(1.9, 2.44, 2.433846153846154)","(5.5, 7.6, 7.419354838709677)","(71.0, 160.0, 150.0)","(11.0, 22.0, 20.6)"
11-01-2023 17:51:38.861299,"(19.0, 29.0, 27.5)","(2.6, 2.74, 2.706588235294118)","(1.9, 2.46, 2.4657142857142857)","(5.5, 7.6, 7.4)","(71.0, 190.0, 170.0)","(11.0, 22.0, 20.6)"
11-01-2023 17:51:39.899293,"(19.0, 29.0, 28.666666666666668)","(2.6, 2.72, 2.7074285714285717)","(1.9, 2.5, 2.4699999999999998)","(5.5, 7.6, 7.49)","(71.0, 190.0, 155.0)","(11.0, 21.0, 20.142857142857142)"
11-01-2023 17:51:40.841490,"(19.0, 30.0, 28.666666666666668)","(2.6, 2.7, 2.6728813559322036)","(1.95, 2.48, 2.4727272727272727)","(6.0, 7.6, 7.49)","(71.0, 180.0, 155.0)","(11.0, 21.0, 19.941176470588236)"
11-01-2023 17:51:41.737910,"(19.0, 30.0, 29.5)","(2.6, 2.7, 2.674193548387097)","(1.95, 2.5, 2.4699999999999998)","(6.0, 7.6, 7.484210526315789)","(71.0, 180.0, 142.0)","(11.0, 21.0, 19.941176470588236)"
11-01-2023 17:51:42.796644,"(19.0, 30.0, 29.5)","(2.6, 2.7, 2.674193548387097)","(1.95, 2.5, 2.4589473684210525)","(6.0, 7.6, 7.515789473684211)","(71.0, 160.0, 143.33333333333334)","(11.0, 21.0, 19.941176470588236)"
11-01-2023 17:51:43.854775,"(19.0, 30.0, 29.5)","(2.6, 2.68, 2.6636363636363636)","(1.95, 2.5, 2.4726315789473685)","(6.0, 7.6, 7.5)","(71.0, 150.0, 138.0)","(11.0, 21.0, 19.2)"
11-01-2023 17:51:45.008001,"(19.0, 30.0, 29.5)","(2.6, 2.66, 2.655555555555556)","(1.95, 2.52, 2.488888888888889)","(6.0, 7.6, 7.453333333333333)","(71.0, 150.0, 134.0)","(11.0, 21.0, 19.142857142857142)"
11-01-2023 17:51:45.952423,"(19.0, 30.0, 29.5)","(2.6, 2.68, 2.654166666666667)","(1.95, 2.52, 2.488888888888889)","(6.0, 7.6, 7.453333333333333)","(71.0, 140.0, 131.25)","(11.0, 21.0, 20.333333333333332)"
11-01-2023 17:51:46.866203,"(19.0, 30.0, 29.25)","(2.6, 2.66, 2.645)","(1.95, 2.52, 2.51)","(6.0, 7.6, 7.492682926829268)","(71.0, 140.0, 131.25)","(11.0, 21.0, 20.333333333333332)"
11-01-2023 17:51:47.897575,"(19.0, 30.0, 29.25)","(2.6, 2.64, 2.626666666666667)","(1.95, 2.54, 2.5124324324324325)","(6.0, 7.6, 7.495238095238095)","(71.0, 140.0, 123.0)","(11.0, 22.0, 20.22222222222222)"
11-01-2023 17:51:48.966576,"(19.0, 30.0, 29.25)","(2.6, 2.64, 2.6189473684210527)","(1.95, 2.54, 2.5076190476190474)","(6.0, 7.6, 7.495238095238095)","(71.0, 130.0, 123.0)","(11.0, 22.0, 21.0)"
11-01-2023 17:51:49.969113,"(19.0, 30.0, 29.25)","(2.6, 2.66, 2.63)","(1.95, 2.54, 2.52)","(6.0, 7.6, 7.453333333333333)","(71.0, 130.0, 111.25)","(11.0, 22.0, 20.833333333333332)"
11-01-2023 17:51:50.835718,"(19.0, 30.0, 29.25)","(2.6, 2.66, 2.644)","(1.95, 2.54, 2.508888888888889)","(6.0, 7.6, 7.487179487179487)","(71.0, 130.0, 111.25)","(11.0, 22.0, 20.833333333333332)"
11-01-2023 17:51:51.753619,"(19.0, 30.0, 29.25)","(2.6, 2.66, 2.641714285714286)","(1.95, 2.54, 2.508888888888889)","(6.0, 7.6, 7.453333333333333)","(71.0, 130.0, 112.85714285714286)","(11.0, 22.0, 20.25)"
11-01-2023 17:51:52.831249,"(19.0, 30.0, 29.25)","(2.6, 2.66, 2.6364705882352943)","(1.95, 2.54, 2.5094117647058822)","(6.0, 7.6, 7.4375)","(71.0, 130.0, 112.85714285714286)","(11.0, 22.0, 20.5)"
11-01-2023 17:51:53.839928,"(19.0, 30.0, 29.25)","(2.35, 2.66, 2.6504000000000003)","(2.05, 2.56, 2.552)","(6.0, 7.6, 7.4375)","(81.0, 130.0, 112.85714285714286)","(12.0, 21.0, 20.333333333333332)"
11-01-2023 17:51:54.834171,"(19.0, 30.0, 29.666666666666668)","(2.35, 2.68, 2.658181818181818)","(2.05, 2.54, 2.522222222222222)","(6.0, 7.6, 7.504)","(81.0, 130.0, 112.85714285714286)","(12.0, 21.0, 18.84285714285714)"
11-01-2023 17:51:55.859719,"(19.0, 26.0, 25.285714285714285)","(2.35, 2.7, 2.683529411764706)","(2.05, 2.56, 2.530666666666667)","(6.0, 7.6, 7.471794871794872)","(81.0, 130.0, 112.85714285714286)","(12.0, 20.0, 19.166666666666668)"
11-01-2023 17:51:56.847633,"(19.0, 26.0, 25.583333333333336)","(2.35, 2.7, 2.6900000000000004)","(2.05, 2.56, 2.5247058823529414)","(6.0, 7.8, 7.471794871794872)","(81.0, 130.0, 112.85714285714286)","(12.0, 19.5, 18.833333333333332)"
11-01-2023 17:51:57.842182,"(19.0, 26.0, 25.545454545454547)","(2.35, 2.7, 2.686)","(2.05, 2.54, 2.5281818181818183)","(6.0, 7.8, 7.476712328767124)","(81.0, 130.0, 112.85714285714286)","(12.0, 19.5, 18.833333333333332)"
11-01-2023 17:51:58.892404,"(19.0, 25.0, 24.636363636363637)","(2.35, 2.7, 2.6947826086956526)","(2.05, 2.54, 2.5124137931034483)","(6.0, 7.8, 7.481159420289855)","(81.0, 130.0, 112.85714285714286)","(12.0, 19.5, 19.083333333333332)"
11-01-2023 17:51:59.826649,"(19.0, 25.0, 23.666666666666668)","(2.35, 2.72, 2.685714285714286)","(2.05, 2.54, 2.510588235294118)","(6.0, 7.8, 7.483582089552239)","(81.0, 130.0, 112.85714285714286)","(12.0, 19.5, 19.083333333333332)"
11-01-2023 17:52:00.774812,"(19.0, 24.0, 23.57142857142857)","(2.35, 2.74, 2.7311111111111113)","(2.05, 2.5, 2.4890909090909092)","(6.0, 7.8, 7.624561403508771)","(81.0, 130.0, 115.0)","(12.0, 19.5, 19.125)"
11-01-2023 17:52:01.916522,"(19.0, 24.0, 22.8)","(2.35, 2.76, 2.7454545454545456)","(2.05, 2.46, 2.457777777777778)","(6.0, 7.8, 7.628571428571428)","(81.0, 130.0, 115.0)","(12.0, 19.5, 19.515625)"
11-01-2023 17:52:03.028873,"(18.0, 24.0, 22.285714285714285)","(2.35, 2.76, 2.7475)","(2.05, 2.46, 2.3628571428571425)","(6.0, 7.8, 7.961403508771929)","(81.0, 130.0, 115.0)","(12.0, 20.0, 20.1)"
11-01-2023 17:52:03.934593,"(18.0, 24.0, 23.647058823529413)","(2.35, 2.84, 2.8266666666666667)","(2.05, 2.38, 2.3628571428571425)","(6.0, 8.2, 7.961403508771929)","(81.0, 130.0, 115.0)","(12.0, 21.0, 20.1)"
11-01-2023 17:52:04.817044,"(18.0, 24.0, 23.666666666666668)","(2.35, 2.84, 2.8325)","(2.05, 2.32, 2.317627118644068)","(6.0, 8.2, 8.014814814814814)","(81.0, 130.0, 120.0)","(12.0, 22.0, 21.428571428571427)"
11-01-2023 17:52:05.865578,"(18.0, 24.0, 23.142857142857142)","(2.35, 2.84, 2.8357142857142854)","(2.05, 2.34, 2.322)","(6.0, 8.2, 8.034782608695652)","(81.0, 130.0, 121.0)","(12.0, 22.0, 21.77777777777778)"
11-01-2023 17:52:06.945587,"(18.0, 25.0, 23.90909090909091)","(2.35, 2.84, 2.837272727272727)","(2.05, 2.32, 2.307241379310345)","(6.0, 8.2, 7.988888888888888)","(81.0, 130.0, 115.0)","(12.0, 22.0, 21.682926829268293)"
11-01-2023 17:52:07.868414,"(18.0, 25.0, 23.8)","(2.35, 2.88, 2.873333333333333)","(2.05, 2.32, 2.307241379310345)","(6.0, 8.2, 7.988888888888888)","(81.0, 130.0, 115.0)","(12.0, 23.0, 21.682926829268293)"
11-01-2023 17:52:08.777573,"(18.0, 25.0, 24.142857142857142)","(2.35, 2.88, 2.8765714285714283)","(2.05, 2.32, 2.2917948717948717)","(6.0, 8.2, 7.988888888888888)","(81.0, 130.0, 115.0)","(12.0, 23.0, 21.682926829268293)"
11-01-2023 17:52:09.806407,"(18.0, 25.0, 24.18181818181818)","(2.35, 2.88, 2.872)","(2.05, 2.3, 2.2628571428571425)","(6.0, 8.2, 8.133333333333333)","(81.0, 130.0, 120.0)","(12.0, 23.0, 21.875)"
11-01-2023 17:52:10.852516,"(18.0, 25.0, 24.857142857142858)","(2.35, 2.88, 2.8725925925925924)","(2.05, 2.28, 2.2620224719101123)","(6.0, 8.4, 8.3)","(81.0, 130.0, 127.22222222222223)","(12.0, 23.0, 21.851063829787233)"
11-01-2023 17:52:11.958752,"(18.0, 25.0, 24.857142857142858)","(2.4, 2.88, 2.873076923076923)","(2.0, 2.28, 2.255384615384615)","(6.0, 8.4, 8.369230769230768)","(81.0, 170.0, 146.66666666666669)","(12.0, 23.0, 21.875)"
11-01-2023 17:52:12.905466,"(18.0, 25.0, 24.85)","(2.4, 2.88, 2.876190476190476)","(2.0, 2.26, 2.255384615384615)","(6.0, 8.6, 8.369230769230768)","(81.0, 160.0, 146.66666666666669)","(12.0, 23.0, 21.875)"
11-01-2023 17:52:13.892093,"(18.0, 25.0, 24.85)","(2.4, 2.92, 2.8895522388059702)","(2.0, 2.26, 2.2466666666666666)","(6.0, 8.4, 8.12)","(81.0, 160.0, 140.0)","(12.0, 23.0, 21.975609756097562)"
11-01-2023 17:52:14.941565,"(18.0, 26.0, 24.451612903225808)","(2.4, 2.92, 2.9163636363636365)","(2.0, 2.26, 2.2425806451612904)","(6.5, 8.6, 8.25)","(81.0, 160.0, 140.0)","(12.0, 23.0, 22.482758620689655)"
11-01-2023 17:52:15.939307,"(18.0, 26.0, 24.65)","(2.4, 2.96, 2.9295238095238094)","(2.0, 2.22, 2.2176)","(6.5, 8.4, 8.2)","(81.0, 160.0, 146.66666666666669)","(12.0, 23.0, 24.36842105263158)"
11-01-2023 17:52:16.889630,"(18.0, 26.0, 24.875)","(2.4, 2.96, 2.9107142857142856)","(2.0, 2.26, 2.2439999999999998)","(6.5, 8.2, 8.149999999999999)","(81.0, 160.0, 149.0)","(12.0, 25.0, 23.933333333333334)"
11-01-2023 17:52:17.755790,"(18.0, 26.0, 24.65)","(2.4, 2.96, 2.9257142857142857)","(2.0, 2.26, 2.2453658536585364)","(6.5, 8.2, 8.1)","(81.0, 170.0, 149.0)","(12.0, 24.0, 23.9375)"
11-01-2023 17:52:18.757167,"(18.0, 23.0, 21.88888888888889)","(2.4, 2.96, 2.923720930232558)","(2.0, 2.28, 2.2607751937984495)","(6.5, 8.2, 8.064285714285713)","(81.0, 170.0, 149.0)","(12.0, 24.0, 23.9375)"
11-01-2023 17:52:19.881563,"(18.0, 23.0, 21.666666666666668)","(2.4, 2.96, 2.95)","(2.0, 2.28, 2.27)","(6.5, 8.2, 8.034782608695652)","(81.0, 170.0, 132.66666666666669)","(12.0, 24.0, 23.9375)"
11-01-2023 17:52:20.920952,"(18.0, 22.0, 21.875)","(2.4, 2.94, 2.905)","(2.0, 2.28, 2.27)","(6.5, 8.2, 8.034782608695652)","(81.0, 170.0, 132.66666666666669)","(12.0, 24.0, 24.304347826086957)"
11-01-2023 17:52:21.932622,"(18.0, 23.0, 21.636363636363637)","(2.45, 2.94, 2.9171428571428573)","(2.0, 2.28, 2.2678260869565214)","(6.5, 8.2, 8.066666666666666)","(81.0, 170.0, 132.66666666666669)","(12.0, 25.0, 24.304347826086957)"
11-01-2023 17:52:23.062493,"(18.0, 23.0, 21.764705882352942)","(2.45, 2.92, 2.8914285714285715)","(2.0, 2.3, 2.290438247011952)","(6.5, 8.4, 8.163636363636364)","(81.0, 170.0, 110.76923076923077)","(12.0, 25.0, 24.304347826086957)"
11-01-2023 17:52:24.130538,"(18.0, 23.0, 21.764705882352942)","(2.45, 2.92, 2.8914285714285715)","(2.0, 2.3, 2.290438247011952)","(6.5, 8.4, 8.092307692307692)","(81.0, 170.0, 125.0)","(12.0, 25.0, 24.428571428571427)"
11-01-2023 17:52:25.201211,"(18.0, 23.0, 21.764705882352942)","(2.45, 2.92, 2.892203389830508)","(2.0, 2.3, 2.2909090909090906)","(6.5, 8.2, 8.092307692307692)","(81.0, 150.0, 120.0)","(12.0, 25.0, 24.428571428571427)"
