,Goldstar Austin,Goofy Adobe,Grande Vue Ace,Calculated Risk,Opawa Barrel,Replica Rebel,Goldstar Tanner,Got Faith
16-12-2022 10:38:42.766018,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1909090909090905)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:43.726990,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1909090909090905)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:44.728686,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1909090909090905)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:45.700036,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.25)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:46.680339,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.25)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:47.715345,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.25)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:48.743768,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.25)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:49.781391,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:50.782630,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:51.784846,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:52.803222,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:53.833917,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:54.877481,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:55.941040,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:57.022146,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:58.068718,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:38:59.087231,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:00.072782,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1772727272727272)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:01.085979,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.21)","(4.4, 12.5, 11.6)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:02.032803,"(3.7, 7.8, 5.371428571428571)","(10.0, 21.0, 13.4)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.21)","(4.4, 12.5, 9.8)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:03.002995,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.21)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:04.004899,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.21)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:05.053001,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1772727272727272)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:06.052892,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:07.071937,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:08.131727,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:09.216243,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:10.271945,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:11.304441,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:12.312014,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:13.324612,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.1818181818181817)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:14.307622,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.213333333333333)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:15.292725,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:16.309530,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:17.320062,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:18.320880,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:19.293074,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:20.297329,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 16.8)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:21.229145,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:22.237935,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:23.247453,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:24.295941,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:25.349953,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:26.393011,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:27.394694,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:28.368455,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.8, 6.090909090909091)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 22.0, 14.0)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:29.329835,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:30.324066,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:31.356005,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:32.424432,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:33.473104,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:34.544443,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:35.559632,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:36.584192,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:37.573759,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.0999999999999996)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:38.583285,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:39.639039,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:40.658813,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:41.658840,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:42.672354,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1809523809523808)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:43.663340,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:44.660638,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:45.616132,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:46.586954,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 16.5)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:47.564567,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 10.0, 8.133333333333333)","(31.0, 340.0, 187.0)","(11.0, 23.0, 16.5)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:48.599858,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:49.645718,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:50.666169,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:51.733637,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:52.813410,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:53.893324,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:54.967263,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:55.944217,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:56.917680,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:57.893386,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.4, 6.6, 5.945454545454545)","(2.9, 3.3, 3.2166666666666663)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:58.943429,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.2, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1909090909090905)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:39:59.926177,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.2, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1909090909090905)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.333333333333332)","(41.0, 390.0, 137.14285714285714)"
16-12-2022 10:40:00.973100,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.399999999999999)","(4.2, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1909090909090905)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 20.36)","(41.0, 390.0, 96.66666666666666)"
16-12-2022 10:40:02.019764,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 21.08)","(4.2, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1909090909090905)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 20.36)","(41.0, 390.0, 96.66666666666666)"
16-12-2022 10:40:03.046036,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 21.08)","(4.2, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1909090909090905)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.666666666666668)","(41.0, 390.0, 96.66666666666666)"
16-12-2022 10:40:04.087015,"(3.7, 7.8, 6.199999999999999)","(10.0, 24.0, 14.533333333333335)","(4.2, 6.6, 5.945454545454545)","(2.9, 3.3, 3.1909090909090905)","(4.4, 9.8, 9.200000000000001)","(31.0, 340.0, 187.0)","(11.0, 23.0, 14.666666666666668)","(41.0, 390.0, 96.66666666666666)"
