,Semiyon,Dusty Country,Burnt Me,Rifle Man,Mean Sam,Slay Queen,Zambora Chief,Hit List
11-01-2023 21:47:10.747457,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.917241379310345)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:11.929145,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.917241379310345)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:13.034213,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.917241379310345)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:14.025891,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.917241379310345)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:15.069323,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.917241379310345)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:16.133075,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:17.231325,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:18.391640,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:19.542586,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:20.634219,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:21.701552,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:22.827866,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:23.910510,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:25.007808,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:26.103928,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:27.217922,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:28.289048,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:29.383402,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:30.436743,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:31.480903,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:32.472364,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:33.489413,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:34.457435,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:35.401587,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:36.353885,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:37.287169,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:38.288685,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:39.288618,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:40.298206,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:41.362279,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:42.385308,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:43.433544,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:44.480253,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:45.503202,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:46.562950,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:47.617500,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:48.674091,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:49.744939,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:50.806626,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:51.892751,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:52.967507,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.194117647058823)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:54.016579,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:55.071628,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:56.071935,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:57.044220,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:57.966374,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:58.928011,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:47:59.936334,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:00.935672,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:02.010471,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:03.053434,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:04.118459,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:05.192417,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:06.235490,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:07.247847,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 5.266666666666667)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:08.347554,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:09.412750,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:10.448246,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:11.529193,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:12.513298,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:13.562023,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:14.569416,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:15.567725,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:16.532743,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:17.544409,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:18.489271,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:19.450538,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:20.407962,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:21.397107,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:22.393500,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:23.409634,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:24.419195,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:25.448892,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:26.473753,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:27.494660,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:28.505325,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
11-01-2023 21:48:29.503682,"(7.5, 13.5, 12.836842105263159)","(5.5, 11.5, 7.214285714285714)","(2.15, 3.4, 2.2977777777777777)","(8.5, 17.0, 11.133333333333333)","(31.0, 120.0, 54.285714285714285)","(4.0, 7.8, 6.0137931034482754)","(21.0, 85.0, 55.22727272727273)","(11.0, 22.0, 21.173333333333332)"
