,Dont Change,Rich Glow,Favashem,Fields Of France,Padstow Polly,Recurrence,Desert Fun,Fortunate Gal,Soos Lavan,Vienna Vixen
06-01-2023 12:20:59.216102,"(2.9, 3.55, 3.4258620689655173)","(2.3, 2.52, 2.458)","(61.0, 130.0, 126.92307692307693)","(21.0, 28.0, 25.333333333333332)","(81.0, 430.0, 272.5)","(41.0, 200.0, 150.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.142857142857142)","(6.0, 7.8, 7.392857142857143)"
06-01-2023 12:21:00.551464,"(2.9, 3.55, 3.4258620689655173)","(2.3, 2.52, 2.458)","(61.0, 130.0, 126.92307692307693)","(21.0, 28.0, 25.333333333333332)","(81.0, 430.0, 272.5)","(41.0, 200.0, 150.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.142857142857142)","(6.0, 7.8, 7.392857142857143)"
06-01-2023 12:21:01.901926,"(2.9, 3.55, 3.4258620689655173)","(2.3, 2.52, 2.456734693877551)","(61.0, 130.0, 126.92307692307693)","(21.0, 28.0, 25.333333333333332)","(81.0, 430.0, 272.5)","(41.0, 200.0, 150.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.142857142857142)","(6.0, 7.8, 7.392857142857143)"
06-01-2023 12:21:03.328542,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.52, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 28.0, 25.333333333333332)","(81.0, 430.0, 272.5)","(41.0, 200.0, 150.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.142857142857142)","(6.0, 7.8, 7.714285714285714)"
06-01-2023 12:21:04.754378,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 28.0, 30.666666666666668)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.142857142857142)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:06.146445,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 34.0, 32.0)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:07.495370,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.0)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:08.844263,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.0)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:10.160275,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.0)","(81.0, 430.0, 272.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:11.457634,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.0)","(81.0, 430.0, 372.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:12.744165,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.473333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.0)","(81.0, 420.0, 372.5)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:14.022141,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.491111111111111)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 34.285714285714285)","(81.0, 420.0, 365.0)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:15.304150,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.491111111111111)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 34.285714285714285)","(81.0, 410.0, 365.0)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:16.604330,"(2.9, 3.55, 3.422727272727273)","(2.3, 2.5, 2.491111111111111)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 34.285714285714285)","(81.0, 410.0, 365.0)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:17.916281,"(2.9, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.333333333333336)","(81.0, 410.0, 365.0)","(41.0, 200.0, 166.66666666666669)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.636363636363637)","(6.0, 8.0, 7.714285714285714)"
06-01-2023 12:21:19.292036,"(2.9, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 32.333333333333336)","(81.0, 410.0, 375.7142857142857)","(41.0, 200.0, 140.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 21.0, 19.5)","(6.0, 8.0, 7.6909090909090905)"
06-01-2023 12:21:20.716088,"(2.9, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 400.0, 294.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(6.0, 7.8, 7.6909090909090905)"
06-01-2023 12:21:22.196744,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 390.0, 305.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.6909090909090905)"
06-01-2023 12:21:23.663706,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 380.0, 353.04347826086956)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.357142857142858)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.6909090909090905)"
06-01-2023 12:21:25.185700,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 360.0, 353.04347826086956)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.6909090909090905)"
06-01-2023 12:21:26.529669,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 360.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.6909090909090905)"
06-01-2023 12:21:27.935086,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.6909090909090905)"
06-01-2023 12:21:29.312849,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.6909090909090905)"
06-01-2023 12:21:30.765560,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 126.92307692307693)","(21.0, 36.0, 30.5)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.56)"
06-01-2023 12:21:32.217788,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 130.0, 117.6923076923077)","(21.0, 36.0, 34.5)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.56)"
06-01-2023 12:21:33.567747,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 35.04347826086956)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.56)"
06-01-2023 12:21:34.844409,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 35.04347826086956)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.56)"
06-01-2023 12:21:36.339994,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.56)"
06-01-2023 12:21:37.798055,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.5)","(5.5, 7.8, 7.56)"
06-01-2023 12:21:39.197648,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 29.333333333333332)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 20.0, 19.333333333333332)","(5.5, 7.8, 7.615384615384615)"
06-01-2023 12:21:40.559603,"(3.0, 3.55, 3.422727272727273)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.666666666666664)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 19.333333333333332)","(5.5, 7.8, 7.615384615384615)"
06-01-2023 12:21:42.064601,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.666666666666664)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.615384615384615)"
06-01-2023 12:21:43.596342,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.666666666666664)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.615384615384615)"
06-01-2023 12:21:44.922811,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.666666666666664)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.615384615384615)"
06-01-2023 12:21:46.216203,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.666666666666664)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.0)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.615384615384615)"
06-01-2023 12:21:47.474184,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 32.666666666666664)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:48.819628,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:50.094420,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.5)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:51.341044,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4925333333333333)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.625)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:52.666496,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4926315789473685)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:54.071573,"(3.0, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.4926315789473685)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:55.437896,"(3.1, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.489)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 337.5)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:56.764438,"(3.1, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.489)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 30.0)","(81.0, 350.0, 343.47826086956525)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:58.074622,"(3.1, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.489)","(61.0, 120.0, 117.6923076923077)","(21.0, 36.0, 33.64)","(81.0, 350.0, 343.47826086956525)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.5)","(5.5, 7.8, 7.5)"
06-01-2023 12:21:59.402296,"(3.1, 3.5, 3.4454545454545453)","(2.25, 2.5, 2.3825210084033612)","(61.0, 120.0, 126.92307692307693)","(21.0, 34.0, 32.857142857142854)","(81.0, 350.0, 343.47826086956525)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.625)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.75)","(5.5, 7.8, 7.5)"
06-01-2023 12:22:00.761448,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 130.0, 112.5)","(21.0, 34.0, 32.857142857142854)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 18.5)","(31.0, 95.0, 81.66666666666667)","(12.0, 22.0, 21.75)","(5.5, 7.8, 7.5)"
06-01-2023 12:22:02.055710,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 130.0, 117.0)","(21.0, 34.0, 32.857142857142854)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 81.66666666666667)","(12.0, 22.0, 21.4)","(5.5, 7.8, 7.5)"
06-01-2023 12:22:03.346002,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 150.0, 106.25)","(21.0, 34.0, 32.857142857142854)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.4)","(5.5, 7.8, 7.5)"
06-01-2023 12:22:04.679236,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 140.0, 106.25)","(21.0, 34.0, 32.857142857142854)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.4)","(5.5, 7.8, 7.5)"
06-01-2023 12:22:05.999965,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 140.0, 121.25)","(21.0, 34.0, 32.857142857142854)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.142857142857142)","(31.0, 95.0, 77.85714285714286)","(12.0, 22.0, 21.4)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:22:07.332067,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 140.0, 121.25)","(21.0, 34.0, 31.666666666666668)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.1)","(31.0, 95.0, 83.75)","(12.0, 22.0, 21.4)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:22:08.657387,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 140.0, 121.25)","(21.0, 34.0, 31.666666666666668)","(81.0, 350.0, 280.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.1)","(31.0, 95.0, 83.75)","(12.0, 22.0, 21.583333333333332)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:22:10.064582,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3825210084033612)","(61.0, 140.0, 121.25)","(21.0, 34.0, 31.666666666666668)","(81.0, 350.0, 285.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.1)","(31.0, 95.0, 83.75)","(12.0, 22.0, 21.583333333333332)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:22:11.488942,"(3.1, 3.5, 3.466666666666667)","(2.25, 2.4, 2.3812612612612614)","(61.0, 140.0, 121.25)","(21.0, 34.0, 31.666666666666668)","(81.0, 350.0, 290.0)","(41.0, 180.0, 140.0)","(13.0, 20.0, 19.1)","(31.0, 95.0, 83.75)","(12.0, 22.0, 21.583333333333332)","(5.5, 7.8, 7.392857142857143)"
06-01-2023 12:22:12.878333,"(3.1, 3.5, 3.58)","(2.25, 2.4, 2.4148837209302325)","(61.0, 140.0, 135.0)","(21.0, 34.0, 28.0)","(81.0, 350.0, 343.47826086956525)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 18.125)","(31.0, 95.0, 98.0)","(12.0, 22.0, 21.583333333333332)","(5.5, 7.8, 7.177777777777778)"
06-01-2023 12:22:14.228036,"(3.1, 3.7, 3.6)","(2.25, 2.42, 2.4148837209302325)","(61.0, 140.0, 150.0)","(21.0, 29.0, 28.0)","(81.0, 350.0, 346.6666666666667)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 18.125)","(31.0, 110.0, 108.57142857142857)","(12.0, 22.0, 21.583333333333332)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:15.560579,"(3.1, 3.7, 3.6)","(2.25, 2.42, 2.4148837209302325)","(61.0, 170.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 360.0, 260.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 18.125)","(31.0, 130.0, 108.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:16.962890,"(3.1, 3.7, 3.6)","(2.25, 2.42, 2.4148837209302325)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 360.0, 260.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 108.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:18.286437,"(3.1, 3.7, 3.6)","(2.25, 2.42, 2.4148837209302325)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 360.0, 260.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 108.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:19.738115,"(3.1, 3.55, 3.4923076923076923)","(2.25, 2.42, 2.4148837209302325)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 360.0, 260.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 108.57142857142857)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:21.089674,"(3.1, 3.55, 3.4923076923076923)","(2.25, 2.42, 2.414761904761905)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 360.0, 262.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:22.679616,"(3.1, 3.55, 3.4923076923076923)","(2.25, 2.42, 2.414761904761905)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 420.0, 257.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:24.128592,"(3.1, 3.55, 3.4923076923076923)","(2.25, 2.42, 2.4066216216216216)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 400.0, 257.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:25.611380,"(3.0, 3.55, 3.6375)","(2.25, 2.42, 2.4066216216216216)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 400.0, 283.3333333333333)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.4)"
06-01-2023 12:22:27.023284,"(3.0, 3.7, 3.6375)","(2.25, 2.42, 2.4066216216216216)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 430.0, 280.0)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:28.460891,"(3.0, 3.7, 3.6375)","(2.25, 2.42, 2.4066216216216216)","(61.0, 180.0, 163.33333333333334)","(21.0, 29.0, 28.0)","(81.0, 420.0, 257.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:29.898414,"(3.0, 3.7, 3.6375)","(2.25, 2.42, 2.4066216216216216)","(61.0, 180.0, 160.0)","(21.0, 29.0, 28.0)","(81.0, 400.0, 257.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:31.248085,"(3.0, 3.7, 3.6523809523809527)","(2.25, 2.42, 2.4066216216216216)","(61.0, 190.0, 160.0)","(21.0, 29.0, 28.0)","(81.0, 400.0, 257.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
06-01-2023 12:22:32.600685,"(3.0, 3.7, 3.66)","(2.25, 2.42, 2.4066216216216216)","(61.0, 190.0, 160.0)","(21.0, 29.0, 28.0)","(81.0, 400.0, 257.5)","(41.0, 180.0, 153.33333333333334)","(13.0, 20.0, 19.25)","(31.0, 130.0, 96.25)","(12.0, 22.0, 21.0)","(5.5, 7.8, 7.581818181818182)"
