,Dont Change,Rich Glow,Favashem,Fields Of France,Padstow Polly,Recurrence,Desert Fun,Fortunate Gal,Soos Lavan,Vienna Vixen
06-01-2023 12:27:38.241881,"(3.0, 3.25, 3.2026190476190477)","(1.9, 2.16, 2.1414070351758796)","(71.0, 170.0, 143.33333333333334)","(26.0, 46.0, 45.42857142857143)","(101.0, 340.0, 310.0)","(91.0, 230.0, 225.0)","(16.0, 25.0, 24.75862068965517)","(61.0, 150.0, 147.77777777777777)","(17.0, 29.0, 26.5)","(7.0, 9.6, 9.2875)"
06-01-2023 12:27:39.596011,"(3.0, 3.25, 3.2026190476190477)","(1.9, 2.16, 2.1542372881355933)","(71.0, 170.0, 143.33333333333334)","(26.0, 46.0, 45.666666666666664)","(101.0, 340.0, 310.0)","(91.0, 230.0, 225.0)","(16.0, 26.0, 24.514285714285712)","(61.0, 150.0, 139.54545454545453)","(17.0, 29.0, 26.535714285714285)","(7.0, 9.6, 9.333333333333332)"
06-01-2023 12:27:40.936802,"(3.0, 3.25, 3.215924657534247)","(1.9, 2.16, 2.1458131487889274)","(71.0, 170.0, 143.33333333333334)","(26.0, 46.0, 45.8)","(101.0, 340.0, 312.6666666666667)","(91.0, 230.0, 225.0)","(16.0, 26.0, 24.146341463414636)","(61.0, 160.0, 144.0)","(17.0, 29.0, 26.535714285714285)","(7.0, 9.6, 9.569230769230769)"
06-01-2023 12:27:42.452133,"(3.0, 3.2, 3.1991044776119404)","(1.9, 2.18, 2.1678024691358027)","(71.0, 170.0, 143.33333333333334)","(26.0, 46.0, 45.8)","(101.0, 350.0, 315.0)","(91.0, 230.0, 225.0)","(16.0, 26.0, 24.347826086956523)","(61.0, 150.0, 144.0)","(17.0, 29.0, 26.294117647058822)","(7.0, 9.6, 9.573333333333332)"
06-01-2023 12:27:43.907290,"(3.0, 3.2, 3.1991044776119404)","(1.9, 2.18, 2.1678024691358027)","(71.0, 170.0, 137.27272727272728)","(26.0, 46.0, 45.714285714285715)","(101.0, 350.0, 306.25)","(91.0, 230.0, 215.0)","(16.0, 26.0, 24.232558139534884)","(61.0, 150.0, 147.77777777777777)","(17.0, 29.0, 26.127659574468087)","(7.0, 9.6, 9.573333333333332)"
06-01-2023 12:27:45.494070,"(3.0, 3.2, 3.1991044776119404)","(1.9, 2.18, 2.1678024691358027)","(71.0, 170.0, 152.0)","(26.0, 46.0, 45.714285714285715)","(101.0, 350.0, 308.8235294117647)","(91.0, 230.0, 220.0)","(16.0, 26.0, 24.232558139534884)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.6, 9.573333333333332)"
06-01-2023 12:27:47.049771,"(3.0, 3.2, 3.1991044776119404)","(1.9, 2.18, 2.1678024691358027)","(71.0, 160.0, 152.0)","(26.0, 46.0, 45.714285714285715)","(101.0, 350.0, 308.8235294117647)","(91.0, 230.0, 220.0)","(16.0, 26.0, 23.959183673469386)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.6, 9.573333333333332)"
06-01-2023 12:27:48.710521,"(2.9, 3.25, 3.2118773946360153)","(1.9, 2.18, 2.167390180878553)","(81.0, 160.0, 156.0)","(26.0, 46.0, 45.666666666666664)","(101.0, 350.0, 308.8235294117647)","(91.0, 230.0, 220.0)","(16.0, 26.0, 23.727272727272727)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.4)","(7.0, 9.6, 9.433333333333334)"
06-01-2023 12:27:50.140997,"(2.9, 3.25, 3.1901709401709404)","(1.9, 2.18, 2.175974025974026)","(81.0, 160.0, 152.0)","(26.0, 46.0, 45.666666666666664)","(101.0, 350.0, 308.8235294117647)","(91.0, 230.0, 220.0)","(16.0, 26.0, 24.0)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.4)","(7.0, 9.8, 9.48)"
06-01-2023 12:27:51.533815,"(2.9, 3.2, 3.1901709401709404)","(1.9, 2.18, 2.175974025974026)","(81.0, 160.0, 155.55555555555554)","(26.0, 46.0, 45.63636363636364)","(101.0, 350.0, 342.8571428571429)","(91.0, 230.0, 220.0)","(16.0, 26.0, 24.11320754716981)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.4)","(7.0, 9.6, 9.514285714285714)"
06-01-2023 12:27:52.916949,"(2.9, 3.2, 3.237037037037037)","(1.9, 2.18, 2.175974025974026)","(81.0, 160.0, 155.55555555555554)","(26.0, 46.0, 45.75)","(101.0, 400.0, 367.5)","(91.0, 230.0, 220.0)","(16.0, 26.0, 24.11320754716981)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.6, 9.511111111111111)"
06-01-2023 12:27:54.290841,"(2.9, 3.25, 3.2018382352941175)","(1.9, 2.18, 2.175974025974026)","(81.0, 160.0, 155.55555555555554)","(26.0, 46.0, 47.28)","(101.0, 390.0, 360.0)","(91.0, 230.0, 220.0)","(16.0, 26.0, 24.70967741935484)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.6, 9.511111111111111)"
06-01-2023 12:27:55.626453,"(2.9, 3.25, 3.2018382352941175)","(1.9, 2.18, 2.1755714285714287)","(81.0, 160.0, 155.0)","(26.0, 48.0, 48.06896551724138)","(101.0, 380.0, 352.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.727272727272727)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.6, 9.511111111111111)"
06-01-2023 12:27:56.970817,"(2.9, 3.25, 3.2194915254237286)","(1.9, 2.18, 2.1755714285714287)","(81.0, 160.0, 155.0)","(26.0, 50.0, 48.06896551724138)","(101.0, 370.0, 352.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.0)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.6, 9.511111111111111)"
06-01-2023 12:27:58.335666,"(2.9, 3.25, 3.2194915254237286)","(1.9, 2.18, 2.1755714285714287)","(81.0, 160.0, 155.0)","(26.0, 50.0, 48.06896551724138)","(101.0, 370.0, 337.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.0)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.46153846153846)","(7.0, 9.6, 9.511111111111111)"
06-01-2023 12:27:59.759936,"(2.9, 3.25, 3.2172941176470586)","(1.9, 2.18, 2.1719327731092437)","(81.0, 160.0, 154.28571428571428)","(26.0, 50.0, 48.0)","(101.0, 400.0, 367.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.571428571428573)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.22222222222222)","(7.0, 9.6, 9.523809523809524)"
06-01-2023 12:28:01.162224,"(2.9, 3.35, 3.302)","(1.9, 2.14, 2.133961038961039)","(81.0, 160.0, 155.0)","(26.0, 50.0, 48.0)","(101.0, 390.0, 367.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.571428571428573)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.22222222222222)","(7.0, 9.6, 9.523809523809524)"
06-01-2023 12:28:03.014432,"(2.9, 3.35, 3.320886075949367)","(1.9, 2.14, 2.1279041916167665)","(81.0, 160.0, 155.0)","(26.0, 50.0, 48.0)","(101.0, 390.0, 367.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.571428571428573)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.375)","(7.0, 9.8, 9.566666666666666)"
06-01-2023 12:28:04.757313,"(2.9, 3.35, 3.2728571428571427)","(1.9, 2.14, 2.1409956709956712)","(81.0, 160.0, 155.0)","(26.0, 50.0, 45.77777777777778)","(101.0, 390.0, 367.5)","(91.0, 230.0, 220.0)","(16.0, 25.0, 24.47826086956522)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.526315789473685)","(7.0, 9.8, 9.537931034482758)"
06-01-2023 12:28:06.449612,"(2.9, 3.35, 3.2728571428571427)","(1.85, 2.16, 2.1409956709956712)","(81.0, 160.0, 155.0)","(26.0, 46.0, 45.77777777777778)","(101.0, 390.0, 367.5)","(91.0, 230.0, 220.0)","(17.0, 25.0, 23.27777777777778)","(61.0, 170.0, 141.42857142857142)","(17.0, 29.0, 27.26923076923077)","(7.0, 9.8, 9.614545454545453)"
06-01-2023 12:28:08.070462,"(2.9, 3.25, 3.2142857142857144)","(1.85, 2.16, 2.1255042735042737)","(81.0, 160.0, 155.0)","(26.0, 46.0, 45.666666666666664)","(101.0, 390.0, 367.5)","(91.0, 230.0, 220.0)","(17.0, 24.0, 23.27777777777778)","(61.0, 170.0, 145.0)","(17.0, 29.0, 27.5)","(7.0, 10.0, 9.614545454545453)"
06-01-2023 12:28:09.481756,"(2.9, 3.25, 3.219387755102041)","(1.85, 2.16, 2.1142547425474256)","(81.0, 160.0, 155.0)","(26.0, 46.0, 45.666666666666664)","(101.0, 390.0, 367.5)","(91.0, 230.0, 225.71428571428572)","(16.0, 24.0, 23.27777777777778)","(61.0, 170.0, 145.0)","(17.0, 29.0, 27.5)","(7.5, 10.0, 9.614545454545453)"
06-01-2023 12:28:10.984256,"(2.9, 3.25, 3.205846153846154)","(1.85, 2.16, 2.1245714285714286)","(81.0, 160.0, 155.0)","(26.0, 46.0, 45.8)","(101.0, 390.0, 367.5)","(91.0, 230.0, 225.71428571428572)","(16.0, 24.0, 23.27777777777778)","(61.0, 170.0, 145.0)","(17.0, 29.0, 27.5)","(7.5, 10.0, 9.610958904109589)"
06-01-2023 12:28:12.459167,"(2.9, 3.25, 3.2117333333333336)","(1.9, 2.14, 2.1245714285714286)","(81.0, 160.0, 155.0)","(26.0, 46.0, 45.8)","(101.0, 390.0, 367.5)","(91.0, 230.0, 225.71428571428572)","(16.0, 24.0, 23.27777777777778)","(61.0, 170.0, 145.0)","(17.0, 29.0, 27.5)","(7.5, 10.0, 9.610958904109589)"
06-01-2023 12:28:13.953420,"(2.9, 3.25, 3.2117333333333336)","(1.9, 2.14, 2.1245714285714286)","(81.0, 160.0, 155.0)","(26.0, 46.0, 45.8)","(101.0, 390.0, 367.5)","(91.0, 230.0, 225.71428571428572)","(16.0, 24.0, 23.27777777777778)","(61.0, 170.0, 145.0)","(17.0, 29.0, 27.5)","(7.5, 10.0, 9.610958904109589)"
06-01-2023 12:28:15.433465,"(2.9, 3.25, 3.223522975929978)","(1.9, 2.14, 2.091332560834299)","(81.0, 160.0, 140.0)","(26.0, 46.0, 46.3)","(101.0, 390.0, 350.0)","(91.0, 230.0, 265.0)","(16.0, 24.0, 23.703703703703702)","(61.0, 170.0, 146.0)","(18.0, 29.0, 28.266666666666666)","(7.5, 10.0, 9.842222222222222)"
06-01-2023 12:28:16.896352,"(2.9, 3.25, 3.223522975929978)","(1.9, 2.1, 2.1378)","(81.0, 170.0, 145.0)","(26.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 330.0, 227.14285714285714)","(16.0, 24.0, 22.56)","(61.0, 170.0, 150.0)","(18.0, 29.0, 27.933333333333334)","(7.5, 10.0, 9.786206896551723)"
06-01-2023 12:28:18.290591,"(2.9, 3.25, 3.225570776255708)","(1.9, 2.16, 2.1277777777777778)","(81.0, 170.0, 147.5)","(26.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 390.0, 227.14285714285714)","(16.0, 23.0, 22.1)","(61.0, 170.0, 150.0)","(18.0, 29.0, 27.933333333333334)","(7.5, 10.0, 9.865217391304348)"
06-01-2023 12:28:19.705230,"(2.9, 3.25, 3.225986078886311)","(1.9, 2.14, 2.12448)","(81.0, 170.0, 147.5)","(26.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 390.0, 256.6666666666667)","(16.0, 23.0, 22.128205128205128)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.933333333333334)","(7.5, 10.0, 9.865217391304348)"
06-01-2023 12:28:21.091129,"(2.9, 3.25, 3.225986078886311)","(1.9, 2.16, 2.12448)","(81.0, 170.0, 147.5)","(26.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 370.0, 256.6666666666667)","(16.0, 23.0, 22.128205128205128)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.933333333333334)","(7.5, 10.0, 9.865217391304348)"
06-01-2023 12:28:22.475220,"(2.9, 3.25, 3.210344827586207)","(1.9, 2.16, 2.1277777777777778)","(81.0, 170.0, 194.0)","(26.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(81.0, 370.0, 253.33333333333334)","(17.0, 23.0, 22.0)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.933333333333334)","(7.5, 10.0, 9.865217391304348)"
06-01-2023 12:28:23.765039,"(2.9, 3.25, 3.2064453125)","(1.9, 2.14, 2.1277777777777778)","(81.0, 200.0, 160.0)","(26.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(81.0, 360.0, 253.33333333333334)","(17.0, 23.0, 22.0)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 28.2)","(7.5, 10.0, 9.865217391304348)"
06-01-2023 12:28:25.002140,"(2.9, 3.25, 3.206145251396648)","(1.9, 2.14, 2.1277777777777778)","(81.0, 200.0, 191.66666666666669)","(31.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 360.0, 253.33333333333334)","(16.0, 23.0, 22.10204081632653)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 28.2)","(7.5, 10.0, 9.850847457627118)"
06-01-2023 12:28:26.320180,"(2.9, 3.25, 3.2240066225165562)","(1.9, 2.14, 2.1277777777777778)","(81.0, 200.0, 177.14285714285714)","(31.0, 48.0, 46.833333333333336)","(101.0, 390.0, 367.5)","(91.0, 360.0, 253.33333333333334)","(16.0, 23.0, 22.10204081632653)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 28.36)","(7.5, 10.0, 9.850847457627118)"
06-01-2023 12:28:27.605529,"(2.9, 3.25, 3.2240066225165562)","(1.9, 2.14, 2.1277777777777778)","(81.0, 200.0, 177.14285714285714)","(31.0, 48.0, 46.833333333333336)","(101.0, 390.0, 367.5)","(91.0, 360.0, 253.33333333333334)","(16.0, 23.0, 22.10204081632653)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 28.36)","(7.5, 10.0, 9.850847457627118)"
06-01-2023 12:28:28.829359,"(2.9, 3.25, 3.2304195804195803)","(1.9, 2.14, 2.130434782608696)","(81.0, 200.0, 182.22222222222223)","(31.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 360.0, 253.33333333333334)","(16.0, 23.0, 22.10204081632653)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 28.17241379310345)","(7.5, 10.0, 9.752112676056338)"
06-01-2023 12:28:30.091235,"(2.9, 3.25, 3.2302503477051463)","(1.9, 2.16, 2.152786885245902)","(81.0, 200.0, 193.33333333333334)","(31.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 360.0, 253.33333333333334)","(16.0, 23.0, 21.142857142857142)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 28.17241379310345)","(7.5, 10.0, 9.752112676056338)"
06-01-2023 12:28:31.580902,"(2.9, 3.25, 3.2452674897119342)","(1.9, 2.16, 2.1526775956284157)","(81.0, 200.0, 195.55555555555554)","(31.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 360.0, 253.33333333333334)","(16.0, 23.0, 21.073170731707318)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.545454545454547)","(7.5, 10.0, 9.61)"
06-01-2023 12:28:33.161240,"(2.9, 3.25, 3.2310906515580737)","(1.9, 2.16, 2.1596610169491526)","(81.0, 200.0, 196.0)","(31.0, 48.0, 46.526315789473685)","(101.0, 390.0, 367.5)","(91.0, 360.0, 263.3333333333333)","(16.0, 22.0, 20.869565217391305)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.545454545454547)","(7.5, 9.8, 9.61)"
06-01-2023 12:28:34.846233,"(2.9, 3.25, 3.230959097320169)","(1.9, 2.16, 2.1595)","(81.0, 200.0, 196.0)","(31.0, 48.0, 46.833333333333336)","(101.0, 390.0, 367.5)","(91.0, 390.0, 263.3333333333333)","(16.0, 22.0, 20.869565217391305)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.61)"
06-01-2023 12:28:36.504295,"(2.9, 3.25, 3.2319759679572764)","(1.9, 2.16, 2.1596)","(81.0, 200.0, 196.0)","(31.0, 48.0, 46.833333333333336)","(101.0, 390.0, 348.0)","(91.0, 390.0, 260.0)","(16.0, 22.0, 20.869565217391305)","(61.0, 170.0, 147.14285714285714)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.61159420289855)"
06-01-2023 12:28:37.975828,"(2.9, 3.25, 3.2318897637795274)","(1.9, 2.16, 2.1597604790419163)","(81.0, 200.0, 196.0)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 260.0)","(16.0, 22.0, 20.846153846153847)","(61.0, 170.0, 146.0)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.61159420289855)"
06-01-2023 12:28:39.437597,"(2.9, 3.25, 3.2318897637795274)","(1.9, 2.16, 2.1597604790419163)","(81.0, 200.0, 196.0)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.72340425531915)","(61.0, 170.0, 143.88888888888889)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.609411764705882)"
06-01-2023 12:28:40.900063,"(2.9, 3.25, 3.2318897637795274)","(1.9, 2.16, 2.1597452229299363)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.72340425531915)","(61.0, 210.0, 150.0)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.609411764705882)"
06-01-2023 12:28:42.400500,"(2.9, 3.25, 3.2318897637795274)","(1.9, 2.16, 2.1553924050632913)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.92307692307692)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.571428571428573)","(61.0, 200.0, 150.0)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.61590909090909)"
06-01-2023 12:28:43.840637,"(2.9, 3.25, 3.2318897637795274)","(1.9, 2.18, 2.1553924050632913)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.695652173913043)","(61.0, 200.0, 150.0)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.616279069767442)"
06-01-2023 12:28:45.259887,"(2.9, 3.25, 3.2318897637795274)","(1.9, 2.18, 2.1553924050632913)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.695652173913043)","(61.0, 200.0, 150.0)","(18.0, 29.0, 27.375)","(7.5, 9.8, 9.631818181818181)"
06-01-2023 12:28:46.689378,"(2.9, 3.25, 3.230769230769231)","(1.9, 2.18, 2.154323607427056)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.695652173913043)","(71.0, 200.0, 150.0)","(19.0, 29.0, 27.375)","(7.5, 9.8, 9.631818181818181)"
06-01-2023 12:28:48.346395,"(2.9, 3.25, 3.2307854137447407)","(1.9, 2.18, 2.1543617021276598)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 22.0, 20.695652173913043)","(71.0, 200.0, 150.0)","(19.0, 29.0, 27.375)","(7.5, 9.8, 9.61025641025641)"
06-01-2023 12:28:49.899893,"(2.9, 3.25, 3.2293051359516616)","(1.9, 2.18, 2.166451612903226)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 46.833333333333336)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 22.0, 20.571428571428573)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.10810810810811)","(7.5, 9.8, 9.607272727272727)"
06-01-2023 12:28:51.430397,"(2.9, 3.25, 3.2291729323308274)","(1.9, 2.18, 2.161129943502825)","(81.0, 200.0, 198.33333333333334)","(31.0, 48.0, 47.1764705882353)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 21.0, 19.828125)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.232558139534884)","(7.5, 9.8, 9.607272727272727)"
06-01-2023 12:28:52.771122,"(2.9, 3.25, 3.2291729323308274)","(1.9, 2.2, 2.161129943502825)","(81.0, 200.0, 198.33333333333334)","(31.0, 50.0, 47.1764705882353)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 21.0, 21.189655172413794)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.232558139534884)","(7.5, 9.8, 9.611764705882353)"
06-01-2023 12:28:54.021324,"(2.9, 3.25, 3.228015873015873)","(1.9, 2.2, 2.161129943502825)","(81.0, 200.0, 198.33333333333334)","(31.0, 50.0, 47.1764705882353)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 23.0, 20.684210526315788)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.232558139534884)","(7.5, 9.8, 9.611764705882353)"
06-01-2023 12:28:55.298467,"(2.9, 3.25, 3.2273322422258595)","(1.9, 2.2, 2.161129943502825)","(81.0, 200.0, 198.33333333333334)","(31.0, 50.0, 47.1764705882353)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 23.0, 20.684210526315788)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.232558139534884)","(7.5, 9.8, 9.611764705882353)"
06-01-2023 12:28:56.896954,"(2.9, 3.25, 3.2271452145214523)","(1.9, 2.2, 2.161129943502825)","(81.0, 200.0, 198.33333333333334)","(31.0, 50.0, 49.0)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 23.0, 20.684210526315788)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.232558139534884)","(7.5, 9.8, 9.611764705882353)"
06-01-2023 12:28:58.570526,"(2.9, 3.25, 3.2265758091993186)","(1.9, 2.2, 2.161129943502825)","(81.0, 200.0, 198.33333333333334)","(31.0, 55.0, 48.8)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(17.0, 23.0, 21.235294117647058)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.18181818181818)","(7.5, 9.8, 9.572727272727272)"
06-01-2023 12:29:00.049874,"(2.9, 3.25, 3.2265358361774745)","(1.9, 2.18, 2.175555555555556)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 48.8)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 23.0, 21.235294117647058)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.18181818181818)","(7.5, 9.6, 9.572727272727272)"
06-01-2023 12:29:01.498070,"(2.9, 3.25, 3.2241379310344827)","(1.9, 2.18, 2.168214285714286)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 50.84615384615385)","(101.0, 380.0, 333.3333333333333)","(101.0, 380.0, 290.0)","(16.0, 22.0, 21.157894736842106)","(71.0, 200.0, 150.0)","(19.0, 29.0, 28.18181818181818)","(7.5, 9.6, 9.549019607843137)"
06-01-2023 12:29:02.815268,"(2.9, 3.25, 3.2237762237762237)","(1.9, 2.18, 2.1622535211267606)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 50.84615384615385)","(101.0, 380.0, 364.44444444444446)","(101.0, 380.0, 290.0)","(16.0, 22.0, 20.88235294117647)","(71.0, 200.0, 150.0)","(19.0, 29.0, 27.88235294117647)","(7.5, 9.8, 9.573684210526315)"
06-01-2023 12:29:04.218082,"(2.9, 3.25, 3.2226785714285717)","(1.9, 2.16, 2.157)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 50.86486486486486)","(101.0, 380.0, 368.8888888888889)","(101.0, 380.0, 285.0)","(16.0, 21.0, 21.681818181818183)","(71.0, 200.0, 165.0)","(19.0, 28.0, 27.88235294117647)","(7.5, 9.6, 9.603076923076923)"
06-01-2023 12:29:05.540069,"(2.9, 3.25, 3.221926605504587)","(1.9, 2.16, 2.157)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 51.625)","(101.0, 380.0, 368.8888888888889)","(101.0, 370.0, 313.3333333333333)","(16.0, 22.0, 21.681818181818183)","(71.0, 190.0, 165.0)","(19.0, 28.0, 27.88235294117647)","(7.5, 9.8, 9.64642857142857)"
06-01-2023 12:29:07.196251,"(2.9, 3.25, 3.216520787746171)","(1.9, 2.16, 2.1598319327731095)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 48.72727272727273)","(101.0, 380.0, 368.8888888888889)","(101.0, 370.0, 313.3333333333333)","(16.0, 22.0, 21.681818181818183)","(71.0, 190.0, 165.0)","(19.0, 28.0, 27.88235294117647)","(7.5, 9.8, 9.643636363636363)"
06-01-2023 12:29:08.677808,"(2.9, 3.25, 3.21530612244898)","(1.9, 2.16, 2.161987577639752)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 48.53125)","(101.0, 380.0, 368.8888888888889)","(101.0, 370.0, 313.3333333333333)","(16.0, 22.0, 20.71875)","(71.0, 190.0, 165.0)","(19.0, 28.0, 27.75)","(7.5, 9.8, 9.643636363636363)"
06-01-2023 12:29:10.042506,"(2.9, 3.25, 3.21530612244898)","(1.9, 2.18, 2.1614102564102566)","(91.0, 200.0, 198.33333333333334)","(31.0, 55.0, 48.53125)","(101.0, 380.0, 368.8888888888889)","(101.0, 370.0, 313.3333333333333)","(16.0, 21.0, 20.956521739130434)","(71.0, 190.0, 165.0)","(19.0, 28.0, 27.636363636363637)","(7.5, 9.8, 9.640677966101695)"
06-01-2023 12:29:11.495990,"(2.9, 3.25, 3.21530612244898)","(1.9, 2.18, 2.160120481927711)","(91.0, 200.0, 227.5)","(31.0, 55.0, 52.10526315789474)","(101.0, 380.0, 897.1428571428571)","(101.0, 370.0, 313.3333333333333)","(16.0, 21.0, 20.96)","(71.0, 190.0, 165.0)","(19.0, 28.0, 27.2)","(7.5, 9.8, 9.568)"
06-01-2023 12:29:12.745616,"(2.9, 3.25, 3.2074257425742574)","(1.9, 2.18, 2.160120481927711)","(91.0, 230.0, 225.0)","(31.0, 55.0, 51.857142857142854)","(101.0, 990.0, 845.5555555555557)","(101.0, 370.0, 327.5)","(16.0, 21.0, 21.323529411764707)","(71.0, 190.0, 147.14285714285714)","(19.0, 28.0, 26.433333333333334)","(7.5, 9.6, 9.647272727272727)"
06-01-2023 12:29:14.119376,"(2.9, 3.25, 3.213995943204868)","(1.9, 2.16, 2.158703703703704)","(91.0, 230.0, 225.0)","(31.0, 55.0, 52.361111111111114)","(101.0, 990.0, 670.0)","(101.0, 370.0, 290.0)","(16.0, 22.0, 21.37837837837838)","(71.0, 190.0, 148.0)","(19.0, 27.0, 26.37142857142857)","(7.5, 9.8, 9.72972972972973)"
