,Splash Some Cash,Run For Glory,Heir Of Tavistock,Tubby Two Tracks,Grinzinger Allee,Midnight Brawler,Metro Legend,Annika,Obi,Star Espresso,Enbarr,Fox Dor
07-01-2023 16:01:50.326333,"(17.0, 27.0, 24.0)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 60.0, 50.666666666666664)","(51.0, 90.0, 81.0)","(2.9, 3.55, 3.5452054794520547)","(8.5, 11.0, 10.222222222222221)","(8.0, 9.8, 9.100000000000001)","(7.5, 10.0, 9.100000000000001)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:01:52.018743,"(17.0, 27.0, 24.0)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 60.0, 47.666666666666664)","(51.0, 90.0, 81.0)","(2.9, 3.55, 3.5452054794520547)","(8.5, 11.0, 10.222222222222221)","(8.0, 9.8, 9.100000000000001)","(7.5, 10.0, 9.133333333333335)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:01:53.783572,"(17.0, 27.0, 24.142857142857142)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 90.0, 81.0)","(2.9, 3.55, 3.547222222222222)","(8.5, 11.0, 10.65)","(8.0, 9.8, 9.100000000000001)","(7.5, 9.8, 9.466666666666667)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:01:55.335638,"(17.0, 27.0, 25.0)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 90.0, 86.25)","(2.9, 3.55, 3.547222222222222)","(8.5, 11.0, 10.65)","(8.0, 9.8, 9.100000000000001)","(7.5, 9.8, 9.466666666666667)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:01:56.894854,"(17.0, 26.0, 25.0)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 95.0, 80.0)","(2.9, 3.55, 3.5471698113207544)","(8.5, 11.0, 10.557894736842105)","(8.0, 9.8, 9.100000000000001)","(7.5, 9.8, 9.133333333333335)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:01:58.541409,"(17.0, 26.0, 25.0)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 95.0, 80.0)","(2.9, 3.55, 3.5471698113207544)","(8.5, 11.0, 10.475)","(8.0, 9.8, 8.989473684210527)","(7.5, 9.8, 9.133333333333335)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:02:00.341377,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 95.0, 80.0)","(2.9, 3.55, 3.5471698113207544)","(8.5, 11.0, 10.475)","(8.0, 9.8, 8.989473684210527)","(7.5, 9.8, 9.466666666666667)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:02:02.390415,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 95.0, 80.0)","(2.9, 3.55, 3.5457943925233644)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.8, 9.309090909090909)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:02:04.061330,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 10.213636363636363)","(12.0, 14.5, 14.427272727272728)","(41.0, 55.0, 51.388888888888886)","(51.0, 95.0, 80.0)","(2.9, 3.55, 3.482258064516129)","(8.5, 11.0, 10.34)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.8, 9.2)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 16:02:05.836608,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 77.5)","(2.9, 3.65, 3.482258064516129)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.8, 9.061538461538461)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:07.463497,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 90.0, 80.0)","(2.9, 3.65, 3.4770270270270274)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.8, 9.061538461538461)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:09.193432,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 80.0)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.188235294117646)","(101.0, 160.0, 140.0)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:10.803437,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 80.0)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(101.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:12.446397,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 80.0)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(101.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:14.056726,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 92.0)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(101.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:15.769048,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 92.0)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(101.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:17.390165,"(17.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(41.0, 55.0, 49.68181818181818)","(51.0, 95.0, 92.0)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(101.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:19.098757,"(18.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 55.0, 49.68181818181818)","(51.0, 95.0, 92.27272727272727)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.284615384615385)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(101.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:20.719503,"(18.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 55.0, 49.68181818181818)","(51.0, 95.0, 92.27272727272727)","(2.9, 3.65, 3.473809523809524)","(8.5, 10.5, 10.284615384615385)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(91.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:22.339782,"(18.0, 26.0, 25.4)","(17.0, 23.0, 21.5)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 55.0, 48.5)","(51.0, 95.0, 92.27272727272727)","(2.9, 3.65, 3.473809523809524)","(8.5, 10.5, 10.475)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.016666666666666)","(91.0, 160.0, 131.42857142857142)","(10.0, 12.0, 11.866666666666667)"
07-01-2023 16:02:23.933779,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 55.0, 48.54545454545455)","(51.0, 95.0, 92.27272727272727)","(2.9, 3.65, 3.473809523809524)","(8.5, 11.0, 10.372727272727273)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.6, 9.133333333333333)","(91.0, 160.0, 120.0)","(10.0, 12.0, 11.666666666666666)"
07-01-2023 16:02:25.608764,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 50.0, 48.54545454545455)","(51.0, 95.0, 92.27272727272727)","(2.9, 3.65, 3.4763157894736842)","(8.5, 10.5, 10.372727272727273)","(8.0, 9.8, 9.663829787234043)","(7.5, 9.4, 9.133333333333333)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.666666666666666)"
07-01-2023 16:02:27.151949,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 50.0, 48.54545454545455)","(51.0, 95.0, 91.66666666666667)","(2.9, 3.65, 3.4763157894736842)","(8.5, 10.5, 10.372727272727273)","(8.0, 9.8, 9.4875)","(7.5, 9.4, 9.133333333333333)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.666666666666666)"
07-01-2023 16:02:29.379259,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 50.0, 48.54545454545455)","(51.0, 95.0, 91.66666666666667)","(2.9, 3.65, 3.4763157894736842)","(8.5, 10.5, 10.372727272727273)","(8.0, 9.8, 9.421621621621622)","(7.5, 9.4, 9.133333333333333)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.666666666666666)"
07-01-2023 16:02:31.465652,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 14.410714285714286)","(31.0, 50.0, 48.54545454545455)","(51.0, 95.0, 91.66666666666667)","(2.9, 3.65, 3.4763157894736842)","(8.5, 10.5, 10.372727272727273)","(8.0, 9.8, 9.421621621621622)","(7.5, 9.4, 9.133333333333333)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.666666666666666)"
07-01-2023 16:02:33.157753,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 13.6)","(31.0, 50.0, 48.54545454545455)","(51.0, 95.0, 91.66666666666667)","(2.9, 3.65, 3.446041666666667)","(8.5, 10.5, 10.372727272727273)","(8.0, 9.8, 9.531818181818181)","(7.5, 9.4, 9.021052631578947)","(91.0, 140.0, 120.0)","(10.0, 13.0, 12.5)"
07-01-2023 16:02:34.935410,"(18.0, 26.0, 25.0)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.5, 13.521739130434783)","(31.0, 50.0, 43.77777777777778)","(51.0, 95.0, 91.66666666666667)","(2.9, 3.45, 3.590867579908676)","(8.5, 10.5, 10.4)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.4, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 13.0, 11.65625)"
07-01-2023 16:02:36.732519,"(18.0, 26.0, 25.90909090909091)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.77777777777778)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 10.5, 10.634782608695652)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.5, 11.65625)"
07-01-2023 16:02:38.845692,"(18.0, 26.0, 25.923076923076923)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.77777777777778)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.7)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.5, 11.65625)"
07-01-2023 16:02:41.017644,"(18.0, 26.0, 25.923076923076923)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.77777777777778)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.7)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.5, 11.65625)"
07-01-2023 16:02:42.746552,"(18.0, 26.0, 25.923076923076923)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.23076923076923)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.7)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.926829268292684)"
07-01-2023 16:02:44.643494,"(18.0, 26.0, 25.894736842105264)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.955263157894736)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.7)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.974358974358974)"
07-01-2023 16:02:46.457118,"(18.0, 26.0, 25.894736842105264)","(17.0, 23.0, 21.444444444444443)","(8.0, 10.5, 9.913953488372092)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.7)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.974358974358974)"
07-01-2023 16:02:48.343520,"(18.0, 26.0, 25.894736842105264)","(17.0, 23.0, 22.875)","(8.0, 10.5, 9.5)","(12.0, 14.0, 13.526315789473685)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.808)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:02:50.163764,"(18.0, 26.0, 25.894736842105264)","(17.0, 24.0, 22.875)","(8.0, 10.0, 9.2)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 91.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.808)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.974358974358974)"
07-01-2023 16:02:51.975514,"(18.0, 26.0, 25.894736842105264)","(17.0, 24.0, 21.6)","(8.0, 9.8, 9.2)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.590867579908676)","(8.5, 11.0, 10.222222222222221)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.974358974358974)"
07-01-2023 16:02:53.712769,"(18.0, 26.0, 25.894736842105264)","(17.0, 24.0, 21.6)","(8.0, 9.8, 9.2)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.591228070175439)","(8.5, 11.0, 10.555555555555555)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:02:55.453606,"(18.0, 24.0, 21.09090909090909)","(17.0, 25.0, 20.90909090909091)","(8.0, 9.8, 9.2)","(12.0, 14.0, 13.521739130434783)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.591228070175439)","(8.5, 11.0, 10.555555555555555)","(8.0, 9.6, 9.531818181818181)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:02:57.210685,"(18.0, 24.0, 21.09090909090909)","(17.0, 25.0, 20.90909090909091)","(8.0, 9.8, 9.32)","(12.0, 14.0, 12.9)","(31.0, 46.0, 43.88235294117647)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.591228070175439)","(8.5, 11.0, 10.555555555555555)","(8.0, 9.6, 9.26896551724138)","(7.5, 9.0, 8.756521739130434)","(91.0, 140.0, 120.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:02:58.944825,"(18.0, 24.0, 21.09090909090909)","(17.0, 25.0, 20.90909090909091)","(8.0, 9.8, 9.38)","(12.0, 14.0, 12.9)","(31.0, 46.0, 43.0)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.591228070175439)","(8.5, 11.0, 10.733333333333333)","(8.0, 9.4, 9.26896551724138)","(7.5, 9.0, 8.733333333333333)","(91.0, 180.0, 145.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:00.651285,"(18.0, 24.0, 21.09090909090909)","(17.0, 25.0, 20.90909090909091)","(8.0, 9.8, 9.1)","(12.0, 14.0, 12.9)","(31.0, 46.0, 43.0)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.591228070175439)","(8.5, 11.0, 10.733333333333333)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.8)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:02.312422,"(18.0, 24.0, 20.8)","(17.0, 25.0, 20.90909090909091)","(8.0, 9.6, 8.926315789473685)","(12.0, 14.0, 14.36111111111111)","(31.0, 46.0, 44.0)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.591228070175439)","(8.5, 11.0, 10.733333333333333)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.757446808510638)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.975)"
07-01-2023 16:03:04.144520,"(18.0, 24.0, 20.8)","(17.0, 25.0, 21.25)","(8.0, 9.6, 8.926315789473685)","(12.0, 14.5, 14.472222222222221)","(31.0, 46.0, 44.166666666666664)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5963963963963965)","(8.5, 11.0, 9.8)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.89655172413793)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:05.856355,"(18.0, 24.0, 20.8)","(17.0, 25.0, 21.25)","(8.0, 9.6, 8.926315789473685)","(12.0, 14.5, 14.472222222222221)","(31.0, 46.0, 44.166666666666664)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5963963963963965)","(8.5, 11.0, 9.714285714285715)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.89655172413793)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:07.565025,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.0)","(8.0, 9.6, 8.926315789473685)","(12.0, 14.5, 14.472222222222221)","(31.0, 46.0, 44.166666666666664)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 9.6)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.89655172413793)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:09.201234,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.0)","(8.0, 9.6, 8.926315789473685)","(11.0, 14.5, 14.472222222222221)","(31.0, 46.0, 44.166666666666664)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 9.6)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.89655172413793)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:10.942940,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.926315789473685)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 9.84)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.89655172413793)","(91.0, 170.0, 140.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:12.532841,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 9.88125)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:14.373259,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:16.080341,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.954545454545453)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:17.926692,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:19.778097,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:21.557710,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:23.293567,"(18.0, 24.0, 20.8)","(17.0, 25.0, 22.63157894736842)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.90909090909091)","(91.0, 170.0, 125.0)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:25.089960,"(18.0, 24.0, 20.8)","(17.0, 25.0, 23.043478260869566)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.46875)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 10.028571428571428)","(7.5, 9.4, 9.236363636363636)","(7.5, 9.0, 8.921052631578947)","(91.0, 170.0, 147.5)","(10.0, 12.0, 11.976744186046512)"
07-01-2023 16:03:26.834216,"(18.0, 24.0, 20.8)","(17.0, 25.0, 23.043478260869566)","(8.0, 9.6, 8.981818181818182)","(11.0, 14.5, 14.472222222222221)","(31.0, 46.0, 44.810810810810814)","(51.0, 95.0, 86.66666666666667)","(3.0, 3.6, 3.5921739130434784)","(8.5, 10.5, 9.855172413793104)","(8.0, 9.4, 9.236363636363636)","(7.5, 9.0, 8.921052631578947)","(101.0, 170.0, 147.5)","(10.0, 12.0, 11.976744186046512)"
