,Semeco,Dyerville,Cable Dancer,Alchian,Hostile Takeover,Orrong Road,Sheeza Tilly
16-12-2022 15:04:54.513003,"(3.0, 3.55, 3.5464285714285713)","(3.6, 4.5, 4.418918918918919)","(9.0, 15.5, 14.264705882352942)","(8.0, 11.0, 10.472222222222221)","(14.0, 21.0, 20.107142857142858)","(4.6, 4.5, 4.441258741258742)","(13.0, 20.0, 17.75)"
16-12-2022 15:04:55.820790,"(3.0, 3.55, 3.5388888888888888)","(3.6, 4.6, 4.470588235294118)","(9.0, 15.5, 14.1875)","(8.0, 11.0, 10.472222222222221)","(14.0, 21.0, 20.107142857142858)","(4.6, 4.5, 4.389949748743719)","(13.0, 19.0, 17.5)"
16-12-2022 15:04:57.016351,"(3.0, 3.55, 3.54)","(3.6, 4.6, 4.470588235294118)","(9.0, 15.5, 14.1875)","(8.0, 11.0, 10.472222222222221)","(14.0, 21.0, 20.264705882352942)","(4.6, 4.4, 4.38918918918919)","(13.0, 18.5, 17.0)"
16-12-2022 15:04:58.133561,"(3.0, 3.55, 3.5478260869565217)","(3.6, 4.6, 4.528947368421052)","(9.0, 15.5, 14.1875)","(8.0, 11.0, 10.472222222222221)","(14.0, 21.0, 20.264705882352942)","(4.6, 4.4, 4.51063829787234)","(13.0, 18.5, 16.9)"
16-12-2022 15:04:59.341654,"(3.0, 3.55, 3.5478260869565217)","(3.6, 4.6, 4.535714285714286)","(9.0, 15.5, 14.1875)","(8.0, 11.0, 10.55813953488372)","(14.0, 21.0, 20.264705882352942)","(4.6, 4.6, 4.475956284153005)","(13.0, 18.5, 16.9)"
16-12-2022 15:05:00.644172,"(3.0, 3.5, 3.4941176470588236)","(3.6, 4.6, 4.535714285714286)","(9.0, 15.5, 14.1875)","(8.0, 11.0, 10.55813953488372)","(14.0, 21.0, 19.571428571428573)","(4.6, 4.5, 4.470666666666666)","(13.0, 18.5, 16.9)"
16-12-2022 15:05:02.172963,"(3.0, 3.5, 3.496103896103896)","(3.6, 4.6, 4.483870967741935)","(9.0, 15.5, 14.625)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.565217391304348)","(4.6, 4.5, 4.486607142857143)","(13.0, 18.5, 16.9)"
16-12-2022 15:05:03.349250,"(3.0, 3.5, 3.496103896103896)","(3.6, 4.6, 4.446153846153846)","(9.0, 15.5, 14.625)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.684210526315788)","(4.6, 4.5, 4.520958083832335)","(13.0, 18.5, 16.615384615384617)"
16-12-2022 15:05:04.575160,"(3.0, 3.55, 3.5437499999999997)","(3.6, 4.5, 4.465853658536585)","(9.0, 15.5, 15.191358024691358)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.391304347826086)","(4.6, 4.6, 4.523926380368098)","(13.0, 18.0, 17.0)"
16-12-2022 15:05:05.848921,"(3.0, 3.55, 3.5428571428571427)","(3.6, 4.5, 4.465853658536585)","(9.0, 15.5, 15.191358024691358)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.391304347826086)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 17.0)"
16-12-2022 15:05:07.230849,"(3.0, 3.55, 3.5421875)","(3.6, 4.5, 4.441666666666666)","(9.0, 15.5, 15.191358024691358)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.391304347826086)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 17.0)"
16-12-2022 15:05:08.959407,"(3.0, 3.55, 3.5421875)","(3.6, 4.5, 4.441666666666666)","(9.0, 15.5, 15.191358024691358)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.391304347826086)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.923076923076923)"
16-12-2022 15:05:10.262824,"(3.0, 3.55, 3.5421875)","(3.6, 4.5, 4.441666666666666)","(9.0, 15.5, 15.191358024691358)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.125)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.923076923076923)"
16-12-2022 15:05:11.896363,"(3.0, 3.55, 3.5421875)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.191358024691358)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.125)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.666666666666668)"
16-12-2022 15:05:13.217897,"(3.0, 3.55, 3.5421875)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.171052631578947)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.125)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.666666666666668)"
16-12-2022 15:05:14.516565,"(3.0, 3.55, 3.5421875)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.171052631578947)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.125)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.666666666666668)"
16-12-2022 15:05:15.890251,"(3.0, 3.55, 3.543150684931507)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.595744680851064)","(14.0, 21.0, 20.44)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.666666666666668)"
16-12-2022 15:05:17.183559,"(3.0, 3.55, 3.543150684931507)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.62)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.666666666666668)"
16-12-2022 15:05:18.463815,"(3.0, 3.55, 3.543150684931507)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.62)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.517441860465116)","(13.0, 17.5, 16.666666666666668)"
16-12-2022 15:05:19.967262,"(3.0, 3.55, 3.5418918918918916)","(3.6, 4.5, 4.436)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.62)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.527777777777778)","(13.0, 17.5, 16.363636363636363)"
16-12-2022 15:05:21.391382,"(3.0, 3.5, 3.4925)","(3.6, 4.5, 4.428888888888888)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.657894736842104)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.527777777777778)","(13.0, 17.0, 16.235294117647058)"
16-12-2022 15:05:22.632740,"(3.0, 3.5, 3.4925)","(3.6, 4.5, 4.428888888888888)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.74)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.527777777777778)","(13.0, 17.0, 16.235294117647058)"
16-12-2022 15:05:23.815885,"(3.0, 3.5, 3.4925)","(3.6, 4.5, 4.428888888888888)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.74)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.527777777777778)","(13.0, 17.0, 16.235294117647058)"
16-12-2022 15:05:25.247823,"(3.0, 3.5, 3.4925)","(3.6, 4.5, 4.384848484848485)","(9.0, 15.5, 15.319148936170214)","(8.0, 11.0, 10.8)","(14.0, 21.0, 20.714285714285715)","(4.6, 4.6, 4.527777777777778)","(13.0, 17.0, 16.35)"
16-12-2022 15:05:27.075275,"(3.0, 3.5, 3.4925)","(3.6, 4.5, 4.384848484848485)","(9.0, 15.5, 14.69047619047619)","(8.0, 11.0, 10.933333333333334)","(14.0, 21.0, 20.066666666666666)","(4.6, 4.6, 4.577391304347826)","(13.0, 17.0, 16.26923076923077)"
16-12-2022 15:05:28.314360,"(3.0, 3.5, 3.4918918918918918)","(3.6, 4.5, 4.3933333333333335)","(9.0, 15.5, 14.933333333333334)","(8.0, 11.0, 10.933333333333334)","(14.0, 21.0, 20.333333333333332)","(4.6, 4.6, 4.5139664804469275)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:29.528551,"(3.0, 3.5, 3.4918918918918918)","(3.6, 4.5, 4.3933333333333335)","(9.0, 15.5, 15.113636363636363)","(8.0, 11.0, 10.933333333333334)","(14.0, 21.0, 20.548387096774192)","(4.4, 4.6, 4.516571428571429)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:30.753390,"(3.0, 3.5, 3.4918918918918918)","(3.6, 4.5, 4.3933333333333335)","(9.0, 15.5, 15.4)","(8.0, 11.0, 10.933333333333334)","(14.0, 21.0, 23.166666666666668)","(4.4, 4.6, 4.483471074380166)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:31.984404,"(3.0, 3.55, 3.537323943661972)","(3.6, 4.5, 4.3428571428571425)","(9.0, 15.5, 15.4)","(8.0, 11.0, 10.933333333333334)","(14.0, 24.0, 22.695652173913043)","(4.4, 4.6, 4.526903553299492)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:33.243275,"(3.0, 3.55, 3.5326666666666666)","(3.6, 4.5, 4.3428571428571425)","(9.0, 15.5, 15.4)","(8.0, 11.0, 10.933333333333334)","(14.0, 24.0, 22.444444444444443)","(4.4, 4.6, 4.526903553299492)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:34.485146,"(3.0, 3.5, 3.49375)","(3.6, 4.5, 4.3428571428571425)","(9.0, 15.5, 15.4)","(8.0, 11.0, 10.933333333333334)","(14.0, 24.0, 22.444444444444443)","(4.4, 4.6, 4.527319587628866)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:35.699336,"(3.0, 3.5, 3.493846153846154)","(3.6, 4.5, 4.363157894736842)","(9.0, 15.5, 15.4)","(8.0, 11.0, 11.107142857142858)","(14.0, 24.0, 22.444444444444443)","(4.4, 4.6, 4.527319587628866)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:36.881003,"(3.0, 3.5, 3.4911290322580646)","(3.6, 4.5, 4.396)","(9.0, 15.5, 15.4)","(8.0, 11.5, 11.136363636363637)","(14.0, 24.0, 22.444444444444443)","(4.4, 4.6, 4.525773195876289)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:37.978722,"(3.0, 3.5, 3.4911290322580646)","(3.6, 4.5, 4.396)","(9.0, 15.5, 15.4)","(8.0, 11.5, 11.115384615384615)","(14.0, 24.0, 22.444444444444443)","(4.4, 4.6, 4.525773195876289)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:39.207950,"(3.0, 3.5, 3.4911290322580646)","(3.6, 4.5, 4.396)","(9.0, 15.5, 15.4)","(8.0, 11.5, 11.115384615384615)","(14.0, 24.0, 22.444444444444443)","(4.4, 4.6, 4.525773195876289)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:40.331182,"(3.0, 3.5, 3.4911290322580646)","(3.8, 4.5, 4.433333333333334)","(9.0, 15.5, 15.071428571428571)","(8.0, 11.5, 11.214285714285714)","(14.0, 24.0, 22.625)","(4.2, 4.6, 4.521739130434782)","(13.0, 16.5, 16.15)"
16-12-2022 15:05:41.537952,"(3.0, 3.5, 3.4911290322580646)","(3.8, 4.4, 4.366666666666667)","(9.0, 15.5, 15.227272727272727)","(8.0, 11.5, 11.30952380952381)","(14.0, 23.0, 22.125)","(4.2, 4.6, 4.521739130434782)","(13.0, 16.5, 16.375)"
16-12-2022 15:05:42.882265,"(3.0, 3.5, 3.493220338983051)","(3.8, 4.4, 4.366666666666667)","(9.0, 15.5, 15.40625)","(8.0, 11.5, 11.30952380952381)","(14.0, 23.0, 21.96153846153846)","(4.2, 4.6, 4.521739130434782)","(13.0, 16.5, 16.375)"
16-12-2022 15:05:44.204153,"(3.0, 3.5, 3.493220338983051)","(3.8, 4.4, 4.366666666666667)","(9.0, 15.5, 15.40625)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.956521739130434)","(4.2, 4.6, 4.517241379310345)","(13.0, 16.5, 17.81818181818182)"
16-12-2022 15:05:45.369420,"(3.0, 3.45, 3.404375)","(3.8, 4.4, 4.371428571428572)","(9.0, 15.5, 15.392857142857142)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.94736842105263)","(4.2, 4.6, 4.517543859649122)","(13.0, 18.0, 17.26923076923077)"
16-12-2022 15:05:46.430237,"(3.0, 3.45, 3.3955223880597014)","(3.8, 4.4, 4.371428571428572)","(9.0, 15.5, 15.392857142857142)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.857142857142858)","(4.2, 4.6, 4.512422360248447)","(13.0, 19.0, 17.166666666666668)"
16-12-2022 15:05:47.523688,"(3.0, 3.45, 3.3865217391304347)","(3.8, 4.5, 4.42)","(9.0, 15.5, 15.392857142857142)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.823529411764707)","(4.2, 4.6, 4.512195121951219)","(13.0, 19.0, 17.166666666666668)"
16-12-2022 15:05:48.577942,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.4071428571428575)","(9.0, 15.5, 15.425925925925926)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.823529411764707)","(4.2, 4.6, 4.512195121951219)","(13.0, 19.0, 17.166666666666668)"
16-12-2022 15:05:49.668686,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.4071428571428575)","(9.0, 15.5, 15.425925925925926)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.785714285714285)","(4.2, 4.6, 4.512195121951219)","(13.0, 19.0, 17.166666666666668)"
16-12-2022 15:05:50.731004,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.4071428571428575)","(9.0, 15.5, 15.425925925925926)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.785714285714285)","(4.2, 4.6, 4.512195121951219)","(13.0, 19.0, 17.833333333333332)"
16-12-2022 15:05:51.828162,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.4071428571428575)","(9.0, 15.5, 15.375)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.785714285714285)","(4.2, 4.6, 4.512195121951219)","(13.0, 18.5, 17.38888888888889)"
16-12-2022 15:05:52.941616,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.4071428571428575)","(9.0, 15.5, 15.452380952380953)","(8.0, 11.5, 11.3)","(14.0, 22.0, 20.75)","(4.2, 4.6, 4.512195121951219)","(13.0, 18.5, 17.227272727272727)"
16-12-2022 15:05:54.056695,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.430434782608695)","(9.0, 15.5, 15.452380952380953)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.25)","(4.2, 4.6, 4.5064935064935066)","(13.0, 18.5, 16.970588235294116)"
16-12-2022 15:05:55.153819,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.430434782608695)","(9.0, 15.5, 15.452380952380953)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.25)","(4.2, 4.6, 4.5064935064935066)","(13.0, 18.5, 17.145833333333332)"
16-12-2022 15:05:56.158638,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.42)","(9.0, 15.5, 15.452380952380953)","(8.0, 11.5, 11.3)","(14.0, 22.0, 21.642857142857142)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.5, 17.145833333333332)"
16-12-2022 15:05:57.161894,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.465217391304348)","(9.0, 15.5, 15.47872340425532)","(8.0, 11.5, 11.38888888888889)","(14.0, 22.0, 21.642857142857142)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.5, 16.789473684210527)"
16-12-2022 15:05:58.166431,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.465217391304348)","(9.0, 15.5, 15.47872340425532)","(8.0, 11.5, 11.38888888888889)","(14.0, 22.0, 21.642857142857142)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.5, 17.5)"
16-12-2022 15:05:59.207811,"(3.0, 3.45, 3.372340425531915)","(3.8, 4.5, 4.465217391304348)","(9.0, 15.5, 15.47872340425532)","(8.0, 11.5, 11.38888888888889)","(14.0, 22.0, 21.558823529411764)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.0, 17.81818181818182)"
16-12-2022 15:06:00.283760,"(3.1, 3.45, 3.372340425531915)","(3.8, 4.5, 4.465217391304348)","(10.0, 15.5, 15.47872340425532)","(8.5, 11.5, 11.38888888888889)","(15.0, 22.0, 21.558823529411764)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.0, 17.81818181818182)"
16-12-2022 15:06:01.369742,"(3.1, 3.45, 3.372340425531915)","(3.8, 4.5, 4.465217391304348)","(10.0, 16.0, 15.761904761904763)","(8.5, 11.5, 11.38888888888889)","(15.0, 22.0, 21.65909090909091)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.0, 17.81818181818182)"
16-12-2022 15:06:02.427484,"(3.1, 3.45, 3.371)","(3.8, 4.5, 4.4714285714285715)","(10.0, 16.0, 15.761904761904763)","(8.5, 11.5, 11.38888888888889)","(15.0, 22.0, 21.65909090909091)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.0, 17.81818181818182)"
16-12-2022 15:06:03.479097,"(3.1, 3.4, 3.3722222222222222)","(3.8, 4.5, 4.414285714285715)","(10.0, 16.0, 15.761904761904763)","(8.5, 11.5, 11.38888888888889)","(15.0, 22.0, 20.8)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.0, 17.25)"
16-12-2022 15:06:04.466101,"(3.1, 3.4, 3.370731707317073)","(3.8, 4.5, 4.4)","(10.0, 16.0, 15.772727272727273)","(8.5, 11.5, 11.38888888888889)","(15.0, 22.0, 21.333333333333332)","(4.2, 4.6, 4.508620689655173)","(13.0, 18.0, 16.823529411764707)"
16-12-2022 15:06:05.462258,"(3.1, 3.4, 3.367741935483871)","(3.8, 4.5, 4.4)","(10.0, 16.0, 15.772727272727273)","(8.5, 11.5, 11.38888888888889)","(15.0, 22.0, 21.479166666666668)","(4.2, 4.6, 4.508620689655173)","(13.0, 17.0, 16.863636363636363)"
16-12-2022 15:06:06.473429,"(3.1, 3.4, 3.367741935483871)","(3.8, 4.5, 4.4)","(10.0, 16.0, 15.772727272727273)","(8.5, 11.5, 11.42)","(15.0, 22.0, 20.8)","(4.2, 4.6, 4.508620689655173)","(13.0, 17.0, 16.863636363636363)"
16-12-2022 15:06:07.500086,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.4)","(10.0, 16.0, 15.772727272727273)","(8.5, 11.5, 11.42)","(15.0, 21.0, 20.53846153846154)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.863636363636363)"
16-12-2022 15:06:08.570603,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.394117647058823)","(10.0, 16.0, 15.6875)","(8.5, 11.5, 11.42)","(15.0, 21.0, 20.0)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.863636363636363)"
16-12-2022 15:06:09.678396,"(3.1, 3.4, 3.3825)","(3.8, 4.5, 4.4)","(10.0, 17.5, 17.016129032258064)","(8.5, 11.5, 10.666666666666666)","(15.0, 21.0, 20.571428571428573)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.863636363636363)"
16-12-2022 15:06:10.957686,"(3.1, 3.4, 3.3825)","(3.8, 4.5, 4.426315789473684)","(10.0, 17.5, 16.916666666666668)","(8.5, 11.0, 11.222222222222221)","(15.0, 21.0, 20.454545454545453)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.863636363636363)"
16-12-2022 15:06:12.319406,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.426315789473684)","(10.0, 17.5, 16.692307692307693)","(8.5, 11.5, 11.208333333333334)","(15.0, 21.0, 20.454545454545453)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.928571428571427)"
16-12-2022 15:06:13.372134,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.426315789473684)","(10.0, 17.5, 16.692307692307693)","(8.5, 11.5, 11.12962962962963)","(15.0, 21.0, 20.454545454545453)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.928571428571427)"
16-12-2022 15:06:14.382853,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.426315789473684)","(10.0, 17.5, 16.692307692307693)","(8.5, 11.5, 11.065217391304348)","(15.0, 21.0, 20.454545454545453)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.928571428571427)"
16-12-2022 15:06:15.458123,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.426315789473684)","(10.0, 17.5, 16.5625)","(8.5, 11.5, 11.02)","(15.0, 21.0, 20.454545454545453)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.928571428571427)"
16-12-2022 15:06:16.498589,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.426315789473684)","(10.0, 17.5, 16.5625)","(8.5, 11.5, 11.090909090909092)","(15.0, 21.0, 20.625)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.88888888888889)"
16-12-2022 15:06:17.503224,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.4363636363636365)","(10.0, 17.5, 16.5625)","(8.5, 11.5, 11.071428571428571)","(15.0, 21.0, 20.333333333333332)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.903225806451612)"
16-12-2022 15:06:18.569655,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.439130434782609)","(10.0, 17.5, 16.5625)","(8.5, 11.5, 11.071428571428571)","(15.0, 21.0, 20.333333333333332)","(4.2, 4.6, 4.5240506329113925)","(13.0, 17.0, 16.903225806451612)"
16-12-2022 15:06:19.601127,"(3.1, 3.4, 3.372)","(3.8, 4.5, 4.414285714285715)","(10.0, 17.5, 16.5625)","(8.5, 11.5, 11.071428571428571)","(15.0, 21.0, 20.5)","(4.2, 4.6, 4.522093023255814)","(13.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:20.649353,"(3.1, 3.45, 3.3735955056179776)","(3.8, 4.5, 4.2615384615384615)","(10.0, 17.5, 17.2)","(8.5, 11.5, 11.458333333333334)","(15.0, 21.0, 21.0)","(4.2, 4.6, 4.492537313432836)","(13.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:21.746465,"(3.1, 3.45, 3.377659574468085)","(3.8, 4.5, 4.337209302325581)","(10.0, 17.5, 17.03846153846154)","(8.5, 11.5, 11.458333333333334)","(15.0, 23.0, 21.0)","(4.2, 4.6, 4.4937062937062935)","(13.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:22.888608,"(3.1, 3.45, 3.377659574468085)","(3.8, 4.5, 4.337209302325581)","(10.0, 17.5, 17.03846153846154)","(9.0, 11.5, 11.458333333333334)","(15.0, 23.0, 21.3)","(4.2, 4.6, 4.4937062937062935)","(14.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:24.018372,"(3.1, 3.45, 3.377659574468085)","(3.8, 4.5, 4.337209302325581)","(10.0, 17.5, 17.147058823529413)","(9.0, 11.5, 11.533333333333333)","(15.0, 23.0, 21.3)","(4.2, 4.6, 4.487012987012987)","(14.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:25.129028,"(3.1, 3.45, 3.377659574468085)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.147058823529413)","(9.0, 12.0, 11.433333333333334)","(15.0, 23.0, 21.3)","(4.2, 4.5, 4.487012987012987)","(14.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:26.179913,"(3.1, 3.45, 3.377659574468085)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.27777777777778)","(9.0, 11.5, 11.452380952380953)","(15.0, 23.0, 21.542857142857144)","(4.2, 4.5, 4.487012987012987)","(14.0, 17.0, 16.894736842105264)"
16-12-2022 15:06:27.407667,"(3.1, 3.4, 3.3982758620689655)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 23.0, 21.542857142857144)","(4.2, 4.5, 4.487012987012987)","(14.0, 17.0, 17.457142857142856)"
16-12-2022 15:06:28.449483,"(3.1, 3.4, 3.3982758620689655)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 23.0, 21.542857142857144)","(4.2, 4.5, 4.486111111111111)","(14.0, 17.5, 17.25)"
16-12-2022 15:06:29.459406,"(3.1, 3.45, 3.3782828282828286)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 23.0, 21.142857142857142)","(4.2, 4.5, 4.492957746478873)","(14.0, 17.5, 17.25)"
16-12-2022 15:06:30.550310,"(3.1, 3.45, 3.3782828282828286)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 22.0, 20.96969696969697)","(4.2, 4.6, 4.492957746478873)","(14.0, 17.5, 17.25)"
16-12-2022 15:06:31.640715,"(3.1, 3.45, 3.3782828282828286)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 22.0, 20.63157894736842)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.25)"
16-12-2022 15:06:32.677651,"(3.1, 3.45, 3.3782828282828286)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 21.0, 20.352941176470587)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.25)"
16-12-2022 15:06:33.719725,"(3.1, 3.45, 3.3782828282828286)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 21.0, 20.083333333333332)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.25)"
16-12-2022 15:06:34.674014,"(3.1, 3.45, 3.3782828282828286)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.192307692307693)","(9.0, 11.5, 11.452380952380953)","(15.0, 21.0, 20.083333333333332)","(4.2, 4.6, 4.492537313432836)","(14.0, 17.5, 17.4)"
16-12-2022 15:06:35.619821,"(3.1, 3.45, 3.373728813559322)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.27777777777778)","(9.0, 11.5, 11.46774193548387)","(15.0, 21.0, 20.083333333333332)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.4)"
16-12-2022 15:06:36.599529,"(3.1, 3.4, 3.376785714285714)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.27777777777778)","(9.0, 11.5, 11.46774193548387)","(15.0, 21.0, 20.066666666666666)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.4375)"
16-12-2022 15:06:37.652306,"(3.1, 3.4, 3.376785714285714)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(9.0, 11.5, 11.46774193548387)","(15.0, 21.0, 20.066666666666666)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.4375)"
16-12-2022 15:06:38.717922,"(3.1, 3.4, 3.376785714285714)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(9.0, 11.5, 11.46774193548387)","(15.0, 21.0, 20.066666666666666)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.4375)"
16-12-2022 15:06:39.719973,"(3.1, 3.4, 3.376785714285714)","(3.8, 4.4, 4.347058823529411)","(10.0, 17.5, 17.362068965517242)","(9.0, 11.5, 11.46774193548387)","(15.0, 21.0, 20.066666666666666)","(4.2, 4.6, 4.489855072463768)","(14.0, 17.5, 17.4375)"
