,Thats Not My Gait,Fling It Rainbow,Tripod Nz,Dels Destiny Nz,Megeve,Homonym Nz,Peakz Luck Nz,Whatwillbeewillbee Nz,Little Yankee
07-12-2022 20:32:41.801745,"(2.3, 3.45, 3.2)","(17.0, 44.0, 28.666666666666668)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:43.124406,"(2.3, 3.45, 3.2)","(17.0, 44.0, 28.666666666666668)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:44.487035,"(2.3, 3.45, 3.2)","(17.0, 44.0, 28.666666666666668)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:45.790933,"(2.3, 3.45, 3.2)","(17.0, 44.0, 28.666666666666668)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:47.080697,"(2.3, 3.45, 3.2)","(17.0, 44.0, 28.0)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:48.298319,"(2.3, 3.45, 3.2)","(17.0, 42.0, 27.333333333333332)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:49.537827,"(2.3, 3.45, 3.2)","(17.0, 40.0, 35.25)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:50.739527,"(2.25, 3.45, 3.2)","(18.0, 40.0, 35.25)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:51.985806,"(2.25, 3.45, 3.2)","(18.0, 40.0, 32.8)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:53.229191,"(2.25, 3.45, 3.2)","(18.0, 40.0, 32.8)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:54.406767,"(2.25, 3.45, 3.2)","(18.0, 40.0, 32.8)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:55.592247,"(2.25, 3.45, 3.2)","(18.0, 40.0, 32.8)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:56.730851,"(2.25, 3.45, 3.2)","(18.0, 38.0, 31.6)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:57.880447,"(2.25, 3.45, 3.2)","(18.0, 36.0, 30.4)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:32:59.135784,"(2.25, 3.45, 3.2)","(18.0, 36.0, 30.4)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:00.317115,"(2.25, 3.45, 3.2)","(18.0, 36.0, 32.285714285714285)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:01.527211,"(2.25, 3.45, 3.2)","(18.0, 36.0, 32.285714285714285)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:02.842182,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:04.089593,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:05.335839,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:06.471000,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:07.600437,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.166666666666668)"
07-12-2022 20:33:08.774578,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 29.375)"
07-12-2022 20:33:09.951051,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 29.375)"
07-12-2022 20:33:11.192944,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 28.4)"
07-12-2022 20:33:12.337053,"(2.25, 3.45, 3.183333333333333)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 28.4)"
07-12-2022 20:33:13.468177,"(2.25, 3.45, 2.8242857142857143)","(18.0, 36.0, 31.333333333333336)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 33.0)"
07-12-2022 20:33:14.671287,"(2.25, 3.45, 2.8725)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 40.0, 32.0)"
07-12-2022 20:33:15.812847,"(2.25, 3.45, 2.79)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:17.013283,"(2.25, 3.45, 2.757)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:18.254476,"(2.25, 3.4, 2.8600000000000003)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:19.507780,"(2.25, 3.4, 2.77)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:20.710759,"(2.25, 3.4, 2.77)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:21.917671,"(2.25, 3.4, 2.77)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:23.063824,"(2.25, 3.4, 2.77)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.0)"
07-12-2022 20:33:24.186004,"(2.25, 3.4, 2.77)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:25.315324,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:26.373294,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 31.333333333333336)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:27.458005,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 33.66666666666667)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:28.565565,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 30.8)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:29.673440,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 30.8)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:30.804373,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 30.8)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:31.992839,"(2.25, 3.4, 2.7600000000000002)","(18.0, 36.0, 30.8)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:33.166273,"(2.25, 3.4, 2.956923076923077)","(18.0, 34.0, 29.6)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:34.315586,"(2.25, 3.4, 2.956923076923077)","(18.0, 32.0, 28.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:35.439303,"(2.25, 3.4, 2.956923076923077)","(18.0, 32.0, 30.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:36.564167,"(2.25, 3.4, 2.956923076923077)","(18.0, 32.0, 30.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:37.720696,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 30.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:38.920353,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 28.8)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:40.134494,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 28.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:41.316897,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 28.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:42.409254,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 28.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:43.546358,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 29.714285714285715)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:44.686490,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 29.714285714285715)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:45.799804,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 29.714285714285715)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 35.33333333333333)"
07-12-2022 20:33:46.954792,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 30.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 30.0)"
07-12-2022 20:33:48.104400,"(2.25, 3.4, 2.777777777777778)","(18.0, 32.0, 30.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 16.0)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 38.0, 29.75)"
07-12-2022 20:33:49.289487,"(2.25, 3.4, 2.7955555555555556)","(18.0, 32.0, 30.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 36.0, 30.8)"
07-12-2022 20:33:50.509095,"(2.25, 3.4, 2.7955555555555556)","(18.0, 32.0, 28.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 34.0, 29.0)"
07-12-2022 20:33:51.779329,"(2.25, 3.4, 2.7685714285714287)","(18.0, 32.0, 29.2)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 34.0, 28.5)"
07-12-2022 20:33:52.979002,"(2.25, 3.4, 2.7950000000000004)","(18.0, 34.0, 30.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 26.75)"
07-12-2022 20:33:54.203625,"(2.25, 3.4, 2.7950000000000004)","(18.0, 34.0, 30.4)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 32.0, 27.5)"
07-12-2022 20:33:55.383098,"(2.25, 3.4, 2.831111111111111)","(18.0, 50.0, 40.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 30.0, 27.0)"
07-12-2022 20:33:56.557814,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:33:57.730237,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:33:58.877372,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:00.021129,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:01.148000,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:02.277257,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:03.442836,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:04.596496,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:05.740218,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 26.0)"
07-12-2022 20:34:06.881376,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.285714285714285)"
07-12-2022 20:34:08.019445,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:09.170704,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:10.362154,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:11.592183,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 42.44444444444444)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:12.824755,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 40.888888888888886)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:13.998342,"(2.25, 3.4, 2.831111111111111)","(18.0, 46.0, 40.888888888888886)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:15.152745,"(2.25, 3.4, 2.831111111111111)","(18.0, 46.0, 31.333333333333332)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:16.302749,"(2.25, 3.4, 2.831111111111111)","(18.0, 46.0, 31.333333333333332)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:17.476756,"(2.25, 3.4, 2.831111111111111)","(18.0, 46.0, 31.333333333333332)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:18.638311,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 32.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:19.783147,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 32.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:20.917880,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 32.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:22.035115,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 32.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
07-12-2022 20:34:23.161866,"(2.25, 3.4, 2.831111111111111)","(18.0, 48.0, 32.0)","(9.0, 99999, 99990)","(61.0, 99999, 99990)","(11.0, 16.5, 15.5)","(4.0, 99999, 99990)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(21.0, 29.0, 27.8)"
