,Golden Hands,Black Baccara,Tuesdays Gone,Nomad Road,Striking Stare,Deadly Choice,Scandalise,Atomic Len
11-01-2023 21:25:39.884527,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 14.666666666666666)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 41.096774193548384)","(14.0, 36.0, 21.0)","(61.0, 520.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:41.771679,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 14.666666666666666)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.11111111111111)","(14.0, 36.0, 21.0)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:43.419330,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.11111111111111)","(14.0, 36.0, 21.0)","(61.0, 420.0, 242.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:44.757454,"(4.0, 8.0, 5.0)","(41.0, 340.0, 91.66666666666666)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 41.096774193548384)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:46.130713,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:47.434707,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:48.847333,"(4.0, 8.0, 5.0)","(41.0, 350.0, 91.66666666666666)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:50.166867,"(4.0, 8.0, 5.0)","(41.0, 350.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:51.533235,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:52.941990,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:54.171053,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:55.331636,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:56.469653,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:57.657412,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:25:58.932492,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:26:00.172483,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:26:01.383748,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:26:02.567435,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:26:03.787655,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:26:04.983113,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 21.555555555555557)","(14.0, 36.0, 21.0)","(61.0, 420.0, 247.5)","(1.5, 2.1, 1.5361111111111112)"
11-01-2023 21:26:06.177824,"(4.0, 8.0, 5.0)","(41.0, 340.0, 100.0)","(10.0, 21.0, 16.25)","(8.5, 18.5, 15.67142857142857)","(17.0, 50.0, 33.25)","(14.0, 36.0, 29.9)","(61.0, 420.0, 297.5)","(1.5, 2.1, 1.7066666666666668)"
11-01-2023 21:26:07.439501,"(4.0, 7.8, 6.3)","(41.0, 340.0, 240.0)","(10.0, 21.0, 16.0)","(8.5, 18.5, 15.67142857142857)","(17.0, 48.0, 25.875)","(14.0, 34.0, 25.214285714285715)","(61.0, 520.0, 297.5)","(1.5, 2.08, 1.5822222222222222)"
11-01-2023 21:26:08.703471,"(4.0, 7.8, 5.175)","(41.0, 340.0, 240.0)","(10.0, 21.0, 16.0)","(8.5, 18.5, 15.67142857142857)","(17.0, 48.0, 25.875)","(14.0, 34.0, 25.214285714285715)","(61.0, 520.0, 297.5)","(1.5, 2.08, 1.5822222222222222)"
11-01-2023 21:26:09.881776,"(4.0, 7.8, 5.175)","(41.0, 340.0, 240.0)","(10.0, 21.0, 16.0)","(8.5, 18.5, 15.67142857142857)","(17.0, 48.0, 25.875)","(14.0, 34.0, 25.214285714285715)","(61.0, 520.0, 297.5)","(1.5, 2.08, 1.5822222222222222)"
11-01-2023 21:26:10.973930,"(4.0, 8.0, 4.988235294117647)","(41.0, 340.0, 240.0)","(10.0, 21.0, 16.0)","(8.5, 18.5, 15.67142857142857)","(17.0, 48.0, 25.875)","(14.0, 34.0, 25.214285714285715)","(61.0, 520.0, 297.5)","(1.5, 2.08, 1.5822222222222222)"
11-01-2023 21:26:12.145880,"(4.0, 8.0, 6.245283018867925)","(41.0, 340.0, 160.0)","(10.0, 21.0, 20.09090909090909)","(8.5, 18.5, 16.736363636363635)","(17.0, 48.0, 22.714285714285715)","(14.0, 34.0, 28.0)","(61.0, 520.0, 290.0)","(1.5, 2.08, 1.5822222222222222)"
11-01-2023 21:26:13.305727,"(4.0, 8.0, 5.928571428571428)","(41.0, 330.0, 84.85714285714286)","(10.0, 21.0, 19.8125)","(8.5, 18.5, 12.0)","(17.0, 48.0, 39.416666666666664)","(14.0, 34.0, 28.0)","(61.0, 520.0, 300.0)","(1.5, 2.08, 1.9057142857142857)"
11-01-2023 21:26:14.409239,"(4.0, 7.8, 7.0)","(41.0, 330.0, 91.66666666666666)","(10.0, 21.0, 19.8125)","(8.5, 18.0, 10.8)","(17.0, 44.0, 30.25)","(14.0, 34.0, 28.545454545454547)","(61.0, 520.0, 250.0)","(1.5, 2.06, 1.9966666666666666)"
11-01-2023 21:26:15.521950,"(4.0, 7.8, 7.336842105263158)","(41.0, 320.0, 209.60000000000002)","(10.0, 21.0, 19.944444444444443)","(8.5, 18.0, 10.8)","(17.0, 44.0, 30.25)","(14.0, 34.0, 28.545454545454547)","(61.0, 420.0, 250.0)","(1.5, 2.04, 1.856470588235294)"
11-01-2023 21:26:16.621092,"(4.0, 7.8, 7.433333333333334)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 19.944444444444443)","(8.5, 18.0, 10.8)","(17.0, 44.0, 30.25)","(14.0, 34.0, 28.545454545454547)","(61.0, 420.0, 250.0)","(1.5, 2.04, 1.856470588235294)"
11-01-2023 21:26:17.713254,"(4.0, 7.8, 7.4479999999999995)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 10.8)","(17.0, 44.0, 30.25)","(14.0, 34.0, 22.3)","(61.0, 420.0, 250.0)","(1.5, 2.04, 1.856470588235294)"
11-01-2023 21:26:18.975127,"(4.0, 7.8, 6.955555555555556)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.75)","(17.0, 42.0, 24.25)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 2.04, 1.856470588235294)"
11-01-2023 21:26:20.312996,"(4.0, 8.2, 7.833333333333332)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 40.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 2.04, 1.8866666666666667)"
11-01-2023 21:26:21.457284,"(4.0, 8.2, 6.7)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 2.02, 1.8305882352941176)"
11-01-2023 21:26:22.627972,"(4.0, 8.2, 7.507692307692308)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 2.0, 1.8305882352941176)"
11-01-2023 21:26:24.199413,"(4.0, 8.2, 7.507692307692308)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 2.0, 1.8305882352941176)"
11-01-2023 21:26:25.724605,"(4.0, 8.2, 7.324999999999999)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 1.99, 1.8072222222222223)"
11-01-2023 21:26:26.957912,"(4.0, 8.2, 7.324999999999999)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 1.99, 1.7114814814814814)"
11-01-2023 21:26:28.253144,"(4.0, 8.2, 7.324999999999999)","(41.0, 320.0, 137.33333333333331)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 1.99, 1.7114814814814814)"
11-01-2023 21:26:29.613892,"(4.0, 8.2, 7.324999999999999)","(41.0, 320.0, 114.5)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 250.0)","(1.5, 1.99, 1.7114814814814814)"
11-01-2023 21:26:30.850494,"(4.0, 8.2, 7.324999999999999)","(41.0, 320.0, 114.5)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 420.0, 290.0)","(1.5, 1.99, 1.7114814814814814)"
11-01-2023 21:26:32.042113,"(4.0, 8.2, 7.324999999999999)","(41.0, 320.0, 100.8)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 25.642857142857142)","(61.0, 500.0, 290.0)","(1.5, 1.99, 1.801111111111111)"
11-01-2023 21:26:33.343711,"(4.0, 8.2, 7.6)","(41.0, 320.0, 100.8)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 34.0, 24.5)","(61.0, 500.0, 290.0)","(1.5, 1.98, 1.7888888888888888)"
11-01-2023 21:26:34.592937,"(4.0, 8.2, 7.575)","(41.0, 320.0, 259.1111111111111)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 32.0, 24.5)","(61.0, 500.0, 290.0)","(1.5, 1.96, 1.7888888888888888)"
11-01-2023 21:26:35.830088,"(4.0, 8.2, 7.575)","(41.0, 320.0, 184.0)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 32.0, 24.5)","(61.0, 500.0, 223.33333333333334)","(1.5, 1.96, 1.7888888888888888)"
11-01-2023 21:26:37.028227,"(4.0, 8.2, 7.575)","(41.0, 320.0, 184.0)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 23.75)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.96, 1.7689473684210526)"
11-01-2023 21:26:38.186385,"(4.0, 8.2, 7.575)","(41.0, 320.0, 184.0)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 30.833333333333332)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.95, 1.7689473684210526)"
11-01-2023 21:26:39.334436,"(4.0, 8.2, 7.3)","(41.0, 320.0, 108.0)","(10.0, 21.0, 16.5)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.95, 1.7689473684210526)"
11-01-2023 21:26:40.470599,"(4.0, 8.2, 7.199999999999999)","(41.0, 320.0, 108.0)","(10.0, 21.0, 19.944444444444443)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.95, 1.7689473684210526)"
11-01-2023 21:26:41.646747,"(4.0, 8.2, 7.199999999999999)","(41.0, 320.0, 108.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.95, 1.7689473684210526)"
11-01-2023 21:26:42.783302,"(4.0, 8.2, 7.199999999999999)","(41.0, 320.0, 108.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 12.214285714285715)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.95, 1.7689473684210526)"
11-01-2023 21:26:43.979891,"(4.0, 8.2, 7.5)","(41.0, 320.0, 108.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.95, 1.564494382022472)"
11-01-2023 21:26:45.170559,"(4.0, 8.2, 7.449999999999999)","(41.0, 320.0, 108.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.88, 1.6873913043478261)"
11-01-2023 21:26:46.513518,"(4.0, 8.2, 7.449999999999999)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.87, 1.6269444444444445)"
11-01-2023 21:26:47.804247,"(4.0, 8.2, 7.449999999999999)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.87, 1.707)"
11-01-2023 21:26:49.144574,"(4.0, 8.2, 7.449999999999999)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.707)"
11-01-2023 21:26:50.748375,"(4.0, 8.2, 7.8999999999999995)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.6687500000000002)"
11-01-2023 21:26:52.221438,"(4.0, 8.2, 7.8999999999999995)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.6687500000000002)"
11-01-2023 21:26:53.708542,"(4.0, 8.2, 8.85)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.6687500000000002)"
11-01-2023 21:26:55.471677,"(4.0, 9.2, 9.15)","(41.0, 320.0, 121.25)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.6687500000000002)"
11-01-2023 21:26:56.968981,"(4.0, 9.6, 8.571428571428571)","(41.0, 320.0, 161.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.608148148148148)"
11-01-2023 21:26:58.316976,"(4.0, 9.6, 8.0)","(41.0, 320.0, 161.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.54546875)"
11-01-2023 21:26:59.510134,"(4.0, 9.6, 8.685714285714285)","(41.0, 320.0, 161.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.86, 1.77)"
11-01-2023 21:27:00.754489,"(4.0, 9.6, 8.685714285714285)","(41.0, 320.0, 161.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.85, 1.77)"
11-01-2023 21:27:02.057409,"(4.0, 9.6, 8.685714285714285)","(41.0, 320.0, 161.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.85, 1.77)"
11-01-2023 21:27:03.331135,"(4.0, 9.6, 8.685714285714285)","(41.0, 320.0, 143.33333333333331)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.85, 1.77)"
11-01-2023 21:27:04.571700,"(4.0, 9.6, 8.685714285714285)","(41.0, 320.0, 143.33333333333331)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.85, 1.8042857142857143)"
11-01-2023 21:27:05.859892,"(4.0, 9.6, 8.533333333333333)","(41.0, 320.0, 143.33333333333331)","(10.0, 21.0, 19.1)","(8.5, 18.0, 10.26)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.85, 1.77)"
11-01-2023 21:27:07.120243,"(4.0, 9.6, 8.342857142857143)","(41.0, 320.0, 108.0)","(10.0, 21.0, 19.1)","(8.5, 18.0, 12.96)","(17.0, 38.0, 24.125)","(14.0, 32.0, 24.5)","(61.0, 510.0, 223.33333333333334)","(1.5, 1.85, 1.77)"
11-01-2023 21:27:08.365635,"(4.0, 9.6, 8.342857142857143)","(41.0, 320.0, 187.5)","(10.0, 21.0, 19.1)","(8.5, 18.0, 12.96)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 510.0, 377.5)","(1.5, 1.85, 1.5474545454545454)"
11-01-2023 21:27:09.673459,"(4.0, 9.8, 9.200000000000001)","(41.0, 320.0, 216.0)","(10.0, 20.0, 14.738095238095237)","(8.5, 18.0, 12.323076923076924)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 377.5)","(1.5, 1.85, 1.5474545454545454)"
11-01-2023 21:27:10.975879,"(4.0, 10.0, 9.35)","(41.0, 320.0, 216.0)","(10.0, 20.0, 14.738095238095237)","(8.5, 18.0, 12.323076923076924)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 377.5)","(1.5, 1.85, 1.5474545454545454)"
11-01-2023 21:27:12.239669,"(4.0, 10.0, 9.666666666666666)","(41.0, 320.0, 216.0)","(10.0, 20.0, 14.738095238095237)","(8.5, 18.0, 12.323076923076924)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 377.5)","(1.5, 1.85, 1.5441176470588236)"
11-01-2023 21:27:13.574812,"(4.0, 10.0, 9.55)","(41.0, 320.0, 171.42857142857144)","(10.0, 20.0, 14.738095238095237)","(8.5, 18.0, 14.029411764705882)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 377.5)","(1.5, 1.85, 1.5438461538461539)"
11-01-2023 21:27:15.002828,"(4.0, 11.0, 10.3)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 14.0625)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 352.0)","(1.5, 1.83, 1.6147368421052632)"
11-01-2023 21:27:16.498403,"(4.0, 11.0, 9.399999999999999)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 14.0625)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 352.0)","(1.5, 1.82, 1.6147368421052632)"
11-01-2023 21:27:17.825760,"(4.0, 11.0, 9.399999999999999)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 14.0625)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 352.0)","(1.5, 1.82, 1.6147368421052632)"
11-01-2023 21:27:19.141814,"(4.0, 11.0, 9.933333333333334)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 14.558823529411764)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 352.0)","(1.5, 1.78, 1.5989473684210527)"
11-01-2023 21:27:20.435512,"(4.0, 11.0, 9.533333333333333)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 14.558823529411764)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 250.0)","(1.5, 1.77, 1.5989473684210527)"
11-01-2023 21:27:21.761691,"(4.0, 11.0, 9.533333333333333)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 336.25)","(1.5, 1.77, 1.5989473684210527)"
11-01-2023 21:27:22.995080,"(4.0, 11.0, 9.533333333333333)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 336.25)","(1.5, 1.77, 1.5989473684210527)"
11-01-2023 21:27:24.227065,"(4.0, 11.0, 9.533333333333333)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 26.75)","(61.0, 420.0, 336.25)","(1.5, 1.77, 1.5989473684210527)"
11-01-2023 21:27:25.486791,"(4.0, 11.0, 9.533333333333333)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 13.337837837837839)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 20.23076923076923)","(61.0, 420.0, 336.25)","(1.5, 1.77, 1.6025)"
11-01-2023 21:27:26.723198,"(4.0, 11.0, 10.2)","(41.0, 320.0, 206.66666666666666)","(10.0, 20.0, 18.3)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 21.8)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.564)"
11-01-2023 21:27:27.988453,"(4.0, 11.0, 9.933333333333334)","(41.0, 320.0, 218.0)","(10.0, 19.5, 17.9)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 21.8)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.564)"
11-01-2023 21:27:29.248513,"(4.0, 11.0, 9.613333333333333)","(41.0, 320.0, 218.0)","(10.0, 19.5, 17.9)","(8.5, 18.0, 16.573170731707318)","(17.0, 38.0, 22.142857142857142)","(14.0, 32.0, 27.064516129032256)","(61.0, 420.0, 336.25)","(1.5, 1.74, 1.564)"
