,Giant Payday,Cleopatras Strike,Bigfoot City,Zumurudee,Bobs All In,Cashanova,My Boy Lollipop,Vintage Kitten,River Rose,Macedonian Ruler,Were Just Sayin
10-01-2023 08:53:24.664286,"(13.0, 15.5, 14.7)","(2.45, 2.92, 2.84)","(3.3, 4.6, 4.509090909090909)","(18.0, 34.0, 28.666666666666668)","(9.0, 29.0, 27.285714285714285)","(7.5, 8.8, 8.7)","(51.0, 140.0, 86.66666666666667)","(31.0, 48.0, 45.714285714285715)","(10.0, 15.5, 15.0625)","(14.0, 29.0, 20.555555555555557)","(26.0, 120.0, 82.0)"
10-01-2023 08:53:25.932336,"(13.0, 15.5, 14.7)","(2.45, 2.92, 2.828235294117647)","(3.3, 4.6, 4.509090909090909)","(18.0, 34.0, 28.666666666666668)","(9.0, 29.0, 26.571428571428573)","(7.5, 8.8, 8.7)","(51.0, 140.0, 86.66666666666667)","(31.0, 48.0, 45.714285714285715)","(10.0, 15.5, 15.0625)","(14.0, 29.0, 20.555555555555557)","(26.0, 120.0, 75.6)"
10-01-2023 08:53:27.213921,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.791111111111111)","(3.3, 4.6, 4.544444444444444)","(18.0, 34.0, 28.666666666666668)","(9.0, 28.0, 26.571428571428573)","(7.5, 8.8, 8.7)","(51.0, 140.0, 86.66666666666667)","(31.0, 48.0, 45.714285714285715)","(10.0, 15.5, 15.0625)","(14.0, 29.0, 20.555555555555557)","(26.0, 120.0, 75.6)"
10-01-2023 08:53:28.478648,"(13.0, 15.5, 14.772727272727273)","(2.45, 2.82, 2.795384615384615)","(3.3, 4.6, 4.586666666666666)","(18.0, 34.0, 28.666666666666668)","(9.0, 28.0, 26.571428571428573)","(7.5, 8.8, 8.7)","(51.0, 140.0, 86.66666666666667)","(31.0, 48.0, 42.666666666666664)","(10.0, 15.5, 15.0625)","(14.0, 29.0, 20.555555555555557)","(26.0, 120.0, 75.6)"
10-01-2023 08:53:29.722449,"(13.0, 15.5, 14.772727272727273)","(2.45, 2.82, 2.795384615384615)","(3.3, 4.6, 4.586666666666666)","(18.0, 34.0, 28.666666666666668)","(9.0, 28.0, 26.571428571428573)","(7.5, 8.8, 8.7)","(51.0, 140.0, 86.66666666666667)","(31.0, 48.0, 42.666666666666664)","(10.0, 15.5, 15.0625)","(14.0, 29.0, 20.555555555555557)","(26.0, 120.0, 75.6)"
10-01-2023 08:53:30.979504,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.795384615384615)","(3.3, 4.6, 4.58)","(18.0, 34.0, 31.5)","(9.0, 28.0, 25.5)","(7.5, 8.8, 8.733333333333334)","(51.0, 140.0, 109.0909090909091)","(31.0, 48.0, 43.5)","(10.0, 15.5, 14.23076923076923)","(14.0, 29.0, 23.285714285714285)","(26.0, 120.0, 74.4)"
10-01-2023 08:53:32.174787,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.795384615384615)","(3.3, 4.6, 4.58)","(18.0, 34.0, 28.6)","(9.0, 28.0, 24.428571428571427)","(7.5, 8.8, 8.742857142857144)","(51.0, 140.0, 80.0)","(31.0, 48.0, 40.375)","(10.0, 15.5, 13.666666666666666)","(14.0, 29.0, 23.285714285714285)","(26.0, 120.0, 88.66666666666666)"
10-01-2023 08:53:33.416508,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.8015384615384615)","(3.3, 4.6, 4.58)","(18.0, 34.0, 28.6)","(9.0, 28.0, 24.428571428571427)","(7.5, 8.8, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 40.666666666666664)","(10.0, 15.0, 14.142857142857142)","(14.0, 24.0, 23.55)","(26.0, 110.0, 62.0)"
10-01-2023 08:53:34.675861,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.8015384615384615)","(3.3, 4.6, 4.566666666666666)","(18.0, 34.0, 28.6)","(9.0, 28.0, 24.428571428571427)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 36.857142857142854)","(10.0, 15.0, 14.142857142857142)","(14.0, 24.0, 23.285714285714285)","(26.0, 110.0, 62.0)"
10-01-2023 08:53:35.921824,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.8015384615384615)","(3.3, 4.7, 4.583333333333333)","(18.0, 34.0, 28.6)","(9.0, 28.0, 24.428571428571427)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 14.142857142857142)","(14.0, 24.0, 23.285714285714285)","(26.0, 110.0, 62.0)"
10-01-2023 08:53:37.170414,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.8015384615384615)","(3.3, 4.7, 4.6875)","(18.0, 34.0, 28.6)","(9.0, 28.0, 24.428571428571427)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 14.142857142857142)","(14.0, 24.0, 23.285714285714285)","(26.0, 110.0, 62.0)"
10-01-2023 08:53:38.390823,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.8015384615384615)","(3.3, 4.8, 4.725)","(18.0, 34.0, 28.6)","(9.0, 28.0, 24.428571428571427)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 13.875)","(14.0, 24.0, 23.285714285714285)","(26.0, 110.0, 73.0)"
10-01-2023 08:53:39.609947,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.8015384615384615)","(3.3, 4.8, 4.725)","(18.0, 34.0, 28.6)","(9.0, 28.0, 25.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 13.875)","(14.0, 24.0, 22.0)","(26.0, 100.0, 70.5)"
10-01-2023 08:53:40.934150,"(13.0, 15.5, 14.7)","(2.45, 2.82, 2.7975)","(3.3, 4.8, 4.74)","(18.0, 34.0, 30.142857142857142)","(9.0, 28.0, 25.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 36.4)","(10.0, 15.0, 13.875)","(14.0, 23.0, 20.6)","(26.0, 95.0, 60.0)"
10-01-2023 08:53:42.222658,"(13.0, 15.5, 14.7)","(2.45, 2.8, 2.7979487179487177)","(3.3, 4.8, 4.752631578947368)","(18.0, 34.0, 28.90909090909091)","(9.0, 28.0, 25.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 35.5)","(10.0, 15.0, 13.875)","(14.0, 23.0, 20.6)","(26.0, 95.0, 60.0)"
10-01-2023 08:53:43.440578,"(13.0, 15.5, 14.7)","(2.45, 2.8, 2.798421052631579)","(3.3, 4.8, 4.752631578947368)","(18.0, 34.0, 30.4)","(9.0, 28.0, 25.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 13.875)","(14.0, 23.0, 20.6)","(26.0, 95.0, 60.0)"
10-01-2023 08:53:44.669626,"(13.0, 15.5, 14.7)","(2.45, 2.8, 2.798421052631579)","(3.3, 4.8, 4.752631578947368)","(18.0, 32.0, 27.8)","(9.0, 28.0, 24.57142857142857)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 13.875)","(14.0, 23.0, 20.6)","(26.0, 95.0, 58.25)"
10-01-2023 08:53:45.961110,"(13.0, 15.5, 14.7)","(2.45, 2.86, 2.828)","(3.3, 4.8, 4.752631578947368)","(18.0, 32.0, 27.8)","(9.0, 28.0, 24.083333333333336)","(7.5, 9.0, 8.7)","(51.0, 85.0, 75.0)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 14.25)","(14.0, 23.0, 20.6)","(26.0, 95.0, 57.0)"
10-01-2023 08:53:47.269097,"(13.0, 15.5, 14.7)","(2.45, 2.88, 2.8499999999999996)","(3.3, 4.8, 4.688888888888888)","(18.0, 32.0, 27.636363636363637)","(9.0, 27.0, 23.307692307692307)","(7.5, 9.0, 8.7)","(51.0, 85.0, 75.0)","(31.0, 42.0, 34.36363636363636)","(10.0, 15.0, 14.25)","(14.0, 23.0, 20.6)","(26.0, 90.0, 77.2)"
10-01-2023 08:53:48.619239,"(13.0, 15.5, 14.7)","(2.45, 2.88, 2.862222222222222)","(3.3, 4.8, 4.688888888888888)","(18.0, 32.0, 27.636363636363637)","(9.0, 27.0, 22.714285714285715)","(7.5, 9.0, 8.7)","(51.0, 85.0, 75.0)","(31.0, 42.0, 35.53846153846154)","(10.0, 15.0, 14.25)","(14.0, 23.0, 20.6)","(26.0, 85.0, 77.2)"
10-01-2023 08:53:49.965416,"(13.0, 16.5, 15.566666666666666)","(2.45, 2.88, 2.8615384615384616)","(3.3, 4.8, 4.688888888888888)","(18.0, 32.0, 28.142857142857142)","(9.0, 27.0, 22.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 75.0)","(31.0, 42.0, 32.666666666666664)","(10.0, 15.0, 14.25)","(14.0, 23.0, 20.6)","(26.0, 85.0, 65.5)"
10-01-2023 08:53:51.231053,"(13.0, 16.5, 15.566666666666666)","(2.45, 2.88, 2.8615384615384616)","(3.3, 4.8, 4.688888888888888)","(18.0, 32.0, 28.142857142857142)","(9.0, 27.0, 22.529411764705884)","(7.5, 9.0, 8.7)","(51.0, 85.0, 75.0)","(31.0, 42.0, 32.666666666666664)","(10.0, 15.0, 14.25)","(14.0, 23.0, 20.6)","(26.0, 85.0, 65.5)"
10-01-2023 08:53:52.538461,"(13.0, 16.5, 15.590909090909092)","(2.45, 2.88, 2.8615384615384616)","(3.3, 4.8, 4.688888888888888)","(18.0, 32.0, 28.142857142857142)","(9.0, 27.0, 19.625)","(7.5, 9.0, 8.7)","(51.0, 85.0, 75.0)","(31.0, 42.0, 36.666666666666664)","(10.0, 15.0, 14.333333333333334)","(14.0, 23.0, 20.6)","(26.0, 85.0, 56.0)"
10-01-2023 08:53:53.912099,"(13.0, 16.5, 15.590909090909092)","(2.45, 2.88, 2.88)","(3.3, 4.8, 4.814285714285714)","(18.0, 32.0, 24.875)","(9.0, 24.0, 19.416666666666668)","(7.5, 9.0, 8.7)","(51.0, 85.0, 72.5)","(31.0, 40.0, 38.4)","(10.0, 15.0, 14.333333333333334)","(14.0, 23.0, 19.558823529411764)","(26.0, 80.0, 49.142857142857146)"
10-01-2023 08:53:55.244222,"(13.0, 16.5, 15.166666666666666)","(2.45, 2.9, 2.884)","(3.3, 4.9, 4.829411764705883)","(18.0, 26.0, 24.875)","(9.0, 24.0, 21.08823529411765)","(7.5, 9.0, 8.7)","(51.0, 85.0, 72.5)","(31.0, 40.0, 38.4)","(10.0, 15.0, 14.0)","(14.0, 23.0, 19.53846153846154)","(26.0, 80.0, 54.5)"
10-01-2023 08:53:56.553020,"(13.0, 16.5, 14.8)","(2.45, 2.92, 2.91)","(3.3, 4.9, 4.829411764705883)","(18.0, 26.0, 24.875)","(9.0, 24.0, 19.307692307692307)","(7.5, 9.0, 8.7)","(51.0, 85.0, 72.5)","(31.0, 40.0, 38.4)","(10.0, 15.5, 14.0)","(14.0, 23.0, 20.86842105263158)","(26.0, 80.0, 54.5)"
10-01-2023 08:53:57.853054,"(13.0, 16.0, 14.8)","(2.45, 2.92, 2.91)","(3.3, 4.9, 4.829411764705883)","(18.0, 26.0, 24.875)","(9.0, 23.0, 19.307692307692307)","(7.5, 9.0, 8.7)","(51.0, 85.0, 72.5)","(31.0, 40.0, 38.4)","(10.0, 15.5, 14.0)","(14.0, 23.0, 20.6)","(26.0, 80.0, 54.5)"
10-01-2023 08:53:59.195467,"(13.0, 16.0, 14.8)","(2.45, 2.92, 2.91)","(3.3, 4.9, 4.842857142857143)","(18.0, 26.0, 24.5)","(9.0, 23.0, 19.307692307692307)","(7.5, 9.0, 8.7)","(51.0, 85.0, 80.71428571428572)","(31.0, 40.0, 38.4)","(10.0, 15.5, 14.5)","(14.0, 23.0, 19.884615384615383)","(26.0, 80.0, 60.5)"
10-01-2023 08:54:00.537289,"(13.0, 16.0, 15.2)","(2.45, 2.92, 2.8899999999999997)","(3.3, 4.9, 4.842857142857143)","(18.0, 26.0, 24.5)","(9.0, 23.0, 19.307692307692307)","(7.5, 9.0, 8.7)","(51.0, 85.0, 80.0)","(31.0, 40.0, 38.4)","(10.0, 15.0, 14.5)","(14.0, 23.0, 20.6)","(26.0, 75.0, 53.25)"
10-01-2023 08:54:01.997275,"(13.0, 16.0, 15.333333333333334)","(2.45, 2.92, 2.8899999999999997)","(3.3, 4.9, 4.842857142857143)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 19.571428571428573)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 40.0, 38.666666666666664)","(10.0, 15.0, 14.6)","(14.0, 23.0, 20.107142857142858)","(26.0, 75.0, 55.66666666666667)"
10-01-2023 08:54:03.643689,"(13.0, 16.0, 15.333333333333334)","(2.45, 2.92, 2.909090909090909)","(3.3, 4.9, 4.842857142857143)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 19.571428571428573)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 40.0, 38.666666666666664)","(10.0, 15.0, 14.6)","(14.0, 23.0, 20.107142857142858)","(26.0, 75.0, 55.66666666666667)"
10-01-2023 08:54:05.114119,"(13.0, 16.0, 15.333333333333334)","(2.45, 2.92, 2.909090909090909)","(3.3, 4.9, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 19.571428571428573)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 40.0, 38.666666666666664)","(10.0, 15.0, 14.6)","(14.0, 23.0, 21.105263157894736)","(26.0, 75.0, 55.66666666666667)"
10-01-2023 08:54:06.586191,"(13.0, 16.0, 15.333333333333334)","(2.45, 2.92, 2.8563636363636364)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 20.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 40.0, 38.666666666666664)","(10.0, 15.0, 14.09375)","(14.0, 23.0, 20.23076923076923)","(26.0, 75.0, 54.0)"
10-01-2023 08:54:07.995432,"(13.0, 16.0, 14.875)","(2.45, 2.92, 2.853333333333333)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 20.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 40.0, 39.0)","(10.0, 15.5, 14.09375)","(14.0, 23.0, 20.23076923076923)","(26.0, 70.0, 54.0)"
10-01-2023 08:54:09.342849,"(13.0, 15.0, 14.875)","(2.45, 2.92, 2.858461538461538)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 20.0)","(7.5, 9.0, 8.7)","(51.0, 85.0, 76.66666666666667)","(31.0, 40.0, 39.0)","(10.0, 15.5, 14.09375)","(14.0, 23.0, 20.23076923076923)","(26.0, 70.0, 57.4)"
10-01-2023 08:54:10.678247,"(13.0, 15.0, 14.875)","(2.45, 2.92, 2.856)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 20.0)","(7.5, 9.0, 8.8)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 39.0)","(10.0, 15.5, 14.09375)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 52.333333333333336)"
10-01-2023 08:54:12.064172,"(13.0, 15.0, 14.875)","(2.45, 2.92, 2.856)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 23.0, 20.75)","(7.5, 9.0, 8.8)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 39.0)","(10.0, 15.5, 14.09375)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 54.4)"
10-01-2023 08:54:13.459047,"(13.0, 15.0, 14.875)","(2.45, 2.92, 2.856)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 22.0, 20.214285714285715)","(7.5, 9.0, 8.8)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 39.0)","(10.0, 15.5, 14.09375)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 49.333333333333336)"
10-01-2023 08:54:14.780862,"(13.0, 15.0, 14.875)","(2.45, 2.92, 2.856)","(3.3, 4.8, 4.761904761904762)","(18.0, 26.0, 24.714285714285715)","(9.0, 22.0, 20.214285714285715)","(7.5, 9.0, 8.8)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 39.0)","(10.0, 15.5, 14.529411764705882)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 49.333333333333336)"
10-01-2023 08:54:16.091898,"(13.0, 15.0, 14.875)","(2.45, 2.92, 2.8909090909090907)","(3.3, 4.8, 4.778947368421052)","(18.0, 26.0, 24.714285714285715)","(9.0, 22.0, 20.214285714285715)","(7.5, 9.0, 8.8)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 39.0)","(10.0, 15.5, 13.909090909090908)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 49.333333333333336)"
10-01-2023 08:54:17.437739,"(13.0, 15.0, 14.785714285714285)","(2.45, 2.92, 2.8909090909090907)","(3.3, 4.8, 4.778947368421052)","(18.0, 26.0, 25.142857142857142)","(9.0, 22.0, 20.214285714285715)","(7.5, 9.0, 8.810526315789474)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.5)","(10.0, 14.0, 13.807692307692308)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 49.5)"
10-01-2023 08:54:18.785544,"(13.0, 15.0, 14.8)","(2.45, 2.92, 2.8384)","(3.3, 4.8, 4.819047619047619)","(18.0, 26.0, 25.142857142857142)","(9.0, 22.0, 20.5)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.8)","(10.0, 15.5, 13.8)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 52.25)"
10-01-2023 08:54:20.158153,"(13.0, 15.0, 14.875)","(2.45, 2.86, 2.8262745098039215)","(3.3, 5.0, 4.824242424242424)","(18.0, 26.0, 32.333333333333336)","(9.0, 21.0, 19.428571428571427)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.8)","(10.0, 15.0, 13.8)","(14.0, 23.0, 20.23076923076923)","(26.0, 55.0, 48.57142857142857)"
10-01-2023 08:54:21.508800,"(13.0, 15.0, 14.8)","(2.45, 2.9, 2.825333333333333)","(3.3, 5.0, 4.827586206896552)","(18.0, 36.0, 30.4)","(9.0, 19.5, 19.4)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 70.0)","(31.0, 40.0, 38.8)","(10.0, 15.0, 14.0)","(14.0, 23.0, 20.23076923076923)","(26.0, 55.0, 48.888888888888886)"
10-01-2023 08:54:22.842482,"(13.0, 15.0, 14.8)","(2.45, 2.9, 2.828)","(3.3, 5.0, 4.827586206896552)","(18.0, 34.0, 29.2)","(9.0, 19.5, 19.0)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 72.5)","(31.0, 40.0, 38.8)","(10.0, 15.0, 13.956521739130435)","(14.0, 23.0, 20.23076923076923)","(26.0, 55.0, 48.888888888888886)"
10-01-2023 08:54:24.193509,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.9, 2.828)","(3.3, 5.0, 4.827586206896552)","(18.0, 34.0, 29.2)","(9.0, 19.5, 19.0)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 73.46153846153845)","(31.0, 40.0, 38.8)","(10.0, 15.0, 13.8)","(14.0, 23.0, 20.23076923076923)","(26.0, 55.0, 48.888888888888886)"
10-01-2023 08:54:25.575517,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.9, 2.853684210526316)","(3.3, 5.0, 4.827586206896552)","(18.0, 34.0, 29.2)","(9.0, 19.5, 19.3)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.8)","(10.0, 15.0, 13.571428571428571)","(14.0, 23.0, 20.23076923076923)","(26.0, 55.0, 50.285714285714285)"
10-01-2023 08:54:26.921887,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.853684210526316)","(3.3, 5.0, 4.827586206896552)","(18.0, 34.0, 29.2)","(9.0, 19.5, 19.3125)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.8)","(10.0, 15.0, 13.571428571428571)","(14.0, 23.0, 20.23076923076923)","(26.0, 55.0, 62.0)"
10-01-2023 08:54:28.231763,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.853684210526316)","(3.3, 5.0, 4.903846153846154)","(18.0, 34.0, 29.2)","(9.0, 19.5, 18.545454545454547)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.8)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 62.0)"
10-01-2023 08:54:29.537008,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.853684210526316)","(3.3, 5.0, 4.836842105263158)","(18.0, 34.0, 30.4)","(9.0, 19.5, 18.545454545454547)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 38.0)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 62.0)"
10-01-2023 08:54:30.895606,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.853684210526316)","(3.3, 4.9, 4.836842105263158)","(18.0, 34.0, 29.2)","(9.0, 19.5, 18.545454545454547)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 40.0, 36.666666666666664)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 62.0)"
10-01-2023 08:54:32.264608,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.853684210526316)","(3.3, 4.9, 4.836842105263158)","(18.0, 34.0, 29.2)","(9.0, 19.5, 18.545454545454547)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 56.666666666666664)"
10-01-2023 08:54:33.602309,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.853684210526316)","(3.3, 4.9, 4.836842105263158)","(18.0, 34.0, 29.2)","(9.0, 19.5, 18.1)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 60.0)"
10-01-2023 08:54:35.241510,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.8478260869565215)","(3.3, 4.9, 4.836842105263158)","(18.0, 34.0, 31.0)","(9.0, 19.5, 18.1)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 60.0)"
10-01-2023 08:54:37.202809,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.8478260869565215)","(3.3, 4.9, 4.836842105263158)","(18.0, 34.0, 30.0)","(9.0, 19.5, 18.1)","(7.5, 9.0, 8.781818181818181)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 15.0, 13.333333333333334)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 60.0)"
10-01-2023 08:54:38.581610,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.8545098039215686)","(3.3, 4.9, 4.888372093023256)","(18.0, 34.0, 28.76923076923077)","(9.0, 19.5, 18.5)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 15.0, 13.59090909090909)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 56.666666666666664)"
10-01-2023 08:54:39.993630,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.8545098039215686)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 29.529411764705884)","(9.0, 19.0, 18.285714285714285)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 14.5, 13.045454545454545)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 56.666666666666664)"
10-01-2023 08:54:41.338639,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.8458823529411763)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 28.76923076923077)","(9.0, 19.0, 18.285714285714285)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 36.285714285714285)","(10.0, 14.5, 13.045454545454545)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 56.666666666666664)"
10-01-2023 08:54:42.653122,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.841176470588235)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 29.083333333333336)","(9.0, 19.0, 18.285714285714285)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 34.4)","(10.0, 14.5, 13.045454545454545)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 56.666666666666664)"
10-01-2023 08:54:43.996731,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.841176470588235)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 29.8125)","(9.0, 19.0, 18.285714285714285)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 34.4)","(10.0, 14.5, 13.045454545454545)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 56.666666666666664)"
10-01-2023 08:54:45.403510,"(13.0, 15.0, 14.923076923076923)","(2.45, 2.86, 2.841176470588235)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 29.083333333333336)","(9.0, 19.0, 18.25)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 34.4)","(10.0, 14.5, 13.045454545454545)","(14.0, 23.0, 20.23076923076923)","(26.0, 60.0, 60.0)"
10-01-2023 08:54:46.806159,"(13.0, 15.5, 15.25)","(2.45, 2.86, 2.828)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 29.083333333333336)","(9.0, 19.0, 18.25)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 32.6)","(10.0, 14.5, 13.166666666666666)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 62.5)"
10-01-2023 08:54:48.202152,"(13.0, 16.0, 15.25)","(2.45, 2.86, 2.828)","(3.3, 5.0, 4.888372093023256)","(18.0, 32.0, 29.083333333333336)","(9.0, 19.0, 18.25)","(7.5, 9.0, 8.672727272727274)","(51.0, 85.0, 67.14285714285714)","(31.0, 38.0, 35.0)","(10.0, 14.5, 13.166666666666666)","(14.0, 23.0, 20.23076923076923)","(26.0, 65.0, 62.5)"
