,Kooringa Magic,Bonbon Fire,Magic Charm,Blazing Bonus,Jimary Decoder,Miss Dudette,Spritely Olive,Chantelle Smells
15-12-2022 11:57:42.977374,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 208.6153846153846)"
15-12-2022 11:57:44.201387,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 208.6153846153846)"
15-12-2022 11:57:45.256135,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 208.6153846153846)"
15-12-2022 11:57:46.333054,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 208.6153846153846)"
15-12-2022 11:57:47.409753,"(3.1, 6.4, 6.0875)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 180.2)","(31.0, 240.0, 208.6153846153846)"
15-12-2022 11:57:48.517681,"(3.1, 6.4, 5.566666666666666)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 240.0, 217.07692307692307)"
15-12-2022 11:57:49.709006,"(3.1, 6.2, 4.411111111111111)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 250.0, 217.07692307692307)"
15-12-2022 11:57:50.939500,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 250.0, 217.07692307692307)"
15-12-2022 11:57:52.074366,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 250.0, 217.07692307692307)"
15-12-2022 11:57:53.207706,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 250.0, 217.07692307692307)"
15-12-2022 11:57:54.264615,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 250.0, 217.07692307692307)"
15-12-2022 11:57:55.312179,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.654285714285714)","(41.0, 290.0, 152.75)","(31.0, 250.0, 217.07692307692307)"
15-12-2022 11:57:56.396200,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.388888888888889)","(20.0, 65.0, 60.125)","(26.0, 110.0, 59.375)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 203.33333333333331)"
15-12-2022 11:57:57.462899,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 59.714285714285715)","(26.0, 110.0, 56.81818181818181)","(4.8, 6.2, 5.776470588235294)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 204.22222222222223)"
15-12-2022 11:57:58.586643,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 59.54545454545455)","(4.8, 6.2, 5.811764705882353)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:57:59.675996,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:00.782219,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:01.929206,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:02.967813,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:03.962347,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:05.140645,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.4499999999999997)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:06.308885,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:07.494672,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:08.684833,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:09.866926,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:11.054543,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:12.194571,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:13.375372,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:14.581255,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:15.719069,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:16.804286,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 215.66666666666669)"
15-12-2022 11:58:17.876142,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 250.0, 199.0)"
15-12-2022 11:58:18.976279,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:19.973203,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:21.034706,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:22.111507,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:23.217178,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:24.330010,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:25.478691,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:26.611112,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:27.714586,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:28.779879,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:29.804048,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:30.794786,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:31.896822,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:33.009474,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 60.375)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:34.164728,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 65.0, 50.400000000000006)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:35.318131,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 60.0, 50.400000000000006)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:36.417508,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:37.513486,"(3.1, 6.0, 5.3)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:38.539143,"(3.1, 5.8, 4.28)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:39.582273,"(3.1, 5.6, 4.1)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:40.575225,"(3.1, 5.6, 4.1)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:41.714894,"(3.1, 5.4, 4.066666666666666)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:42.807401,"(3.1, 5.2, 4.052941176470588)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:43.929766,"(3.1, 5.2, 4.052941176470588)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:44.993220,"(3.1, 5.2, 4.052941176470588)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:46.103657,"(3.1, 5.2, 4.41875)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:47.273786,"(3.1, 5.2, 4.41875)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:48.409698,"(3.1, 5.2, 4.41875)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:49.567607,"(3.1, 5.2, 4.213157894736843)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:50.669289,"(3.1, 5.1, 4.333333333333333)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:51.748612,"(3.1, 5.0, 4.36)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:52.737372,"(3.1, 5.0, 4.36)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:53.756967,"(3.1, 5.0, 4.36)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:54.791032,"(3.1, 5.0, 4.2)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:55.926496,"(3.1, 5.0, 4.2)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:57.087182,"(3.1, 5.0, 4.2)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:58.248927,"(3.1, 5.0, 4.4239999999999995)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:58:59.382977,"(3.1, 5.0, 4.4239999999999995)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:00.489680,"(3.1, 5.0, 4.4239999999999995)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:01.530830,"(3.1, 5.0, 4.279999999999999)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:02.503274,"(3.1, 4.9, 4.550000000000001)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:03.531220,"(3.1, 4.9, 4.550000000000001)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.625)","(26.0, 110.0, 65.6)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:04.650456,"(3.1, 4.9, 4.550000000000001)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:05.777468,"(3.1, 4.9, 4.550000000000001)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:06.918520,"(3.1, 4.9, 4.3909090909090915)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:08.047312,"(3.1, 4.9, 4.3909090909090915)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:09.192674,"(3.1, 4.9, 4.6)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:10.272989,"(3.1, 4.9, 4.6)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:11.366154,"(3.1, 4.9, 4.6)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:12.476392,"(3.1, 4.9, 4.433333333333334)","(2.9, 4.0, 3.4499999999999997)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:13.505671,"(3.1, 4.9, 4.433333333333334)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:14.535337,"(3.1, 4.9, 4.433333333333334)","(2.9, 4.0, 3.2951612903225804)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:15.675989,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.95, 3.8984848484848484)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.9)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:16.720169,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.95, 3.8984848484848484)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
15-12-2022 11:59:17.823179,"(3.1, 4.9, 4.407692307692308)","(2.9, 3.95, 3.8657894736842104)","(20.0, 55.0, 51.14285714285714)","(26.0, 110.0, 63.75)","(4.8, 6.2, 5.7875)","(3.7, 5.1, 4.310526315789474)","(41.0, 290.0, 110.0)","(31.0, 230.0, 199.0)"
