,Urana Blazer,Cudal Coyote,Mumble Bug,Ballina,All Stoked Up,Skylas Elite,Blue Mojito,Fabulous Carter
04-01-2023 15:17:15.050874,"(7.5, 12.5, 12.19375)","(8.5, 16.5, 9.75)","(6.5, 14.0, 10.8)","(3.5, 6.2, 4.075)","(14.0, 30.0, 19.333333333333332)","(51.0, 350.0, 135.45454545454544)","(4.0, 6.4, 5.771428571428571)","(3.4, 5.8, 5.2375)"
04-01-2023 15:17:16.171398,"(7.5, 12.5, 12.19375)","(8.5, 16.5, 9.75)","(6.5, 14.0, 10.8)","(3.5, 6.2, 4.075)","(14.0, 30.0, 19.333333333333332)","(51.0, 350.0, 89.0)","(4.0, 6.4, 5.771428571428571)","(3.4, 5.8, 5.2375)"
04-01-2023 15:17:17.231712,"(7.5, 12.5, 12.19375)","(8.5, 16.5, 9.75)","(6.5, 14.0, 10.8)","(3.5, 6.2, 4.075)","(14.0, 30.0, 19.333333333333332)","(51.0, 350.0, 89.0)","(4.0, 6.4, 5.771428571428571)","(3.4, 5.8, 5.2375)"
04-01-2023 15:17:18.293166,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 10.8)","(3.5, 6.2, 4.075)","(14.0, 30.0, 19.333333333333332)","(51.0, 350.0, 89.0)","(4.0, 6.4, 5.771428571428571)","(3.4, 5.8, 5.2375)"
04-01-2023 15:17:19.357750,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 10.8)","(3.5, 6.2, 4.075)","(14.0, 30.0, 22.0)","(51.0, 350.0, 89.0)","(4.0, 6.4, 5.771428571428571)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:20.452215,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.075)","(14.0, 30.0, 22.0)","(51.0, 350.0, 136.25)","(4.0, 6.4, 5.771428571428571)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:21.584045,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.075)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 4.6)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:22.727182,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.075)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 4.6)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:23.961346,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 4.6)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:25.352774,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 4.6)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:26.646261,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 4.825)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:28.173171,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:29.682696,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:31.215070,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:32.439878,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 101.11111111111111)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:33.681120,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:34.895638,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:36.076894,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:37.216835,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:38.402913,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:39.541793,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:40.608539,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:41.689136,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:42.772102,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:44.066510,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 98.0)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:45.388592,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 116.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:46.676708,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 116.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:48.089854,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 116.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:49.524895,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 350.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:50.759968,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:51.971103,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:53.183225,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:54.321959,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:55.429367,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.0, 12.4)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:56.465686,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:57.536276,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:58.659415,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 118.33333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:17:59.724938,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.158333333333333)","(14.0, 30.0, 22.0)","(51.0, 360.0, 105.83333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:00.866456,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:02.051280,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:03.222095,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:04.332269,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:05.406920,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:06.477010,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:07.544175,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:08.640862,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 22.0)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:09.708999,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 24.5)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 4.333333333333333)"
04-01-2023 15:18:10.763883,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 30.0, 16.125)","(51.0, 360.0, 126.66666666666666)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:11.904883,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.156521739130435)","(14.0, 17.0, 16.125)","(51.0, 360.0, 105.83333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:13.002908,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 4.018181818181818)","(14.0, 17.0, 16.125)","(51.0, 360.0, 130.83333333333334)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:14.128818,"(7.5, 12.5, 10.15)","(8.5, 16.5, 10.714285714285715)","(6.5, 14.5, 9.67)","(3.5, 6.2, 3.914285714285714)","(14.0, 17.0, 16.125)","(51.0, 360.0, 118.125)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:15.239632,"(7.5, 12.5, 10.15)","(8.5, 16.0, 11.440000000000001)","(6.5, 14.5, 9.67)","(3.5, 6.2, 3.914285714285714)","(14.0, 17.0, 16.125)","(51.0, 350.0, 118.125)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:16.294854,"(7.5, 13.0, 9.533333333333333)","(8.5, 16.0, 12.2)","(6.5, 14.5, 9.67)","(3.5, 6.2, 3.914285714285714)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:17.423184,"(7.5, 13.0, 8.84)","(8.5, 16.0, 12.2)","(6.5, 14.5, 9.67)","(3.5, 6.2, 3.914285714285714)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:18.539166,"(7.5, 13.0, 8.84)","(8.5, 16.0, 12.2)","(6.5, 14.5, 9.67)","(3.5, 6.2, 5.5)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:19.558919,"(7.5, 13.0, 8.84)","(8.5, 16.0, 12.2)","(6.5, 15.5, 12.34)","(3.5, 7.2, 5.5)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:20.556102,"(7.5, 13.0, 8.84)","(8.5, 16.0, 11.440000000000001)","(6.5, 15.5, 13.525)","(3.5, 7.0, 3.952380952380952)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:21.634698,"(7.5, 13.0, 8.84)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 3.9454545454545453)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:22.731395,"(7.5, 13.0, 8.84)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:23.840819,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:24.974685,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:26.127077,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:27.270252,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:28.383110,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.125)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:29.444720,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.61111111111111)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:30.495133,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.24375)","(14.0, 17.0, 16.61111111111111)","(51.0, 350.0, 114.44444444444444)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:31.527228,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 3.9454545454545453)","(14.0, 17.0, 16.61111111111111)","(51.0, 350.0, 118.125)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:32.607379,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 3.9454545454545453)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:33.708620,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.396)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:34.769764,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.33125)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:35.868129,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:36.993978,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:38.135592,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:39.215648,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:40.326736,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:41.450151,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 115.55555555555556)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:42.583369,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 102.22222222222223)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:43.694716,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.61111111111111)","(51.0, 360.0, 102.22222222222223)","(4.0, 6.4, 5.26)","(3.4, 5.8, 3.875)"
04-01-2023 15:18:44.734910,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.440000000000001)","(6.5, 16.0, 13.9)","(3.5, 7.0, 4.438000000000001)","(14.0, 17.0, 16.766666666666666)","(51.0, 360.0, 102.22222222222223)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:45.776060,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 13.533333333333333)","(6.5, 16.0, 14.799999999999999)","(3.5, 7.0, 4.791379310344828)","(14.0, 17.0, 16.766666666666666)","(51.0, 360.0, 106.25)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:46.841476,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 13.3)","(6.5, 16.0, 14.799999999999999)","(3.5, 7.0, 4.791379310344828)","(14.0, 17.0, 16.766666666666666)","(51.0, 360.0, 103.33333333333334)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:47.929551,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 12.5)","(6.5, 16.0, 15.18)","(3.5, 7.0, 6.483333333333333)","(14.0, 17.0, 16.766666666666666)","(51.0, 370.0, 103.33333333333334)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:49.060559,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 13.666666666666668)","(6.5, 16.0, 14.4)","(3.5, 6.8, 5.363333333333333)","(14.0, 17.0, 16.766666666666666)","(51.0, 370.0, 103.33333333333334)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:50.162474,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 10.899999999999999)","(6.5, 16.0, 14.0)","(3.5, 6.6, 4.735185185185185)","(14.0, 17.0, 16.766666666666666)","(51.0, 370.0, 103.33333333333334)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:51.288375,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.2)","(6.5, 16.0, 12.2)","(3.5, 6.6, 4.735185185185185)","(14.0, 17.0, 16.766666666666666)","(51.0, 370.0, 103.33333333333334)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
04-01-2023 15:18:52.403507,"(7.5, 12.5, 8.3875)","(8.5, 16.0, 11.2)","(6.5, 16.0, 14.733333333333334)","(3.5, 6.6, 4.735185185185185)","(14.0, 17.0, 16.766666666666666)","(51.0, 370.0, 103.33333333333334)","(4.0, 6.4, 5.640000000000001)","(3.4, 5.8, 3.769230769230769)"
