,Urana Blazer,Cudal Coyote,Mumble Bug,Ballina,All Stoked Up,Skylas Elite,Blue Mojito,Fabulous Carter
04-01-2023 15:08:43.168271,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 10.393333333333333)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:44.319953,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 10.393333333333333)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:45.451479,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 10.393333333333333)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:46.502896,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 10.393333333333333)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:47.567817,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 10.393333333333333)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:48.650359,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:49.655051,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:50.676148,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:51.788460,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.450862068965517)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:52.827842,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 6.8, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:53.877877,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:54.978657,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:56.055627,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:57.167459,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.315384615384615)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:58.208763,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:08:59.226888,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:00.242674,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:01.296842,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:02.363699,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:03.471861,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:04.615222,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:05.761936,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:06.854507,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:07.935480,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:09.077096,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:10.188893,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:11.185710,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:12.281820,"(7.5, 12.5, 11.683333333333334)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:13.356790,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:14.400041,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:15.425170,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:16.557544,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.723809523809524)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:17.646808,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.624242424242425)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:18.725882,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.624242424242425)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:19.914124,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:21.110041,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:22.196537,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:23.208635,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:24.305057,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:25.370881,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:26.361334,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:27.427191,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:28.527740,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:29.668041,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:30.730227,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:31.856361,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:32.963696,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:34.056732,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:35.141741,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:36.156256,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:37.258996,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:38.337039,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:39.339581,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:40.436259,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:41.502538,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:42.528877,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:43.603769,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:44.742931,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 218.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:45.838169,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 11.88888888888889)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:46.961111,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:48.052349,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.075)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:49.130497,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 3.982608695652174)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:50.192295,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:51.214436,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:52.273020,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:53.324496,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:54.465333,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:55.519777,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:56.609039,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:57.756130,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 170.0)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:58.824648,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:09:59.831546,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:00.922626,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:01.905539,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:02.898761,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:03.986707,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:05.101052,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:06.202936,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:07.273572,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:08.382850,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 191.53846153846155)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:09.543964,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
04-01-2023 15:10:10.601065,"(7.5, 13.0, 12.364705882352942)","(8.5, 16.5, 14.263157894736842)","(6.5, 14.5, 12.575)","(3.5, 6.2, 4.026086956521739)","(14.0, 30.0, 28.35)","(51.0, 410.0, 187.23076923076923)","(4.0, 7.0, 6.863207547169811)","(3.4, 5.9, 3.6568181818181817)"
