,This Skilled Cat,Buzz N Joe,Temoin Chaud,Onthetake,Nics Hero,Dunvegan,Gwennybegg,Invertational,Arachidi
05-01-2023 15:47:06.925777,"(9.0, 15.5, 14.868421052631579)","(4.8, 6.4, 6.114285714285715)","(16.0, 30.0, 27.375)","(41.0, 75.0, 70.71428571428571)","(14.0, 23.0, 22.583333333333336)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 145.0)","(2.1, 2.24, 2.2263917525773196)","(4.8, 6.0, 5.95)"
05-01-2023 15:47:08.196542,"(9.0, 15.5, 14.868421052631579)","(4.8, 6.4, 6.114285714285715)","(16.0, 30.0, 27.375)","(41.0, 75.0, 70.71428571428571)","(14.0, 23.0, 22.5)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 145.0)","(2.1, 2.24, 2.182267206477733)","(4.8, 6.0, 5.966666666666667)"
05-01-2023 15:47:09.601263,"(9.0, 15.5, 14.868421052631579)","(4.8, 6.4, 6.114285714285715)","(16.0, 30.0, 27.375)","(41.0, 75.0, 70.71428571428571)","(14.0, 23.0, 22.6875)","(16.0, 27.0, 26.0)","(61.0, 150.0, 145.0)","(2.1, 2.22, 2.1651764705882353)","(4.8, 6.0, 5.933333333333334)"
05-01-2023 15:47:10.889615,"(9.0, 15.5, 14.7)","(4.8, 7.8, 7.3)","(16.0, 30.0, 27.375)","(41.0, 75.0, 70.71428571428571)","(14.0, 23.0, 21.428571428571427)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 145.0)","(2.1, 2.22, 2.162231404958678)","(4.8, 6.0, 5.966666666666667)"
05-01-2023 15:47:12.201990,"(9.0, 15.5, 14.833333333333334)","(4.8, 7.8, 6.976470588235294)","(16.0, 30.0, 27.375)","(41.0, 75.0, 63.75)","(14.0, 22.0, 22.5)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 145.0)","(2.1, 2.22, 2.162231404958678)","(4.8, 6.0, 5.966666666666667)"
05-01-2023 15:47:13.477493,"(9.0, 15.5, 14.833333333333334)","(4.8, 7.8, 6.976470588235294)","(16.0, 30.0, 27.375)","(41.0, 75.0, 64.16666666666667)","(14.0, 23.0, 21.363636363636363)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.22, 2.162231404958678)","(4.8, 6.0, 5.9714285714285715)"
05-01-2023 15:47:14.758892,"(9.0, 15.5, 14.833333333333334)","(4.8, 7.4, 7.25)","(16.0, 30.0, 27.375)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 21.363636363636363)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.22, 2.1676783004552354)","(4.8, 6.0, 5.9714285714285715)"
05-01-2023 15:47:16.037487,"(9.0, 15.5, 14.833333333333334)","(4.8, 7.4, 7.25)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 20.4)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.22, 2.1677575757575758)","(4.8, 6.0, 5.9714285714285715)"
05-01-2023 15:47:17.272281,"(9.0, 15.5, 14.833333333333334)","(4.8, 7.4, 7.25)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 18.5625)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.22, 2.1646900269541782)","(4.8, 6.0, 5.97)"
05-01-2023 15:47:18.478984,"(9.0, 15.0, 14.318181818181818)","(4.8, 7.4, 7.25)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 18.5625)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.22, 2.1537764350453172)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:19.634266,"(9.0, 15.0, 14.029411764705882)","(4.8, 7.4, 7.25)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 18.5625)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.16, 2.1537764350453172)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:20.881703,"(9.0, 15.0, 14.029411764705882)","(4.8, 7.6, 6.992)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 18.94736842105263)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.16, 2.153582554517134)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:22.115522,"(9.0, 15.5, 15.346153846153847)","(4.8, 7.6, 7.12)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 18.94736842105263)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.16, 2.153582554517134)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:23.344892,"(9.0, 15.5, 15.346153846153847)","(4.8, 7.6, 7.12)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 18.94736842105263)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 141.1764705882353)","(2.1, 2.16, 2.153582554517134)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:24.601654,"(9.0, 15.5, 15.346153846153847)","(4.8, 7.4, 7.2)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 18.346153846153847)","(16.0, 27.0, 26.23076923076923)","(61.0, 150.0, 142.10526315789474)","(2.1, 2.16, 2.188)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:25.849698,"(9.0, 15.5, 15.346153846153847)","(4.8, 7.4, 6.963636363636364)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 21.0, 21.2)","(16.0, 27.0, 25.666666666666668)","(61.0, 150.0, 142.22222222222223)","(2.1, 2.2, 2.189166666666667)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:27.185135,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.4, 6.92)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 20.46153846153846)","(17.0, 27.0, 25.666666666666668)","(61.0, 150.0, 142.22222222222223)","(2.1, 2.2, 2.186890756302521)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:28.499625,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.4, 6.938461538461539)","(16.0, 30.0, 27.529411764705884)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 20.90909090909091)","(17.0, 27.0, 25.666666666666668)","(61.0, 150.0, 142.22222222222223)","(2.1, 2.2, 2.186890756302521)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:29.844294,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.4, 7.066666666666666)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 20.90909090909091)","(17.0, 27.0, 25.666666666666668)","(61.0, 150.0, 142.22222222222223)","(2.1, 2.2, 2.1236974789915966)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:31.155005,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.148571428571429)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 20.90909090909091)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 142.22222222222223)","(2.1, 2.14, 2.1257894736842107)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:32.469278,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.114285714285715)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 64.16666666666667)","(14.0, 22.0, 20.90909090909091)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 142.22222222222223)","(2.1, 2.14, 2.1257894736842107)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:33.662752,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.114285714285715)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 66.13636363636364)","(14.0, 22.0, 20.90909090909091)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 142.22222222222223)","(2.1, 2.14, 2.0814016172506737)","(4.8, 6.0, 5.92)"
05-01-2023 15:47:34.848010,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.114285714285715)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 66.13636363636364)","(14.0, 22.0, 21.4)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 142.22222222222223)","(2.1, 2.1, 2.081198910081744)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:36.020500,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.114285714285715)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 66.13636363636364)","(14.0, 22.0, 18.934782608695652)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 142.85714285714286)","(2.1, 2.1, 2.081232492997199)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:37.233447,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.114285714285715)","(16.0, 30.0, 26.818181818181817)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 18.934782608695652)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.0810837438423646)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:38.433663,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.114285714285715)","(16.0, 30.0, 23.875)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 18.934782608695652)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.0810837438423646)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:39.621180,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.2, 7.133333333333334)","(16.0, 30.0, 26.5)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 19.642857142857142)","(17.0, 27.0, 26.0)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.081374045801527)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:40.846689,"(10.0, 15.5, 15.3)","(4.8, 7.2, 7.157575757575758)","(16.0, 29.0, 26.5)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 19.384615384615383)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.081374045801527)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:42.055657,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.4, 7.157575757575758)","(16.0, 29.0, 26.5)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 18.772727272727273)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.0650828729281767)","(4.8, 6.0, 5.963636363636364)"
05-01-2023 15:47:43.261681,"(10.0, 15.5, 15.346153846153847)","(4.8, 7.4, 7.157575757575758)","(16.0, 29.0, 26.5)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 18.4)","(17.0, 27.0, 26.0)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.0448979591836736)","(4.8, 6.0, 6.066666666666666)"
05-01-2023 15:47:44.444514,"(10.0, 15.5, 15.3)","(4.8, 7.4, 7.247619047619048)","(16.0, 29.0, 26.5)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 18.636363636363637)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.1, 2.0476119402985073)","(4.8, 6.2, 6.2)"
05-01-2023 15:47:45.685501,"(10.0, 15.5, 15.25)","(4.8, 8.0, 7.427272727272728)","(16.0, 29.0, 27.285714285714285)","(41.0, 75.0, 66.13636363636364)","(14.0, 21.0, 19.75)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.06, 2.0547826086956524)","(4.8, 6.4, 6.25)"
05-01-2023 15:47:46.925475,"(10.0, 15.5, 15.307692307692308)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.285714285714285)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.81818181818182)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.06, 2.054929577464789)","(4.8, 6.6, 6.09)"
05-01-2023 15:47:48.193315,"(10.0, 15.5, 15.1)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 25.666666666666668)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.81818181818182)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.06, 2.054929577464789)","(4.8, 6.6, 6.072727272727272)"
05-01-2023 15:47:49.611029,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 25.666666666666668)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.81818181818182)","(17.0, 27.0, 25.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.06, 2.0359420289855072)","(4.8, 6.6, 6.072727272727272)"
05-01-2023 15:47:50.941118,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.0)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.5)","(17.0, 27.0, 24.333333333333332)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.04, 2.0363157894736843)","(4.8, 6.6, 6.072727272727272)"
05-01-2023 15:47:52.224764,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.0)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.5)","(17.0, 27.0, 24.333333333333332)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.04, 2.0366666666666666)","(4.8, 6.6, 6.114285714285714)"
05-01-2023 15:47:53.513147,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.0)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.5)","(17.0, 27.0, 25.58823529411765)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.04, 2.0366666666666666)","(4.8, 6.6, 6.537349397590361)"
05-01-2023 15:47:54.743834,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.909090909090907)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.75)","(17.0, 27.0, 21.444444444444443)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.04, 2.0366666666666666)","(4.8, 6.6, 6.537349397590361)"
05-01-2023 15:47:56.042422,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.909090909090907)","(41.0, 75.0, 66.13636363636364)","(14.0, 20.0, 19.75)","(17.0, 22.0, 21.444444444444443)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.04, 2.0366666666666666)","(4.8, 6.6, 6.55)"
05-01-2023 15:47:57.170422,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.423076923076923)","(16.0, 29.0, 27.909090909090907)","(41.0, 75.0, 63.529411764705884)","(14.0, 20.0, 19.833333333333332)","(17.0, 22.0, 25.0)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.04, 2.0598058252427185)","(4.8, 6.6, 6.494736842105263)"
05-01-2023 15:47:58.357799,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.444444444444445)","(16.0, 29.0, 27.909090909090907)","(41.0, 75.0, 63.529411764705884)","(14.0, 20.0, 19.833333333333332)","(17.0, 27.0, 24.11111111111111)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.08, 2.0642424242424244)","(4.8, 6.6, 6.494736842105263)"
05-01-2023 15:47:59.537651,"(10.0, 15.5, 15.333333333333334)","(4.8, 8.0, 7.444444444444445)","(16.0, 29.0, 27.909090909090907)","(41.0, 75.0, 63.529411764705884)","(14.0, 20.0, 19.833333333333332)","(17.0, 25.0, 23.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.08, 2.0642424242424244)","(4.8, 6.6, 6.494736842105263)"
05-01-2023 15:48:00.686887,"(10.0, 15.5, 15.333333333333334)","(4.8, 7.8, 7.308196721311475)","(16.0, 29.0, 27.8)","(41.0, 75.0, 63.529411764705884)","(14.0, 20.0, 19.833333333333332)","(17.0, 25.0, 23.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.08, 2.0642424242424244)","(4.8, 6.6, 6.535483870967742)"
05-01-2023 15:48:01.852617,"(10.0, 15.5, 15.333333333333334)","(4.8, 7.8, 7.2594594594594595)","(16.0, 29.0, 27.8)","(41.0, 75.0, 67.3529411764706)","(14.0, 20.0, 19.8)","(17.0, 25.0, 23.666666666666668)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.08, 2.0258333333333334)","(4.8, 6.6, 6.966666666666667)"
05-01-2023 15:48:02.992050,"(10.0, 15.5, 15.333333333333334)","(4.8, 7.8, 7.257894736842106)","(16.0, 29.0, 27.8)","(41.0, 75.0, 67.3529411764706)","(14.0, 20.0, 19.8)","(17.0, 25.0, 23.0)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.08, 2.0592)","(4.8, 7.2, 7.0)"
05-01-2023 15:48:04.136995,"(10.0, 15.5, 15.277777777777779)","(4.8, 7.8, 7.257894736842106)","(16.0, 29.0, 27.8)","(41.0, 75.0, 63.529411764705884)","(14.0, 20.0, 19.8)","(17.0, 24.0, 23.2)","(71.0, 150.0, 131.66666666666666)","(2.1, 2.08, 2.06336)","(4.8, 7.2, 7.133333333333334)"
05-01-2023 15:48:05.220107,"(10.0, 15.5, 15.2)","(4.8, 7.8, 7.257894736842106)","(16.0, 29.0, 27.8)","(41.0, 75.0, 63.529411764705884)","(14.0, 20.0, 19.8)","(17.0, 24.0, 20.45)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.0392156862745097)","(4.8, 7.4, 7.133333333333334)"
05-01-2023 15:48:06.343946,"(10.0, 15.5, 15.277777777777779)","(4.8, 7.8, 7.611009174311927)","(16.0, 30.0, 28.40909090909091)","(41.0, 75.0, 70.35714285714286)","(14.0, 20.0, 19.8)","(17.0, 23.0, 20.45)","(71.0, 150.0, 142.85714285714286)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.4, 7.133333333333334)"
05-01-2023 15:48:07.535542,"(10.0, 15.5, 15.277777777777779)","(4.8, 7.8, 7.613574660633485)","(16.0, 30.0, 28.40909090909091)","(41.0, 75.0, 70.35714285714286)","(14.0, 20.0, 19.8)","(17.0, 23.0, 20.45)","(71.0, 150.0, 142.85714285714286)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.4, 7.133333333333334)"
05-01-2023 15:48:08.703798,"(10.0, 15.5, 15.277777777777779)","(4.8, 7.8, 7.613574660633485)","(16.0, 30.0, 28.40909090909091)","(41.0, 75.0, 70.35714285714286)","(14.0, 20.0, 19.8)","(17.0, 23.0, 20.45)","(71.0, 150.0, 142.85714285714286)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.4, 7.085714285714285)"
05-01-2023 15:48:09.888122,"(10.0, 15.5, 15.25)","(4.8, 7.8, 7.613574660633485)","(16.0, 30.0, 28.40909090909091)","(41.0, 75.0, 70.35714285714286)","(14.0, 20.0, 19.8125)","(17.0, 23.0, 20.025)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.0542857142857143)","(4.8, 7.4, 7.453333333333334)"
05-01-2023 15:48:11.050124,"(10.0, 15.5, 15.25)","(4.8, 7.8, 7.607476635514018)","(16.0, 30.0, 28.40909090909091)","(41.0, 75.0, 70.35714285714286)","(14.0, 20.0, 19.03846153846154)","(17.0, 23.0, 20.025)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.06, 2.059607843137255)","(4.8, 7.8, 7.338461538461538)"
05-01-2023 15:48:12.193467,"(10.0, 15.5, 15.25)","(4.8, 7.8, 7.616071428571429)","(16.0, 30.0, 28.333333333333332)","(41.0, 75.0, 70.35714285714286)","(14.0, 19.5, 18.807692307692307)","(17.0, 23.0, 20.125)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.8, 7.168421052631579)"
05-01-2023 15:48:13.368220,"(10.0, 15.5, 15.25)","(4.8, 7.8, 7.616071428571429)","(16.0, 30.0, 29.270833333333336)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.807692307692307)","(17.0, 22.0, 19.90909090909091)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.0524137931034483)","(4.8, 7.8, 7.3)"
05-01-2023 15:48:14.569156,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.56046511627907)","(16.0, 30.0, 29.270833333333336)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.807692307692307)","(17.0, 21.0, 19.26923076923077)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.6, 7.257142857142857)"
05-01-2023 15:48:15.811988,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 29.270833333333336)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.807692307692307)","(17.0, 21.0, 19.26923076923077)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.6, 7.094736842105263)"
05-01-2023 15:48:17.045854,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 28.133333333333333)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.954545454545453)","(17.0, 21.0, 19.40909090909091)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.059607843137255)","(4.8, 7.2, 7.094736842105263)"
05-01-2023 15:48:18.306464,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 28.133333333333333)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.954545454545453)","(17.0, 21.0, 19.40909090909091)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.08, 2.0285714285714285)","(4.8, 7.2, 7.094736842105263)"
05-01-2023 15:48:19.564071,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 28.25)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.954545454545453)","(17.0, 21.0, 19.61111111111111)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.1, 2.0252225519287834)","(4.8, 7.2, 7.066666666666666)"
05-01-2023 15:48:20.775707,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 28.25)","(41.0, 75.0, 71.25)","(14.0, 19.5, 19.055555555555557)","(17.0, 21.0, 19.5)","(71.0, 150.0, 142.30769230769232)","(2.1, 2.1, 2.0252225519287834)","(4.8, 7.2, 7.066666666666666)"
05-01-2023 15:48:21.977431,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 28.25)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.61111111111111)","(17.0, 20.0, 19.5)","(71.0, 150.0, 143.0)","(2.1, 2.1, 2.030958904109589)","(4.8, 7.2, 7.066666666666666)"
05-01-2023 15:48:23.165241,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.540880503144654)","(16.0, 30.0, 28.25)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.61111111111111)","(17.0, 20.0, 19.5)","(71.0, 150.0, 143.0)","(2.1, 2.1, 2.030958904109589)","(4.8, 7.2, 7.144827586206897)"
05-01-2023 15:48:24.361598,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.534193548387097)","(16.0, 30.0, 29.348837209302324)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.61111111111111)","(17.0, 20.0, 19.5)","(71.0, 150.0, 143.0)","(2.1, 2.1, 2.030958904109589)","(4.8, 7.8, 7.144827586206897)"
05-01-2023 15:48:25.571609,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.534193548387097)","(16.0, 30.0, 29.348837209302324)","(41.0, 75.0, 71.25)","(14.0, 19.5, 18.571428571428573)","(17.0, 20.0, 19.61111111111111)","(71.0, 150.0, 143.0)","(2.1, 2.1, 2.030958904109589)","(4.8, 7.4, 7.32)"
05-01-2023 15:48:26.763650,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.534193548387097)","(16.0, 30.0, 29.348837209302324)","(41.0, 75.0, 71.25)","(14.0, 19.0, 18.571428571428573)","(17.0, 21.0, 19.61111111111111)","(71.0, 150.0, 143.0)","(2.1, 2.1, 2.030958904109589)","(4.8, 7.4, 7.32)"
05-01-2023 15:48:28.117413,"(10.0, 15.5, 15.492990654205608)","(4.8, 7.8, 7.534193548387097)","(16.0, 30.0, 29.348837209302324)","(41.0, 75.0, 71.25)","(14.0, 19.0, 18.25)","(17.0, 20.0, 19.25)","(71.0, 150.0, 143.0)","(2.1, 2.1, 2.0325)","(4.8, 7.4, 7.32)"
05-01-2023 15:48:29.445083,"(10.0, 15.5, 15.3)","(4.8, 7.6, 7.459602649006623)","(16.0, 30.0, 27.9)","(41.0, 75.0, 70.26315789473684)","(14.0, 19.0, 18.25)","(17.0, 22.0, 20.5)","(71.0, 150.0, 143.0)","(2.1, 2.04, 2.0325)","(4.8, 7.4, 7.493333333333333)"
05-01-2023 15:48:30.643214,"(10.0, 15.5, 15.4)","(4.8, 7.6, 7.459602649006623)","(16.0, 30.0, 27.9)","(41.0, 75.0, 70.26315789473684)","(14.0, 19.0, 18.4375)","(17.0, 21.0, 20.5)","(71.0, 150.0, 143.0)","(2.1, 2.04, 2.013069306930693)","(4.8, 7.6, 7.2)"
05-01-2023 15:48:31.839487,"(10.0, 15.5, 15.4)","(4.8, 7.6, 7.459602649006623)","(16.0, 30.0, 27.9)","(41.0, 75.0, 70.26315789473684)","(14.0, 19.0, 18.4375)","(17.0, 21.0, 20.5)","(71.0, 150.0, 143.0)","(2.1, 2.02, 2.0165116279069766)","(4.8, 7.8, 7.2)"
05-01-2023 15:48:33.051159,"(10.0, 15.5, 15.4375)","(4.8, 7.6, 7.468181818181819)","(16.0, 30.0, 29.666666666666668)","(41.0, 75.0, 71.81818181818181)","(14.0, 19.0, 18.566666666666666)","(17.0, 21.0, 19.90909090909091)","(71.0, 150.0, 142.5)","(2.1, 2.02, 1.9234285714285715)","(4.8, 7.8, 7.658823529411764)"
05-01-2023 15:48:34.288938,"(10.0, 19.5, 18.8)","(4.8, 7.6, 7.466153846153846)","(16.0, 30.0, 29.666666666666668)","(41.0, 75.0, 71.81818181818181)","(14.0, 19.5, 18.5)","(17.0, 23.0, 20.25)","(71.0, 150.0, 142.5)","(2.1, 2.04, 1.961111111111111)","(4.8, 8.6, 7.3538461538461535)"
05-01-2023 15:48:35.451424,"(10.0, 19.5, 18.0)","(4.8, 7.6, 7.466153846153846)","(16.0, 36.0, 33.6)","(41.0, 75.0, 70.88235294117646)","(14.0, 19.0, 18.5)","(17.0, 21.0, 20.25)","(71.0, 150.0, 142.5)","(2.1, 2.0, 1.943)","(4.8, 8.2, 7.726315789473684)"
