,Another Chino,Cartanera,Dustys Got Talent,Kerman Rock,Blue Card,Shes Our Witness,Allegiance,Truevinsky,Comealilbitcloser,Idle Star,Masaru,Belafonte Boy,Paigeys Turn
07-12-2022 18:27:43.352412,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.44, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.454545454545453)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.782608695652172)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 76.66666666666667)","(14.0, 23.0, 22.25)"
07-12-2022 18:27:45.494915,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.42, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.0)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.782608695652172)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 76.66666666666667)","(14.0, 23.0, 20.25)"
07-12-2022 18:27:47.642567,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.42, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.0)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.791666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 72.5)","(14.0, 23.0, 20.25)"
07-12-2022 18:27:49.797539,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.42, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.0)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 31.791666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 85.0, 76.66666666666667)","(14.0, 23.0, 20.25)"
07-12-2022 18:27:52.544426,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.42, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 26.0, 25.0)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 85.0, 75.0)","(14.0, 22.0, 20.0)"
07-12-2022 18:27:54.948720,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.42, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 27.0, 23.666666666666668)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 85.0, 81.66666666666667)","(14.0, 21.0, 19.333333333333332)"
07-12-2022 18:27:57.201181,"(7.0, 8.4, 8.057142857142857)","(2.25, 2.42, 2.4158974358974357)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 27.0, 23.666666666666668)","(11.0, 16.5, 16.0)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 85.0, 82.5)","(14.0, 21.0, 19.333333333333332)"
07-12-2022 18:27:59.559864,"(7.0, 8.4, 8.120000000000001)","(2.25, 2.42, 2.4038383838383837)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 27.0, 25.571428571428573)","(11.0, 16.5, 16.27777777777778)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.72093023255814)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 79.5)","(14.0, 21.0, 20.09090909090909)"
07-12-2022 18:28:01.803254,"(7.0, 8.4, 8.120000000000001)","(2.25, 2.42, 2.4032)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 27.0, 25.571428571428573)","(11.0, 16.5, 16.27777777777778)","(18.0, 46.0, 35.333333333333336)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.72093023255814)","(21.0, 42.0, 40.0)","(21.0, 38.0, 29.75)","(71.0, 90.0, 79.5)","(14.0, 21.0, 20.09090909090909)"
07-12-2022 18:28:04.551550,"(7.0, 8.4, 8.333333333333334)","(2.25, 2.42, 2.4107692307692306)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.6)","(21.0, 27.0, 23.666666666666668)","(11.0, 16.5, 16.0)","(18.0, 46.0, 34.666666666666664)","(18.0, 32.0, 31.2)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 35.46153846153846)","(71.0, 90.0, 79.5)","(14.0, 21.0, 19.333333333333332)"
07-12-2022 18:28:06.967880,"(7.0, 8.4, 8.333333333333334)","(2.25, 2.42, 2.4116883116883114)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.54545454545455)","(21.0, 27.0, 23.666666666666668)","(11.0, 16.5, 16.166666666666668)","(18.0, 44.0, 34.666666666666664)","(18.0, 32.0, 31.2)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 29.75)","(71.0, 90.0, 79.5)","(14.0, 21.0, 19.333333333333332)"
07-12-2022 18:28:09.257917,"(7.0, 8.4, 8.333333333333334)","(2.25, 2.42, 2.4116883116883114)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 16.166666666666668)","(18.0, 44.0, 38.0)","(18.0, 32.0, 31.2)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 32.0)","(71.0, 90.0, 79.5)","(14.0, 21.0, 19.333333333333332)"
07-12-2022 18:28:11.571366,"(7.0, 8.4, 8.333333333333334)","(2.25, 2.42, 2.4107692307692306)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 16.166666666666668)","(18.0, 44.0, 38.0)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 32.6)","(71.0, 90.0, 79.5)","(14.0, 23.0, 20.0)"
07-12-2022 18:28:13.834941,"(7.0, 8.4, 8.333333333333334)","(2.25, 2.42, 2.4107692307692306)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 16.166666666666668)","(18.0, 44.0, 38.0)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 32.6)","(71.0, 90.0, 79.5)","(14.0, 23.0, 20.0)"
07-12-2022 18:28:16.119219,"(7.0, 8.4, 8.333333333333334)","(2.25, 2.42, 2.4107692307692306)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 16.166666666666668)","(18.0, 44.0, 38.0)","(18.0, 32.0, 30.666666666666668)","(6.0, 8.8, 8.717073170731709)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 32.6)","(71.0, 90.0, 79.5)","(14.0, 23.0, 20.0)"
07-12-2022 18:28:18.576814,"(7.0, 8.4, 8.158620689655173)","(2.25, 2.42, 2.4156164383561642)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.5)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 16.166666666666668)","(18.0, 44.0, 38.0)","(18.0, 32.0, 30.666666666666668)","(6.0, 9.0, 8.714285714285714)","(21.0, 42.0, 38.666666666666664)","(21.0, 48.0, 37.14285714285714)","(71.0, 100.0, 84.375)","(14.0, 23.0, 20.0)"
07-12-2022 18:28:21.528940,"(7.0, 8.4, 8.14074074074074)","(2.25, 2.42, 2.4156164383561642)","(21.0, 48.0, 42.0)","(26.0, 34.0, 33.166666666666664)","(21.0, 26.0, 23.333333333333332)","(11.0, 16.5, 16.166666666666668)","(18.0, 48.0, 42.666666666666664)","(18.0, 32.0, 30.666666666666668)","(6.0, 9.0, 8.714285714285714)","(21.0, 42.0, 38.666666666666664)","(21.0, 48.0, 37.14285714285714)","(71.0, 100.0, 84.375)","(14.0, 23.0, 20.0)"
07-12-2022 18:28:23.978384,"(7.0, 8.4, 8.085714285714285)","(2.25, 2.42, 2.4156164383561642)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.333333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.166666666666668)","(18.0, 48.0, 42.666666666666664)","(18.0, 32.0, 30.666666666666668)","(6.0, 9.0, 8.714285714285714)","(21.0, 42.0, 38.666666666666664)","(21.0, 48.0, 37.14285714285714)","(71.0, 100.0, 84.375)","(14.0, 23.0, 22.0)"
07-12-2022 18:28:26.247989,"(7.0, 8.4, 8.085714285714285)","(2.25, 2.42, 2.4156164383561642)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.333333333333336)","(21.0, 26.0, 24.857142857142858)","(11.0, 16.5, 16.166666666666668)","(18.0, 48.0, 42.666666666666664)","(18.0, 32.0, 30.666666666666668)","(6.0, 9.0, 8.714285714285714)","(21.0, 42.0, 38.666666666666664)","(21.0, 48.0, 37.14285714285714)","(71.0, 100.0, 84.375)","(14.0, 23.0, 22.0)"
07-12-2022 18:28:29.535711,"(7.0, 8.4, 7.84)","(2.25, 2.42, 2.411111111111111)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 24.5)","(11.0, 16.5, 16.166666666666668)","(18.0, 48.0, 42.666666666666664)","(18.0, 32.0, 30.666666666666668)","(6.0, 9.0, 8.692307692307692)","(21.0, 42.0, 38.666666666666664)","(21.0, 48.0, 33.6)","(71.0, 95.0, 87.0)","(14.0, 21.0, 19.0)"
07-12-2022 18:28:32.077040,"(7.0, 8.2, 7.84)","(2.25, 2.42, 2.411111111111111)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 24.5)","(11.0, 16.5, 16.166666666666668)","(18.0, 48.0, 42.666666666666664)","(18.0, 32.0, 30.666666666666668)","(6.0, 9.0, 8.692307692307692)","(21.0, 42.0, 38.666666666666664)","(21.0, 48.0, 33.6)","(71.0, 95.0, 87.0)","(14.0, 21.0, 19.0)"
07-12-2022 18:28:34.644857,"(7.0, 8.2, 7.709090909090909)","(2.25, 2.42, 2.3639655172413794)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 24.5)","(11.0, 16.5, 16.166666666666668)","(18.0, 48.0, 42.666666666666664)","(18.0, 32.0, 29.5)","(6.0, 9.0, 8.692307692307692)","(21.0, 42.0, 32.5)","(21.0, 48.0, 34.5)","(71.0, 95.0, 87.0)","(14.0, 21.0, 19.0)"
07-12-2022 18:28:37.230080,"(7.0, 8.2, 7.709090909090909)","(2.25, 2.38, 2.3639655172413794)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 24.5)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 42.666666666666664)","(19.0, 32.0, 29.5)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 34.5)","(71.0, 95.0, 87.0)","(14.0, 21.0, 19.0)"
07-12-2022 18:28:39.683963,"(7.0, 8.2, 7.709090909090909)","(2.25, 2.38, 2.3639655172413794)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 25.333333333333332)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 42.666666666666664)","(19.0, 32.0, 31.25)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 37.2)","(71.0, 95.0, 87.0)","(14.0, 21.0, 19.0)"
07-12-2022 18:28:42.574872,"(7.0, 8.2, 7.709090909090909)","(2.25, 2.38, 2.3639655172413794)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 25.333333333333332)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 42.666666666666664)","(19.0, 32.0, 31.25)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 37.2)","(71.0, 95.0, 87.0)","(14.0, 21.0, 19.0)"
07-12-2022 18:28:45.353055,"(7.0, 8.2, 8.019354838709678)","(2.25, 2.38, 2.3586046511627905)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 26.0, 25.5)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 46.25)","(19.0, 32.0, 31.545454545454547)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 87.0)","(14.0, 23.0, 22.738095238095237)"
07-12-2022 18:28:47.717985,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.36, 2.357272727272727)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 27.0, 25.5)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 45.888888888888886)","(19.0, 32.0, 31.25)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 87.0)","(14.0, 23.0, 22.666666666666664)"
07-12-2022 18:28:50.524411,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.36, 2.357272727272727)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.07692307692308)","(21.0, 27.0, 25.5)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 43.0)","(19.0, 32.0, 31.5)","(6.5, 9.0, 8.692307692307692)","(21.0, 38.0, 34.0)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 87.0)","(14.0, 23.0, 22.738095238095237)"
07-12-2022 18:28:53.197395,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.36, 2.35578947368421)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.692307692307693)","(21.0, 27.0, 25.5)","(11.0, 16.5, 16.214285714285715)","(19.0, 48.0, 46.46153846153847)","(19.0, 32.0, 31.666666666666664)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 81.66666666666667)","(14.0, 23.0, 22.738095238095237)"
07-12-2022 18:28:55.815847,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.36, 2.278235294117647)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.692307692307693)","(21.0, 27.0, 25.5)","(11.0, 16.5, 16.0)","(19.0, 48.0, 46.46153846153847)","(19.0, 32.0, 31.0)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 81.66666666666667)","(14.0, 23.0, 22.738095238095237)"
07-12-2022 18:28:58.303909,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.34, 2.2763636363636364)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.692307692307693)","(21.0, 27.0, 25.5)","(11.0, 16.5, 16.0)","(19.0, 48.0, 46.46153846153847)","(19.0, 32.0, 31.0)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 81.66666666666667)","(14.0, 23.0, 22.738095238095237)"
07-12-2022 18:29:03.429353,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.34, 2.2763636363636364)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.692307692307693)","(21.0, 27.0, 25.5)","(11.0, 16.5, 16.0)","(19.0, 48.0, 46.46153846153847)","(19.0, 32.0, 31.0)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.84615384615385)","(71.0, 95.0, 78.33333333333333)","(14.0, 23.0, 22.738095238095237)"
07-12-2022 18:29:08.684005,"(7.0, 8.2, 7.8181818181818175)","(2.25, 2.32, 2.286896551724138)","(21.0, 48.0, 42.0)","(26.0, 34.0, 30.666666666666668)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 32.0, 30.666666666666668)","(6.5, 9.0, 8.692307692307692)","(21.0, 40.0, 32.5)","(21.0, 48.0, 43.07692307692308)","(71.0, 100.0, 75.0)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:12.476650,"(7.0, 8.2, 8.083333333333332)","(2.25, 2.3, 2.2521428571428572)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 48.0, 37.333333333333336)","(6.5, 8.8, 8.72093023255814)","(21.0, 40.0, 32.5)","(21.0, 42.0, 37.0)","(71.0, 90.0, 72.5)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:14.962725,"(7.0, 8.2, 8.083333333333332)","(2.25, 2.3, 2.2521428571428572)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 48.0, 47.0)","(6.5, 8.8, 8.72093023255814)","(21.0, 40.0, 32.5)","(21.0, 42.0, 37.0)","(71.0, 90.0, 72.5)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:17.467371,"(7.0, 8.2, 8.083333333333332)","(2.25, 2.3, 2.292307692307692)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 50.0, 48.36363636363636)","(6.5, 8.8, 8.72093023255814)","(21.0, 40.0, 32.5)","(21.0, 42.0, 37.0)","(71.0, 90.0, 72.5)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:20.322499,"(7.0, 8.2, 8.083333333333332)","(2.2, 2.32, 2.292307692307692)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 65.0, 58.4)","(6.5, 8.8, 8.724444444444446)","(21.0, 40.0, 32.5)","(21.0, 42.0, 37.0)","(71.0, 90.0, 72.5)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:23.962845,"(7.0, 8.2, 8.083333333333332)","(2.2, 2.32, 2.2933333333333334)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 60.0, 57.2)","(6.5, 8.8, 8.23157894736842)","(21.0, 40.0, 36.666666666666664)","(21.0, 42.0, 37.0)","(71.0, 90.0, 72.5)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:27.225787,"(7.0, 8.2, 8.083333333333332)","(2.2, 2.32, 2.2933333333333334)","(21.0, 48.0, 42.0)","(26.0, 34.0, 31.0)","(21.0, 28.0, 26.75)","(11.0, 16.5, 16.0)","(19.0, 46.0, 39.0)","(19.0, 50.0, 48.2)","(6.5, 8.8, 8.08)","(21.0, 40.0, 36.666666666666664)","(21.0, 42.0, 37.0)","(71.0, 90.0, 72.5)","(14.0, 22.0, 20.25)"
07-12-2022 18:29:30.014777,"(7.0, 8.2, 8.083333333333332)","(2.2, 2.32, 2.292307692307692)","(21.0, 48.0, 42.0)","(26.0, 34.0, 32.23529411764706)","(21.0, 28.0, 27.235294117647058)","(11.0, 16.5, 16.3)","(19.0, 46.0, 35.42857142857143)","(19.0, 50.0, 43.2)","(6.5, 8.8, 7.9818181818181815)","(21.0, 40.0, 36.666666666666664)","(21.0, 42.0, 37.0)","(71.0, 90.0, 73.33333333333333)","(14.0, 22.0, 21.3)"
07-12-2022 18:29:32.461255,"(7.0, 8.2, 8.126315789473685)","(2.2, 2.32, 2.292307692307692)","(21.0, 48.0, 43.0)","(26.0, 34.0, 32.18181818181818)","(21.0, 29.0, 27.235294117647058)","(11.0, 16.5, 16.333333333333332)","(19.0, 42.0, 36.666666666666664)","(19.0, 46.0, 44.8)","(6.5, 8.8, 8.128)","(21.0, 40.0, 36.4)","(21.0, 40.0, 34.285714285714285)","(71.0, 90.0, 73.33333333333333)","(14.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:34.970825,"(7.0, 8.2, 8.126315789473685)","(2.2, 2.32, 2.29037037037037)","(21.0, 48.0, 43.0)","(26.0, 34.0, 32.18181818181818)","(21.0, 29.0, 27.235294117647058)","(11.0, 16.5, 16.333333333333332)","(19.0, 46.0, 38.0)","(19.0, 46.0, 44.90909090909091)","(6.5, 8.8, 7.953846153846154)","(21.0, 40.0, 36.4)","(21.0, 38.0, 32.0)","(71.0, 90.0, 73.33333333333333)","(14.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:37.277596,"(7.0, 8.2, 8.126315789473685)","(2.2, 2.32, 2.2368)","(21.0, 48.0, 43.0)","(26.0, 34.0, 32.18181818181818)","(21.0, 29.0, 27.235294117647058)","(11.0, 16.5, 16.333333333333332)","(19.0, 46.0, 38.0)","(19.0, 46.0, 44.0)","(6.5, 8.8, 8.163636363636364)","(21.0, 40.0, 36.4)","(21.0, 38.0, 32.0)","(71.0, 90.0, 73.33333333333333)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:39.521450,"(7.0, 8.2, 8.126315789473685)","(2.1, 2.28, 2.1966666666666668)","(21.0, 48.0, 43.0)","(26.0, 34.0, 32.18181818181818)","(21.0, 29.0, 27.846153846153847)","(11.0, 16.5, 16.333333333333332)","(21.0, 46.0, 38.0)","(19.0, 46.0, 44.0)","(6.5, 8.8, 7.992307692307692)","(21.0, 40.0, 36.4)","(21.0, 38.0, 32.0)","(71.0, 90.0, 73.33333333333333)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:41.565762,"(7.0, 8.2, 8.126315789473685)","(2.1, 2.28, 2.1966666666666668)","(21.0, 48.0, 43.0)","(26.0, 34.0, 32.8235294117647)","(21.0, 29.0, 27.846153846153847)","(11.0, 16.5, 16.333333333333332)","(20.0, 46.0, 38.0)","(21.0, 46.0, 44.0)","(6.5, 8.8, 7.961290322580645)","(21.0, 40.0, 36.4)","(21.0, 38.0, 35.75)","(71.0, 90.0, 73.33333333333333)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:43.706569,"(7.0, 8.2, 8.333333333333334)","(2.1, 2.28, 2.1855555555555557)","(21.0, 48.0, 44.666666666666664)","(26.0, 34.0, 32.8235294117647)","(21.0, 29.0, 27.846153846153847)","(11.0, 16.5, 16.333333333333332)","(20.0, 46.0, 38.0)","(21.0, 46.0, 37.0)","(6.5, 8.8, 7.961290322580645)","(21.0, 40.0, 36.4)","(21.0, 38.0, 35.75)","(71.0, 90.0, 73.33333333333333)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:47.158285,"(7.0, 8.4, 8.333333333333334)","(2.1, 2.28, 2.2333333333333334)","(21.0, 48.0, 44.666666666666664)","(26.0, 34.0, 32.8235294117647)","(21.0, 29.0, 27.846153846153847)","(11.0, 16.5, 16.416666666666668)","(20.0, 46.0, 38.0)","(21.0, 46.0, 37.0)","(6.5, 8.8, 7.961290322580645)","(21.0, 40.0, 36.4)","(21.0, 38.0, 32.0)","(71.0, 90.0, 73.33333333333333)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:49.975540,"(7.0, 8.4, 8.233333333333333)","(2.1, 2.26, 2.22)","(21.0, 48.0, 44.666666666666664)","(26.0, 34.0, 32.46153846153846)","(21.0, 29.0, 27.846153846153847)","(11.0, 16.5, 20.0)","(20.0, 46.0, 43.6)","(21.0, 42.0, 40.333333333333336)","(6.5, 8.6, 8.266666666666666)","(21.0, 40.0, 36.4)","(21.0, 38.0, 32.0)","(71.0, 95.0, 74.16666666666667)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:52.849841,"(7.0, 8.4, 8.266666666666667)","(2.1, 2.26, 2.23)","(21.0, 48.0, 44.666666666666664)","(26.0, 34.0, 30.666666666666668)","(21.0, 29.0, 27.846153846153847)","(11.0, 21.0, 20.0)","(20.0, 46.0, 43.6)","(21.0, 42.0, 40.333333333333336)","(6.5, 8.6, 8.266666666666666)","(31.0, 40.0, 36.4)","(21.0, 48.0, 38.5)","(71.0, 100.0, 72.72727272727273)","(16.0, 21.0, 19.666666666666668)"
07-12-2022 18:29:55.209565,"(7.0, 8.4, 8.266666666666667)","(2.1, 2.26, 2.241)","(21.0, 48.0, 38.888888888888886)","(26.0, 34.0, 30.666666666666668)","(21.0, 29.0, 27.846153846153847)","(11.0, 21.0, 19.0)","(20.0, 46.0, 43.6)","(21.0, 42.0, 32.0)","(6.5, 8.6, 8.266666666666666)","(31.0, 40.0, 37.0)","(21.0, 48.0, 44.30769230769231)","(71.0, 100.0, 72.72727272727273)","(16.0, 23.0, 21.0)"
07-12-2022 18:29:57.766412,"(7.0, 8.4, 8.266666666666667)","(2.1, 2.28, 2.241)","(21.0, 46.0, 38.888888888888886)","(26.0, 34.0, 30.666666666666668)","(21.0, 29.0, 27.846153846153847)","(11.0, 21.0, 20.0)","(20.0, 46.0, 38.0)","(21.0, 38.0, 37.0)","(6.5, 8.6, 8.266666666666666)","(31.0, 40.0, 32.5)","(21.0, 48.0, 44.30769230769231)","(71.0, 100.0, 72.72727272727273)","(16.0, 23.0, 21.0)"
07-12-2022 18:30:00.848915,"(7.0, 8.4, 8.266666666666667)","(2.1, 2.28, 2.241)","(21.0, 46.0, 38.888888888888886)","(26.0, 34.0, 30.666666666666668)","(21.0, 29.0, 27.846153846153847)","(11.0, 21.0, 20.25)","(20.0, 46.0, 38.0)","(20.0, 38.0, 33.285714285714285)","(6.5, 8.6, 8.266666666666666)","(31.0, 40.0, 35.714285714285715)","(21.0, 48.0, 38.4)","(71.0, 100.0, 75.0)","(16.0, 23.0, 21.0)"
07-12-2022 18:30:03.241821,"(7.0, 8.4, 8.266666666666667)","(2.1, 2.28, 2.241)","(21.0, 46.0, 42.0)","(26.0, 34.0, 30.666666666666668)","(21.0, 29.0, 27.5)","(13.0, 21.0, 20.25)","(21.0, 46.0, 38.0)","(20.0, 38.0, 34.2)","(6.5, 8.6, 8.266666666666666)","(31.0, 40.0, 35.714285714285715)","(21.0, 48.0, 35.2)","(61.0, 95.0, 88.75)","(16.0, 23.0, 20.333333333333332)"
07-12-2022 18:30:05.827466,"(7.0, 8.4, 8.266666666666667)","(2.1, 2.28, 2.2445454545454546)","(21.0, 44.0, 41.0)","(26.0, 34.0, 30.666666666666668)","(21.0, 29.0, 27.5)","(13.0, 21.0, 19.25)","(21.0, 46.0, 36.4)","(20.0, 36.0, 37.0)","(6.5, 8.6, 8.0)","(31.0, 40.0, 35.714285714285715)","(21.0, 48.0, 40.888888888888886)","(61.0, 100.0, 77.5)","(16.0, 23.0, 20.333333333333332)"
