,Pollinate,Rubys Gem,Velocity Viola,Way Too Much,Downstairs Dave,Scott Ryder
07-12-2022 20:13:33.405356,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.5)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:34.359468,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.817647058823529)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:35.400412,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:36.483418,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:37.604122,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:38.681819,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:39.995545,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:41.071276,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:42.095082,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:43.240756,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:44.418017,"(2.6, 3.45, 3.402142857142857)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:45.561961,"(2.6, 3.45, 3.028857142857143)","(4.0, 6.4, 5.776923076923077)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:46.655133,"(2.6, 3.45, 2.9735555555555555)","(4.0, 6.4, 5.776923076923077)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:47.741931,"(2.6, 3.45, 2.9735555555555555)","(4.0, 6.4, 5.745454545454545)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:48.643957,"(2.6, 3.35, 3.309285714285714)","(4.0, 6.4, 5.92)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:49.620387,"(2.6, 3.35, 3.309285714285714)","(4.0, 6.4, 5.92)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:50.694414,"(2.6, 3.35, 3.2866666666666666)","(4.0, 6.4, 5.92)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:51.776615,"(2.6, 3.35, 2.932)","(4.0, 6.4, 5.92)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:52.782882,"(2.6, 3.35, 2.927096774193548)","(4.0, 6.4, 5.7700000000000005)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:53.832254,"(2.6, 3.35, 2.8586206896551722)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:54.981933,"(2.6, 3.35, 2.875)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:56.149552,"(2.6, 3.35, 2.875)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:57.212870,"(2.6, 3.3, 3.011111111111111)","(4.0, 6.4, 5.65)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:58.208733,"(2.6, 3.25, 3.1977777777777776)","(4.0, 6.4, 5.776923076923077)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:13:59.129305,"(2.6, 3.25, 3.1977777777777776)","(4.0, 6.4, 5.8)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:00.188481,"(2.6, 3.25, 3.1977777777777776)","(4.0, 6.4, 5.8)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:01.170055,"(2.6, 3.25, 3.1977777777777776)","(4.0, 6.4, 5.8)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:02.217713,"(2.6, 3.25, 3.1977777777777776)","(4.0, 6.4, 5.8)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:03.219017,"(2.6, 3.25, 2.909655172413793)","(4.0, 6.4, 5.85)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:04.177195,"(2.6, 3.25, 2.876410256410256)","(4.0, 6.4, 5.707692307692308)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:05.161679,"(2.6, 3.25, 2.8739999999999997)","(4.0, 6.4, 5.707692307692308)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:06.238156,"(2.6, 3.15, 3.108888888888889)","(4.0, 6.4, 5.707692307692308)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:07.176178,"(2.6, 3.15, 3.108888888888889)","(4.0, 6.4, 5.610526315789474)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:08.141070,"(2.6, 3.15, 3.108888888888889)","(4.0, 6.4, 5.610526315789474)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:09.155137,"(2.6, 3.15, 2.9357894736842103)","(4.0, 6.4, 5.757142857142857)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:10.291874,"(2.6, 3.15, 2.882068965517241)","(4.0, 6.4, 5.694117647058823)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:11.497860,"(2.6, 3.15, 2.8558974358974356)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:12.639343,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:13.690366,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:14.863414,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:15.999221,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:17.124866,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:18.274263,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:19.384956,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:20.340353,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.733333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:21.305133,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.8374999999999995)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:22.288804,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:23.387218,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9714285714285715)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:24.471141,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9714285714285715)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:25.505715,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9714285714285715)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:26.487559,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9625)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:27.391640,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9625)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:28.448614,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9625)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:29.585916,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9625)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:30.638088,"(2.6, 3.05, 3.02)","(4.0, 6.4, 5.9625)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:31.580290,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.333333333333333)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:32.555924,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:33.574070,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:34.688318,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:35.824331,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:36.818509,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:37.818303,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.825)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:38.773944,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:39.872759,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.5)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:40.918805,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.285714285714286)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:42.046948,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.285714285714286)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:43.058629,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.615384615384615)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:44.098326,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.333333333333334)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:45.208537,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:46.377218,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:47.415866,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:48.369399,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:49.437801,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:50.550944,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:51.589595,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.428571428571429)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:52.542573,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.285714285714286)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:53.658560,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.0)","(3.2, 3.85, 3.825)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:54.742308,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.0)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:55.717352,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.0)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:56.724942,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.0)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:57.842919,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.0)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:58.865303,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.0)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:14:59.950976,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.571428571428571)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:00.935007,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:01.968466,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:03.067141,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:04.176215,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:05.216348,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.825)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:06.155204,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.825)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:07.228381,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.388888888888889)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:08.339546,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:09.441264,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:10.450431,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:11.397348,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.666666666666667)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:12.502372,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:13.587587,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:14.682220,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:15.721488,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:16.731089,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.625)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:17.840573,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:18.953468,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.142857142857142)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:19.922801,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.3950000000000005)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:20.950272,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.352941176470588)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:22.068754,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.266666666666667)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:23.137469,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.266666666666667)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:24.315571,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.266666666666667)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:25.337889,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.266666666666667)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:26.438886,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.266666666666667)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:27.584583,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.266666666666667)","(3.2, 3.85, 3.805)","(11.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:28.937685,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.45)","(3.2, 3.85, 3.805)","(12.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:30.105296,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.45)","(3.2, 3.85, 3.805)","(12.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:31.233435,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.45)","(3.2, 3.85, 3.625)","(12.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
07-12-2022 20:15:32.328289,"(2.6, 3.05, 3.02)","(4.0, 7.0, 6.476190476190476)","(3.2, 3.85, 3.625)","(12.0, 99999, 99990)","(5.0, 8.6, 7.9)","(21.0, 27.0, 22.76923076923077)"
