,Whiskey Diva,Nalani Bale,Mirabella Bale,Jacket Potato,Whitley Bale,Wobbly Boots,Spaghetti Legs,Xoie Bale
12-01-2023 18:06:33.566771,"(7.0, 13.0, 11.3)","(81.0, 420.0, 135.55555555555554)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.18, 1.8)"
12-01-2023 18:06:34.718717,"(7.0, 13.0, 10.875)","(81.0, 410.0, 203.33333333333331)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.16, 1.8175)"
12-01-2023 18:06:35.897269,"(7.0, 13.0, 10.875)","(81.0, 410.0, 203.33333333333331)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.14, 1.8325)"
12-01-2023 18:06:37.023081,"(7.0, 13.0, 10.875)","(81.0, 410.0, 203.33333333333331)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.14, 1.8325)"
12-01-2023 18:06:38.230863,"(7.0, 13.0, 10.875)","(81.0, 410.0, 203.33333333333331)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 8.936363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.14, 1.8325)"
12-01-2023 18:06:39.454707,"(7.0, 13.0, 10.875)","(81.0, 410.0, 203.33333333333331)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 10.136363636363637)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.14, 1.7608333333333333)"
12-01-2023 18:06:40.606806,"(7.0, 13.0, 10.237499999999999)","(81.0, 400.0, 130.0)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 11.5, 9.725)","(10.0, 24.0, 21.5)","(31.0, 90.0, 58.0)","(1.6, 2.1, 1.8225)"
12-01-2023 18:06:41.661282,"(7.0, 13.0, 10.2)","(81.0, 390.0, 196.66666666666669)","(8.0, 12.0, 11.3)","(7.5, 13.0, 12.0)","(6.0, 10.5, 9.25)","(10.0, 24.0, 21.5)","(31.0, 90.0, 51.6)","(1.6, 2.1, 1.8225)"
12-01-2023 18:06:42.826544,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 196.66666666666669)","(8.0, 12.0, 11.3)","(7.5, 13.0, 10.714285714285714)","(6.0, 9.8, 8.92)","(10.0, 24.0, 21.5)","(31.0, 90.0, 51.6)","(1.6, 2.1, 1.8225)"
12-01-2023 18:06:43.996676,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 196.66666666666669)","(8.0, 12.0, 11.3)","(7.5, 13.0, 10.714285714285714)","(6.0, 9.8, 9.506666666666668)","(10.0, 24.0, 21.5)","(31.0, 90.0, 50.6)","(1.6, 2.1, 2.0620000000000003)"
12-01-2023 18:06:45.121864,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 196.66666666666669)","(8.0, 12.0, 11.44)","(7.5, 13.0, 10.714285714285714)","(6.0, 9.8, 9.506666666666668)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.1, 2.0620000000000003)"
12-01-2023 18:06:46.279598,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 10.714285714285714)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.1, 2.0505555555555555)"
12-01-2023 18:06:47.305705,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 10.714285714285714)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:48.395740,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 10.714285714285714)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:49.712836,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:51.229908,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:52.591431,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 50.6)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:53.848844,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 148.33333333333334)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 48.142857142857146)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:55.139679,"(7.0, 13.0, 10.733333333333333)","(81.0, 390.0, 133.75)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.953846153846154)","(10.0, 24.0, 21.5)","(31.0, 85.0, 48.142857142857146)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:56.535562,"(7.0, 13.0, 10.733333333333333)","(81.0, 370.0, 130.0)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 48.142857142857146)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:57.888666,"(7.0, 13.0, 10.733333333333333)","(81.0, 370.0, 130.0)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.4, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 48.142857142857146)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:06:58.982523,"(7.0, 13.0, 10.733333333333333)","(81.0, 370.0, 130.0)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.4, 9.171428571428573)","(10.0, 24.0, 21.5)","(31.0, 85.0, 48.142857142857146)","(1.6, 2.06, 2.033157894736842)"
12-01-2023 18:07:00.219133,"(7.0, 13.0, 10.733333333333333)","(81.0, 350.0, 158.0)","(8.0, 12.0, 11.4)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 9.171428571428573)","(10.0, 24.0, 21.5)","(31.0, 85.0, 47.375)","(1.6, 2.06, 1.8125)"
12-01-2023 18:07:01.614687,"(7.0, 13.0, 10.733333333333333)","(81.0, 350.0, 260.0)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.8, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 47.375)","(1.6, 2.06, 1.8125)"
12-01-2023 18:07:02.825836,"(7.0, 13.0, 10.733333333333333)","(81.0, 340.0, 260.0)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.4, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 47.375)","(1.6, 2.06, 2.0428571428571427)"
12-01-2023 18:07:03.914231,"(7.0, 13.0, 10.733333333333333)","(81.0, 340.0, 260.0)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.4, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 47.375)","(1.6, 2.06, 1.8275000000000001)"
12-01-2023 18:07:05.112264,"(7.0, 13.0, 10.733333333333333)","(81.0, 340.0, 260.0)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.4, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 47.375)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:06.150540,"(7.0, 13.0, 10.733333333333333)","(81.0, 340.0, 260.0)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.545454545454545)","(6.0, 9.4, 8.885714285714286)","(10.0, 24.0, 21.5)","(31.0, 85.0, 58.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:07.243717,"(7.0, 13.0, 10.008)","(81.0, 330.0, 215.0)","(8.0, 12.0, 11.25)","(7.5, 13.0, 10.255555555555555)","(6.0, 9.4, 9.25)","(10.0, 24.0, 21.5)","(31.0, 75.0, 58.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:08.346710,"(7.0, 13.0, 10.008)","(81.0, 320.0, 246.66666666666666)","(8.0, 12.0, 11.25)","(7.5, 13.0, 10.255555555555555)","(6.0, 9.4, 9.25)","(10.0, 24.0, 21.5)","(31.0, 75.0, 58.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:09.505923,"(7.0, 13.0, 10.008)","(81.0, 320.0, 246.66666666666666)","(8.0, 12.0, 10.285714285714285)","(7.5, 13.0, 11.024)","(6.0, 9.4, 8.857142857142856)","(10.0, 24.0, 21.5)","(31.0, 75.0, 45.3)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:10.791884,"(7.0, 13.0, 10.008)","(81.0, 320.0, 162.85714285714286)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.024)","(6.0, 9.2, 8.74074074074074)","(10.0, 24.0, 21.5)","(31.0, 75.0, 51.333333333333336)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:12.026663,"(7.0, 13.0, 10.008)","(81.0, 300.0, 233.33333333333334)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 21.5)","(31.0, 70.0, 53.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:13.324213,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 21.5)","(31.0, 65.0, 53.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:14.394169,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 12.0, 11.25)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 21.5)","(31.0, 65.0, 49.666666666666664)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:15.391722,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.5, 10.071428571428571)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 21.5)","(31.0, 65.0, 53.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:16.510916,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.0, 10.2)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 23.214285714285715)","(31.0, 65.0, 53.5)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:17.762664,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.0, 10.0)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 23.285714285714285)","(31.0, 65.0, 45.285714285714285)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:18.900218,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.0, 10.0)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 23.285714285714285)","(31.0, 65.0, 45.285714285714285)","(1.6, 2.06, 2.043636363636364)"
12-01-2023 18:07:20.090113,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.0, 10.0)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 23.285714285714285)","(31.0, 65.0, 45.285714285714285)","(1.6, 2.06, 2.0561504424778763)"
12-01-2023 18:07:21.376945,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.0, 10.0)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.74074074074074)","(10.0, 24.0, 23.545454545454547)","(31.0, 65.0, 45.285714285714285)","(1.6, 2.06, 2.0547169811320756)"
12-01-2023 18:07:22.646302,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 11.0, 9.48)","(7.5, 13.0, 11.024)","(6.0, 9.0, 8.36)","(10.0, 24.0, 23.545454545454547)","(31.0, 65.0, 48.0)","(1.6, 2.06, 2.0550943396226415)"
12-01-2023 18:07:23.815928,"(7.0, 13.0, 10.008)","(81.0, 300.0, 166.66666666666669)","(8.0, 10.5, 9.6)","(7.5, 13.0, 9.88)","(6.0, 9.2, 8.6)","(10.0, 24.0, 23.545454545454547)","(31.0, 60.0, 48.0)","(1.6, 2.06, 2.051111111111111)"
12-01-2023 18:07:24.919241,"(7.0, 12.5, 11.775)","(81.0, 300.0, 166.66666666666669)","(8.0, 10.0, 9.6)","(7.5, 13.0, 10.4)","(6.0, 9.0, 8.733333333333334)","(10.0, 24.0, 23.545454545454547)","(31.0, 60.0, 44.25)","(1.6, 2.06, 2.0551020408163265)"
12-01-2023 18:07:25.987745,"(7.0, 12.5, 11.775)","(81.0, 280.0, 220.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 10.4)","(6.0, 9.0, 8.733333333333334)","(10.0, 24.0, 23.545454545454547)","(31.0, 60.0, 48.5)","(1.6, 2.06, 2.0551020408163265)"
12-01-2023 18:07:27.138445,"(7.0, 12.5, 11.775)","(81.0, 280.0, 220.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 10.4)","(6.0, 9.0, 8.733333333333334)","(10.0, 24.0, 23.545454545454547)","(31.0, 55.0, 48.5)","(1.6, 2.06, 2.0551020408163265)"
12-01-2023 18:07:28.226298,"(7.0, 12.5, 11.775)","(81.0, 280.0, 220.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 10.4)","(6.0, 9.0, 8.733333333333334)","(10.0, 24.0, 23.545454545454547)","(31.0, 55.0, 48.5)","(1.6, 2.06, 2.0551020408163265)"
12-01-2023 18:07:29.305744,"(7.0, 12.5, 11.775)","(81.0, 280.0, 220.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 10.4)","(6.0, 9.0, 8.733333333333334)","(10.0, 24.0, 23.545454545454547)","(31.0, 55.0, 46.0)","(1.6, 2.06, 2.0551020408163265)"
12-01-2023 18:07:30.387679,"(7.0, 12.5, 11.775)","(81.0, 280.0, 151.42857142857144)","(8.0, 10.0, 9.3)","(7.5, 13.0, 11.05)","(6.0, 9.0, 8.9)","(10.0, 24.0, 23.545454545454547)","(31.0, 50.0, 46.0)","(1.6, 2.06, 2.0515384615384615)"
12-01-2023 18:07:31.885883,"(7.0, 12.5, 11.775)","(81.0, 260.0, 206.66666666666669)","(8.0, 9.8, 9.3)","(7.5, 13.0, 11.05)","(6.0, 9.0, 8.6)","(10.0, 24.0, 23.545454545454547)","(31.0, 50.0, 46.0)","(1.6, 2.06, 2.055510204081633)"
12-01-2023 18:07:33.083728,"(7.0, 12.5, 11.775)","(81.0, 260.0, 206.66666666666669)","(8.0, 9.8, 9.3)","(7.5, 13.0, 11.05)","(6.0, 9.0, 8.6)","(10.0, 24.0, 23.25)","(31.0, 50.0, 45.0)","(1.6, 2.06, 2.055510204081633)"
12-01-2023 18:07:34.203461,"(7.0, 12.5, 11.775)","(81.0, 260.0, 140.0)","(8.0, 9.8, 9.3)","(7.5, 13.0, 11.05)","(6.0, 9.2, 8.4)","(10.0, 24.0, 23.25)","(31.0, 48.0, 45.0)","(1.6, 2.06, 2.055510204081633)"
12-01-2023 18:07:35.458527,"(7.0, 12.5, 11.775)","(81.0, 250.0, 175.0)","(8.0, 9.8, 9.3)","(7.5, 13.0, 11.05)","(6.0, 9.2, 8.4)","(10.0, 24.0, 23.25)","(31.0, 48.0, 45.0)","(1.6, 2.06, 2.055510204081633)"
12-01-2023 18:07:36.629636,"(7.0, 12.5, 11.775)","(81.0, 250.0, 175.0)","(8.0, 9.8, 9.3)","(7.5, 13.0, 11.05)","(6.0, 9.2, 8.719999999999999)","(10.0, 24.0, 23.428571428571427)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055510204081633)"
12-01-2023 18:07:37.909234,"(7.0, 12.5, 11.775)","(81.0, 240.0, 128.0)","(8.0, 9.8, 8.936)","(7.5, 13.0, 11.05)","(6.0, 9.2, 8.899999999999999)","(10.0, 24.0, 23.428571428571427)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0523076923076924)"
12-01-2023 18:07:39.146737,"(7.0, 12.5, 11.775)","(81.0, 230.0, 165.0)","(8.0, 10.5, 9.6)","(7.5, 13.0, 11.05)","(6.0, 9.2, 8.899999999999999)","(10.0, 24.0, 23.428571428571427)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055833333333333)"
12-01-2023 18:07:40.324081,"(7.0, 12.5, 11.775)","(81.0, 230.0, 155.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.05)","(6.0, 9.2, 9.085714285714285)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055833333333333)"
12-01-2023 18:07:41.533664,"(7.0, 12.5, 11.775)","(81.0, 210.0, 155.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.911999999999999)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055833333333333)"
12-01-2023 18:07:42.808380,"(7.0, 12.5, 11.775)","(81.0, 210.0, 155.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.911999999999999)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.03625)"
12-01-2023 18:07:43.957065,"(7.0, 12.5, 11.775)","(81.0, 210.0, 155.0)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.911999999999999)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0561702127659576)"
12-01-2023 18:07:45.033602,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.911999999999999)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0510526315789472)"
12-01-2023 18:07:46.190781,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.911999999999999)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0565217391304347)"
12-01-2023 18:07:47.316972,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.911999999999999)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0565217391304347)"
12-01-2023 18:07:48.414278,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.085714285714285)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0565217391304347)"
12-01-2023 18:07:49.505615,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.085714285714285)","(10.0, 24.0, 23.6)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0565217391304347)"
12-01-2023 18:07:50.643963,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.786206896551723)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0565217391304347)"
12-01-2023 18:07:52.093633,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.685714285714285)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0565217391304347)"
12-01-2023 18:07:53.375550,"(7.0, 12.5, 11.775)","(81.0, 210.0, 118.33333333333333)","(8.0, 10.0, 9.6)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.244444444444445)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0548275862068968)"
12-01-2023 18:07:54.496868,"(7.0, 12.5, 11.775)","(81.0, 200.0, 120.0)","(8.0, 10.0, 9.222222222222221)","(7.5, 13.0, 11.128)","(6.0, 9.4, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0569565217391306)"
12-01-2023 18:07:55.770889,"(7.0, 12.5, 11.775)","(81.0, 190.0, 112.85714285714286)","(8.0, 10.0, 9.222222222222221)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.034)"
12-01-2023 18:07:57.058795,"(7.0, 12.5, 11.775)","(81.0, 200.0, 114.28571428571429)","(8.0, 10.0, 9.222222222222221)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:07:58.335797,"(7.0, 12.5, 11.775)","(81.0, 200.0, 114.28571428571429)","(8.0, 10.0, 9.222222222222221)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:07:59.487719,"(7.0, 12.5, 11.775)","(81.0, 190.0, 145.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:00.654622,"(7.0, 12.5, 11.775)","(81.0, 190.0, 145.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:01.843701,"(7.0, 12.5, 11.775)","(81.0, 190.0, 145.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:03.011132,"(7.0, 12.5, 11.775)","(81.0, 190.0, 145.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:04.168897,"(7.0, 12.5, 11.775)","(81.0, 190.0, 145.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:05.321402,"(7.0, 12.5, 11.775)","(81.0, 190.0, 145.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:06.587419,"(7.0, 12.5, 12.344999999999999)","(81.0, 190.0, 140.0)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.244444444444445)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.0166666666666666)"
12-01-2023 18:08:07.787041,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 132.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.4, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:08.911021,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 132.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:10.120649,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 132.5)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:11.302304,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 98.57142857142857)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 8.799999999999999)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:12.492169,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 98.57142857142857)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.2, 9.244444444444445)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
12-01-2023 18:08:13.695779,"(7.0, 12.5, 12.344999999999999)","(81.0, 180.0, 98.57142857142857)","(8.0, 10.0, 8.879999999999999)","(7.5, 13.0, 11.128)","(6.0, 9.4, 9.120000000000001)","(10.0, 24.0, 23.692307692307693)","(31.0, 48.0, 42.857142857142854)","(1.6, 2.06, 2.055555555555556)"
