,To Infinitynbeyond,The Movement,Sals Last Blast,Caymangone,Melati Boy,Ease Up Moby,Iam The Joker,Remember Bubbles,Curveball,Mythos
15-12-2022 11:29:01.507655,"(2.05, 2.8, 2.2315789473684213)","(26.0, 80.0, 44.0)","(9.0, 25.0, 21.77777777777778)","(21.0, 48.0, 39.0)","(7.0, 8.4, 7.6)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.857142857142858)","(71.0, 150.0, 122.85714285714286)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.8, 7.2)"
15-12-2022 11:29:02.749278,"(2.05, 2.8, 2.368)","(26.0, 75.0, 42.33333333333333)","(9.0, 25.0, 21.0)","(21.0, 48.0, 39.0)","(7.0, 8.4, 7.6)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.857142857142858)","(71.0, 150.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.8, 6.800000000000001)"
15-12-2022 11:29:03.882122,"(2.05, 2.76, 2.556363636363636)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 39.0)","(7.0, 8.4, 7.6)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.857142857142858)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.8, 7.5)"
15-12-2022 11:29:05.006541,"(2.05, 2.74, 2.3512000000000004)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 39.0)","(7.0, 8.4, 7.6)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.857142857142858)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.6, 7.5)"
15-12-2022 11:29:06.190097,"(2.05, 2.74, 2.228421052631579)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.0, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.857142857142858)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.4, 7.066666666666667)"
15-12-2022 11:29:07.305350,"(2.05, 2.74, 2.228421052631579)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.0, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.977777777777778)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.4, 7.066666666666667)"
15-12-2022 11:29:08.509684,"(2.05, 2.74, 2.228421052631579)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.0, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.8)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.4, 6.733333333333333)"
15-12-2022 11:29:09.784105,"(2.05, 2.74, 2.228421052631579)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.5)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.4, 7.3)"
15-12-2022 11:29:10.981302,"(2.05, 2.74, 2.3933333333333335)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.5)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.2, 6.760000000000001)"
15-12-2022 11:29:12.229324,"(2.05, 2.74, 2.3933333333333335)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.5)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 10.0, 7.466666666666667)"
15-12-2022 11:29:13.524834,"(2.05, 2.7, 2.652)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.5)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.6, 7.466666666666667)"
15-12-2022 11:29:14.872234,"(2.05, 2.7, 2.652)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 7.866666666666667)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.5)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.6, 7.466666666666667)"
15-12-2022 11:29:16.084583,"(2.05, 2.7, 2.652)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.5)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.6, 6.933333333333334)"
15-12-2022 11:29:17.341012,"(2.05, 2.7, 2.652)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.8)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.6, 7.15)"
15-12-2022 11:29:18.605631,"(2.05, 2.7, 2.652)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.8)","(71.0, 140.0, 115.71428571428571)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.4, 7.7)"
15-12-2022 11:29:19.853383,"(2.05, 2.7, 2.652)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.0)","(21.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.8)","(71.0, 140.0, 108.57142857142857)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.0, 7.7)"
15-12-2022 11:29:21.231459,"(2.05, 2.7, 2.710909090909091)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.11111111111111)","(21.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(4.8, 7.4, 6.8)","(71.0, 130.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.0, 7.8)"
15-12-2022 11:29:22.460383,"(2.05, 2.82, 2.710909090909091)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.11111111111111)","(20.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(5.0, 7.4, 6.8)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.2, 7.266666666666667)"
15-12-2022 11:29:23.589387,"(2.05, 2.82, 2.675)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 21.11111111111111)","(20.0, 48.0, 30.0)","(7.5, 8.4, 8.133333333333333)","(20.0, 50.0, 39.6)","(5.0, 7.4, 6.8)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 9.0, 7.2)"
15-12-2022 11:29:24.764021,"(2.05, 2.82, 2.54)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 19.5)","(20.0, 48.0, 30.0)","(7.5, 8.4, 8.24)","(20.0, 50.0, 39.6)","(5.0, 7.4, 6.8)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.8, 7.2)"
15-12-2022 11:29:25.949046,"(2.05, 2.82, 2.54)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 19.5)","(20.0, 48.0, 30.0)","(7.5, 8.4, 8.24)","(20.0, 50.0, 39.6)","(5.0, 7.4, 6.8)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.8, 7.2)"
15-12-2022 11:29:27.241044,"(2.05, 2.82, 2.368)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 19.5)","(20.0, 48.0, 30.0)","(7.5, 8.4, 8.280000000000001)","(20.0, 50.0, 33.75)","(5.0, 7.4, 6.4)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.8, 7.5)"
15-12-2022 11:29:28.489517,"(2.05, 2.78, 2.702)","(26.0, 75.0, 34.166666666666664)","(9.0, 24.0, 21.75)","(20.0, 46.0, 33.5)","(7.5, 8.4, 8.767441860465116)","(20.0, 50.0, 33.0)","(5.0, 7.4, 6.311111111111111)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.6, 6.546666666666667)"
15-12-2022 11:29:29.693172,"(2.05, 2.72, 2.6154545454545457)","(26.0, 75.0, 42.33333333333333)","(9.0, 24.0, 25.888888888888886)","(20.0, 42.0, 30.333333333333336)","(7.5, 8.8, 8.600000000000001)","(20.0, 48.0, 39.6)","(5.0, 7.2, 6.311111111111111)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.4, 7.3)"
15-12-2022 11:29:31.215955,"(2.05, 2.72, 2.5700000000000003)","(26.0, 75.0, 50.66666666666667)","(9.0, 30.0, 24.333333333333332)","(20.0, 42.0, 29.444444444444443)","(7.5, 8.8, 8.693333333333333)","(20.0, 50.0, 39.6)","(5.0, 7.2, 6.311111111111111)","(71.0, 140.0, 125.83333333333333)","(91.0, 130.0, 112.85714285714286)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:32.429319,"(2.05, 2.72, 2.5700000000000003)","(26.0, 100.0, 54.0)","(9.0, 28.0, 24.555555555555557)","(20.0, 40.0, 29.444444444444443)","(7.0, 8.8, 8.693333333333333)","(20.0, 50.0, 42.0)","(5.0, 7.2, 6.311111111111111)","(61.0, 140.0, 125.83333333333333)","(81.0, 130.0, 120.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:33.785791,"(2.05, 2.76, 2.742)","(26.0, 110.0, 54.0)","(9.0, 28.0, 24.555555555555557)","(20.0, 40.0, 29.444444444444443)","(7.0, 8.8, 8.6)","(20.0, 48.0, 36.0)","(5.0, 7.2, 6.311111111111111)","(61.0, 140.0, 125.83333333333333)","(81.0, 140.0, 120.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:35.006642,"(2.05, 2.74, 2.473333333333333)","(26.0, 110.0, 54.0)","(9.0, 30.0, 21.923076923076923)","(20.0, 40.0, 34.72222222222222)","(7.0, 8.8, 8.6)","(20.0, 48.0, 32.25)","(5.0, 7.2, 6.311111111111111)","(61.0, 140.0, 125.83333333333333)","(81.0, 140.0, 120.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:36.237999,"(2.05, 2.72, 2.573846153846154)","(26.0, 110.0, 39.8)","(9.0, 42.0, 32.55555555555556)","(20.0, 40.0, 30.0)","(7.0, 8.8, 8.6)","(20.0, 46.0, 32.25)","(5.0, 7.2, 6.311111111111111)","(61.0, 140.0, 125.83333333333333)","(81.0, 140.0, 220.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:37.648174,"(2.05, 2.68, 2.5492307692307694)","(26.0, 95.0, 32.27272727272727)","(9.0, 38.0, 22.0)","(20.0, 40.0, 30.0)","(7.0, 8.8, 8.6)","(20.0, 46.0, 32.25)","(5.0, 7.2, 6.3999999999999995)","(61.0, 140.0, 125.83333333333333)","(81.0, 280.0, 220.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:38.943075,"(2.05, 2.68, 2.5492307692307694)","(26.0, 95.0, 53.63636363636364)","(9.0, 38.0, 26.833333333333332)","(20.0, 40.0, 27.333333333333332)","(7.0, 8.8, 8.68)","(20.0, 46.0, 57.599999999999994)","(5.0, 7.0, 5.84)","(61.0, 140.0, 117.5)","(81.0, 280.0, 220.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:40.304727,"(2.05, 2.7, 2.638)","(26.0, 95.0, 73.33333333333334)","(9.0, 36.0, 24.76923076923077)","(20.0, 46.0, 32.285714285714285)","(7.0, 8.8, 8.6)","(20.0, 80.0, 35.0)","(5.0, 6.8, 5.84)","(61.0, 140.0, 117.5)","(81.0, 280.0, 220.0)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:41.553210,"(2.05, 2.68, 2.638)","(21.0, 95.0, 73.33333333333334)","(10.0, 34.0, 24.76923076923077)","(20.0, 40.0, 34.8)","(7.0, 8.8, 8.310344827586206)","(20.0, 46.0, 39.0)","(5.0, 6.8, 5.84)","(61.0, 140.0, 117.5)","(81.0, 280.0, 205.71428571428572)","(5.5, 8.2, 6.7)"
15-12-2022 11:29:42.812195,"(2.05, 2.28, 2.2608988764044944)","(21.0, 95.0, 73.33333333333334)","(10.0, 34.0, 24.0)","(20.0, 38.0, 35.333333333333336)","(7.0, 9.0, 8.924812030075188)","(20.0, 44.0, 38.0)","(5.0, 6.8, 5.84)","(61.0, 140.0, 117.5)","(81.0, 260.0, 133.33333333333334)","(5.5, 8.2, 6.283333333333333)"
15-12-2022 11:29:44.015907,"(2.05, 2.74, 2.6790243902439026)","(21.0, 95.0, 62.5)","(10.0, 34.0, 24.0)","(20.0, 42.0, 35.333333333333336)","(7.0, 9.0, 8.924812030075188)","(20.0, 80.0, 38.0)","(5.0, 6.8, 5.84)","(61.0, 140.0, 117.5)","(81.0, 260.0, 95.71428571428572)","(5.5, 8.2, 7.325)"
15-12-2022 11:29:45.281598,"(2.05, 2.72, 2.48)","(21.0, 90.0, 54.0)","(10.0, 32.0, 26.333333333333336)","(20.0, 40.0, 34.8)","(7.0, 9.0, 11.25)","(20.0, 70.0, 39.33333333333333)","(5.0, 6.8, 6.24)","(61.0, 140.0, 97.5)","(81.0, 250.0, 126.66666666666666)","(5.5, 7.8, 6.472727272727273)"
15-12-2022 11:29:46.420039,"(2.05, 2.72, 2.623076923076923)","(21.0, 90.0, 46.5)","(10.0, 32.0, 26.333333333333336)","(20.0, 38.0, 34.8)","(7.0, 13.5, 11.25)","(20.0, 70.0, 39.33333333333333)","(5.0, 6.4, 6.24)","(61.0, 140.0, 97.5)","(81.0, 240.0, 126.66666666666666)","(5.5, 8.0, 6.472727272727273)"
15-12-2022 11:29:47.619008,"(2.05, 2.72, 2.42)","(26.0, 90.0, 46.5)","(10.0, 32.0, 26.333333333333336)","(20.0, 38.0, 29.11111111111111)","(7.0, 13.5, 13.088888888888889)","(20.0, 65.0, 37.666666666666664)","(5.0, 6.4, 6.057142857142857)","(61.0, 140.0, 97.5)","(81.0, 210.0, 140.0)","(5.5, 8.0, 6.707692307692308)"
15-12-2022 11:29:48.869565,"(2.05, 2.7, 2.385)","(26.0, 90.0, 46.5)","(10.0, 32.0, 26.333333333333336)","(20.0, 38.0, 29.11111111111111)","(7.0, 14.0, 13.46)","(20.0, 60.0, 36.0)","(5.0, 6.0, 5.672727272727273)","(61.0, 140.0, 97.5)","(81.0, 200.0, 97.5)","(5.5, 8.0, 6.85)"
15-12-2022 11:29:50.100178,"(2.05, 2.64, 2.485454545454546)","(26.0, 90.0, 62.0)","(10.0, 32.0, 26.333333333333336)","(20.0, 36.0, 26.5)","(7.0, 13.5, 9.929411764705883)","(20.0, 60.0, 36.0)","(5.0, 6.0, 5.672727272727273)","(61.0, 140.0, 97.5)","(81.0, 180.0, 92.22222222222223)","(5.5, 7.8, 6.75)"
15-12-2022 11:29:51.561603,"(2.05, 2.36, 2.335)","(26.0, 90.0, 62.0)","(10.0, 32.0, 23.75)","(20.0, 34.0, 24.833333333333332)","(7.0, 10.0, 9.626086956521739)","(20.0, 60.0, 30.0)","(5.0, 6.0, 5.688888888888888)","(61.0, 140.0, 97.5)","(81.0, 170.0, 110.0)","(5.5, 7.6, 6.457142857142857)"
15-12-2022 11:29:52.812939,"(2.05, 2.36, 2.335)","(26.0, 90.0, 62.0)","(10.0, 32.0, 23.75)","(20.0, 34.0, 24.833333333333332)","(7.0, 9.8, 9.048484848484849)","(20.0, 60.0, 30.0)","(5.0, 6.0, 5.688888888888888)","(61.0, 140.0, 97.5)","(81.0, 150.0, 103.33333333333334)","(5.5, 7.6, 6.872727272727273)"
15-12-2022 11:29:54.145524,"(2.05, 2.36, 2.335)","(26.0, 90.0, 62.0)","(10.0, 32.0, 23.75)","(20.0, 34.0, 24.833333333333332)","(7.0, 9.8, 9.11111111111111)","(20.0, 60.0, 36.0)","(5.0, 6.0, 5.688888888888888)","(61.0, 140.0, 97.5)","(81.0, 120.0, 97.27272727272728)","(5.5, 7.6, 6.872727272727273)"
15-12-2022 11:29:55.595305,"(2.05, 2.36, 2.3866666666666667)","(26.0, 90.0, 62.0)","(10.0, 32.0, 23.75)","(20.0, 34.0, 24.833333333333332)","(7.0, 9.8, 9.04)","(20.0, 60.0, 40.90909090909091)","(5.0, 6.0, 5.688888888888888)","(61.0, 140.0, 97.5)","(81.0, 120.0, 97.27272727272728)","(5.5, 7.6, 6.872727272727273)"
15-12-2022 11:29:56.890584,"(2.05, 2.4, 2.375681818181818)","(26.0, 90.0, 62.0)","(10.0, 32.0, 23.75)","(20.0, 34.0, 24.833333333333332)","(7.5, 9.4, 9.75)","(20.0, 60.0, 40.90909090909091)","(5.0, 6.0, 5.688888888888888)","(61.0, 140.0, 97.5)","(81.0, 120.0, 97.27272727272728)","(5.5, 7.6, 6.6)"
15-12-2022 11:29:58.207644,"(2.05, 2.38, 2.375681818181818)","(26.0, 90.0, 73.42857142857143)","(10.0, 32.0, 22.0)","(20.0, 34.0, 24.5)","(7.5, 10.0, 8.856250000000001)","(20.0, 60.0, 42.85714285714286)","(5.0, 6.0, 5.688888888888888)","(61.0, 140.0, 76.66666666666667)","(81.0, 120.0, 98.75)","(5.5, 7.6, 6.6)"
15-12-2022 11:29:59.401141,"(2.05, 2.38, 2.375681818181818)","(26.0, 80.0, 73.42857142857143)","(10.0, 29.0, 23.666666666666664)","(20.0, 32.0, 25.0)","(7.5, 9.0, 8.868571428571428)","(20.0, 50.0, 37.5)","(5.0, 6.0, 5.733333333333333)","(61.0, 130.0, 95.0)","(81.0, 110.0, 92.70833333333333)","(5.5, 7.6, 6.7)"
15-12-2022 11:30:00.616916,"(2.05, 2.38, 2.353488372093023)","(26.0, 75.0, 55.5)","(10.0, 28.0, 23.666666666666664)","(20.0, 30.0, 25.0)","(7.5, 9.0, 8.882051282051282)","(20.0, 50.0, 37.5)","(5.0, 6.0, 5.733333333333333)","(61.0, 110.0, 95.0)","(71.0, 100.0, 91.25)","(5.5, 7.6, 6.88)"
15-12-2022 11:30:02.092605,"(2.05, 2.38, 2.3744927536231883)","(26.0, 75.0, 55.5)","(10.0, 28.0, 17.333333333333332)","(20.0, 30.0, 25.0)","(7.5, 9.0, 8.875675675675677)","(20.0, 50.0, 29.428571428571427)","(5.0, 6.0, 5.733333333333333)","(61.0, 110.0, 83.88888888888889)","(71.0, 100.0, 85.0)","(5.5, 7.6, 6.88)"
15-12-2022 11:30:03.653018,"(2.05, 2.32, 2.3143977591036413)","(26.0, 70.0, 45.714285714285715)","(10.0, 29.0, 17.0)","(20.0, 30.0, 25.0)","(7.5, 9.0, 9.92)","(20.0, 50.0, 44.5)","(5.0, 6.0, 7.9399999999999995)","(61.0, 120.0, 81.0)","(71.0, 100.0, 81.25)","(5.5, 7.6, 7.130434782608695)"
15-12-2022 11:30:05.161953,"(2.05, 2.32, 2.3122178988326847)","(26.0, 65.0, 45.714285714285715)","(10.0, 27.0, 21.0)","(20.0, 30.0, 24.166666666666668)","(7.5, 10.0, 9.68421052631579)","(21.0, 48.0, 45.375)","(5.0, 8.2, 7.9399999999999995)","(61.0, 120.0, 81.0)","(71.0, 100.0, 81.25)","(5.5, 7.6, 7.06)"
15-12-2022 11:30:06.781056,"(2.05, 2.32, 2.3122178988326847)","(26.0, 65.0, 45.714285714285715)","(10.0, 27.0, 21.0)","(20.0, 30.0, 24.166666666666668)","(7.5, 10.0, 9.6)","(21.0, 48.0, 45.375)","(5.0, 8.2, 7.9399999999999995)","(61.0, 120.0, 91.66666666666666)","(71.0, 100.0, 81.66666666666667)","(5.5, 7.6, 7.06)"
15-12-2022 11:30:08.419034,"(2.05, 2.4, 2.3892045454545454)","(26.0, 65.0, 45.714285714285715)","(10.0, 26.0, 23.25)","(20.0, 30.0, 24.166666666666668)","(7.5, 10.0, 9.6)","(21.0, 48.0, 45.375)","(5.0, 8.2, 7.9399999999999995)","(61.0, 110.0, 91.66666666666666)","(71.0, 95.0, 78.33333333333333)","(5.5, 7.6, 6.781818181818181)"
15-12-2022 11:30:10.094171,"(2.05, 2.36, 2.2914285714285714)","(26.0, 65.0, 51.5)","(10.0, 25.0, 17.857142857142858)","(20.0, 30.0, 25.0)","(7.5, 10.0, 9.733333333333333)","(21.0, 48.0, 41.333333333333336)","(5.0, 6.4, 6.15)","(61.0, 100.0, 55.0)","(71.0, 95.0, 78.33333333333333)","(5.5, 7.6, 6.781818181818181)"
15-12-2022 11:30:11.735956,"(2.05, 2.4, 2.353469387755102)","(26.0, 65.0, 51.5)","(10.0, 25.0, 19.0625)","(20.0, 30.0, 25.0)","(7.5, 10.0, 9.428571428571429)","(21.0, 48.0, 41.333333333333336)","(5.0, 6.4, 6.15)","(61.0, 100.0, 67.5)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.7)"
15-12-2022 11:30:13.151978,"(2.05, 2.4, 2.353469387755102)","(26.0, 65.0, 51.5)","(10.0, 25.0, 17.5)","(20.0, 30.0, 24.166666666666668)","(7.5, 10.0, 9.333333333333332)","(21.0, 48.0, 33.5)","(5.0, 6.4, 6.0)","(61.0, 100.0, 67.5)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.7)"
15-12-2022 11:30:14.506622,"(2.05, 2.4, 2.348888888888889)","(26.0, 65.0, 51.5)","(10.0, 25.0, 18.214285714285715)","(20.0, 30.0, 22.857142857142858)","(7.5, 10.0, 9.428571428571429)","(21.0, 50.0, 36.0)","(5.0, 6.4, 5.9)","(61.0, 100.0, 67.5)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.781818181818181)"
15-12-2022 11:30:15.809342,"(2.05, 2.4, 2.348888888888889)","(26.0, 65.0, 51.5)","(11.0, 25.0, 18.214285714285715)","(20.0, 30.0, 25.5)","(7.5, 10.0, 9.866666666666667)","(21.0, 50.0, 36.0)","(5.0, 6.4, 5.9)","(61.0, 100.0, 85.23809523809524)","(71.0, 95.0, 80.0)","(5.5, 7.6, 7.1)"
15-12-2022 11:30:17.215653,"(2.05, 2.4, 2.3208333333333333)","(26.0, 65.0, 51.5)","(11.0, 25.0, 18.214285714285715)","(20.0, 30.0, 23.333333333333332)","(7.5, 10.0, 9.733333333333333)","(21.0, 50.0, 36.0)","(5.0, 6.4, 6.736363636363636)","(61.0, 100.0, 85.23809523809524)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.925)"
15-12-2022 11:30:18.582753,"(2.05, 2.4, 2.3208333333333333)","(26.0, 65.0, 42.5)","(11.0, 25.0, 18.214285714285715)","(20.0, 30.0, 25.5)","(7.5, 10.0, 9.692307692307692)","(21.0, 50.0, 36.0)","(5.0, 7.6, 6.672727272727273)","(61.0, 100.0, 83.68421052631578)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.925)"
15-12-2022 11:30:19.873195,"(2.05, 2.4, 2.3095238095238093)","(26.0, 65.0, 42.5)","(11.0, 25.0, 18.214285714285715)","(20.0, 30.0, 25.5)","(7.5, 10.0, 9.6)","(21.0, 50.0, 43.25)","(5.0, 7.4, 6.257142857142857)","(41.0, 100.0, 83.68421052631578)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.894117647058824)"
15-12-2022 11:30:21.198483,"(2.05, 2.4, 2.3095238095238093)","(26.0, 65.0, 42.5)","(11.0, 25.0, 18.214285714285715)","(20.0, 30.0, 25.5)","(7.5, 9.8, 9.6)","(21.0, 48.0, 43.25)","(5.0, 7.4, 6.5)","(41.0, 100.0, 57.14285714285714)","(71.0, 95.0, 80.0)","(5.5, 7.6, 6.894117647058824)"
15-12-2022 11:30:22.515772,"(2.05, 2.4, 2.3208333333333333)","(26.0, 65.0, 42.5)","(11.0, 25.0, 17.5)","(20.0, 30.0, 23.333333333333332)","(7.5, 9.8, 9.73846153846154)","(21.0, 48.0, 43.25)","(5.0, 7.2, 6.35)","(41.0, 100.0, 60.0)","(71.0, 95.0, 80.0)","(5.5, 7.6, 7.0)"
15-12-2022 11:30:23.890485,"(2.05, 2.28, 2.2606666666666664)","(26.0, 65.0, 42.5)","(11.0, 25.0, 17.5)","(20.0, 30.0, 23.333333333333332)","(7.5, 9.8, 9.73846153846154)","(21.0, 48.0, 43.25)","(5.0, 6.8, 6.35)","(41.0, 100.0, 60.0)","(71.0, 95.0, 80.0)","(5.5, 7.4, 7.0)"
15-12-2022 11:30:25.197623,"(2.05, 2.3, 2.276)","(26.0, 65.0, 42.5)","(11.0, 25.0, 17.285714285714285)","(20.0, 30.0, 23.142857142857142)","(7.5, 9.8, 9.5)","(21.0, 48.0, 45.285714285714285)","(5.0, 7.0, 6.5600000000000005)","(41.0, 100.0, 73.0)","(71.0, 95.0, 80.0)","(5.5, 7.4, 6.828571428571428)"
15-12-2022 11:30:26.456402,"(2.05, 2.3, 2.272413793103448)","(26.0, 65.0, 42.5)","(11.0, 25.0, 16.857142857142858)","(20.0, 30.0, 23.142857142857142)","(7.5, 9.8, 9.725000000000001)","(21.0, 48.0, 45.285714285714285)","(5.0, 7.0, 6.5)","(41.0, 100.0, 73.0)","(71.0, 95.0, 80.0)","(5.5, 7.4, 6.828571428571428)"
15-12-2022 11:30:27.724661,"(2.05, 2.3, 2.272413793103448)","(26.0, 65.0, 42.5)","(11.0, 25.0, 16.857142857142858)","(20.0, 30.0, 23.142857142857142)","(7.5, 9.8, 9.725000000000001)","(21.0, 48.0, 45.285714285714285)","(5.0, 7.0, 6.5)","(41.0, 100.0, 76.66666666666667)","(71.0, 95.0, 80.0)","(5.5, 7.4, 6.828571428571428)"
15-12-2022 11:30:29.021907,"(2.05, 2.3, 2.272413793103448)","(26.0, 65.0, 42.5)","(11.0, 25.0, 16.857142857142858)","(20.0, 30.0, 23.142857142857142)","(7.5, 9.8, 9.725000000000001)","(21.0, 48.0, 45.285714285714285)","(5.0, 7.0, 6.6)","(41.0, 100.0, 76.66666666666667)","(71.0, 95.0, 80.0)","(5.5, 7.4, 6.92)"
15-12-2022 11:30:30.326226,"(2.05, 2.26, 2.2247058823529415)","(26.0, 65.0, 41.857142857142854)","(11.0, 25.0, 16.857142857142858)","(20.0, 30.0, 24.0)","(7.5, 9.8, 9.600000000000001)","(21.0, 48.0, 41.666666666666664)","(5.0, 6.6, 6.359999999999999)","(41.0, 100.0, 74.54545454545455)","(71.0, 95.0, 80.0)","(5.5, 7.4, 6.92)"
15-12-2022 11:30:31.608909,"(2.05, 2.26, 2.2212903225806455)","(26.0, 65.0, 41.857142857142854)","(11.0, 25.0, 16.857142857142858)","(20.0, 30.0, 24.0)","(7.5, 9.8, 9.600000000000001)","(21.0, 48.0, 41.666666666666664)","(5.0, 6.6, 6.359999999999999)","(41.0, 100.0, 66.25)","(71.0, 95.0, 80.0)","(5.5, 7.4, 6.92)"
