,Always Broke,Go Katie Go,Lone Dancer,Sids Mate,Shouting Gunn,Trinity Ann
06-01-2023 14:48:47.476708,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.2)","(1.28, 1.5, 1.483157894736842)","(71.0, 480.0, 437.1428571428571)"
06-01-2023 14:48:48.669232,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.222222222222221)","(1.28, 1.5, 1.483157894736842)","(71.0, 480.0, 437.1428571428571)"
06-01-2023 14:48:50.077277,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.391304347826086)","(1.28, 1.5, 1.484390243902439)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:51.240812,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4849999999999999)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:52.465505,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4849999999999999)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:53.555726,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4848275862068965)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:54.676046,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4848275862068965)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:55.795404,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.391304347826086)","(1.28, 1.49, 1.4816666666666667)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:56.902625,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4816666666666667)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:58.028730,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4793548387096773)","(71.0, 480.0, 335.0)"
06-01-2023 14:48:59.102795,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4793548387096773)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:00.198099,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4793548387096773)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:01.346325,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4793548387096773)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:02.457099,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4793548387096773)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:03.573023,"(7.5, 13.0, 12.75)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4825)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:04.723344,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.391304347826086)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:05.767839,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.391304347826086)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:06.708334,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:07.825842,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4658823529411764)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:08.833247,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.391304347826086)","(1.28, 1.48, 1.492)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:09.861992,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.391304347826086)","(1.28, 1.5, 1.4933333333333334)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:10.914734,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4933333333333334)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:11.933913,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4933333333333334)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:12.963861,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4933333333333334)","(71.0, 480.0, 335.0)"
06-01-2023 14:49:14.016250,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4933333333333334)","(71.0, 480.0, 383.33333333333337)"
06-01-2023 14:49:15.045415,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4933333333333334)","(71.0, 480.0, 383.33333333333337)"
06-01-2023 14:49:16.050976,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.48375)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:17.017901,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:18.059645,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:19.149546,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:20.181761,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:21.190447,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:22.127499,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4933333333333334)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:23.103208,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:24.234538,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:25.460032,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:26.585434,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:27.769188,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4825)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:28.929579,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.492)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:30.032998,"(7.5, 13.0, 12.4)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4811764705882353)","(71.0, 480.0, 433.3333333333333)"
06-01-2023 14:49:30.984695,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:31.951845,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:33.037015,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:34.113416,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:35.180249,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:36.215312,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:37.183210,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:38.158257,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:39.251389,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:40.247607,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:41.347513,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:42.340519,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:43.295078,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:44.414828,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:45.442772,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4811764705882353)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:46.339317,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:47.329244,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:48.368935,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(19.0, 36.0, 29.454545454545453)","(6.5, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:49.510272,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:50.594832,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:51.599891,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:52.551547,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:53.624576,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:54.631698,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:55.767945,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:56.902292,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:58.012796,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:49:59.255653,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:00.245177,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:01.475808,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:02.481637,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:03.488463,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:04.610315,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:05.714300,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:06.647170,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:07.569035,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:08.534761,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:09.634256,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:10.749207,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:11.811009,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:12.868989,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:13.955067,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:14.951640,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:15.989598,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:16.969329,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:17.930824,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:18.995282,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:20.038674,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:21.072659,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:22.151626,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:23.122047,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:24.145168,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:25.197932,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:26.212768,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:27.243657,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:28.205556,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4685714285714286)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:29.163686,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4685714285714286)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:30.172301,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.476)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:31.252095,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4685714285714286)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:32.117362,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4685714285714286)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:33.052918,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4685714285714286)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:34.090593,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4849999999999999)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:35.126834,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4849999999999999)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:36.229844,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:37.269461,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.49)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:38.305566,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.5, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:39.349230,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:40.299484,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:41.264332,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
06-01-2023 14:50:42.195086,"(7.5, 13.0, 12.625)","(7.0, 8.6, 8.4)","(21.0, 36.0, 29.454545454545453)","(7.0, 11.0, 10.263157894736842)","(1.28, 1.49, 1.4792857142857143)","(71.0, 480.0, 345.0)"
